"","player_name","salary","TEAM","HEIGHT","WEIGHT","COLLEGE","COUNTRY","DRAFT.YEAR","DRAFT.ROUND","DRAFT.NUMBER","NETRTG","player_id","Pos","Age","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","ppg","Tax","inflation","wins","MVP","MIP","Sixth_man","DPOY","ROY","NBA_1","NBA_2","NBA_3","Rookie_1","Rookie_2","Def_1","Def_2"
"1","Kobe Bryant","24806250","LAL","6'6","205","None","USA","1996","1","13","7.5","2011","SG","32","82","82","33.9","9.0","20.0","0.451","1.4","4.3","0.323","7.6","15.6","0.487","0.487","5.9"," 7.1","0.828","1.0"," 4.1"," 5.1"," 4.7","1.2","0.1","3.0","2.1","25.3","12.30%","1.6","57","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO"
"2","Rashard Lewis","19573711","WAS","6'10""","230","None","USA","1998","2","32","-1.6","2011","SF-PF","31","57","52","32.0","4.4","10.2","0.433","1.5","4.3","0.357","2.9"," 5.9","0.488","0.508","1.4"," 1.7","0.802","1.2"," 3.8"," 5.1"," 1.6","0.9","0.5","1.5","2.8","11.7","8.95%","1.6","23","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"3","Kevin Garnett","18800000","BOS","6'11""","253","None","USA","1995","1","5","12.8","2011","PF","34","71","71","31.3","6.1","11.6","0.528","0.0","0.1","0.200","6.1","11.5","0.530","0.529","2.6"," 3.1","0.862","1.2"," 7.7"," 8.9"," 2.4","1.3","0.8","1.6","2.1","14.9","5.15%","1.6","56","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"4","Tim Duncan","18700000","SAS","6'11""","255","Wake Forest","US Virgin Isl...","1997","1","1","10.4","2011","C","34","76","76","28.4","5.5","11.0","0.500","0.0","0.1","0.000","5.5","11.0","0.502","0.500","2.4"," 3.4","0.716","2.2"," 6.7"," 8.9"," 2.7","0.7","1.9","1.6","1.6","13.4","0%","1.6","61","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES"
"5","Michael Redd","18300000","MIL","6'6","215","Ohio State","USA","2000","2","43","3.8","2011","SG","31","10"," 0","13.4","1.8"," 4.5","0.400","0.4","1.7","0.235","1.4"," 2.8","0.500","0.444","0.4"," 0.4","1.000","0.0"," 0.8"," 0.8"," 1.2","0.2","0.1","0.4","0.4"," 4.4","7.65%","1.6","35","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"6","Pau Gasol","17823000","LAL","7'0""","250","None","Spain","2001","1","3","8.8","2011","C","30","82","82","37.0","7.2","13.7","0.529","0.0","0.0","0.333","7.2","13.6","0.530","0.530","4.3"," 5.2","0.823","3.3"," 6.9","10.2"," 3.3","0.6","1.6","1.7","2.5","18.8","12.30%","1.6","57","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO"
"7","Andrei Kirilenko","17823000","UTA","6'9""","235","None","Russia","1999","1","24","-0.2","2011","SF","29","64","62","31.2","4.0"," 8.5","0.467","0.6","1.5","0.367","3.4"," 6.9","0.489","0.500","3.3"," 4.2","0.770","1.6"," 3.5"," 5.1"," 3.0","1.3","1.2","1.8","1.8","11.7","5%","1.6","39","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"8","Gilbert Arenas","17730694","ORL","6'4""","215","Arizona","USA","2001","2","30","-0.4","2011","PG","29","70","16","25.7","3.8","10.5","0.366","1.4","4.7","0.297","2.5"," 5.8","0.423","0.433","1.7"," 2.2","0.784","0.3"," 2.4"," 2.7"," 3.9","1.1","0.3","2.5","2.7","10.8","0%","1.6","52","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"9","Zach Randolph","17666666","MEM","6'9""","260","Michigan State","USA","2001","1","19","4.8","2011","PF","29","75","74","36.3","8.0","15.8","0.503","0.1","0.6","0.186","7.9","15.3","0.515","0.507","4.0"," 5.3","0.758","4.3"," 7.8","12.2"," 2.2","0.8","0.3","2.0","2.3","20.1","0%","1.6","46","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"10","Vince Carter","17300000","PHX","6'6","220","North Carolina","USA","1998","1","5","3.4","2011","SG","34","73","63","28.1","5.3","12.2","0.437","1.6","4.4","0.361","3.7"," 7.8","0.479","0.502","1.8"," 2.4","0.740","0.7"," 3.0"," 3.8"," 2.0","0.9","0.3","1.2","2.6","14.0","4.54%","1.6","NA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"11","Dirk Nowitzki","17278618","DAL","7'0""","245","None","Germany","1998","1","9","10.3","2011","PF","32","73","73","34.3","8.4","16.2","0.517","0.9","2.3","0.393","7.5","13.8","0.538","0.545","5.4"," 6.1","0.892","0.7"," 6.3"," 7.0"," 2.6","0.5","0.6","1.9","2.4","23.0","0%","1.6","57","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO"
"12","Carmelo Anthony","17149243","NYK","6'8""","230","Syracuse","USA","2003","1","3","4","2011","SF","26","77","77","35.7","8.9","19.5","0.455","1.2","3.3","0.378","7.6","16.3","0.470","0.487","6.6"," 7.9","0.838","1.5"," 5.8"," 7.3"," 2.9","0.9","0.6","2.7","2.9","25.6","8.82%","1.6","42","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO"
"13","Dwight Howard","16647180","ORL","6'11""","265","None","USA","2004","1","1","8.8","2011","C","25","78","78","37.6","7.9","13.4","0.593","0.0","0.1","0.000","7.9","13.3","0.597","0.593","7.0","11.7","0.596","4.0","10.1","14.1"," 1.4","1.4","2.4","3.6","3.3","22.9","0%","1.6","52","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","YES","NO"
"14","Kenyon Martin","16545454","DEN","6'9""","240","Cincinnati","USA","2000","1","1","8.4","2011","PF","33","48","48","25.7","3.9"," 7.5","0.511","0.0","0.2","0.222","3.8"," 7.4","0.518","0.514","0.9"," 1.5","0.583","1.4"," 4.8"," 6.2"," 2.3","0.9","0.7","1.2","2.8"," 8.6","4.63%","1.6","50","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"15","Joe Johnson","16324500","ATL","6'7""","240","Arkansas","USA","2001","1","10","1.9","2011","SG","29","72","72","35.5","7.1","16.1","0.443","1.2","4.2","0.297","5.9","12.0","0.494","0.481","2.7"," 3.4","0.802","0.8"," 3.2"," 4.0"," 4.7","0.7","0.1","2.0","1.8","18.2","6%","1.6","44","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO"
"16","Elton Brand","15959099","PHI","6'9""","254","Duke","USA","1999","1","1","2.6","2011","PF","31","81","81","34.7","6.2","12.1","0.512","0.0","0.0","0.000","6.2","12.1","0.512","0.512","2.6"," 3.4","0.780","2.9"," 5.4"," 8.3"," 1.5","1.1","1.3","1.2","3.0","15.0","3.07%","1.6","41","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"17","Chris Paul","14940153","NOH","6'0""","175","Wake Forest","USA","2005","1","4","4.3","2011","PG","25","80","80","36.0","5.4","11.6","0.463","0.9","2.3","0.388","4.5"," 9.3","0.482","0.502","4.2"," 4.8","0.878","0.5"," 3.6"," 4.1"," 9.8","2.4","0.1","2.2","2.5","15.9","NA","1.6","NA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
