"","player_name","salary","TEAM","HEIGHT","WEIGHT","COLLEGE","COUNTRY","DRAFT.YEAR","DRAFT.ROUND","DRAFT.NUMBER","NETRTG","player_id","Pos","Age","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","ppg","Tax","inflation","wins","MVP","MIP","Sixth_man","DPOY","ROY","NBA_1","NBA_2","NBA_3","Rookie_1","Rookie_2","Def_1","Def_2"
"1","Shaquille O'Neal","27696430","MIA","7'1""","325","Louisiana State","USA","1992","1","1","10.5","2005","C","32","73","73","34.1"," 9.0","15.0","0.601","0.0","0.0","   NA","9.0","15.0","0.601","0.601","4.8","10.5","0.461","3.5"," 6.9","10.4"," 2.7","0.5","2.3","2.8","3.6","22.9","0%","2.7","59","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO"
"2","Dikembe Mutombo","19485719","HOU","7'2""","265","Georgetown","Congo","1991","1","4","9.1","2005","C","38","80"," 2","15.2"," 1.4"," 2.7","0.498","0.0","0.0","   NA","1.4"," 2.7","0.498","0.498","1.3"," 1.8","0.741","1.9"," 3.5"," 5.3"," 0.1","0.2","1.3","0.6","1.7"," 4.0","0%","2.7","51","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"3","Allan Houston","17531250","NYK","6'6","205","Tennessee","USA","1993","1","11","2","2005","SG","33","20","11","26.6"," 4.3","10.3","0.415","1.6","4.0","0.388","2.7"," 6.3","0.432","0.490","1.8"," 2.2","0.837","0.2"," 1.0"," 1.2"," 2.1","0.4","0.1","1.1","2.0","11.9","8.82%","2.7","33","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"4","Chris Webber","17531250","PHI","6'10""","245","Michigan","USA","1993","1","1","1.1","2005","PF","31","67","67","35.4"," 8.3","19.1","0.433","0.2","0.7","0.341","8.1","18.5","0.436","0.438","2.7"," 3.4","0.794","1.9"," 7.2"," 9.1"," 4.7","1.4","0.8","2.7","3.2","19.5","3.07%","2.7","43","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"5","Kevin Garnett","16000000","MIN","6'11""","220","None","USA","1995","1","5","2.5","2005","PF","28","82","82","38.1"," 8.3","16.6","0.502","0.1","0.3","0.240","8.3","16.3","0.507","0.504","5.4"," 6.7","0.811","3.0","10.5","13.5"," 5.7","1.5","1.4","2.7","2.5","22.2","9.85%","2.7","44","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO"
"6","Jason Kidd","14796000","NJN","6'4""","210","California","USA","1994","1","2","4.9","2005","PG","31","66","65","36.9"," 5.2","13.0","0.398","2.0","5.4","0.360","3.2"," 7.5","0.425","0.473","2.2"," 2.9","0.740","1.4"," 6.0"," 7.4"," 8.3","1.9","0.1","2.5","1.7","14.4","NA","2.7","NA","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES"
"7","Jermaine O'Neal","14796000","IND","6'11""","242","None","USA","1996","1","17","1.7","2005","PF","26","44","41","34.8"," 8.8","19.4","0.452","0.0","0.1","0.167","8.8","19.3","0.454","0.453","6.7"," 8.9","0.754","1.9"," 6.9"," 8.8"," 1.9","0.6","2.0","3.0","3.9","24.3","3.30%","2.7","44","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO"
"8","Antoine Walker","14625000","BOS","6'9""","245","Kentucky","USA","1996","1","6","-9.3","2005","PF","28","77","77","38.4"," 7.5","17.9","0.422","1.4","4.4","0.323","6.1","13.5","0.455","0.462","2.6"," 4.8","0.539","2.4"," 6.7"," 9.0"," 3.4","1.2","0.8","3.3","2.8","19.1","5.15%","2.7","45","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"9","Zydrunas Ilgauskas","14625000","CLE","7'3""","260","None","Lithuania","1996","1","20","3.5","2005","C","29","78","78","33.5"," 5.9","12.6","0.468","0.0","0.1","0.286","5.8","12.5","0.469","0.469","5.2"," 6.4","0.799","3.8"," 4.8"," 8.6"," 1.3","0.7","2.1","2.4","4.0","16.9","5.33%","2.7","42","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"10","Latrell Sprewell","14625000","MIN","6'5""","195","Alabama","USA","1992","1","24","-0.3","2005","SF","34","80","79","30.6"," 5.0","12.0","0.414","0.9","2.6","0.327","4.1"," 9.4","0.439","0.450","2.0"," 2.4","0.830","0.8"," 2.4"," 3.2"," 2.2","0.7","0.3","1.6","1.6","12.8","9.85%","2.7","44","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
