"","player_name","salary","TEAM","HEIGHT","WEIGHT","COLLEGE","COUNTRY","DRAFT.YEAR","DRAFT.ROUND","DRAFT.NUMBER","NETRTG","player_id","Pos","Age","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","ppg","Tax","inflation","wins","MVP","MIP","Sixth_man","DPOY","ROY","NBA_1","NBA_2","NBA_3","Rookie_1","Rookie_2","Def_1","Def_2"
"1","Kobe Bryant","30453000","LAL","6'6","205","None","USA","1996","1","13","-7.4","2014","SG","35"," 6"," 6","29.5"," 5.2","12.2","0.425","0.5","2.7","0.188","4.7"," 9.5","0.491","0.445","3.0","3.5","0.857","0.3","4.0"," 4.3"," 6.3","1.2","0.2","5.7","1.5","13.8","12.30%","1.5","27","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO"
"2","Dirk Nowitzki","22721381","DAL","7'0""","245","None","Germany","1998","1","9","6","2014","PF","35","80","80","32.9"," 7.9","15.9","0.497","1.6","4.1","0.398","6.3","11.8","0.532","0.549","4.2","4.7","0.899","0.5","5.7"," 6.2"," 2.7","0.9","0.6","1.5","2.1","21.7","0%","1.5","49","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"3","Carmelo Anthony","21490000","NYK","6'8""","235","Syracuse","USA","2003","1","3","1.6","2014","PF","29","77","77","38.7"," 9.6","21.3","0.452","2.2","5.4","0.402","7.5","15.9","0.469","0.503","6.0","7.0","0.848","1.9","6.2"," 8.1"," 3.1","1.2","0.7","2.6","2.9","27.4","8.82%","1.5","37","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO"
"4","Joe Johnson","21466718","BKN","6'7""","240","Arkansas","USA","2001","1","10","0.7","2014","SG","32","79","79","32.6"," 5.8","12.9","0.454","2.1","5.1","0.401","3.8"," 7.8","0.489","0.533","2.0","2.5","0.815","0.6","2.8"," 3.4"," 2.7","0.6","0.1","1.5","1.6","15.8","8.82%","1.5","NA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"5","Dwight Howard","20513178","HOU","6'11""","265","None","USA","2004","1","1","7.2","2014","C","28","71","71","33.7"," 6.7","11.3","0.591","0.0","0.1","0.286","6.6","11.2","0.594","0.593","4.9","9.0","0.547","3.3","8.9","12.2"," 1.8","0.8","1.8","3.2","3.4","18.3","0%","1.5","54","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO"
"6","Pau Gasol","19285850","LAL","7'0""","250","None","Spain","2001","1","3","-8.6","2014","C","33","60","60","31.4"," 7.1","14.8","0.480","0.1","0.2","0.286","7.0","14.5","0.483","0.482","3.1","4.2","0.736","2.1","7.6"," 9.7"," 3.4","0.5","1.5","2.4","2.1","17.4","12.30%","1.5","27","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"7","Chris Bosh","19067500","MIA","6'11""","235","Georgia Tech","USA","2003","1","4","9","2014","C","29","79","79","32.0"," 6.2","12.1","0.516","0.9","2.8","0.339","5.3"," 9.3","0.569","0.555","2.8","3.4","0.820","1.2","5.4"," 6.6"," 1.1","1.0","1.0","1.6","2.4","16.2","0%","1.5","54","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"8","LeBron James","19067500","MIA","6'8""","250","None","USA","2003","1","1","7.2","2014","PF","29","77","77","37.7","10.0","17.6","0.567","1.5","4.0","0.379","8.5","13.6","0.622","0.610","5.7","7.6","0.750","1.1","5.9"," 6.9"," 6.3","1.6","0.3","3.5","1.6","27.1","0%","1.5","54","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO"
"9","Kevin Durant","18773176","OKC","6'9""","240","Texas","USA","2007","1","2","8.2","2014","SF","25","81","81","38.5","10.5","20.8","0.503","2.4","6.1","0.391","8.1","14.8","0.549","0.560","8.7","9.9","0.873","0.7","6.7"," 7.4"," 5.5","1.3","0.7","3.5","2.1","32.0","5.25%","1.5","59","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO"
"10","Chris Paul","18668431","LAC","6'0""","175","Wake Forest","USA","2005","1","4","11.7","2014","PG","28","62","62","35.0"," 6.5","14.0","0.467","1.3","3.4","0.368","5.3","10.6","0.498","0.511","4.8","5.6","0.855","0.6","3.7"," 4.3","10.7","2.5","0.1","2.3","2.5","19.1","12.30%","1.5","57","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO"
