PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Blake Griffin,LAC,24,10-Jun,251,Oklahoma,USA,2009,1,1,80,18,8.3,3.7,8.2,7.70%,20.00%,24.90%,57.20%,19.20%
Boris Diaw,SAS,31,8-Jun,235,None,France,2003,1,21,75,5.8,3.4,2.4,4.4,4.30%,10.90%,11.80%,60.30%,15.20%
Bradley Beal,WAS,20,5-Jun,207,Florida,USA,2012,1,3,56,13.9,3.8,2.4,-1.9,2.40%,9.60%,21.70%,51.50%,13.60%
Brandan Wright,DAL,25,10-Jun,210,North Carolina,USA,2007,1,8,64,8.5,4.1,0.6,4.6,7.70%,14.30%,18.30%,60.60%,5.40%
Brandon Bass,BOS,28,8-Jun,250,Louisiana State,USA,2005,2,33,81,8.7,5.2,1,-4,6.30%,13.70%,15.20%,53.50%,6.00%
Brandon Jennings,MIL,23,1-Jun,169,None,USA,2009,1,10,80,17.5,3.1,6.5,-4.7,1.90%,6.40%,23.30%,51.00%,29.60%
Brandon Knight,DET,21,3-Jun,189,Kentucky,USA,2011,1,8,75,13.3,3.3,4,-2.9,2.30%,8.30%,22.20%,51.10%,21.60%
Brandon Roy,MIN,28,6-Jun,211,Washington,USA,2006,1,6,5,5.8,2.8,4.6,3.5,2.90%,8.80%,17.80%,36.80%,26.70%
Brandon Rush,GSW,27,6-Jun,210,Kansas,USA,2008,1,13,2,7,0.5,1,9.5,0.00%,3.70%,20.00%,67.80%,15.40%
Brendan Haywood,CHA,33,Jul-00,263,North Carolina,USA,2001,1,20,61,3.5,4.8,0.5,-7.4,10.20%,14.40%,11.10%,44.10%,4.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brian Roberts,NOH,27,1-Jun,180,Dayton,USA,Undrafted,Undrafted,Undrafted,78,7.1,1.2,2.8,-7.5,1.30%,6.80%,21.00%,50.90%,30.10%
Brook Lopez,BKN,25,Jul-00,265,Stanford,USA,2008,1,10,74,19.4,6.9,0.9,6.7,9.60%,13.80%,28.00%,56.70%,6.10%
Byron Mullens,CHA,24,Jul-00,275,Ohio State,USA,2009,1,24,53,10.6,6.4,1.5,-14.3,4.60%,19.60%,20.90%,46.50%,10.20%
C.J. Watson,BKN,29,2-Jun,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,80,6.8,1.8,2,0.8,2.50%,7.50%,16.70%,54.40%,17.80%
CJ Miles,CLE,26,6-Jun,222,None,USA,2005,2,34,65,11.2,2.7,1,-3.3,1.70%,11.40%,23.20%,55.10%,8.30%
Carl Landry,GSW,29,9-Jun,248,Purdue,USA,2007,2,31,81,10.8,6,0.8,-0.3,9.80%,15.80%,19.40%,60.50%,5.60%
Carlos Boozer,CHI,31,9-Jun,266,Duke,USA,2002,2,34,79,16.2,9.8,2.3,-0.6,6.90%,24.40%,25.40%,51.00%,13.20%
Carlos Delfino,HOU,30,6-Jun,230,None,Argentina,2003,1,25,67,10.6,3.3,2,6.8,1.00%,11.80%,18.00%,54.90%,12.50%
Carmelo Anthony,NYK,29,8-Jun,230,Syracuse,USA,2003,1,3,67,28.7,6.9,2.6,6.6,5.50%,14.20%,34.80%,56.00%,13.70%
Caron Butler,LAC,33,7-Jun,228,Connecticut,USA,2002,1,10,78,10.4,2.9,1,6.6,2.30%,10.50%,19.80%,53.50%,6.30%
Cartier Martin,WAS,28,7-Jun,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,41,6.6,2.4,0.5,-3.1,1.50%,12.50%,18.90%,51.10%,4.90%
Chandler Parsons,HOU,24,9-Jun,227,Florida,USA,2011,2,38,76,15.5,5.3,3.5,2.9,2.90%,11.70%,18.10%,58.40%,15.70%
Charles Jenkins,PHI,24,3-Jun,215,Hofstra,USA,2011,2,44,59,1.9,0.5,0.7,-2.7,1.70%,5.00%,14.30%,42.50%,16.70%
Charlie Villanueva,DET,28,11-Jun,232,Connecticut,USA,2005,1,7,69,6.8,3.5,0.8,-4.5,4.30%,18.10%,21.10%,48.10%,8.20%
Chase Budinger,MIN,25,7-Jun,218,Arizona,USA,2009,2,44,23,9.4,3.1,1.1,3.4,2.90%,11.40%,20.30%,51.60%,8.00%
Chauncey Billups,LAC,36,3-Jun,210,Colorado,USA,1997,1,3,22,8.4,1.5,2.2,4.6,0.50%,8.50%,19.20%,60.10%,16.80%
Chris Andersen,MIA,34,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,42,4.9,4.1,0.4,7,10.20%,18.00%,13.90%,63.10%,4.50%
Chris Bosh,MIA,29,11-Jun,235,Georgia Tech,USA,2003,1,4,74,16.6,6.8,1.7,9.9,6.40%,15.30%,22.40%,59.20%,8.10%
Chris Copeland,NYK,29,8-Jun,225,Colorado,USA,Undrafted,Undrafted,Undrafted,56,8.7,2.1,0.5,4.2,4.10%,10.40%,24.90%,58.30%,5.50%
Chris Douglas-Roberts,DAL,26,7-Jun,210,Memphis,USA,2008,2,40,6,2.8,0.8,0.7,-9.6,0.00%,8.20%,13.70%,46.20%,10.30%
Chris Duhon,LAL,30,1-Jun,190,Duke,USA,2004,2,38,46,2.9,1.5,2.9,-0.7,1.30%,6.60%,8.80%,51.70%,23.60%
Chris Johnson,MEM,23,6-Jun,201,Dayton,USA,Undrafted,Undrafted,Undrafted,8,3.6,1.4,0.3,20,4.60%,6.20%,12.10%,56.00%,2.50%
Chris Johnson,MIN,27,11-Jun,210,Louisiana State,USA,Undrafted,Undrafted,Undrafted,30,3.9,2,0.3,-2.5,7.60%,13.70%,16.40%,65.00%,4.20%
Chris Kaman,DAL,31,Jul-00,265,Central Michigan,USA,2003,1,6,66,10.5,5.6,0.8,-5,7.50%,20.30%,24.90%,52.90%,6.60%
Chris Paul,LAC,28,Jun-00,175,Wake Forest,USA,2005,1,4,70,16.9,3.7,9.7,9.9,2.40%,9.60%,22.20%,59.40%,44.30%
Chris Quinn,CLE,29,2-Jun,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,7,1.4,0.3,1.3,7.8,1.30%,1.50%,13.00%,29.60%,15.50%
Chris Singleton,WAS,23,8-Jun,230,Florida State,,2011,1,18,57,4.1,3.2,0.6,-3.4,5.40%,14.60%,15.30%,42.50%,6.50%
Chris Wilcox,BOS,30,10-Jun,235,Maryland,USA,2002,1,8,61,4.2,3,0.4,-2.1,7.20%,14.10%,11.50%,72.50%,4.10%
Chris Wright,DAL,23,1-Jun,210,Georgetown,USA,Undrafted,Undrafted,Undrafted,3,0.7,0,0,-81.1,0.00%,0.00%,20.00%,50.00%,0.00%
Chuck Hayes,SAC,30,6-Jun,250,Kentucky,USA,Undrafted,Undrafted,Undrafted,74,2.7,4,1.5,-1.3,9.10%,15.60%,9.20%,46.90%,13.50%
Cole Aldrich,SAC,24,11-Jun,240,Kansas,USA,2010,1,11,45,2.2,2.7,0.2,1,7.50%,22.00%,12.00%,56.30%,3.20%
Corey Brewer,DEN,27,9-Jun,188,Florida,USA,2007,1,7,82,12.1,2.9,1.5,3.9,2.70%,8.40%,22.70%,50.60%,9.70%
Corey Maggette,DET,33,6-Jun,225,Duke,USA,1999,1,13,18,5.3,1.4,1.1,-3.5,1.80%,7.90%,19.70%,48.90%,12.10%
Cory Higgins,CHA,24,5-Jun,180,Colorado,USA,Undrafted,Undrafted,Undrafted,6,2.3,0.5,0.8,-11.7,3.20%,5.70%,27.40%,35.20%,27.80%
Cory Joseph,SAS,21,3-Jun,185,Texas,Canada,2011,1,29,28,4.5,1.9,1.9,-0.4,3.10%,10.20%,15.60%,52.80%,19.90%
Courtney Lee,BOS,27,5-Jun,200,Western Kentucky,USA,2008,1,22,78,7.8,2.4,1.8,-2.2,1.80%,8.40%,15.30%,54.50%,11.60%
D.J. Augustin,IND,25,Jun-00,183,Texas,USA,2008,1,9,76,4.7,1.2,2.2,-2.8,1.60%,5.70%,14.30%,52.70%,24.20%
DJ White,BOS,26,9-Jun,250,Indiana,USA,2008,1,29,12,2.4,1.1,0.3,15.1,5.30%,10.00%,15.80%,53.80%,7.00%
DaJuan Summers,LAC,25,8-Jun,240,Georgetown,USA,2009,2,35,2,1,1,0.5,0,0.00%,33.30%,28.60%,25.00%,25.00%
Daequan Cook,CHI,26,5-Jun,210,Ohio State,USA,2007,1,21,49,2.8,1.2,0.4,-4.9,1.50%,12.90%,18.10%,39.80%,7.20%
Dahntay Jones,ATL,32,6-Jun,225,Duke,USA,2003,1,20,78,3.4,1.3,0.6,-4,2.40%,7.20%,13.30%,48.20%,7.00%
Damian Lillard,POR,22,3-Jun,195,Weber State,USA,2012,1,6,82,19,3.1,6.5,-1.6,1.40%,7.00%,23.60%,54.60%,28.00%
Damien Wilkins,PHI,33,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,61,6.4,1.7,1.5,-5.4,2.90%,6.90%,16.90%,53.30%,13.40%
Damion James,BKN,25,7-Jun,225,Texas,USA,2010,1,24,2,0,0.5,0,-25,0.00%,33.30%,0.00%,0.00%,0.00%
Daniel Gibson,CLE,27,2-Jun,200,Texas,USA,2006,2,42,46,5.4,1.3,1.8,-11.4,0.50%,6.70%,13.90%,47.50%,14.70%
Daniel Orton,OKC,22,10-Jun,255,Kentucky,USA,2010,1,29,13,2.5,2,0.3,-6.9,11.30%,12.10%,15.50%,49.30%,6.20%
Danilo Gallinari,DEN,24,10-Jun,225,None,Italy,2008,1,6,71,16.2,5.2,2.5,7.3,2.80%,13.00%,20.90%,56.10%,11.30%
Danny Granger,IND,30,8-Jun,228,New Mexico,USA,2005,1,17,5,5.4,1.8,0.6,-9.2,4.30%,8.10%,26.10%,35.00%,7.90%
Danny Green,SAS,26,6-Jun,210,North Carolina,USA,2009,2,46,80,10.5,3.1,1.8,7.3,1.80%,9.20%,16.30%,60.00%,9.50%
Dante Cunningham,MIN,26,8-Jun,230,Villanova,USA,2009,2,33,80,8.7,5.1,0.8,-2.4,6.90%,13.90%,16.90%,48.50%,5.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Darius Johnson-Odom,LAL,23,2-Jun,215,Marquette,USA,2012,2,55,4,0,1,0.3,-56.2,8.30%,20.00%,22.20%,0.00%,33.30%
Darius Miller,NOH,23,8-Jun,235,Kentucky,USA,2012,2,46,52,2.3,1.5,0.8,-3.8,1.20%,11.10%,8.80%,52.90%,10.00%
Darius Morris,LAL,22,4-Jun,190,Michigan,USA,2011,2,41,48,4,1.2,1.6,-0.4,3.40%,4.50%,15.40%,47.50%,17.50%
Darko Milicic,BOS,28,Jul-00,275,None,Serbia,2003,1,2,1,0,1,0,-30,0.00%,25.00%,23.10%,0.00%,0.00%
Darrell Arthur,MEM,25,9-Jun,235,Kansas,USA,2008,1,27,59,6.1,2.9,0.6,-4.8,7.00%,11.00%,19.30%,47.70%,6.00%
Darren Collison,DAL,25,Jun-00,175,UCLA,USA,2009,1,21,81,12,2.7,5.1,-1.6,1.40%,7.80%,18.80%,57.50%,26.40%
David Lee,GSW,30,9-Jun,240,Florida,USA,2005,1,30,79,18.5,11.2,3.5,3.2,7.80%,22.10%,22.90%,56.10%,15.80%
David West,IND,32,9-Jun,250,Xavier,USA,2003,1,18,73,17.1,7.7,2.9,7.7,6.20%,16.70%,24.20%,54.50%,15.70%
DeAndre Jordan,LAC,24,11-Jun,265,Texas A&M,USA,2008,2,35,82,8.8,7.2,0.3,7.5,11.40%,20.70%,15.60%,60.60%,2.00%
DeAndre Liggins,OKC,25,6-Jun,209,Kentucky,USA,2011,2,53,39,1.5,1.4,0.4,-4.2,4.50%,13.80%,10.30%,52.80%,7.70%
DeJuan Blair,SAS,24,7-Jun,270,Pittsburgh,USA,2009,2,37,61,5.4,3.8,0.7,-1.4,8.20%,19.20%,18.10%,54.30%,8.40%
DeMar DeRozan,TOR,23,7-Jun,216,Southern California,USA,2009,1,9,82,18.1,3.9,2.5,-1.7,1.60%,9.50%,23.70%,52.30%,12.00%
DeMarcus Cousins,SAC,22,11-Jun,270,Kentucky,USA,2010,1,5,75,17.1,9.9,2.7,-5.5,9.70%,24.50%,27.80%,52.40%,15.40%
DeMarre Carroll,UTA,26,8-Jun,212,Missouri,USA,2009,1,27,66,6,2.8,0.9,5.9,8.10%,9.60%,15.70%,53.50%,8.50%
DeQuan Jones,ORL,23,8-Jun,221,Miami (FL),USA,Undrafted,Undrafted,Undrafted,63,3.7,1.7,0.3,-10.3,2.00%,11.00%,14.50%,48.50%,3.00%
DeSagana Diop,CHA,31,Jul-00,280,None,Senegal,2001,1,8,22,0.7,2.3,0.6,-7.1,4.40%,16.70%,6.90%,29.20%,8.70%
DeShawn Stevenson,ATL,32,5-Jun,218,None,USA,2000,1,23,56,5.1,2.2,0.9,-2.2,1.60%,9.20%,11.50%,52.20%,6.30%
Derek Fisher,OKC,38,1-Jun,210,Arkansas-Little Rock,USA,1996,1,24,33,5.3,1.1,1.4,5.8,0.40%,6.10%,16.30%,49.20%,11.70%
Deron Williams,BKN,29,3-Jun,209,Illinois,USA,2005,1,3,78,18.9,3,7.7,3.3,1.00%,7.60%,23.70%,57.40%,36.40%
Derrick Favors,UTA,21,10-Jun,248,Georgia Tech,USA,2010,1,3,77,9.4,7.1,1,-0.1,10.30%,21.00%,19.90%,53.30%,7.10%
Derrick Williams,MIN,22,8-Jun,241,Arizona,USA,2011,1,2,78,12,5.5,0.6,-4.6,5.00%,18.30%,23.20%,51.50%,4.40%
Devin Ebanks,LAL,23,9-Jun,215,West Virginia,USA,2010,2,43,19,3.4,2.2,0.5,-6,4.50%,14.40%,19.20%,41.10%,9.40%
Devin Harris,ATL,30,3-Jun,192,Wisconsin,USA,2004,1,5,58,9.9,2,3.4,5.6,0.40%,7.60%,18.90%,56.50%,21.50%
Dexter Pittman,MEM,25,11-Jun,285,Texas,USA,2010,2,32,11,0.7,1.1,0,-39.9,20.60%,15.60%,19.00%,32.50%,0.00%
Diante Garrett,PHX,24,4-Jun,190,Iowa State,,Undrafted,Undrafted,Undrafted,19,2.1,0.8,1.6,-13.6,3.00%,6.80%,19.50%,37.50%,35.20%
Dion Waiters,CLE,21,4-Jun,215,Syracuse,USA,2012,1,4,61,14.7,2.4,3,-4.3,1.20%,8.10%,25.70%,49.20%,17.80%
Dirk Nowitzki,DAL,35,Jul-00,245,None,Germany,1998,1,9,53,17.3,6.8,2.5,1.2,2.30%,19.90%,23.70%,56.40%,13.20%
Dominic McGuire,IND,27,9-Jun,235,Fresno State,USA,2007,2,47,26,2,3,0.8,-12.6,5.10%,16.50%,8.70%,42.20%,8.00%
Dominique Jones,DAL,24,5-Jun,215,South Florida,USA,2010,1,25,29,4,1.6,2.9,-2.5,5.30%,7.50%,22.30%,43.80%,40.30%
Donald Sloan,NOH,25,3-Jun,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,3.5,1.2,1.7,-13,1.00%,9.80%,17.10%,45.50%,28.40%
Donatas Motiejunas,HOU,22,Jul-00,222,None,Lithuania,2011,1,20,44,5.7,2.1,0.7,3.9,6.90%,10.50%,21.90%,53.10%,9.10%
Dorell Wright,PHI,27,9-Jun,205,None,USA,2004,1,19,79,9.2,3.8,1.9,-5.7,2.20%,15.20%,18.00%,55.10%,13.80%
Doron Lamb,ORL,21,4-Jun,210,Kentucky,USA,2012,2,42,47,3.3,1,0.7,-7.1,1.30%,6.70%,15.00%,43.30%,8.50%
Draymond Green,GSW,23,7-Jun,230,Michigan State,USA,2012,2,35,79,2.9,3.3,0.7,-1.5,5.50%,17.80%,13.20%,40.40%,7.60%
Drew Gooden,MIL,31,10-Jun,250,Kansas,USA,2002,1,4,16,3.3,1.9,0.4,-5.2,7.60%,11.80%,21.30%,38.20%,6.50%
Dwight Howard,LAL,27,11-Jun,265,None,USA,2004,1,1,76,17.1,12.4,1.4,3.1,9.40%,24.40%,22.30%,57.30%,6.80%
Dwyane Wade,MIA,31,4-Jun,220,Marquette,USA,2003,1,5,69,21.2,5,5.1,12.2,4.20%,11.20%,28.60%,57.10%,24.80%
E'Twaun Moore,ORL,24,4-Jun,191,Purdue,USA,2011,2,55,75,7.8,2.2,2.7,-8.6,2.80%,7.20%,19.10%,47.10%,19.50%
Earl Barron,NYK,31,Jul-00,250,Memphis,,Undrafted,Undrafted,Undrafted,12,3.3,5.1,0.4,-5.6,11.10%,26.00%,17.20%,36.10%,5.40%
Earl Clark,LAL,25,10-Jun,225,Louisville,USA,2009,1,14,59,7.3,5.5,1.1,-3.9,6.10%,17.20%,15.30%,51.00%,7.30%
Earl Watson,UTA,34,1-Jun,199,UCLA,USA,2001,2,39,48,2,1.8,4,-2.6,2.80%,8.60%,10.40%,36.60%,32.60%
Ed Davis,MEM,24,10-Jun,232,North Carolina,USA,2010,1,13,81,7.7,5.7,0.8,-0.7,9.70%,20.10%,17.30%,56.10%,6.60%
Eddy Curry,DAL,30,Jul-00,295,None,USA,2001,1,4,2,4.5,2,0,11.3,8.70%,6.70%,22.80%,46.10%,0.00%
Ekpe Udoh,MIL,26,10-Jun,245,Baylor,USA,2010,1,6,76,4.3,3.3,0.6,-1,8.10%,10.50%,12.10%,50.30%,4.90%
Elton Brand,DAL,34,9-Jun,254,Duke,USA,1999,1,1,72,7.2,6,1,-2.4,8.80%,18.90%,16.50%,49.90%,7.20%
Emeka Okafor,WAS,30,10-Jun,255,Connecticut,USA,2004,1,2,79,9.7,8.8,1.2,-0.7,9.50%,23.90%,19.20%,49.60%,7.70%
Enes Kanter,UTA,21,11-Jun,267,Kentucky,Turkey,2011,1,3,70,7.2,4.3,0.4,5.3,12.50%,15.50%,20.40%,58.80%,5.00%
Eric Bledsoe,LAC,23,1-Jun,195,Kentucky,USA,2010,1,18,76,8.5,3,3.1,3.8,5.30%,9.40%,21.70%,51.30%,24.90%
Eric Gordon,NOH,24,3-Jun,215,Indiana,USA,2008,1,7,42,17,1.8,3.3,-1.6,0.80%,5.80%,27.90%,52.30%,18.30%
Eric Maynor,POR,26,3-Jun,175,Virginia Commonwealth,USA,2009,1,20,64,4.5,0.7,2.8,-3.2,1.00%,4.00%,17.90%,47.20%,29.50%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Ersan Ilyasova,MIL,26,10-Jun,235,None,Turkey,2005,2,36,73,13.2,7.1,1.6,0.5,7.20%,18.50%,20.10%,55.20%,9.20%
Evan Fournier,DEN,20,6-Jun,200,None,France,2012,1,20,38,5.3,0.9,1.2,6.6,1.40%,6.00%,19.60%,59.70%,15.30%
Evan Turner,PHI,24,7-Jun,220,Ohio State,USA,2010,1,2,82,13.3,6.3,4.3,-3.8,1.90%,16.20%,20.90%,47.80%,19.20%
Fab Melo,BOS,23,Jul-00,255,Syracuse,Brazil,2012,1,22,6,1.2,0.5,0,-12.8,0.00%,7.30%,11.20%,45.10%,0.00%
Festus Ezeli,GSW,23,11-Jun,255,Vanderbilt,Nigeria,2012,1,30,78,2.4,4,0.3,-1.1,12.60%,14.70%,10.40%,46.70%,2.80%
Francisco Garcia,HOU,31,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,58,5.5,1.6,1.1,-2.1,0.80%,8.00%,14.40%,51.90%,9.50%
Garrett Temple,WAS,27,6-Jun,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,51,5.1,2.4,2.3,-0.3,2.50%,8.20%,12.90%,47.80%,15.10%
Gary Neal,SAS,28,4-Jun,210,Towson,USA,Undrafted,Undrafted,Undrafted,68,9.5,2.1,1.9,3.5,0.90%,8.50%,20.80%,51.20%,13.70%
George Hill,IND,27,2-Jun,190,Indiana Purdue-Indianapolis,USA,2008,1,26,76,14.2,3.7,4.7,8.4,1.80%,8.70%,18.40%,55.80%,22.00%
Gerald Green,IND,27,8-Jun,210,None,USA,2005,1,18,60,7,2.4,0.8,-0.3,2.70%,9.50%,20.60%,46.50%,8.70%
Gerald Henderson,CHA,25,5-Jun,215,Duke,USA,2009,1,12,68,15.5,3.7,2.6,-10,2.50%,9.70%,23.10%,53.10%,15.20%
Gerald Wallace,BKN,30,7-Jun,220,Alabama,USA,2001,1,25,69,7.7,4.6,2.6,3.9,3.40%,12.40%,14.30%,49.00%,13.10%
Glen Davis,ORL,27,9-Jun,289,Louisiana State,USA,2007,2,35,34,15.1,7.2,2.1,-0.9,5.30%,18.20%,25.40%,48.30%,11.50%
