PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brandon Knight,HOU,27,3-Jun,195,Kentucky,USA,2011,1,8,6,1.3,0.5,0.2,8.7,1.60%,3.30%,18.00%,20.00%,3.10%
Brook Lopez,MIL,30,Jul-00,270,Stanford,USA,2008,1,10,32,11.4,4.1,1.2,12.3,1.60%,11.70%,16.70%,56.30%,5.40%
Bruce Brown,DET,22,5-Jun,202,Miami (FL),USA,2018,2,42,24,4.4,2.5,1,-4.7,2.90%,9.60%,11.60%,49.40%,8.90%
Bryn Forbes,SAS,25,3-Jun,190,Michigan State,USA,Undrafted,Undrafted,Undrafted,34,12.1,2.5,2.3,-4.3,0.90%,8.40%,18.20%,58.60%,12.20%
Buddy Hield,SAC,26,4-Jun,214,Oklahoma,Bahamas,2016,1,6,33,20.4,5.2,2.4,0.9,3.30%,12.10%,24.10%,60.10%,11.60%
C.J. Williams,MIN,28,5-Jun,226,North Carolina State,USA,Undrafted,Undrafted,Undrafted,6,1.7,0.3,0.5,-33.9,0.00%,3.40%,13.60%,35.70%,10.30%
CJ McCollum,POR,27,3-Jun,190,Lehigh,USA,2013,1,10,32,21.3,3.8,2.6,3.4,2.50%,8.20%,25.30%,54.70%,11.80%
CJ Miles,TOR,31,6-Jun,220,None,USA,2005,2,34,29,5,1.6,0.6,-10.4,1.40%,8.50%,17.20%,44.30%,6.20%
Caleb Swanigan,POR,21,9-Jun,250,Purdue,USA,2017,1,26,13,2.1,3.2,0.5,-18,7.60%,23.80%,17.30%,35.30%,8.70%
Cameron Payne,CHI,24,3-Jun,190,Murray State,USA,2015,1,14,29,6.1,1.8,2.8,-19.3,1.80%,7.90%,16.60%,49.70%,24.50%
Caris LeVert,BKN,24,7-Jun,204,Michigan,USA,2016,1,20,14,18.4,4.3,3.7,-2.3,3.10%,10.20%,26.00%,55.70%,19.70%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Carmelo Anthony,HOU,34,8-Jun,240,Syracuse,USA,2003,1,3,10,13.4,5.4,0.5,-9,2.70%,15.80%,19.90%,51.30%,2.80%
Cedi Osman,CLE,23,8-Jun,215,None,Turkey,2015,2,31,32,11.4,5,2.3,-15,1.80%,14.80%,17.60%,49.10%,10.20%
Chandler Hutchison,CHI,22,7-Jun,197,Boise State,USA,2018,1,22,29,4,3.7,0.7,-4.2,3.90%,16.10%,11.80%,47.20%,5.70%
Chandler Parsons,MEM,30,10-Jun,230,Florida,USA,2011,2,38,3,5.7,1.3,0.7,-11.5,1.80%,7.00%,17.40%,50.00%,7.40%
Channing Frye,CLE,35,Jul-00,255,Arizona,USA,2005,1,8,13,2.8,1.6,0.2,-23,1.00%,20.40%,15.40%,65.30%,5.60%
Chasson Randle,WAS,25,2-Jun,185,Stanford,USA,Undrafted,Undrafted,Undrafted,4,7,0.8,2.5,-11.1,1.60%,3.80%,18.80%,63.20%,27.80%
Cheick Diallo,NOP,22,9-Jun,220,Kansas,Mali,2016,2,33,25,3.6,3.6,0.4,-5.2,8.90%,24.40%,14.70%,61.00%,5.10%
Chimezie Metu,SAS,21,10-Jun,225,Southern California,USA,2018,2,49,18,2.4,1.4,0.6,6,7.70%,15.90%,22.30%,45.30%,16.20%
Chris Boucher,TOR,25,10-Jun,200,Oregon,Canada,Undrafted,Undrafted,Undrafted,7,2.9,1.7,0,-4,10.50%,19.00%,23.30%,54.00%,0.00%
Chris Paul,HOU,33,Jun-00,175,Wake Forest,USA,2005,1,4,26,15.6,4,8,1.5,1.80%,10.60%,22.30%,54.40%,38.80%
Christian Wood,MIL,23,10-Jun,214,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,6,4.2,2.7,0.3,-8.4,8.90%,24.50%,22.90%,63.60%,9.10%
Clint Capela,HOU,24,10-Jun,240,None,Switzerland,2014,1,25,32,17.1,12.1,1.5,-0.1,13.90%,22.70%,19.10%,64.10%,7.50%
Cody Zeller,CHA,26,Jul-00,240,Indiana,USA,2013,1,4,31,9.3,5.9,1.9,3,8.10%,14.70%,14.30%,64.30%,10.90%
Collin Sexton,CLE,19,2-Jun,190,Alabama,USA,2018,1,8,34,14.8,3,2.5,-14.6,2.00%,8.40%,24.70%,49.50%,14.10%
Cory Joseph,IND,27,3-Jun,193,Texas,Canada,2011,1,29,34,7.3,3.7,3.8,7.2,1.60%,12.00%,13.60%,51.00%,20.30%
Courtney Lee,NYK,33,5-Jun,215,Western Kentucky,USA,2008,1,22,9,4.9,2.4,1.3,-7.9,3.50%,12.90%,14.70%,51.40%,14.50%
Cristiano Felicio,CHI,26,10-Jun,265,None,Brazil,Undrafted,Undrafted,Undrafted,22,3.2,3.4,0.5,-11.2,8.40%,20.00%,11.70%,60.00%,6.30%
D'Angelo Russell,BKN,22,5-Jun,198,Ohio State,USA,2015,1,2,35,17.5,3.8,6.3,-1,1.70%,11.00%,28.70%,50.60%,35.70%
D.J. Augustin,ORL,31,Jun-00,183,Texas,USA,2008,1,9,32,10.3,2.2,4.8,0.8,1.70%,6.50%,15.50%,60.70%,24.20%
D.J. Wilson,MIL,22,10-Jun,231,Michigan,USA,2017,1,17,6,6.8,4.5,0.5,7.9,7.60%,15.20%,13.50%,64.50%,4.10%
DJ Stephens,MEM,28,5-Jun,188,Memphis,USA,Undrafted,Undrafted,Undrafted,1,2,0,0,-23.2,0.00%,0.00%,13.00%,50.00%,0.00%
Damian Jones,GSW,23,Jul-00,245,Vanderbilt,USA,2016,1,30,24,5.4,3.1,1.2,3.5,8.60%,9.90%,11.20%,72.00%,8.40%
Damian Lillard,POR,28,3-Jun,195,Weber State,USA,2012,1,6,33,27.1,4.8,5.9,3,2.10%,10.70%,29.10%,59.60%,27.10%
Damion Lee,GSW,26,6-Jun,210,Louisville,USA,Undrafted,Undrafted,Undrafted,15,4.9,1.9,0.2,-3.6,1.60%,12.00%,14.60%,60.60%,2.10%
Damyean Dotson,NYK,24,6-Jun,210,Houston,USA,2017,2,44,25,10.8,3.9,1,-3.4,2.90%,11.70%,16.70%,55.30%,5.80%
Daniel Hamilton,ATL,23,7-Jun,195,Connecticut,USA,2016,2,56,7,1.3,0.6,0.7,1.1,0.00%,7.40%,13.60%,34.90%,13.90%
Daniel Theis,BOS,26,8-Jun,243,None,Germany,Undrafted,Undrafted,Undrafted,22,7.2,3.7,1,16.2,8.60%,13.90%,17.00%,64.00%,9.80%
Danilo Gallinari,LAC,30,10-Jun,225,None,Italy,2008,1,6,32,19.7,6.1,2.3,1.7,3.00%,15.50%,22.30%,64.10%,11.30%
Danny Green,TOR,31,6-Jun,215,North Carolina,USA,2009,2,46,34,9.7,4.1,1.3,16,3.40%,9.70%,13.30%,58.40%,5.30%
Dante Cunningham,SAS,31,8-Jun,230,Villanova,USA,2009,2,33,32,4.3,4.5,1.1,-8.1,5.30%,15.90%,8.30%,60.80%,7.10%
Dante Exum,UTA,23,6-Jun,190,None,Australia,2014,1,5,33,6.6,1.5,2.2,-0.6,1.90%,7.60%,19.80%,50.80%,21.70%
Danuel House Jr.,HOU,25,7-Jun,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,14,7.4,2.9,0.6,11.3,3.20%,10.60%,14.10%,57.50%,3.70%
Dario Saric,MIN,24,10-Jun,223,None,Croatia,2014,1,12,32,11.1,6.3,1.8,1.9,5.30%,16.10%,17.20%,55.90%,9.50%
Darius Miller,NOP,28,8-Jun,225,Kentucky,USA,2012,2,46,30,6.8,1.5,1.7,-1,0.80%,5.00%,11.80%,56.70%,9.70%
Darren Collison,IND,31,Jun-00,175,UCLA,USA,2009,1,21,34,8.9,2.9,5.5,2.8,1.90%,8.10%,15.60%,52.10%,27.00%
Daryl Macon,DAL,23,3-Jun,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,150,0.00%,0.00%,0.00%,0.00%,0.00%
David Nwaba,CLE,25,4-Jun,219,None,USA,Undrafted,Undrafted,Undrafted,21,6,2.8,0.7,2.6,2.80%,13.80%,16.10%,51.70%,6.00%
Davis Bertans,SAS,26,10-Jun,225,None,Latvia,2011,2,42,30,7.8,2.9,1,8.3,2.50%,12.70%,14.10%,70.70%,8.00%
Davon Reed,IND,23,5-Jun,208,Miami (FL),USA,2017,2,32,3,0,0,0,40.2,0.00%,0.00%,0.00%,0.00%,0.00%
De'Aaron Fox,SAC,21,3-Jun,175,Kentucky,USA,2017,1,5,33,18.1,3.4,7.5,2.9,1.60%,8.30%,24.00%,56.80%,32.50%
De'Anthony Melton,PHX,20,4-Jun,200,Southern California,USA,2018,2,46,17,6.2,2.4,2.9,-1.3,1.80%,10.90%,17.80%,47.00%,20.90%
DeAndre Jordan,DAL,30,11-Jun,265,Texas A&M,USA,2008,2,35,32,11.1,14.3,2.2,-0.6,9.60%,34.20%,14.10%,66.10%,10.50%
DeAndre' Bembry,ATL,24,6-Jun,210,Saint Joseph's,USA,2016,1,21,32,8.1,4.2,2.6,-8.1,2.00%,15.20%,17.20%,48.80%,17.20%
DeMar DeRozan,SAS,29,7-Jun,220,Southern California,USA,2009,1,9,34,23.1,5.6,6.3,-1.5,2.10%,13.80%,29.30%,54.50%,29.30%
DeMarre Carroll,BKN,32,8-Jun,215,Missouri,USA,2009,1,27,24,8.8,4.8,0.8,-0.3,4.10%,17.40%,18.10%,50.10%,5.10%
DeVaughn Akoon-Purcell,DEN,25,6-Jun,200,Illinois State,Trinidad and ...,Undrafted,Undrafted,Undrafted,7,1,0.6,0.9,8.2,4.30%,15.00%,22.80%,32.20%,37.50%
Deandre Ayton,PHX,20,1-Jul,250,Arizona,Bahamas,2018,1,1,34,16.6,10.9,2.3,-6.8,9.70%,26.40%,21.20%,62.20%,12.40%
Delon Wright,TOR,26,5-Jun,183,Utah,USA,2015,1,20,30,6.1,2.6,2,-6.3,4.40%,9.70%,15.80%,51.60%,16.60%
Demetrius Jackson,PHI,24,1-Jun,201,Notre Dame,USA,2016,2,45,3,1.3,0.3,1,-10.6,0.00%,7.10%,12.50%,66.70%,27.30%
Dennis Schroder,OKC,25,1-Jun,172,None,Germany,2013,1,17,31,16.2,3.8,4.5,7.5,1.40%,11.10%,25.40%,51.10%,23.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Dennis Smith Jr.,DAL,21,3-Jun,195,North Carolina State,USA,2017,1,9,21,13,3,4,-5.4,2.20%,8.00%,23.00%,52.10%,23.20%
Deonte Burton,OKC,24,5-Jun,245,Iowa State,USA,Undrafted,Undrafted,Undrafted,15,3.3,1.1,0.3,3.3,0.70%,9.80%,16.60%,50.40%,6.00%
Derrick Favors,UTA,27,10-Jun,265,Georgia Tech,USA,2010,1,3,33,11.2,6.9,1,-2.3,11.90%,17.20%,18.10%,63.40%,7.10%
Derrick Jones Jr.,MIA,21,7-Jun,200,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,22,6.4,4.5,0.5,0,9.70%,13.50%,15.60%,51.70%,4.60%
Derrick Rose,MIN,30,3-Jun,200,Memphis,USA,2008,1,1,30,18.5,2.8,4.6,1,2.20%,6.80%,25.10%,57.20%,24.50%
Derrick White,SAS,24,4-Jun,190,Colorado,USA,2017,1,29,25,5.9,2.8,3.5,3.5,1.20%,11.10%,16.00%,46.40%,21.50%
Devin Booker,PHX,22,6-Jun,210,Kentucky,USA,2015,1,13,24,24.8,3.9,7,-3.8,1.90%,8.70%,31.00%,55.30%,31.70%
Devin Harris,DAL,35,3-Jun,185,Wisconsin,USA,2004,1,5,22,6.5,1.8,1.3,-1.4,0.50%,10.90%,17.50%,53.10%,12.30%
Devin Robinson,WAS,23,8-Jun,200,Florida,USA,Undrafted,Undrafted,Undrafted,2,5,3,0.5,8.3,13.30%,20.00%,20.00%,60.10%,7.70%
Devonte' Graham,CHA,23,2-Jun,185,Kansas,USA,2018,2,34,13,2.9,0.8,1.8,-2,0.00%,8.10%,15.40%,48.90%,27.90%
Dewayne Dedmon,ATL,29,Jul-00,245,Southern California,USA,Undrafted,Undrafted,Undrafted,26,8.8,7.1,1.2,-8.3,5.50%,23.40%,15.50%,56.40%,7.50%
Dillon Brooks,MEM,22,6-Jun,220,Oregon,Canada,2017,2,45,12,6.4,1.9,1,-0.3,3.00%,8.90%,18.10%,48.80%,8.50%
Dirk Nowitzki,DAL,40,Jul-00,245,None,Germany,1998,1,9,5,2.2,1.2,0.2,-30.2,0.00%,16.70%,14.60%,39.60%,3.30%
Domantas Sabonis,IND,22,11-Jun,240,Gonzaga,Lithuania,2016,1,11,32,14.2,9.6,2.9,4.6,10.10%,28.10%,21.90%,67.00%,20.00%
Donovan Mitchell,UTA,22,3-Jun,215,Louisville,USA,2017,1,13,30,20.2,3.5,3.4,1.7,1.60%,8.90%,29.30%,50.00%,17.80%
Donte DiVincenzo,MIL,21,4-Jun,203,Villanova,USA,2018,1,17,21,5.2,2.7,1.2,13,3.40%,10.10%,14.50%,49.20%,9.90%
Dorian Finney-Smith,DAL,25,8-Jun,220,Florida,USA,Undrafted,Undrafted,Undrafted,32,8.2,4.3,0.7,-1.1,5.90%,9.90%,12.50%,58.00%,4.10%
Doug McDermott,IND,26,8-Jun,225,Creighton,USA,2014,1,11,34,7.1,1.4,0.8,4.4,1.10%,6.20%,13.60%,64.50%,6.10%
Dragan Bender,PHX,21,1-Jul,225,None,Croatia,2016,1,4,11,2.1,1.4,0.5,3.7,5.10%,10.40%,13.90%,47.50%,8.20%
Draymond Green,GSW,28,7-Jun,230,Michigan State,USA,2012,2,35,20,7.3,8,6.7,9,3.10%,21.50%,14.10%,48.50%,26.60%
Drew Eubanks,SAS,21,10-Jun,245,None,USA,Undrafted,Undrafted,Undrafted,7,3.1,1.1,0.1,38.9,3.40%,16.30%,19.00%,80.60%,4.50%
Duncan Robinson,MIA,24,8-Jun,210,Michigan,USA,Undrafted,Undrafted,Undrafted,4,1.5,1.3,0,0,0.00%,17.20%,8.10%,50.00%,0.00%
Dwayne Bacon,CHA,23,7-Jun,221,Florida State,USA,2017,2,40,17,5.5,1.8,0.8,6.1,0.90%,12.70%,16.20%,61.60%,9.50%
Dwight Howard,WAS,33,11-Jun,265,None,USA,2004,1,1,9,12.8,9.2,0.4,-8.8,10.00%,25.90%,19.20%,63.80%,2.60%
Dwight Powell,DAL,27,11-Jun,240,Stanford,Canada,2014,2,45,28,8.8,4,1,4.7,7.50%,16.90%,18.70%,65.70%,9.30%
Dwyane Wade,MIA,36,4-Jun,220,Marquette,USA,2003,1,5,24,14.2,3.6,3.7,0.3,3.30%,9.80%,25.60%,50.00%,24.70%
Dzanan Musa,BKN,19,9-Jun,208,None,Bosnia and He...,2018,1,29,7,1.7,0.4,0.1,3.6,3.10%,10.50%,26.10%,40.30%,6.70%
E'Twaun Moore,NOP,29,4-Jun,191,Purdue,USA,2011,2,55,31,13.4,2.4,2.2,2.9,2.60%,4.80%,17.50%,56.50%,9.90%
Ed Davis,BKN,29,10-Jun,225,North Carolina,USA,2010,1,13,35,5.8,8.3,0.7,2.5,16.60%,28.50%,12.50%,61.60%,6.10%
Edmond Sumner,IND,22,6-Jun,176,Xavier,USA,2017,2,52,7,0.7,0.4,0.1,-21.9,6.10%,3.60%,14.90%,31.70%,4.80%
Ekpe Udoh,UTA,31,10-Jun,245,Baylor,USA,2010,1,6,21,1.9,1.2,0.4,-6.3,4.80%,18.20%,11.00%,79.90%,10.40%
Elfrid Payton,NOP,24,4-Jun,185,Louisiana-Lafayette,USA,2014,1,10,6,9.7,5.2,5.3,3.7,4.30%,15.00%,17.30%,51.90%,26.00%
Elie Okobo,PHX,21,3-Jun,190,None,France,2018,2,31,18,6.7,2.1,2.6,-11.9,1.40%,9.70%,18.50%,46.10%,20.90%
Emmanuel Mudiay,NYK,22,5-Jun,200,None,Democratic Re...,2015,1,7,27,14.4,3,3.6,-5,1.90%,9.30%,23.10%,55.90%,21.50%
Enes Kanter,NYK,26,11-Jun,250,Kentucky,Turkey,2011,1,3,34,15,11.1,2,-8.7,13.00%,26.40%,21.00%,60.40%,12.40%
Eric Bledsoe,MIL,29,1-Jun,205,Kentucky,USA,2010,1,18,32,16,4.3,5.7,9.6,3.70%,9.60%,21.50%,59.30%,27.00%
Eric Gordon,HOU,29,4-Jun,215,Indiana,USA,2008,1,7,29,15.3,2.3,2,2,1.10%,5.80%,21.60%,49.10%,9.40%
Ersan Ilyasova,MIL,31,10-Jun,235,None,Turkey,2005,2,36,24,7.5,5.5,1.2,7.1,7.30%,17.60%,15.40%,54.90%,7.80%
Evan Fournier,ORL,26,7-Jun,205,None,France,2012,1,20,31,15.5,3.1,3.7,-0.5,1.50%,9.00%,24.00%,52.10%,19.20%
Evan Turner,POR,30,7-Jun,220,Ohio State,USA,2010,1,2,32,8,5,4.1,-0.7,2.50%,15.10%,16.30%,49.20%,23.60%
Frank Jackson,NOP,20,3-Jun,205,Duke,USA,2017,2,31,20,4.2,0.8,0.5,-1.8,0.80%,5.40%,15.70%,48.30%,5.00%
Frank Kaminsky,CHA,25,Jul-00,242,Wisconsin,USA,2015,1,9,19,5.9,2.5,1.1,0.3,5.00%,14.60%,19.70%,59.10%,12.50%
Frank Mason,SAC,24,11-May,190,Kansas,USA,2017,2,34,26,5.2,1.4,2.9,-13.7,1.00%,8.70%,19.00%,47.70%,29.90%
Frank Ntilikina,NYK,20,6-Jun,200,None,France,2017,1,8,31,6.3,1.9,2.6,-9.8,0.70%,7.70%,16.20%,43.60%,17.20%
Fred VanVleet,TOR,24,Jun-00,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,30,10,2.5,4.4,4.5,1.60%,7.50%,17.50%,52.50%,24.40%
Furkan Korkmaz,PHI,21,7-Jun,190,None,Turkey,2016,1,26,26,6.1,2.4,1.2,4.8,2.30%,13.40%,17.30%,53.00%,11.40%
Garrett Temple,MEM,32,6-Jun,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,33,10.7,3.2,1.4,1.8,1.10%,9.10%,14.20%,59.20%,6.70%
Gary Clark,HOU,24,8-Jun,225,None,USA,Undrafted,Undrafted,Undrafted,24,3.3,2.8,0.5,1.2,3.40%,14.10%,9.80%,45.60%,4.10%
Gary Harris,DEN,24,4-Jun,210,Michigan State,USA,2014,1,19,21,16.6,3.2,2.9,7.3,2.20%,7.80%,21.70%,53.40%,13.20%
Gary Trent Jr.,POR,19,6-Jun,205,None,USA,Undrafted,Undrafted,Undrafted,3,3.3,1.3,0,-9.3,0.00%,16.00%,31.90%,36.00%,0.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
George Hill,MIL,32,3-Jun,188,Indiana Purdue-Indianapolis,USA,2008,1,26,20,8.9,2.3,2.4,-2,3.10%,5.90%,14.80%,57.70%,14.20%
George King,PHX,24,6-Jun,220,Colorado,USA,2018,2,59,1,0,1,0,-75,0.00%,25.00%,0.00%,0.00%,0.00%
Georges Niang,UTA,25,8-Jun,230,Iowa State,USA,2016,2,50,22,3.5,1.2,0.6,-16.1,2.10%,15.80%,17.20%,65.30%,14.80%
Gerald Green,HOU,32,7-Jun,205,None,USA,2005,1,18,28,7.6,2.5,0.4,4.4,2.50%,10.70%,17.00%,55.70%,3.60%
Giannis Antetokounmpo,MIL,24,11-Jun,242,None,Greece,2013,1,15,30,26.2,12.8,6,10.9,7.30%,27.20%,29.80%,63.10%,29.20%
Glenn Robinson III,DET,24,6-Jun,222,Michigan,USA,2014,2,40,24,4.8,1.5,0.5,-6,1.90%,7.60%,13.90%,49.00%,4.40%
Goran Dragic,MIA,32,3-Jun,190,None,Slovenia,2008,2,45,14,15.3,3.1,4.9,3.5,1.80%,8.00%,23.60%,51.00%,24.80%
Gordon Hayward,BOS,28,8-Jun,225,Butler,USA,2010,1,9,28,10.8,5.2,3.4,7.8,3.20%,15.10%,18.00%,52.40%,18.30%
Gorgui Dieng,MIN,28,11-Jun,252,Louisville,Senegal,2013,1,21,33,5.8,4,0.8,1.5,5.50%,22.40%,18.00%,55.40%,8.50%
Grayson Allen,UTA,23,5-Jun,198,Duke,USA,2018,1,21,17,4.1,0.3,0.4,-15.7,0.60%,2.50%,21.20%,47.30%,7.10%
Greg Monroe,TOR,28,11-Jun,265,Georgetown,USA,2010,1,7,18,4.8,3.7,0.3,-18.7,13.50%,22.20%,20.70%,52.50%,5.70%
Guerschon Yabusele,BOS,23,8-Jun,260,None,France,2016,1,16,16,2.1,1,0.4,-9.4,7.10%,9.90%,16.10%,48.10%,12.10%
