PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Ben Gordon,CHI,24,3-Jun,200,Connecticut,USA,2004,1,3,82,21.4,3.1,3.6,7.1,1.30%,8.20%,28.60%,57.20%,19.40%
Ben Wallace,CHI,32,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,77,6.4,10.7,2.4,3,11.30%,19.60%,10.60%,45.60%,10.10%
Beno Udrih,SAS,24,3-Jun,200,None,Slovenia,2004,1,28,73,4.7,1.1,1.7,-0.3,1.20%,7.80%,20.30%,45.90%,22.00%
Bernard Robinson,NJN,26,6-Jun,210,Michigan,USA,2004,2,45,31,2,1.5,0.6,-10,3.60%,13.40%,14.00%,41.30%,11.90%
Bo Outlaw,ORL,36,8-Jun,220,Houston,USA,Undrafted,Undrafted,Undrafted,41,2,2.6,0.4,-1.5,11.40%,14.40%,8.10%,66.70%,5.50%
Bobby Jackson,NOK,34,1-Jun,185,Minnesota,USA,1997,1,23,56,10.6,3.2,2.5,1.3,3.10%,10.30%,22.30%,50.00%,17.90%
Bobby Jones,PHI,23,7-Jun,215,Washington,USA,2006,2,37,44,2.5,1.3,0.4,7.5,6.70%,11.00%,17.00%,49.50%,7.50%
Bonzi Wells,HOU,30,5-Jun,210,Ball State,USA,1998,1,11,28,7.8,4.3,1.1,0.5,4.70%,16.20%,23.40%,44.60%,10.00%
Boris Diaw,PHX,25,8-Jun,230,None,France,2003,1,21,73,9.7,4.3,4.8,5.1,4.50%,9.90%,15.20%,57.00%,21.90%
Bostjan Nachbar,NJN,26,9-Jun,221,None,Slovenia,2002,1,15,76,9.2,3.3,0.8,-0.7,1.90%,14.90%,18.60%,61.40%,7.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bracey Wright,MIN,22,3-Jun,201,Indiana,USA,2005,2,47,19,3.5,1.1,0.8,14.3,3.70%,8.40%,17.00%,49.30%,11.40%
Brad Miller,SAC,31,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,63,9,6.4,3.6,2.4,4.50%,18.70%,16.60%,50.80%,19.60%
Brandon Bass,NOK,22,8-Jun,240,Louisiana State,USA,2005,2,33,21,2,2,0.1,-5.1,7.60%,22.10%,16.70%,41.10%,3.00%
Brandon Roy,POR,22,6-Jun,229,Washington,USA,2006,1,6,57,16.8,4.4,4,-4.7,3.00%,10.70%,22.40%,54.80%,20.20%
Brendan Haywood,WAS,27,Jul-00,263,North Carolina,USA,2001,1,20,77,6.6,6.2,0.6,1.4,10.90%,16.70%,13.30%,57.10%,4.00%
Brent Barry,SAS,35,7-Jun,210,Oregon State,USA,1995,1,15,75,8.5,2.1,1.8,5.8,1.20%,9.10%,14.90%,66.60%,13.20%
Brevin Knight,CHA,31,10-May,170,Stanford,USA,1997,1,16,45,9.1,2.6,6.6,-3.4,1.10%,8.50%,17.80%,48.70%,37.80%
Brian Cardinal,MEM,30,8-Jun,245,Purdue,USA,2000,2,44,28,4.5,2.1,1.1,-5.8,4.20%,16.40%,17.00%,65.50%,16.90%
Brian Cook,LAL,26,9-Jun,258,Illinois,USA,2003,1,24,65,6.9,3.3,1,3.8,6.40%,15.60%,20.70%,52.50%,10.00%
Brian Scalabrine,BOS,29,9-Jun,235,Southern California,USA,2001,2,34,54,4,1.9,1.1,-3.2,2.50%,8.40%,10.70%,53.70%,9.20%
Brian Skinner,MIL,31,9-Jun,265,Baylor,USA,1998,1,22,67,4.4,5.7,0.9,-3.6,7.40%,19.50%,10.70%,51.10%,5.40%
Bruce Bowen,SAS,36,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,6.2,2.7,1.4,13.1,1.10%,8.20%,10.70%,51.10%,6.80%
CJ Miles,UTA,20,6-Jun,215,None,USA,2005,2,34,37,2.7,0.9,0.7,-7.3,2.80%,6.80%,17.60%,40.00%,9.70%
Calvin Booth,WAS,31,11-Jun,250,Penn State,USA,1999,2,35,44,1.6,1.8,0.4,6.9,7.10%,15.10%,9.00%,49.00%,6.70%
Carlos Arroyo,ORL,27,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,72,7.7,1.9,2.8,1.7,2.70%,8.40%,22.10%,50.10%,28.60%
Carlos Boozer,UTA,25,9-Jun,266,Duke,USA,2002,2,34,74,20.9,11.7,3,3.1,9.90%,25.80%,26.10%,58.80%,15.80%
Carlos Delfino,DET,24,6-Jun,230,None,Argentina,2003,1,25,82,5.2,3.2,1.1,2.9,5.00%,14.90%,15.70%,51.50%,10.80%
Carmelo Anthony,DEN,23,8-Jun,230,Syracuse,USA,2003,1,3,65,28.9,6,3.8,1.8,6.00%,9.90%,32.70%,55.20%,18.30%
Caron Butler,WAS,27,7-Jun,228,Connecticut,USA,2002,1,10,63,19.1,7.4,3.7,1,5.90%,13.60%,22.60%,53.70%,15.40%
Cedric Bozeman,ATL,24,6-Jun,207,UCLA,USA,Undrafted,Undrafted,Undrafted,23,1.1,1,0.4,-4.3,1.40%,9.60%,10.60%,31.20%,7.50%
Cedric Simmons,NOK,21,9-Jun,235,North Carolina State,USA,2006,1,15,43,2.9,2.5,0.3,-8.7,8.20%,11.90%,14.20%,43.00%,3.70%
Channing Frye,NYK,24,11-Jun,248,Arizona,USA,2005,1,8,72,9.5,5.5,0.9,-3.6,5.10%,17.00%,19.80%,46.40%,6.30%
Charlie Bell,MIL,28,3-Jun,200,Michigan State,,Undrafted,Undrafted,Undrafted,82,13.5,2.9,3,-4.2,2.00%,6.80%,18.00%,53.00%,13.70%
Charlie Villanueva,MIL,22,11-Jun,240,Connecticut,USA,2005,1,7,39,11.8,5.8,0.9,-0.4,6.60%,17.60%,21.40%,54.70%,5.80%
Chauncey Billups,DET,30,3-Jun,202,Colorado,USA,1997,1,3,70,17,3.4,7.2,7.8,1.00%,8.90%,21.10%,59.10%,32.10%
Chris Bosh,TOR,23,10-Jun,230,Georgia Tech,USA,2003,1,4,69,22.6,10.7,2.5,4,7.50%,21.70%,26.60%,57.70%,11.50%
Chris Duhon,CHI,24,1-Jun,185,Duke,USA,2004,2,38,78,7.2,2.2,4,5.1,1.20%,7.70%,14.40%,52.90%,25.20%
Chris Kaman,LAC,25,Jul-00,265,Central Michigan,USA,2003,1,6,75,10.1,7.8,1.1,-3.8,8.30%,21.10%,19.20%,50.20%,6.10%
Chris McCray,MIL,23,5-Jun,192,Maryland,USA,Undrafted,Undrafted,Undrafted,5,0,0,0,-11,0.00%,0.00%,16.10%,0.00%,0.00%
Chris Paul,NOK,22,Jun-00,175,Wake Forest,USA,2005,1,4,64,17.3,4.4,8.9,-1,2.20%,10.40%,22.20%,53.70%,39.70%
Chris Quinn,MIA,23,2-Jun,185,Notre Dame,USA,Undrafted,Undrafted,Undrafted,42,3.4,0.7,1.5,1.7,1.50%,6.20%,19.30%,47.90%,28.90%
Chris Webber,DET,34,10-Jun,245,Michigan,USA,1993,1,1,61,11.2,7.2,3.1,3,7.50%,19.60%,21.20%,48.20%,17.00%
Chris Wilcox,SEA,24,10-Jun,235,Maryland,USA,2002,1,8,82,13.5,7.7,1,-0.6,7.30%,18.90%,19.00%,56.80%,5.00%
Chuck Hayes,HOU,24,6-Jun,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,78,5.6,6.7,0.6,10,12.20%,18.80%,11.50%,58.70%,4.30%
Chucky Atkins,MEM,32,11-May,185,South Florida,USA,Undrafted,Undrafted,Undrafted,75,13.2,1.9,4.6,-2.6,0.90%,6.10%,20.90%,58.00%,27.60%
Clifford Robinson,NJN,40,10-Jun,245,Connecticut,USA,1989,2,36,50,4.1,2.4,1,-11.6,3.30%,9.80%,12.80%,43.40%,9.20%
Corey Maggette,LAC,27,6-Jun,225,Duke,USA,1999,1,13,75,16.9,5.9,2.8,2.3,4.30%,16.00%,25.30%,58.30%,16.00%
Corliss Williamson,SAC,33,7-Jun,245,Arkansas,USA,1995,1,13,68,9.1,3.3,0.6,2.5,5.10%,11.70%,22.00%,55.90%,5.40%
Craig Smith,MIN,23,7-Jun,272,Boston College,USA,2006,2,36,82,7.4,5.1,0.6,-4.1,10.30%,18.40%,18.10%,55.80%,5.60%
Cuttino Mobley,LAC,31,4-Jun,215,Rhode Island,USA,1998,2,41,78,13.8,3.4,2.5,-0.4,2.00%,7.90%,18.00%,54.60%,11.70%
DJ Mbenga,DAL,26,Jul-00,255,None,,Undrafted,Undrafted,Undrafted,21,0.8,0.5,0.3,-10.5,4.50%,11.10%,14.20%,43.50%,11.30%
Dahntay Jones,MEM,26,6-Jun,210,Duke,USA,2003,1,20,78,7.5,2,0.9,-3.1,3.10%,7.00%,16.80%,54.20%,6.60%
Dajuan Wagner,GSW,24,3-Jun,200,Memphis,USA,2002,1,6,1,4,0,1,21.4,0.00%,0.00%,21.40%,106.40%,20.00%
Dale Davis,DET,38,11-Jun,252,Clemson,USA,1991,1,13,46,1.8,3,0.3,6.2,12.30%,16.40%,9.70%,48.60%,4.10%
Damien Wilkins,SEA,27,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,82,8.8,2.8,1.9,-5.9,4.50%,7.60%,17.20%,53.50%,12.10%
Damir Markota,MIL,21,10-Jun,225,None,USA,2006,2,59,30,1.7,1,0.2,-10.7,6.50%,11.70%,18.80%,44.90%,5.90%
Damon Jones,CLE,30,3-Jun,190,Houston,USA,Undrafted,Undrafted,Undrafted,60,6.6,1.1,1.6,2.8,0.70%,5.10%,14.80%,52.50%,12.80%
Damon Stoudamire,MEM,33,10-May,174,Arizona,USA,1995,1,7,62,7.5,2.2,4.8,-8,2.20%,8.00%,16.80%,49.30%,31.30%
Dan Dickau,POR,28,Jun-00,180,Gonzaga,USA,2002,1,28,50,3.3,0.9,1.4,6,1.70%,9.10%,19.90%,47.60%,25.90%
Dan Gadzuric,MIL,29,11-Jun,240,UCLA,Netherlands,2002,2,33,54,4.8,4.6,0.5,-5.2,11.20%,19.20%,16.60%,48.20%,5.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Daniel Ewing,LAC,24,3-Jun,185,Duke,USA,2005,2,32,61,2.9,1.2,1.5,4.2,1.40%,9.10%,15.10%,49.50%,21.50%
Daniel Gibson,CLE,21,2-Jun,190,Texas,USA,2006,2,42,60,4.6,1.5,1.2,4.4,2.80%,6.90%,12.90%,55.60%,11.00%
Danny Fortson,SEA,31,8-Jun,260,Cincinnati,USA,1997,1,10,14,2.9,3.1,0.1,-0.6,9.30%,21.30%,14.30%,56.00%,1.00%
Danny Granger,IND,24,9-Jun,228,New Mexico,USA,2005,1,17,82,13.9,4.6,1.4,-2.2,4.10%,10.20%,17.70%,57.30%,7.00%
Darius Songaila,WAS,29,9-Jun,248,Wake Forest,Lithuania,2002,2,49,37,7.6,3.6,1,0.4,6.40%,13.60%,18.20%,56.70%,9.20%
Darko Milicic,ORL,22,Jul-00,275,None,Serbia,2003,1,2,80,8,5.5,1.1,-0.1,8.50%,16.10%,18.50%,49.20%,8.10%
Darrell Armstrong,IND,39,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,81,5.6,1.7,2.4,-2.6,2.70%,8.50%,16.50%,54.70%,25.00%
Darrick Martin,TOR,36,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,31,3,0.4,1.4,-3.4,0.80%,4.70%,21.60%,45.50%,34.70%
David Harrison,IND,24,Jul-00,280,Colorado,USA,2004,1,29,24,3,1.8,0.3,-8.8,5.10%,18.00%,20.80%,52.50%,6.30%
David Lee,NYK,24,9-Jun,249,Florida,USA,2005,1,30,58,10.7,10.4,1.8,2.7,11.90%,23.80%,14.20%,65.20%,9.50%
David Noel,MIL,23,6-Jun,230,North Carolina,USA,2006,2,39,68,2.7,1.8,1,-9.9,5.20%,10.90%,13.00%,47.00%,12.20%
David Wesley,CLE,36,1-Jun,203,Baylor,USA,Undrafted,Undrafted,Undrafted,35,2.1,1,1.1,-2,0.90%,9.00%,13.20%,41.80%,17.20%
David West,NOK,26,9-Jun,240,Xavier,USA,2003,1,18,52,18.3,8.2,2.2,0.8,6.70%,16.90%,23.10%,53.20%,10.30%
DeSagana Diop,DAL,25,Jul-00,280,None,Senegal,2001,1,8,81,2.3,5.4,0.4,4.2,11.80%,19.30%,7.70%,50.30%,3.00%
DeShawn Stevenson,WAS,26,5-Jun,218,None,USA,2000,1,23,82,11.2,2.6,2.7,-1.8,2.20%,7.00%,17.20%,54.20%,13.90%
Dee Brown,UTA,22,Jun-00,181,Illinois,USA,2006,2,46,49,1.9,0.8,1.7,1.8,1.80%,7.80%,13.40%,41.10%,26.90%
Delonte West,BOS,23,4-Jun,180,Saint Joseph's,,2004,1,24,69,12.2,3,4.4,-5.4,1.50%,8.50%,18.90%,52.60%,23.70%
DerMarr Johnson,DEN,27,9-Jun,210,Cincinnati,USA,2000,1,6,39,3.5,1.5,0.4,-5.8,2.10%,10.60%,18.10%,41.40%,6.80%
Derek Anderson,CHA,32,5-Jun,195,Kentucky,USA,1997,1,13,50,8,2.3,2.7,1.2,2.60%,7.60%,14.70%,58.60%,17.40%
Derek Fisher,UTA,32,1-Jun,211,Arkansas-Little Rock,USA,1996,1,24,82,10.1,1.8,3.3,4.2,1.40%,5.70%,17.70%,51.00%,18.30%
Deron Williams,UTA,23,3-Jun,205,Illinois,USA,2005,1,3,80,16.2,3.3,9.3,2.9,1.50%,8.20%,22.00%,53.50%,40.40%
Desmon Farmer,SEA,25,5-Jun,220,Southern California,,Undrafted,Undrafted,Undrafted,8,1.6,0.1,1.1,24.9,0.00%,2.80%,20.80%,42.10%,34.60%
Desmond Mason,NOK,29,5-Jun,222,Oklahoma State,USA,2000,1,17,75,13.7,4.6,1.5,-2.7,4.80%,9.00%,21.40%,49.30%,7.60%
Devean George,DAL,29,8-Jun,235,Augsburg,USA,1999,1,23,60,6.4,3.6,0.6,3.1,4.70%,13.20%,15.40%,48.70%,4.30%
Devin Brown,NOK,28,5-Jun,220,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,58,11.6,4.3,2.6,-0.7,3.30%,12.30%,19.10%,53.80%,14.30%
Devin Harris,DAL,24,3-Jun,185,Wisconsin,USA,2004,1,5,80,10.2,2.5,3.7,14.6,2.40%,7.40%,18.60%,57.40%,22.00%
Dijon Thompson,ATL,24,8-Jun,200,UCLA,USA,2005,2,54,6,2.8,1.3,0.3,-7.1,7.10%,12.50%,17.10%,48.20%,7.10%
Dikembe Mutombo,HOU,41,2-Jul,260,Georgetown,Congo,1991,1,4,75,3.1,6.5,0.2,3.9,12.70%,25.00%,8.10%,60.10%,1.60%
Dirk Nowitzki,DAL,29,Jul-00,245,None,Germany,1998,1,9,78,24.6,8.9,3.4,12,4.80%,21.70%,28.20%,60.50%,16.90%
Donell Taylor,WAS,24,5-Jun,193,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,47,2.7,1.1,1,-11,3.40%,10.90%,20.70%,42.20%,23.60%
Donyell Marshall,CLE,34,9-Jun,230,Connecticut,USA,1994,1,4,81,7,4,0.6,4.1,6.10%,17.70%,18.70%,53.60%,5.80%
Dorell Wright,MIA,21,8-Jun,205,None,USA,2004,1,19,66,6,4.1,1.4,-6.4,3.30%,18.30%,16.60%,48.90%,12.60%
Doug Christie,LAC,37,6-Jun,205,Pepperdine,USA,1992,1,17,7,1.9,1.6,1.1,-17.6,3.60%,10.30%,13.30%,35.50%,18.20%
Drew Gooden,CLE,25,10-Jun,250,Kansas,USA,2002,1,4,80,11.1,8.5,1.1,0,11.90%,20.20%,19.80%,50.80%,6.70%
Dwayne Jones,CLE,24,11-Jun,251,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,4,0.8,1.5,0,8.4,5.60%,26.30%,13.60%,41.20%,0.00%
Dwight Howard,ORL,21,11-Jun,265,None,USA,2004,1,1,82,17.6,12.3,1.9,1.7,10.50%,25.40%,22.40%,61.90%,9.20%
Dwyane Wade,MIA,25,4-Jun,212,Marquette,USA,2003,1,5,51,27.4,4.7,7.5,2.2,2.90%,9.60%,33.20%,58.30%,37.80%
Earl Barron,MIA,25,Jul-00,245,Memphis,,Undrafted,Undrafted,Undrafted,28,2.3,1.5,0.2,-5.5,9.60%,12.50%,22.60%,35.70%,4.50%
Earl Boykins,MIL,31,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,66,14.6,2.1,4.4,-5.9,2.30%,4.40%,20.90%,54.80%,24.10%
Earl Watson,SEA,28,1-Jun,195,UCLA,USA,2001,2,39,77,9.4,2.4,5.7,-2.2,1.60%,7.40%,19.00%,48.30%,31.80%
Eddie Griffin,MIN,25,9-Jun,222,Seton Hall,USA,2001,1,7,13,1.4,1.9,0.3,-41,6.80%,20.70%,16.00%,30.80%,8.30%
Eddie House,NJN,29,1-Jun,175,Arizona State,USA,2000,2,37,56,8.4,1.6,1.2,-5.2,1.40%,8.80%,21.20%,53.60%,12.70%
Eddie Jones,MIA,35,6-Jun,200,Temple,USA,1994,1,10,64,7.7,3,1.7,-1.4,2.10%,10.50%,14.50%,54.20%,11.10%
Eddy Curry,NYK,24,11-Jun,285,None,USA,2001,1,4,81,19.5,7,0.8,-3,7.60%,14.10%,25.50%,60.30%,4.50%
Eduardo Najera,DEN,30,8-Jun,235,Oklahoma,Mexico,2000,2,38,75,6.6,4.1,0.9,0.9,7.90%,10.80%,11.60%,60.90%,5.60%
Elton Brand,LAC,28,8-Jun,254,Duke,USA,1999,1,1,80,20.5,9.3,2.9,0.8,9.30%,16.20%,23.60%,58.10%,14.20%
Emeka Okafor,CHA,24,10-Jun,252,Connecticut,USA,2004,1,2,67,14.4,11.3,1.2,-2.3,11.10%,22.20%,19.00%,55.40%,6.00%
Eric Piatkowski,PHX,36,7-Jun,215,Nebraska,USA,1994,1,15,11,2.5,0.8,0.4,-3.6,2.80%,9.30%,20.00%,52.20%,8.50%
Eric Snow,CLE,34,3-Jun,205,Michigan State,USA,1995,2,43,82,4.2,2.3,4,-0.8,1.80%,8.20%,11.10%,45.80%,25.90%
Eric Williams,CHA,34,8-Jun,220,Providence,USA,1995,1,14,21,2.6,0.8,0.3,1.7,2.80%,11.50%,22.60%,50.80%,10.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Erick Dampier,DAL,31,11-Jun,265,Mississippi State,USA,1996,1,10,76,7.1,7.4,0.6,13,12.70%,19.40%,12.70%,64.20%,3.40%
Ersan Ilyasova,MIL,20,9-Jun,235,None,Turkey,2005,2,36,66,6.1,2.9,0.7,-9.7,5.80%,14.20%,20.20%,50.00%,8.60%
Esteban Batista,ATL,23,10-Jun,268,None,Uruguay,Undrafted,Undrafted,Undrafted,13,1.5,2.3,0.3,-16.4,8.30%,29.10%,12.20%,52.40%,10.50%
Etan Thomas,WAS,29,10-Jun,260,Syracuse,USA,2000,1,12,65,6.1,5.8,0.4,-1.2,11.10%,20.90%,14.40%,58.50%,3.60%
Fabricio Oberto,SAS,32,10-Jun,245,None,Argentina,Undrafted,Undrafted,Undrafted,79,4.4,4.7,0.9,7.8,10.60%,18.40%,12.40%,57.50%,7.50%
Flip Murray,DET,27,3-Jun,197,Shaw,USA,2002,2,41,69,6.7,1.6,2.7,1.9,1.80%,6.10%,18.30%,47.40%,20.70%
Francisco Elson,SAS,31,Jul-00,235,California,Netherlands,1999,2,41,70,5,4.8,0.8,5.9,6.80%,20.00%,14.00%,55.20%,6.30%
Francisco Garcia,SAC,25,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,79,6,2.6,1.1,-1,3.80%,10.70%,15.20%,55.10%,10.10%
Fred Jones,POR,28,2-Jun,220,Oregon,USA,2002,1,14,63,6.5,1.8,1.7,-8.5,1.80%,7.40%,16.30%,50.10%,13.40%
Gary Payton,MIA,38,4-Jun,190,Oregon State,USA,1990,1,2,68,5.3,1.9,3,-7,1.30%,7.80%,14.20%,45.80%,21.70%
Gerald Green,BOS,21,8-Jun,200,None,USA,2005,1,18,81,10.4,2.6,1,-5.6,3.80%,8.80%,22.80%,52.10%,8.90%
Gerald Wallace,CHA,24,7-Jun,215,Alabama,USA,2001,1,25,72,18.1,7.2,2.6,-4.5,5.40%,15.60%,22.00%,56.80%,12.30%
Gilbert Arenas,WAS,25,4-Jun,215,Arizona,USA,2001,2,30,74,28.4,4.6,6,3.2,2.00%,9.80%,30.10%,56.50%,25.70%
