PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Andray Blatche,BKN,27,11-Jun,260,None,USA,2005,2,49,73,11.2,5.3,1.5,0.7,7.90%,17.60%,24.60%,53.20%,12.60%
Andre Drummond,DET,20,10-Jun,270,Connecticut,USA,2012,1,9,81,13.5,13.2,0.4,-4,15.70%,25.30%,16.50%,59.90%,2.10%
Andre Iguodala,GSW,30,6-Jun,207,Arizona,USA,2004,1,9,63,9.3,4.7,4.2,13.6,2.70%,11.20%,13.20%,57.00%,17.00%
Andre Miller,WAS,38,2-Jun,200,Utah,USA,1999,1,8,58,4.9,2.2,3.4,2,2.90%,10.00%,14.70%,53.40%,30.70%
Andre Roberson,OKC,22,7-Jun,210,Colorado,USA,2013,1,26,40,1.9,2.4,0.4,2.4,9.60%,13.50%,9.80%,51.80%,5.10%
Andrea Bargnani,NYK,28,Jul-00,250,None,Italy,2006,1,1,42,13.3,5.3,1.1,-5.4,5.30%,13.70%,21.90%,51.00%,6.30%
Andrei Kirilenko,BKN,33,9-Jun,235,None,Russia,1999,1,24,45,5,3.2,1.6,-3.5,6.80%,11.60%,14.10%,53.20%,13.10%
Andrew Bogut,GSW,29,Jul-00,260,Utah,Australia,2005,1,1,67,7.3,10,1.7,8.7,10.70%,26.40%,12.20%,61.00%,8.70%
Andrew Bynum,IND,26,Jul-00,285,None,USA,2005,1,10,26,8.7,5.6,1.1,-13.7,9.50%,17.40%,23.40%,45.60%,9.90%
Andrew Nicholson,ORL,24,9-Jun,250,St. Bonaventure,Canada,2012,1,19,76,5.7,3.4,0.3,-6.6,4.50%,16.90%,18.90%,48.90%,3.70%
Andris Biedrins,UTA,28,Jul-00,250,None,Latvia,2004,1,11,6,0.5,2.8,0,-2.9,4.10%,31.90%,5.50%,41.20%,0.00%
Antawn Jamison,LAC,38,9-Jun,235,North Carolina,USA,1998,1,4,22,3.8,2.5,0.3,9.2,3.40%,17.40%,19.30%,40.80%,4.70%
Anthony Bennett,CLE,21,8-Jun,259,Nevada-Las Vegas,Canada,2013,1,1,52,4.2,3,0.3,-5.9,6.80%,16.00%,19.20%,42.50%,4.30%
Anthony Davis,NOP,21,10-Jun,220,Kentucky,USA,2012,1,1,67,20.8,10,1.6,-1.8,9.10%,20.80%,24.90%,58.20%,7.80%
Anthony Morrow,NOP,28,5-Jun,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,76,8.4,1.8,0.8,2,2.00%,8.10%,18.60%,57.00%,6.90%
Anthony Randolph,DEN,24,11-Jun,225,Louisiana State,USA,2008,1,14,43,4.8,2.8,0.7,-9.8,3.60%,18.50%,19.40%,49.90%,10.40%
Anthony Tolliver,CHA,29,8-Jun,240,Creighton,USA,Undrafted,Undrafted,Undrafted,64,6.1,2.6,0.7,2.5,2.50%,10.40%,11.70%,60.50%,4.90%
Archie Goodwin,PHX,19,5-Jun,198,Kentucky,USA,2013,1,29,52,3.7,1.7,0.4,-8.2,4.50%,10.80%,18.40%,50.70%,6.10%
Arinze Onuaku,CLE,26,9-Jun,275,Syracuse,USA,Undrafted,Undrafted,Undrafted,5,0.6,1.6,0.6,-15.1,8.30%,26.10%,9.60%,25.50%,13.00%
Arnett Moultrie,PHI,23,10-Jun,240,Mississippi State,USA,2012,1,27,12,3,2.9,0.2,-15.2,5.30%,13.20%,10.00%,44.80%,1.50%
Aron Baynes,SAS,27,10-Jun,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,53,3,2.7,0.6,3.2,11.90%,18.60%,18.30%,46.70%,10.30%
Arron Afflalo,ORL,28,5-Jun,215,UCLA,USA,2007,1,27,73,18.2,3.6,3.4,-7.2,1.30%,9.20%,22.80%,57.40%,16.90%
Austin Daye,SAS,26,11-Jun,200,Gonzaga,,2009,1,15,22,3,1.2,0.4,-0.4,3.40%,15.60%,22.20%,45.60%,8.10%
Austin Rivers,NOP,21,4-Jun,200,Duke,USA,2012,1,10,69,7.7,1.9,2.3,-0.2,2.00%,8.00%,20.80%,48.20%,19.30%
Avery Bradley,BOS,23,2-Jun,180,Texas,USA,2010,1,19,60,14.9,3.8,1.4,-2.4,2.50%,9.70%,23.00%,51.00%,7.90%
Ben Gordon,CHA,31,3-Jun,200,Connecticut,USA,2004,1,3,19,5.2,1.4,1.1,4.1,1.00%,8.20%,21.70%,42.20%,12.20%
Ben McLemore,SAC,21,5-Jun,195,Kansas,USA,2013,1,7,82,8.8,2.9,1,-4.4,2.40%,8.60%,16.50%,48.50%,5.80%
Beno Udrih,MEM,31,3-Jun,210,None,Slovenia,2004,1,28,41,4.9,1.4,2.8,-8.4,1.50%,8.50%,16.50%,52.30%,27.80%
Bernard James,DAL,29,10-Jun,240,Florida State,USA,2012,2,33,30,0.9,1.4,0.1,0.3,10.50%,17.80%,10.50%,50.30%,2.90%
Bismack Biyombo,CHA,21,9-Jun,245,None,Democratic Re...,2011,1,7,77,2.9,4.8,0.1,-1.6,9.40%,23.50%,9.30%,60.60%,1.20%
Blake Griffin,LAC,25,10-Jun,251,Oklahoma,USA,2009,1,1,80,24.1,9.5,3.9,10.1,7.00%,19.10%,28.50%,58.30%,18.50%
Boris Diaw,SAS,32,8-Jun,250,None,France,2003,1,21,79,9.1,4.1,2.8,8.1,4.10%,12.60%,16.60%,57.80%,16.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bradley Beal,WAS,21,5-Jun,207,Florida,USA,2012,1,3,73,17.1,3.7,3.3,1.9,2.20%,9.00%,23.90%,50.70%,15.50%
Brandan Wright,DAL,26,10-Jun,210,North Carolina,USA,2007,1,8,58,9.1,4.2,0.5,5.1,10.30%,13.90%,17.00%,69.50%,4.60%
Brandon Bass,BOS,29,8-Jun,250,Louisiana State,USA,2005,2,33,82,11.1,5.7,1.1,-7.9,7.10%,14.30%,18.20%,54.90%,6.50%
Brandon Davies,PHI,22,10-Jun,240,Brigham Young,USA,Undrafted,Undrafted,Undrafted,51,2.8,2.1,0.5,-1.3,6.20%,12.70%,13.50%,47.60%,7.40%
Brandon Jennings,DET,24,1-Jun,169,None,USA,2009,1,10,80,15.5,3.1,7.6,-2.9,2.00%,6.90%,22.80%,48.60%,33.40%
Brandon Knight,MIL,22,3-Jun,189,Kentucky,USA,2011,1,8,72,17.9,3.5,4.9,-8.6,1.90%,9.20%,26.20%,52.30%,26.20%
Brandon Rush,UTA,28,6-Jun,233,Kansas,USA,2008,1,13,38,2.1,1.2,0.6,-10.6,1.10%,9.50%,11.60%,42.80%,8.50%
Brian Roberts,NOP,28,1-Jun,173,Dayton,USA,Undrafted,Undrafted,Undrafted,72,9.4,1.9,3.3,-3.6,1.10%,7.40%,19.70%,52.90%,22.60%
Brook Lopez,BKN,26,Jul-00,275,Stanford,USA,2008,1,10,17,20.7,6,0.9,-1.7,7.80%,11.30%,26.30%,62.90%,5.90%
Byron Mullens,PHI,25,Jul-00,275,Ohio State,USA,2009,1,24,45,4.2,2,0.3,-15.6,5.40%,17.20%,20.40%,54.40%,6.00%
C.J. Watson,IND,30,2-Jun,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,63,6.6,1.6,1.7,5.8,1.60%,6.50%,15.80%,55.50%,14.40%
CJ McCollum,POR,22,4-Jun,200,Lehigh,USA,2013,1,10,38,5.3,1.3,0.7,-1.3,1.30%,8.10%,19.90%,52.10%,8.90%
CJ Miles,CLE,27,6-Jun,231,None,USA,2005,2,34,51,9.9,2,1,2.1,1.70%,8.90%,21.20%,56.90%,8.80%
Carl Landry,SAC,30,9-Jun,248,Purdue,USA,2007,2,31,18,4.2,3.2,0.3,-12.4,6.40%,17.70%,13.80%,56.30%,3.60%
Carlos Boozer,CHI,32,9-Jun,266,Duke,USA,2002,2,34,76,13.7,8.3,1.6,-0.8,6.30%,23.90%,25.60%,48.90%,10.50%
Carmelo Anthony,NYK,30,8-Jun,235,Syracuse,USA,2003,1,3,77,27.4,8.1,3.1,1.6,4.90%,17.10%,31.80%,56.10%,15.60%
Caron Butler,OKC,34,7-Jun,228,Connecticut,USA,2002,1,10,56,10.5,4.1,1.5,-5.2,1.50%,14.90%,19.90%,51.20%,9.90%
Carrick Felix,CLE,23,6-Jun,201,Arizona State,USA,2013,2,33,7,2.7,0.9,0.6,6,3.30%,12.80%,21.50%,60.30%,14.30%
Cartier Martin,ATL,29,7-Jun,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,59,5.6,1.9,0.6,-7.2,1.50%,11.50%,16.40%,56.20%,6.40%
Casper Ware,PHI,24,10-May,175,Long Beach State,USA,Undrafted,Undrafted,Undrafted,9,5.3,1,1.1,-1.6,0.00%,7.70%,18.60%,53.80%,13.50%
Chandler Parsons,HOU,25,9-Jun,227,Florida,USA,2011,2,38,74,16.6,5.5,4,5.6,2.70%,11.70%,19.10%,56.50%,16.80%
Channing Frye,PHX,31,11-Jun,245,Arizona,USA,2005,1,8,82,11.1,5.1,1.2,6.5,3.20%,14.90%,17.10%,55.50%,6.10%
Charlie Villanueva,DET,29,11-Jun,232,Connecticut,USA,2005,1,7,20,4.6,1.7,0.3,-21.8,2.60%,16.30%,24.50%,46.90%,6.30%
Chase Budinger,MIN,26,7-Jun,209,Arizona,USA,2009,2,44,41,6.7,2.5,0.8,0.2,2.40%,10.70%,16.80%,50.50%,6.30%
Chauncey Billups,DET,37,3-Jun,210,Colorado,USA,1997,1,3,19,3.8,1.5,2.2,-5.9,1.20%,8.20%,15.00%,42.70%,19.60%
Chris Andersen,MIA,35,10-Jun,245,Blinn,USA,Undrafted,Undrafted,Undrafted,72,6.6,5.3,0.3,6,10.80%,18.60%,13.40%,68.30%,2.10%
Chris Babb,BOS,24,5-Jun,225,Iowa State,,Undrafted,Undrafted,Undrafted,14,1.6,1.2,0.2,-4.5,2.70%,10.20%,10.80%,36.70%,3.40%
Chris Bosh,MIA,30,11-Jun,235,Georgia Tech,USA,2003,1,4,79,16.2,6.6,1.1,9,4.70%,17.50%,22.30%,59.70%,5.60%
Chris Copeland,IND,30,8-Jun,235,Colorado,USA,Undrafted,Undrafted,Undrafted,41,3.7,0.8,0.4,-2.7,2.70%,9.80%,22.60%,62.10%,12.40%
Chris Douglas-Roberts,CHA,27,7-Jun,210,Memphis,USA,2008,2,40,49,6.9,2.4,1,-0.6,1.60%,10.00%,14.20%,58.80%,8.10%
Chris Johnson,BOS,24,6-Jun,201,Dayton,USA,Undrafted,Undrafted,Undrafted,40,6.3,2.4,0.8,1.5,3.70%,8.90%,13.70%,53.70%,5.90%
Chris Kaman,LAL,32,Jul-00,265,Central Michigan,USA,2003,1,6,39,10.4,5.9,1.5,-3.7,7.10%,21.40%,25.70%,53.70%,14.00%
Chris Paul,LAC,29,Jun-00,175,Wake Forest,USA,2005,1,4,62,19.1,4.3,10.7,11.7,1.80%,10.10%,22.90%,58.00%,45.90%
Chris Singleton,WAS,24,9-Jun,228,Florida State,,2011,1,18,25,3,2.2,0.2,-10.8,6.40%,16.70%,16.60%,48.10%,4.30%
Chris Smith,NYK,26,2-Jun,200,Louisville,USA,Undrafted,Undrafted,Undrafted,2,0,0,0,-125,0.00%,0.00%,0.00%,0.00%,0.00%
Chris Wright,MIL,25,9-Jun,226,Dayton,USA,Undrafted,Undrafted,Undrafted,8,6,2.5,0.6,-6.7,9.00%,7.80%,15.90%,57.70%,5.80%
Chuck Hayes,TOR,31,6-Jun,250,Kentucky,USA,Undrafted,Undrafted,Undrafted,61,2.2,3.4,0.6,3.5,8.90%,19.50%,9.90%,46.80%,6.90%
Cody Zeller,CHA,21,Jul-00,240,Indiana,USA,2013,1,4,82,6,4.3,1.1,-2.6,8.00%,15.90%,17.60%,49.80%,10.60%
Cole Aldrich,NYK,25,11-Jun,245,Kansas,USA,2010,1,11,46,2,2.8,0.3,-1,11.30%,27.90%,12.30%,62.00%,6.30%
Corey Brewer,MIN,28,9-Jun,185,Florida,USA,2007,1,7,81,12.3,2.6,1.7,5.8,2.30%,5.60%,15.90%,55.00%,7.50%
Cory Joseph,SAS,22,3-Jun,190,Texas,Canada,2011,1,29,68,5,1.6,1.7,0.2,3.80%,7.90%,16.60%,55.80%,18.00%
Courtney Lee,MEM,28,5-Jun,200,Western Kentucky,USA,2008,1,22,79,9.6,2.4,1.5,1.3,1.50%,8.30%,16.70%,57.40%,9.30%
D.J. Augustin,CHI,26,Jun-00,183,Texas,USA,2008,1,9,71,13.1,1.8,4.4,1.7,0.80%,5.90%,22.00%,56.90%,29.70%
DJ Stephens,MIL,23,5-Jun,188,Memphis,USA,Undrafted,Undrafted,Undrafted,3,2.3,1.7,0,-2.2,5.60%,30.80%,20.00%,47.00%,0.00%
DJ White,CHA,27,9-Jun,250,Indiana,USA,2008,1,29,2,0,1,0,-15.6,0.00%,33.30%,3.70%,0.00%,0.00%
Damian Lillard,POR,23,3-Jun,195,Weber State,USA,2012,1,6,82,20.7,3.5,5.6,6,1.20%,8.20%,24.30%,56.80%,24.90%
Damion James,SAS,26,7-Jun,225,Texas,USA,2010,1,24,5,1.2,2.4,0.6,12.8,1.80%,22.90%,9.50%,30.40%,7.10%
Daniel Orton,PHI,23,10-Jun,275,Kentucky,USA,2010,1,29,22,3,2.8,0.7,-5.8,5.90%,18.40%,12.40%,54.00%,9.70%
Danny Granger,LAC,31,9-Jun,228,New Mexico,USA,2005,1,17,41,8.2,3.2,1,6.2,3.50%,11.40%,19.40%,50.20%,8.00%
Danny Green,SAS,27,6-Jun,215,North Carolina,USA,2009,2,46,68,9.1,3.4,1.5,9.7,1.60%,11.70%,16.00%,58.00%,9.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Dante Cunningham,MIN,27,8-Jun,221,Villanova,USA,2009,2,33,81,6.3,4.1,1,-1.6,6.50%,13.40%,15.00%,47.40%,8.00%
Darius Johnson-Odom,PHI,24,2-Jun,215,Marquette,USA,2012,2,55,3,0,0.7,0.3,-4.2,0.00%,12.50%,25.60%,0.00%,10.00%
Darius Miller,NOP,24,8-Jun,225,Kentucky,USA,2012,2,46,45,4.4,1.2,1,3.7,1.30%,6.00%,12.40%,55.00%,9.00%
Darius Morris,MEM,23,4-Jun,195,Michigan,USA,2011,2,41,27,4,1,1.6,-10,2.10%,6.60%,17.80%,49.80%,25.90%
Darrell Arthur,DEN,26,9-Jun,235,Kansas,USA,2008,1,27,68,5.9,3.1,0.9,3.2,4.40%,12.60%,18.00%,45.90%,8.20%
Darren Collison,LAC,26,Jun-00,175,UCLA,USA,2009,1,21,80,11.4,2.4,3.7,5.1,2.30%,6.40%,19.20%,57.50%,22.50%
David Lee,GSW,31,9-Jun,240,Florida,USA,2005,1,30,69,18.2,9.3,2.1,10.2,8.10%,19.30%,23.90%,56.60%,10.10%
David West,IND,33,9-Jun,250,Xavier,USA,2003,1,18,80,14,6.8,2.8,8.2,5.10%,15.90%,21.70%,53.30%,15.80%
DeAndre Jordan,LAC,25,11-Jun,265,Texas A&M,USA,2008,2,35,82,10.4,13.6,0.9,8.5,11.90%,26.00%,12.20%,63.00%,3.60%
DeAndre Liggins,MIA,26,6-Jun,209,Kentucky,USA,2011,2,53,1,2,1,0,-25,50.00%,0.00%,16.70%,100%,0.00%
DeJuan Blair,DAL,25,7-Jun,270,Pittsburgh,USA,2009,2,37,78,6.4,4.7,0.9,0.4,11.40%,19.80%,18.40%,55.70%,8.80%
DeMar DeRozan,TOR,24,7-Jun,216,Southern California,USA,2009,1,9,79,22.7,4.3,4,3.1,1.70%,9.90%,27.70%,53.20%,18.90%
DeMarcus Cousins,SAC,23,11-Jun,270,Kentucky,USA,2010,1,5,71,22.7,11.7,2.9,0.2,9.70%,27.50%,32.20%,55.50%,17.50%
DeMarre Carroll,ATL,27,8-Jun,212,Missouri,USA,2009,1,27,73,11.1,5.5,1.8,1.6,4.80%,12.70%,14.80%,57.50%,8.80%
Dennis Schroder,ATL,20,1-Jun,168,None,Germany,2013,1,17,49,3.7,1.2,1.9,-16,0.80%,9.10%,18.60%,44.20%,24.70%
Derek Fisher,OKC,39,1-Jun,210,Arkansas-Little Rock,USA,1996,1,24,81,5.2,1.5,1.4,8.8,0.90%,7.70%,13.50%,54.20%,12.00%
Deron Williams,BKN,30,3-Jun,209,Illinois,USA,2005,1,3,64,14.3,2.6,6.1,4.4,0.80%,7.90%,21.30%,56.40%,31.20%
Derrick Favors,UTA,22,10-Jun,268,Georgia Tech,USA,2010,1,3,73,13.3,8.7,1.2,-7.7,9.20%,21.20%,20.60%,55.60%,7.20%
Derrick Rose,CHI,25,3-Jun,190,Memphis,USA,2008,1,1,10,15.9,3.2,4.3,-6,2.70%,6.80%,28.70%,44.60%,25.70%
Derrick Williams,SAC,23,8-Jun,240,Arizona,USA,2011,1,2,78,8,4.1,0.7,-4.7,3.70%,13.40%,15.70%,52.40%,4.90%
Devin Harris,DAL,31,3-Jun,192,Wisconsin,USA,2004,1,5,40,7.9,2.1,4.5,8.2,1.00%,9.60%,19.30%,51.70%,31.20%
Dewayne Dedmon,ORL,24,Jul-00,255,Southern California,USA,Undrafted,Undrafted,Undrafted,31,3.1,4.1,0.2,-6.2,9.60%,25.50%,12.80%,50.00%,2.10%
Dexter Pittman,ATL,26,11-Jun,285,Texas,USA,2010,2,32,2,0,1.5,0,-26.7,60.00%,0.00%,22.20%,0.00%,0.00%
Diante Garrett,UTA,25,4-Jun,190,Iowa State,,Undrafted,Undrafted,Undrafted,71,3.5,1.4,1.7,-5.3,1.00%,8.40%,14.70%,45.90%,18.30%
Dion Waiters,CLE,22,4-Jun,225,Syracuse,USA,2012,1,4,70,15.9,2.8,3,-1.5,1.50%,7.90%,26.30%,50.80%,18.30%
Dionte Christmas,PHX,27,5-Jun,205,Temple,USA,Undrafted,Undrafted,Undrafted,31,2.3,1.2,0.3,-7.8,5.90%,13.60%,16.20%,48.90%,6.70%
Dirk Nowitzki,DAL,36,Jul-00,245,None,Germany,1998,1,9,80,21.7,6.2,2.7,6,1.60%,18.40%,25.80%,60.30%,14.00%
Donald Sloan,IND,26,3-Jun,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,48,2.3,0.9,1,-10.3,1.00%,10.10%,16.80%,43.70%,22.30%
Donatas Motiejunas,HOU,23,Jul-00,222,None,Lithuania,2011,1,20,62,5.5,3.6,0.5,2.8,6.20%,16.30%,17.00%,50.40%,5.80%
Dorell Wright,POR,28,9-Jun,205,None,USA,2004,1,19,68,5,2.8,0.9,3.5,2.90%,15.70%,15.70%,52.40%,9.60%
Doron Lamb,ORL,22,4-Jun,200,Kentucky,USA,2012,2,42,53,3.6,0.9,0.8,1.2,1.20%,6.10%,13.00%,54.30%,9.30%
Draymond Green,GSW,24,7-Jun,230,Michigan State,USA,2012,2,35,82,6.2,5,1.9,4,4.60%,17.30%,14.40%,49.80%,12.70%
Drew Gooden,WAS,32,10-Jun,250,Kansas,USA,2002,1,4,22,8.3,5.2,0.7,-3.1,9.90%,21.40%,19.80%,59.10%,6.60%
Dwight Buycks,TOR,25,3-Jun,190,Marquette,USA,Undrafted,Undrafted,Undrafted,14,3.1,1.6,0.7,1.1,2.50%,13.90%,17.90%,41.40%,11.50%
Dwight Howard,HOU,28,11-Jun,265,None,USA,2004,1,1,71,18.3,12.2,1.8,7.2,10.20%,25.00%,23.90%,60.00%,9.10%
Dwyane Wade,MIA,32,4-Jun,220,Marquette,USA,2003,1,5,54,19,4.5,4.7,4.2,4.10%,10.60%,27.00%,58.80%,24.90%
E'Twaun Moore,ORL,25,4-Jun,191,Purdue,USA,2011,2,55,79,6.3,1.7,1.4,-5.4,1.90%,7.00%,15.80%,51.30%,12.20%
Earl Clark,NYK,26,10-Jun,234,Louisville,USA,2009,1,14,54,4.8,2.6,0.3,-9.1,2.80%,15.90%,17.40%,46.60%,3.90%
Earl Watson,POR,35,1-Jun,199,UCLA,USA,2001,2,39,24,0.5,0.6,1.2,-2.4,3.10%,6.10%,7.80%,47.00%,24.60%
Ed Davis,MEM,25,10-Jun,225,North Carolina,USA,2010,1,13,63,5.7,4.1,0.4,2.8,9.70%,17.70%,16.80%,54.20%,4.50%
Ekpe Udoh,MIL,27,10-Jun,245,Baylor,USA,2010,1,6,42,3.4,3.5,0.7,-9.2,7.70%,10.50%,11.50%,44.00%,5.90%
Elias Harris,LAL,24,8-Jun,239,Gonzaga,Germany,Undrafted,Undrafted,Undrafted,2,0,0.5,0.5,-18.6,8.30%,0.00%,3.60%,0.00%,9.10%
Elliot Williams,PHI,25,5-Jun,180,Memphis,,2010,1,22,67,6,1.9,1.1,-13.9,2.30%,8.70%,16.20%,51.90%,10.40%
Elton Brand,ATL,35,9-Jun,254,Duke,USA,1999,1,1,73,5.7,4.9,1,-2.1,7.50%,19.00%,13.60%,56.10%,8.10%
Enes Kanter,UTA,22,11-Jun,247,Kentucky,Turkey,2011,1,3,80,12.3,7.5,0.9,-12,10.30%,19.50%,22.60%,52.30%,6.40%
Eric Bledsoe,PHX,24,1-Jun,195,Kentucky,USA,2010,1,18,43,17.7,4.7,5.5,4.3,1.90%,12.00%,24.30%,57.80%,27.20%
Eric Gordon,NOP,25,4-Jun,215,Indiana,USA,2008,1,7,64,15.4,2.6,3.3,-6.4,1.50%,7.10%,22.60%,54.00%,16.40%
Eric Maynor,PHI,27,3-Jun,175,Virginia Commonwealth,USA,2009,1,20,31,2.6,1.3,1.7,-23,2.50%,10.00%,17.60%,38.70%,29.10%
Erik Murphy,CHI,23,10-Jun,230,Florida,,2013,2,49,24,0.3,0.3,0.1,-41.5,2.70%,10.20%,9.90%,23.10%,6.50%
Ersan Ilyasova,MIL,27,10-Jun,235,None,Turkey,2005,2,36,55,11.2,6.2,1.3,-7.9,6.80%,16.80%,20.90%,48.60%,8.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Evan Fournier,DEN,21,6-Jun,200,None,France,2012,1,20,76,8.4,2.7,1.5,0.7,2.10%,10.70%,19.00%,53.30%,11.90%
Evan Turner,IND,25,7-Jun,220,Ohio State,USA,2010,1,2,81,14,5,3.2,-7.1,2.40%,13.40%,22.80%,49.80%,17.40%
Francisco Garcia,HOU,32,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,55,5.7,2.2,1.1,1.7,2.00%,8.60%,13.00%,52.10%,9.00%
Gal Mekel,DAL,26,3-Jun,191,Wichita State,Israel,Undrafted,Undrafted,Undrafted,31,2.4,0.9,2,-0.7,1.60%,8.50%,17.40%,40.00%,29.90%
Garrett Temple,WAS,28,6-Jun,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,75,1.8,0.9,1,-5.5,3.30%,8.00%,13.60%,43.10%,18.00%
Gary Neal,CHA,29,4-Jun,210,Towson,USA,Undrafted,Undrafted,Undrafted,52,10.5,1.7,1.6,-8.1,0.90%,7.60%,23.30%,53.00%,13.70%
George Hill,IND,28,3-Jun,188,Indiana Purdue-Indianapolis,USA,2008,1,26,76,10.3,3.7,3.5,6.6,2.30%,8.90%,14.60%,56.30%,17.00%
Gerald Green,PHX,28,8-Jun,210,None,USA,2005,1,18,82,15.8,3.4,1.5,1.2,2.10%,9.80%,23.20%,58.50%,8.50%
Gerald Henderson,CHA,26,5-Jun,215,Duke,USA,2009,1,12,77,14,4,2.6,-1.3,1.30%,11.20%,22.00%,50.70%,13.70%
Gerald Wallace,BOS,31,7-Jun,220,Alabama,USA,2001,1,25,58,5.1,3.7,2.5,-5.9,2.50%,13.10%,11.40%,54.30%,15.20%
Giannis Antetokounmpo,MIL,19,9-Jun,205,None,Greece,2013,1,15,77,6.8,4.4,1.9,-4,4.20%,14.00%,14.70%,51.80%,12.00%
Gigi Datome,DET,26,8-Jun,215,None,Italy,Undrafted,Undrafted,Undrafted,34,2.4,1.4,0.3,8.2,5.20%,14.50%,19.70%,40.90%,7.10%
Glen Davis,LAC,28,9-Jun,289,Louisiana State,USA,2007,2,35,68,9.4,5.2,1.1,-4.9,6.50%,14.90%,19.80%,49.10%,8.00%
