PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Amir Johnson,DET,22,9-Jun,210,None,USA,2005,2,56,62,3.5,3.7,0.3,5,11.60%,15.00%,10.80%,60.80%,3.30%
Anderson Varejao,CLE,26,11-Jun,260,None,Brazil,2004,2,30,81,8.6,7.2,1,10.3,7.70%,18.50%,13.90%,56.50%,5.50%
Andray Blatche,WAS,22,11-Jun,248,None,USA,2005,2,49,71,10,5.3,1.7,-5.8,7.60%,16.00%,21.70%,50.80%,11.80%
Andre Brown,CHA,28,9-Jun,245,DePaul,USA,Undrafted,Undrafted,Undrafted,4,1,3,0.3,-7.4,20.00%,11.40%,13.40%,25.40%,3.80%
Andre Iguodala,PHI,25,6-Jun,207,Arizona,USA,2004,1,9,82,18.8,5.7,5.3,2,2.90%,12.30%,22.00%,56.00%,22.10%
Andre Miller,PHI,33,2-Jun,200,Utah,USA,1999,1,8,82,16.3,4.5,6.5,1.7,4.30%,8.80%,21.40%,54.80%,29.80%
Andrea Bargnani,TOR,23,Jul-00,250,None,Italy,2006,1,1,78,15.4,5.3,1.2,-5,3.00%,14.60%,22.50%,55.90%,6.50%
Andrei Kirilenko,UTA,28,9-Jun,225,None,Russia,1999,1,24,67,11.6,4.8,2.6,7.2,4.90%,13.50%,20.00%,54.90%,15.10%
Andres Nocioni,SAC,29,7-Jun,225,None,Argentina,Undrafted,Undrafted,Undrafted,76,11.4,4.8,1.3,-0.2,2.80%,15.60%,19.70%,55.50%,8.10%
Andrew Bogut,MIL,24,Jul-00,260,Utah,Australia,2005,1,1,36,11.7,10.3,2,4.1,10.90%,23.70%,17.70%,58.60%,10.90%
Andrew Bynum,LAL,21,Jul-00,285,None,USA,2005,1,10,50,14.3,8,1.4,8.3,9.90%,17.80%,20.40%,59.80%,7.60%
Andris Biedrins,GSW,23,11-Jun,240,None,Latvia,2004,1,11,62,11.9,11.2,2,-4.2,11.70%,25.20%,16.70%,58.50%,10.10%
Antawn Jamison,WAS,33,9-Jun,235,North Carolina,USA,1998,1,4,81,22.2,8.9,1.9,-8.5,6.30%,18.40%,25.40%,54.90%,9.00%
Anthony Carter,DEN,34,2-Jun,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,78,5.3,2.6,4.7,2.1,2.30%,8.80%,13.70%,49.00%,30.30%
Anthony Johnson,ORL,34,3-Jun,195,College of Charleston,USA,1997,2,39,80,5.3,1.8,2.5,3.8,2.00%,7.90%,15.20%,50.50%,22.30%
Anthony Morrow,GSW,23,5-Jun,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,67,10.1,3,1.2,-1.8,5.00%,7.60%,17.30%,58.80%,8.10%
Anthony Parker,TOR,34,6-Jun,215,Bradley,USA,1997,1,21,80,10.7,4,3.4,-1.9,1.80%,10.70%,16.00%,52.40%,15.70%
Anthony Randolph,GSW,19,10-Jun,210,Louisiana State,USA,2008,1,14,63,7.9,5.8,0.8,-3.7,11.00%,19.80%,21.00%,50.60%,6.60%
Anthony Roberson,CHI,26,2-Jun,180,Florida,USA,Undrafted,Undrafted,Undrafted,29,4.1,0.8,0.7,-10.6,1.90%,6.00%,19.80%,48.70%,12.40%
Anthony Tolliver,SAS,24,8-Jun,240,Creighton,USA,Undrafted,Undrafted,Undrafted,19,2.7,2.2,0.9,0.3,5.60%,15.20%,16.60%,37.50%,13.40%
Antoine Wright,DAL,25,7-Jun,215,Texas A&M,USA,2005,1,15,65,7.3,2.1,1.2,2.2,2.10%,7.10%,15.30%,50.10%,7.10%
Antonio Daniels,NOH,34,4-Jun,205,Bowling Green,USA,1997,1,4,74,4.1,1,2.4,-12.2,0.50%,8.30%,16.10%,53.60%,30.00%
Antonio McDyess,DET,34,9-Jun,245,Alabama,USA,1995,1,2,62,9.6,9.8,1.3,-1.8,10.40%,24.90%,15.40%,52.90%,7.30%
Arron Afflalo,DET,23,5-Jun,215,UCLA,USA,2007,1,27,74,4.9,1.8,0.6,-0.9,2.50%,8.80%,13.60%,54.80%,5.50%
Austin Croshere,SAS,34,10-Jun,240,Providence,USA,1997,1,12,14,2.9,2.4,0.6,-14.5,8.70%,24.70%,20.20%,45.20%,16.10%
Baron Davis,LAC,30,3-Jun,215,UCLA,USA,1999,1,3,65,14.9,3.7,7.7,-7.8,2.00%,9.00%,24.50%,46.00%,36.50%
Ben Gordon,CHI,26,3-Jun,200,Connecticut,USA,2004,1,3,82,20.7,3.5,3.4,0.2,1.80%,7.80%,24.20%,57.30%,15.60%
Ben Wallace,CLE,34,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,56,2.9,6.5,0.8,17.7,11.20%,17.80%,7.60%,45.00%,4.50%
Beno Udrih,SAC,26,3-Jun,205,None,Slovenia,2004,1,28,73,11,3,4.7,-7.7,2.10%,8.00%,18.00%,52.50%,23.70%
Blake Ahearn,SAS,25,2-Jun,190,Missouri State,,Undrafted,Undrafted,Undrafted,3,2.7,0.3,0.7,24.1,0.00%,5.90%,18.60%,58.10%,20.00%
Bobby Brown,MIN,24,2-Jun,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,68,5.3,0.8,1.7,-9.8,1.50%,4.40%,20.40%,47.60%,21.40%
Bobby Jackson,SAC,36,1-Jun,185,Minnesota,USA,1997,1,23,71,7.5,2.8,2,-6.2,2.90%,11.00%,17.50%,50.20%,16.00%
Bobby Simmons,NJN,29,6-Jun,230,DePaul,USA,2001,2,41,71,7.8,3.9,1.3,1,4.30%,12.50%,13.80%,59.60%,8.10%
Boris Diaw,CHA,27,8-Jun,235,None,France,2003,1,21,81,13.2,5.3,4.1,2,4.70%,12.00%,19.60%,56.50%,20.80%
Brad Miller,CHI,33,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,70,11.9,7.8,3.3,-3.5,7.40%,19.80%,18.20%,56.60%,17.30%
Brandan Wright,GSW,21,10-Jun,210,North Carolina,USA,2007,1,8,39,8.3,4,0.5,-4.8,9.00%,12.90%,18.80%,57.00%,4.70%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brandon Bass,DAL,24,8-Jun,250,Louisiana State,USA,2005,2,33,81,8.5,4.5,0.5,2.1,8.70%,15.50%,19.40%,57.10%,4.50%
Brandon Roy,POR,24,6-Jun,211,Washington,USA,2006,1,6,78,22.6,4.7,5.1,9.3,3.90%,10.30%,27.10%,57.30%,24.30%
Brandon Rush,IND,23,6-Jun,210,Kansas,USA,2008,1,13,75,8.1,3.1,0.9,-4.3,1.80%,10.80%,16.30%,50.50%,5.60%
Brendan Haywood,WAS,29,Jul-00,263,North Carolina,USA,2001,1,20,6,9.7,7.3,1.3,-8.6,8.10%,17.40%,17.10%,49.00%,7.30%
Brent Barry,HOU,37,7-Jun,210,Oregon State,USA,1995,1,15,56,3.7,1.7,1.4,1,2.00%,9.30%,11.80%,57.50%,14.10%
Brevin Knight,UTA,33,10-May,166,Stanford,USA,1997,1,16,74,2.4,1.2,2.6,4.1,1.40%,8.30%,13.00%,41.40%,30.70%
Brian Cardinal,MIN,32,8-Jun,240,Purdue,USA,2000,2,44,64,3,2.2,1.2,1.9,4.50%,12.30%,11.50%,51.50%,12.60%
Brian Cook,HOU,28,9-Jun,250,Illinois,USA,2003,1,24,30,2.5,1.1,0.2,-14.7,4.00%,14.30%,23.40%,47.00%,6.10%
Brian Scalabrine,BOS,31,9-Jun,235,Southern California,USA,2001,2,34,39,3.5,1.3,0.5,10.1,1.60%,8.60%,11.60%,55.80%,5.10%
Brian Skinner,LAC,33,9-Jun,255,Baylor,USA,1998,1,22,51,4.2,4,0.5,-17,8.20%,16.40%,14.30%,47.40%,5.40%
Brook Lopez,NJN,21,Jul-00,260,Stanford,USA,2008,1,10,82,13,8.1,1,-2,9.30%,18.90%,19.70%,56.80%,6.00%
Bruce Bowen,SAS,38,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,80,2.7,1.8,0.5,-0.9,1.10%,8.90%,6.90%,53.90%,4.10%
C.J. Watson,GSW,25,2-Jun,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,77,9.5,2.5,2.7,-2.2,2.00%,7.90%,16.50%,56.40%,16.50%
CJ Miles,UTA,22,6-Jun,227,None,USA,2005,2,34,72,9.1,2.3,1.5,1.1,2.90%,8.10%,18.00%,54.60%,9.80%
Calvin Booth,SAC,33,11-Jun,230,Penn State,USA,1999,2,35,8,2,1.4,0,-19.8,8.80%,9.80%,11.50%,59.20%,0.00%
Carl Landry,HOU,25,9-Jun,248,Purdue,USA,2007,2,31,69,9.2,5,0.6,1.2,8.70%,15.50%,17.50%,63.40%,4.80%
Carlos Boozer,UTA,27,9-Jun,266,Duke,USA,2002,2,34,37,16.2,10.4,2.1,-0.8,9.60%,25.00%,24.10%,52.30%,11.00%
Carmelo Anthony,DEN,25,8-Jun,230,Syracuse,USA,2003,1,3,66,22.8,6.8,3.4,6.6,5.00%,14.90%,31.20%,53.20%,17.20%
Caron Butler,WAS,29,7-Jun,228,Connecticut,USA,2002,1,10,67,20.8,6.2,4.3,-7.8,4.70%,12.40%,25.30%,55.20%,19.40%
Cartier Martin,CHA,24,7-Jun,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,33,2.6,1,0.4,2.5,2.90%,9.90%,16.20%,48.90%,7.80%
Cedric Simmons,SAC,23,9-Jun,235,North Carolina State,USA,2006,1,15,18,1.6,0.9,0.1,-11.9,5.70%,13.90%,17.30%,45.30%,4.20%
Channing Frye,POR,26,11-Jun,245,Arizona,USA,2005,1,8,63,4.2,2.2,0.4,-8.2,5.60%,14.60%,18.90%,46.50%,5.80%
Charlie Bell,MIL,30,3-Jun,200,Michigan State,,Undrafted,Undrafted,Undrafted,70,8.4,1.9,2.2,-3,1.70%,6.20%,15.60%,52.50%,13.70%
Charlie Villanueva,MIL,24,11-Jun,232,Connecticut,USA,2005,1,7,78,16.2,6.7,1.8,-1,7.50%,19.10%,27.80%,52.90%,11.90%
Chauncey Billups,DEN,32,3-Jun,202,Colorado,USA,1997,1,3,79,17.7,3,6.4,5.5,1.20%,7.60%,21.50%,59.20%,28.70%
Cheikh Samb,NYK,24,1-Jul,245,None,USA,2006,2,51,18,0.8,1.3,0.1,2.6,11.40%,13.90%,19.80%,21.40%,1.90%
Chris Andersen,DEN,30,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,71,6.4,6.2,0.4,3.2,11.50%,17.60%,12.80%,60.80%,3.30%
Chris Bosh,TOR,25,10-Jun,230,Georgia Tech,USA,2003,1,4,77,22.7,10,2.5,-1.4,7.90%,19.60%,26.60%,56.90%,11.40%
Chris Douglas-Roberts,NJN,22,7-Jun,200,Memphis,USA,2008,2,40,44,4.9,1.1,1.2,3.4,2.60%,6.50%,18.50%,53.10%,15.20%
Chris Duhon,NYK,26,1-Jun,185,Duke,USA,2004,2,38,79,11.1,3.1,7.2,-3.6,1.50%,7.00%,14.50%,56.90%,27.90%
Chris Kaman,LAC,27,Jul-00,265,Central Michigan,USA,2003,1,6,31,12,8,1.5,-8.2,8.30%,19.40%,20.50%,55.20%,8.50%
Chris Mihm,LAL,29,Jul-00,265,Texas,USA,2000,1,7,18,2,1.9,0.6,-19.2,13.00%,16.50%,20.70%,41.80%,17.20%
Chris Paul,NOH,24,Jun-00,175,Wake Forest,USA,2005,1,4,78,22.8,5.5,11,6.5,2.50%,12.80%,27.00%,59.90%,51.20%
Chris Quinn,MIA,25,2-Jun,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,66,5.1,1.1,2,0.3,0.80%,7.40%,16.60%,53.90%,22.90%
Chris Wilcox,NYK,26,10-Jun,235,Maryland,USA,2002,1,8,62,7.2,4.5,0.8,-8.1,9.00%,18.00%,20.80%,51.80%,8.10%
Chuck Hayes,HOU,26,6-Jun,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,71,1.3,3.5,0.6,-2.7,8.60%,21.50%,7.60%,37.50%,7.60%
Chucky Atkins,OKC,34,11-May,185,South Florida,USA,Undrafted,Undrafted,Undrafted,33,3,0.7,1.8,-6.5,1.30%,4.40%,15.10%,40.80%,22.40%
Corey Brewer,MIN,23,9-Jun,188,Florida,USA,2007,1,7,15,6.2,3.3,1.7,-0.6,6.00%,10.30%,15.70%,47.30%,12.50%
Corey Maggette,GSW,29,6-Jun,225,Duke,USA,1999,1,13,51,18.6,5.5,1.8,-4.4,3.10%,14.60%,25.00%,58.20%,9.50%
Courtney Lee,ORL,23,5-Jun,200,Western Kentucky,USA,2008,1,22,77,8.4,2.3,1.2,6.2,1.00%,8.00%,15.20%,55.60%,7.40%
Courtney Sims,NYK,25,11-Jun,245,Michigan,USA,Undrafted,Undrafted,Undrafted,2,3,2,0,6.8,13.30%,16.70%,21.90%,50.00%,0.00%
Craig Smith,MIN,25,7-Jun,250,Boston College,USA,2006,2,36,74,10.1,3.8,1.1,-5.4,7.00%,13.50%,22.60%,59.90%,9.70%
Cuttino Mobley,LAC,33,4-Jun,215,Rhode Island,USA,1998,2,41,11,13.7,2.6,1.1,-7.7,2.30%,5.70%,20.60%,49.10%,5.50%
D.J. Augustin,CHA,21,Jun-00,180,Texas,USA,2008,1,9,72,11.8,1.8,3.5,-0.7,0.90%,6.50%,20.30%,58.70%,23.70%
DJ Mbenga,LAL,28,Jul-00,255,None,,Undrafted,Undrafted,Undrafted,23,2.7,1.3,0.4,1.5,4.70%,11.30%,17.40%,50.40%,7.80%
DJ White,OKC,22,9-Jun,251,Indiana,USA,2008,1,29,7,8.9,4.6,0.9,0.4,8.40%,17.60%,19.80%,55.60%,7.00%
Daequan Cook,MIA,22,5-Jun,210,Ohio State,USA,2007,1,21,75,9.1,2.5,0.9,-0.1,1.00%,9.80%,17.80%,51.20%,6.20%
Dahntay Jones,DEN,28,6-Jun,210,Duke,USA,2003,1,20,79,5.4,2.1,1,-2.2,4.40%,7.90%,14.70%,53.30%,8.30%
Damien Wilkins,OKC,29,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,41,5.3,1.7,0.9,-11.4,3.00%,9.20%,18.10%,46.70%,10.30%
Damon Jones,MIL,32,3-Jun,195,Houston,USA,Undrafted,Undrafted,Undrafted,18,1.8,0.3,0.4,7,0.00%,5.60%,16.80%,48.50%,8.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Dan Gadzuric,MIL,31,11-Jun,245,UCLA,Netherlands,2002,2,33,67,4,3.8,0.6,-2.5,10.30%,18.90%,14.70%,49.50%,6.30%
Daniel Gibson,CLE,23,2-Jun,200,Texas,USA,2006,2,42,75,7.8,2.1,1.8,6.3,1.80%,6.90%,16.00%,51.90%,11.90%
Danilo Gallinari,NYK,20,10-Jun,225,None,Italy,2008,1,6,28,6.1,2,0.5,5.7,3.10%,10.30%,15.70%,62.10%,5.40%
Danny Granger,IND,26,8-Jun,228,New Mexico,USA,2005,1,17,67,25.8,5.1,2.7,1.5,2.00%,12.00%,28.80%,58.40%,12.70%
Darius Miles,MEM,27,9-Jun,235,None,USA,2000,1,3,34,3.5,1.7,0.5,-12.4,6.80%,13.70%,19.90%,53.30%,11.60%
Darius Songaila,WAS,31,9-Jun,248,Wake Forest,Lithuania,2002,2,49,77,7.4,2.9,1.2,-4,5.20%,10.80%,16.80%,57.00%,10.10%
Darko Milicic,MEM,24,Jul-00,275,None,Serbia,2003,1,2,61,5.5,4.3,0.6,-3.9,8.60%,18.20%,15.80%,53.30%,5.40%
Darnell Jackson,CLE,23,9-Jun,253,Kansas,,2008,2,52,51,1.9,1.7,0.2,-8.8,8.00%,13.80%,12.20%,48.30%,3.00%
Darrell Arthur,MEM,21,9-Jun,225,Kansas,USA,2008,1,27,76,5.6,4.6,0.6,-7.2,7.80%,18.10%,15.80%,45.60%,4.90%
David Lee,NYK,26,9-Jun,240,Florida,USA,2005,1,30,81,16,11.7,2.1,-3,8.70%,25.00%,18.80%,59.00%,9.80%
David West,NOH,28,9-Jun,240,Xavier,USA,2003,1,18,76,21,8.5,2.3,4.1,5.90%,17.50%,25.80%,54.00%,10.50%
DeAndre Jordan,LAC,20,11-Jun,250,Texas A&M,USA,2008,2,35,53,4.3,4.5,0.2,-15.3,9.30%,22.30%,13.70%,58.50%,2.50%
DeMarcus Nelson,GSW,23,4-Jun,200,Duke,USA,Undrafted,Undrafted,Undrafted,13,4.1,1.8,1,-10,3.00%,10.10%,17.20%,44.00%,12.00%
DeSagana Diop,CHA,27,Jul-00,280,None,Senegal,2001,1,8,75,2.3,3.6,0.4,-6,11.60%,16.70%,10.50%,42.50%,4.70%
DeShawn Stevenson,WAS,28,5-Jun,218,None,USA,2000,1,23,32,6.6,2.4,3.1,-9.8,1.20%,7.90%,14.50%,41.00%,16.40%
Dee Brown,PHX,24,Jun-00,185,Illinois,USA,2006,2,46,19,2.4,1.5,1.9,-6.3,2.60%,8.90%,11.50%,44.90%,18.50%
Delonte West,CLE,25,3-Jun,180,Saint Joseph's,,2004,1,24,64,11.7,3.2,3.5,15,1.60%,8.00%,16.60%,55.90%,16.20%
Demetris Nichols,NYK,24,8-Jun,216,Syracuse,USA,2007,2,53,4,1.8,0.5,0.3,38.7,0.00%,11.80%,28.60%,35.40%,11.10%
Derek Fisher,LAL,34,1-Jun,210,Arkansas-Little Rock,USA,1996,1,24,82,9.9,2.3,3.2,11.2,1.10%,6.60%,14.50%,54.60%,14.60%
Deron Williams,UTA,25,3-Jun,207,Illinois,USA,2005,1,3,68,19.4,2.9,10.7,3.7,1.00%,7.20%,24.40%,57.30%,45.70%
Derrick Rose,CHI,20,3-Jun,190,Memphis,USA,2008,1,1,81,16.8,3.9,6.3,-1.7,3.30%,7.60%,22.20%,51.60%,28.30%
Desmon Farmer,SAS,27,5-Jun,220,Southern California,,Undrafted,Undrafted,Undrafted,3,4.3,2,0.7,3.8,0.00%,11.30%,16.70%,43.70%,5.40%
Desmond Mason,OKC,31,5-Jun,222,Oklahoma State,USA,2000,1,17,39,7.5,4,1.2,-2.6,3.90%,10.70%,15.50%,45.60%,6.50%
Devean George,DAL,31,8-Jun,235,Augsburg,USA,1999,1,23,43,3.4,1.8,0.3,-6.7,3.70%,7.90%,10.70%,48.50%,3.10%
Devin Brown,NOH,30,5-Jun,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,63,5.2,1.9,0.9,0.2,3.80%,10.80%,21.90%,45.90%,11.20%
Devin Harris,NJN,26,3-Jun,185,Wisconsin,USA,2004,1,5,69,21.3,3.3,6.9,-1.6,1.20%,8.60%,27.30%,56.30%,33.20%
Dikembe Mutombo,HOU,43,2-Jul,260,Georgetown,Congo,1991,1,4,9,1.8,3.7,0,2.3,13.30%,21.40%,10.80%,47.20%,0.00%
Dirk Nowitzki,DAL,31,Jul-00,245,None,Germany,1998,1,9,81,25.9,8.4,2.4,3.8,3.00%,20.10%,29.40%,56.40%,11.70%
Dominic McGuire,WAS,23,9-Jun,220,Fresno State,USA,2007,2,47,79,4.5,5.4,2.5,-8.9,5.60%,16.60%,9.90%,48.30%,13.70%
Donte Greene,SAC,21,11-Jun,226,Syracuse,USA,2008,1,28,55,3.8,1.6,0.5,-11.3,2.50%,9.30%,17.20%,41.60%,6.70%
Dontell Jefferson,CHA,25,5-Jun,195,Arkansas,USA,Undrafted,Undrafted,Undrafted,6,4.8,2,1.5,-7.1,1.20%,11.80%,18.10%,55.90%,23.10%
Donyell Marshall,PHI,36,9-Jun,245,Connecticut,USA,1994,1,4,25,3.8,1.6,0.6,9.7,3.40%,18.20%,18.80%,62.10%,12.00%
Dorell Wright,MIA,23,9-Jun,210,None,USA,2004,1,19,6,3,3.3,0.3,-15.3,2.70%,23.70%,18.70%,39.80%,6.10%
Drew Gooden,SAS,27,10-Jun,250,Kansas,USA,2002,1,4,51,11.9,7.1,0.9,-4.6,8.90%,20.10%,22.90%,52.60%,6.90%
Dwayne Jones,CHA,26,10-Jun,251,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,6,2,2,0,2,12.50%,14.30%,12.00%,62.20%,0.00%
Dwight Howard,ORL,23,11-Jun,265,None,USA,2004,1,1,79,20.6,13.8,1.4,10.2,12.60%,26.20%,25.70%,60.00%,7.20%
Dwyane Wade,MIA,27,4-Jun,216,Marquette,USA,2003,1,5,79,30.2,5,7.5,3.5,3.10%,10.70%,35.00%,57.40%,37.70%
Earl Watson,OKC,30,1-Jun,185,UCLA,USA,2001,2,39,68,6.6,2.7,5.8,-7.1,2.10%,8.80%,16.00%,44.80%,33.50%
Eddie Gill,MIL,30,Jun-00,190,Weber State,USA,Undrafted,Undrafted,Undrafted,6,2.3,0.7,1.8,-22.6,0.00%,13.80%,12.60%,77.80%,44.00%
Eddie House,BOS,31,1-Jun,175,Arizona State,USA,2000,2,37,81,8.5,1.9,1.1,5,0.80%,10.10%,19.10%,59.20%,10.90%
Eddy Curry,NYK,26,11-Jun,285,None,USA,2001,1,4,3,1.7,1.3,0,-53.8,0.00%,30.80%,17.90%,75.30%,0.00%
Eduardo Najera,NJN,32,8-Jun,235,Oklahoma,Mexico,2000,2,38,27,2.9,2.5,0.7,-13.8,5.20%,17.00%,14.60%,47.20%,11.00%
Elton Brand,PHI,30,9-Jun,254,Duke,USA,1999,1,1,29,13.8,8.8,1.3,0.1,8.50%,19.70%,23.10%,48.40%,7.00%
Emeka Okafor,CHA,26,10-Jun,255,Connecticut,USA,2004,1,2,82,13.2,10.1,0.6,0.4,11.10%,21.90%,18.60%,58.10%,3.40%
Eric Gordon,LAC,20,3-Jun,222,Indiana,USA,2008,1,7,78,16.1,2.6,2.8,-8.4,1.70%,6.10%,20.40%,59.30%,13.70%
Erick Dampier,DAL,33,11-Jun,265,Mississippi State,USA,1996,1,10,80,5.7,7.1,1,2.3,12.60%,19.70%,10.40%,66.40%,5.90%
Etan Thomas,WAS,31,10-Jun,260,Syracuse,USA,2000,1,12,26,3.1,2.5,0.2,-20.8,8.00%,15.30%,14.00%,52.50%,3.20%
Fabricio Oberto,SAS,34,10-Jun,245,None,Argentina,Undrafted,Undrafted,Undrafted,54,2.6,2.6,1.1,-3.9,10.00%,11.90%,10.70%,59.50%,13.80%
Flip Murray,ATL,29,3-Jun,200,Shaw,USA,2002,2,41,80,12.2,2.1,2,4.5,1.20%,7.50%,23.60%,54.30%,14.10%
Francisco Elson,MIL,33,Jul-00,235,California,Netherlands,1999,2,41,59,3.4,3.9,0.5,-3.1,10.10%,14.90%,10.50%,53.70%,4.90%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Francisco Garcia,SAC,27,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,65,12.7,3.4,2.3,-10.5,2.80%,8.60%,19.00%,55.40%,13.20%
Fred Jones,LAC,30,2-Jun,225,Oregon,USA,2002,1,14,52,7.3,2.4,3.6,-8.5,1.60%,7.20%,12.60%,53.60%,18.90%
Gabe Pruitt,BOS,23,4-Jun,170,Southern California,USA,2007,2,32,47,2,0.9,0.8,2.2,2.40%,9.20%,15.60%,42.20%,18.10%
George Hill,SAS,23,2-Jun,180,Indiana Purdue-Indianapolis,USA,2008,1,26,77,5.7,2.1,1.8,1.9,2.50%,10.50%,18.70%,50.20%,18.30%
Gerald Green,DAL,23,8-Jun,200,None,USA,2005,1,18,38,5.2,1.4,0.4,-8.3,3.60%,10.80%,25.80%,51.30%,7.60%
Gerald Wallace,CHA,26,7-Jun,220,Alabama,USA,2001,1,25,71,16.6,7.8,2.7,1.2,4.60%,17.60%,20.10%,58.50%,12.00%
Gilbert Arenas,WAS,27,4-Jun,215,Arizona,USA,2001,2,30,2,13,4.5,10,1.7,1.70%,13.30%,23.70%,43.30%,46.50%
Glen Davis,BOS,23,9-Jun,289,Louisiana State,USA,2007,2,35,76,7,4,0.9,3,8.10%,12.00%,16.90%,50.20%,7.00%
Goran Dragic,PHX,23,4-Jun,180,None,Slovenia,2008,2,45,55,4.5,1.9,2,-0.5,4.70%,10.30%,18.80%,48.70%,22.20%
Grant Hill,PHX,36,8-Jun,225,Duke,USA,1994,1,3,82,12,4.9,2.3,3.8,3.00%,13.70%,17.20%,58.40%,10.70%
Greg Buckner,MEM,32,4-Jun,210,Clemson,USA,1998,2,53,63,2.5,2.1,0.9,-3.4,3.90%,12.20%,10.70%,45.60%,10.30%
Greg Oden,POR,21,Jul-00,285,Ohio State,USA,2007,1,1,61,8.9,7,0.5,8,13.70%,22.50%,18.70%,59.90%,3.80%
Hakim Warrick,MEM,26,9-Jun,219,Syracuse,USA,2005,1,19,82,11.6,5,0.8,-4.2,6.80%,14.80%,21.40%,55.40%,6.00%
