PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Anthony Goldwire,LAC,34,2-Jun,182,Houston,USA,1994,2,52,3,0.7,0.3,0.7,-4.7,0.00%,5.00%,16.70%,14.30%,18.20%
Anthony Grundy,ATL,27,3-Jun,185,North Carolina State,USA,Undrafted,Undrafted,Undrafted,12,4.3,1.4,0.8,12.5,0.90%,13.70%,20.90%,58.90%,13.00%
Anthony Johnson,IND,31,3-Jun,200,College of Charleston,USA,1997,2,39,75,9.2,2.2,4.3,3,1.70%,6.80%,18.00%,52.00%,27.90%
Anthony Roberson,MEM,23,2-Jun,180,Florida,USA,Undrafted,Undrafted,Undrafted,16,2.2,0.4,0.3,-0.1,0.00%,6.00%,18.50%,54.90%,12.20%
Antoine Walker,MIA,29,9-Jun,245,Kentucky,USA,1996,1,6,82,12.2,5.1,2,3.1,4.90%,14.50%,22.50%,52.40%,12.90%
Antoine Wright,NJN,22,7-Jun,210,Texas A&M,USA,2005,1,15,39,1.8,0.8,0.3,-9.3,2.40%,6.20%,14.00%,38.60%,5.70%
Antonio Burks,MEM,26,Jun-00,195,Memphis,USA,2004,2,36,57,2,0.6,1.3,-3.1,0.80%,6.00%,15.30%,36.70%,24.00%
Antonio Daniels,WAS,31,4-Jun,205,Bowling Green,USA,1997,1,4,80,9.6,2.2,3.6,2.6,0.90%,7.20%,15.20%,55.00%,19.60%
Antonio Davis,TOR,37,9-Jun,245,Texas-El Paso,USA,1990,2,45,44,4.9,4.7,0.5,-9.9,9.90%,14.30%,13.20%,47.90%,3.50%
Antonio McDyess,DET,31,9-Jun,245,Alabama,USA,1995,1,2,82,7.8,5.3,1.1,4.5,9.10%,17.70%,18.20%,52.00%,8.90%
Arvydas Macijauskas,NOK,26,4-Jun,214,None,Lithuania,Undrafted,Undrafted,Undrafted,19,2.3,0.5,0.3,-2.4,2.30%,6.00%,19.30%,46.20%,7.10%
Austin Croshere,IND,31,10-Jun,235,Providence,USA,1997,1,12,50,8.2,5.3,1.2,4.2,5.90%,17.80%,15.00%,61.80%,8.90%
Awvee Storey,WAS,29,6-Jun,225,Arizona State,USA,Undrafted,Undrafted,Undrafted,25,1.7,0.9,0.2,6.9,6.50%,13.50%,18.90%,45.60%,5.90%
Baron Davis,GSW,27,3-Jun,215,UCLA,USA,1999,1,3,54,17.9,4.4,8.9,0.8,2.20%,9.80%,25.70%,48.90%,41.20%
Ben Gordon,CHI,23,3-Jun,200,Connecticut,USA,2004,1,3,80,16.9,2.7,3,1.7,1.70%,6.90%,25.70%,53.10%,17.00%
Ben Wallace,DET,31,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,82,7.3,11.3,1.9,11.6,10.90%,22.50%,11.20%,50.10%,8.10%
Beno Udrih,SAS,23,3-Jun,200,None,Slovenia,2004,1,28,55,5,0.9,1.7,3.7,3.30%,6.30%,24.00%,53.90%,27.30%
Bernard Robinson,CHA,25,6-Jun,210,Michigan,USA,2004,2,45,66,6.4,3.3,1.2,-3.6,4.60%,12.90%,16.20%,49.80%,9.60%
Billy Thomas,WAS,30,5-Jun,220,Kansas,USA,Undrafted,Undrafted,Undrafted,17,2.2,0.8,0.5,-1.8,3.40%,7.00%,14.80%,46.50%,10.80%
Bo Outlaw,ORL,35,8-Jun,220,Houston,USA,Undrafted,Undrafted,Undrafted,32,2.3,2.4,0.4,-1.9,9.50%,13.00%,10.20%,61.00%,6.50%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bobby Jackson,MEM,33,1-Jun,185,Minnesota,USA,1997,1,23,71,11.4,3.1,2.7,5.6,2.70%,10.90%,24.30%,49.70%,20.50%
Bobby Simmons,MIL,26,6-Jun,228,DePaul,USA,2001,2,41,75,13.4,4.4,2.3,1.3,3.80%,10.10%,18.00%,55.90%,11.20%
Boniface Ndong,LAC,28,Jul-00,205,None,Senegal,Undrafted,Undrafted,Undrafted,23,2.2,1.6,0.3,-13.6,9.60%,16.90%,17.80%,43.90%,8.00%
Bonzi Wells,SAC,29,5-Jun,210,Ball State,USA,1998,1,11,52,13.6,7.7,2.8,3.6,8.90%,16.10%,21.80%,50.70%,13.90%
Boris Diaw,PHX,24,8-Jun,215,None,France,2003,1,21,81,13.3,6.9,6.2,8.9,5.80%,13.40%,17.60%,56.40%,24.50%
Bostjan Nachbar,NJN,25,9-Jun,221,None,Slovenia,2002,1,15,36,4.4,1.7,0.8,0.6,1.60%,11.00%,18.10%,44.80%,9.40%
Bracey Wright,MIN,21,3-Jun,210,Indiana,USA,2005,2,47,7,8.9,2.6,0.7,-6,2.20%,10.90%,22.20%,53.40%,7.20%
Brad Miller,SAC,30,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,79,15,7.8,4.7,4.1,4.40%,17.20%,18.60%,57.60%,20.50%
Brandon Bass,NOK,21,8-Jun,240,Louisiana State,USA,2005,2,33,29,2.3,2.3,0.1,-6.9,7.30%,18.90%,15.40%,43.40%,2.00%
Brendan Haywood,WAS,26,Jul-00,263,North Carolina,USA,2001,1,20,79,7.3,5.9,0.6,2.9,10.40%,14.70%,14.70%,54.20%,3.80%
Brent Barry,SAS,34,7-Jun,210,Oregon State,USA,1995,1,15,74,5.8,2.1,1.7,7.5,2.40%,10.20%,15.00%,58.10%,15.70%
Brevin Knight,CHA,30,10-May,170,Stanford,USA,1997,1,16,69,12.6,3.2,8.8,-4.8,1.40%,8.70%,19.90%,47.80%,41.20%
Brian Cardinal,MEM,29,8-Jun,245,Purdue,USA,2000,2,44,36,3.4,1.5,0.9,7.1,3.10%,12.10%,17.80%,50.50%,13.60%
Brian Cook,LAL,25,9-Jun,258,Illinois,USA,2003,1,24,81,7.9,3.4,0.9,4.3,5.80%,13.00%,18.00%,57.80%,7.90%
Brian Grant,PHX,34,9-Jun,254,Xavier,USA,1994,1,8,21,2.9,2.7,0.3,-2.8,4.40%,17.90%,13.30%,44.50%,3.90%
Brian Scalabrine,BOS,28,9-Jun,235,Southern California,USA,2001,2,34,71,2.9,1.6,0.7,-0.2,3.20%,9.60%,12.50%,49.10%,9.00%
Brian Skinner,POR,30,9-Jun,265,Baylor,USA,1998,1,22,65,2.9,3.5,0.5,-11.7,8.40%,16.10%,11.20%,51.70%,5.60%
Bruce Bowen,SAS,35,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,7.5,3.9,1.5,6.9,1.40%,10.50%,10.90%,54.00%,6.70%
Bryon Russell,DEN,35,7-Jun,225,Long Beach State,USA,1993,2,45,1,0,1,1,66.7,0.00%,50.00%,0.00%,0.00%,33.30%
CJ Miles,UTA,19,6-Jun,210,None,USA,2005,2,34,23,3.4,1.7,0.7,-0.8,8.60%,11.00%,21.20%,45.60%,14.20%
Calbert Cheaney,GSW,34,7-Jun,210,Indiana,USA,1993,1,6,42,2.2,1.5,0.5,-9.3,4.10%,9.70%,12.50%,41.20%,7.40%
Calvin Booth,WAS,30,11-Jun,250,Penn State,USA,1999,2,35,33,1.4,1.6,0.4,-1.7,7.80%,14.30%,10.20%,45.10%,7.50%
Carlos Arroyo,ORL,26,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,77,5.8,1.7,3,2.2,2.90%,8.20%,19.80%,51.20%,32.00%
Carlos Boozer,UTA,24,9-Jun,258,Duke,USA,2002,2,34,33,16.3,8.6,2.7,-2,7.60%,22.70%,23.10%,58.50%,15.40%
Carlos Delfino,DET,23,6-Jun,230,None,Argentina,2003,1,25,68,3.6,1.7,0.6,-6.4,3.80%,12.50%,18.10%,48.30%,10.50%
Carmelo Anthony,DEN,22,8-Jun,230,Syracuse,USA,2003,1,3,80,26.5,4.9,2.7,0.7,4.40%,9.20%,31.20%,56.30%,14.10%
Caron Butler,WAS,26,7-Jun,228,Connecticut,USA,2002,1,10,75,17.6,6.2,2.5,2.1,4.20%,13.90%,22.80%,53.50%,12.00%
Channing Frye,NYK,23,11-Jun,248,Arizona,USA,2005,1,8,65,12.3,5.8,0.8,-0.5,8.90%,15.90%,23.20%,54.10%,6.60%
Charles Smith,DEN,30,4-Jun,200,New Mexico,USA,1997,1,26,22,3.6,0.7,0.4,1.1,1.40%,6.60%,17.30%,53.00%,7.40%
Charlie Bell,MIL,27,3-Jun,200,Michigan State,,Undrafted,Undrafted,Undrafted,59,8.4,2,2.2,0.8,1.70%,8.30%,17.10%,55.00%,16.50%
Charlie Villanueva,TOR,21,11-Jun,240,Connecticut,USA,2005,1,7,81,13,6.4,1.1,-0.6,8.00%,15.90%,21.20%,52.10%,6.30%
Chauncey Billups,DET,29,3-Jun,202,Colorado,USA,1997,1,3,81,18.5,3.1,8.6,10.9,1.50%,7.70%,22.50%,60.20%,39.20%
Chris Andersen,NOK,27,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,32,5,4.8,0.2,1.2,10.70%,18.60%,13.60%,56.20%,1.80%
Chris Bosh,TOR,22,10-Jun,230,Georgia Tech,USA,2003,1,4,70,22.5,9.2,2.6,-1.1,7.90%,18.40%,25.10%,58.50%,11.70%
Chris Duhon,CHI,23,1-Jun,185,Duke,USA,2004,2,38,74,8.7,3,5,-1.2,1.30%,9.10%,14.80%,53.80%,26.90%
Chris Kaman,LAC,24,Jul-00,265,Central Michigan,USA,2003,1,6,78,11.9,9.6,1,4,8.00%,21.50%,17.90%,57.00%,5.00%
Chris Mihm,LAL,26,Jul-00,265,Texas,USA,2000,1,7,59,10.2,6.3,1,2.3,9.30%,15.70%,18.30%,55.20%,6.30%
Chris Paul,NOK,21,Jun-00,175,Wake Forest,USA,2005,1,4,78,16.1,5.1,7.8,-3,2.20%,13.10%,21.60%,54.60%,37.80%
Chris Taft,GSW,21,10-Jun,261,Pittsburgh,USA,2005,2,42,17,2.8,2.1,0.1,5.5,13.00%,13.70%,13.10%,57.80%,2.40%
Chris Webber,PHI,33,10-Jun,245,Michigan,USA,1993,1,1,75,20.2,9.9,3.4,-2.1,6.70%,20.30%,27.00%,48.20%,15.70%
Chris Wilcox,SEA,23,10-Jun,235,Maryland,USA,2002,1,8,77,8.1,5.3,0.7,1.9,8.30%,19.30%,17.10%,60.50%,5.40%
Chuck Hayes,HOU,23,6-Jun,242,Kentucky,USA,Undrafted,Undrafted,Undrafted,40,3.7,4.5,0.4,8.2,12.20%,22.00%,11.50%,58.90%,4.40%
Chucky Atkins,MEM,31,11-May,185,South Florida,USA,Undrafted,Undrafted,Undrafted,71,9.5,1.7,2.8,1.2,1.40%,5.90%,19.60%,52.60%,20.60%
Clifford Robinson,NJN,39,10-Jun,240,Connecticut,USA,1989,2,36,80,6.9,3.3,1.1,0.7,3.00%,11.70%,15.00%,50.20%,8.50%
Corey Maggette,LAC,26,6-Jun,225,Duke,USA,1999,1,13,32,17.8,5.3,2.1,7,3.30%,13.80%,26.90%,58.40%,12.00%
Corliss Williamson,SAC,32,7-Jun,245,Arkansas,USA,1995,1,13,37,3.4,1.8,0.4,2.8,6.50%,11.80%,19.50%,50.60%,6.80%
Cuttino Mobley,LAC,30,4-Jun,215,Rhode Island,USA,1998,2,41,79,14.8,4.3,3,2.1,1.80%,9.50%,19.30%,51.90%,12.90%
DJ Mbenga,DAL,25,Jul-00,245,None,,Undrafted,Undrafted,Undrafted,43,1.7,1.3,0,0.2,9.00%,16.40%,16.10%,53.80%,1.40%
Dahntay Jones,MEM,25,6-Jun,210,Duke,USA,2003,1,20,71,4,1.5,0.5,-7,2.10%,9.50%,17.00%,46.20%,7.50%
Dale Davis,DET,37,11-Jun,252,Clemson,USA,1991,1,13,28,0.9,1.9,0.2,-6.5,11.40%,19.60%,8.80%,42.50%,5.40%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Damien Wilkins,SEA,26,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,82,6.5,2.3,1.3,-5.2,5.30%,8.20%,16.90%,52.90%,11.40%
Damon Jones,CLE,29,3-Jun,190,Houston,USA,Undrafted,Undrafted,Undrafted,82,6.7,1.6,2.1,2.4,0.70%,6.00%,12.10%,53.80%,12.40%
Damon Stoudamire,MEM,32,10-May,174,Arizona,USA,1995,1,7,27,11.7,3.5,4.7,5,2.80%,8.80%,20.00%,50.40%,26.30%
Dan Dickau,BOS,27,Jun-00,190,Gonzaga,USA,2002,1,28,19,3.3,0.8,2.1,4,2.50%,4.80%,13.60%,57.50%,23.30%
Dan Gadzuric,MIL,28,11-Jun,240,UCLA,Netherlands,2002,2,33,74,5.2,3.1,0.3,-1.7,10.10%,17.80%,19.00%,55.00%,4.80%
Daniel Ewing,LAC,23,3-Jun,185,Duke,USA,2005,2,32,66,3.8,1.3,1.3,-2.9,2.50%,6.30%,15.30%,45.80%,14.50%
Danny Fortson,SEA,30,8-Jun,260,Cincinnati,USA,1997,1,10,23,3.8,3.4,0.1,9.7,12.30%,19.60%,15.10%,62.20%,1.10%
Danny Granger,IND,23,9-Jun,228,New Mexico,USA,2005,1,17,78,7.5,4.9,1.2,-1.2,7.70%,14.10%,15.90%,54.00%,9.20%
Darius Miles,POR,24,9-Jun,210,None,USA,2000,1,3,40,14,4.6,1.8,-8.7,2.00%,12.40%,25.10%,48.00%,10.60%
Darius Songaila,CHI,28,8-Jun,240,Wake Forest,Lithuania,2002,2,49,62,9.2,4,1.4,2.5,5.90%,12.90%,21.10%,52.40%,11.30%
Darko Milicic,ORL,21,Jul-00,245,None,Serbia,2003,1,2,55,4.8,2.7,0.7,-3.7,6.20%,14.10%,18.30%,52.00%,9.60%
Darrell Armstrong,DAL,38,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,62,2.1,1.3,1.4,-1.9,3.10%,10.40%,14.10%,44.40%,21.60%
Darrick Martin,TOR,35,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,40,2.6,0.5,1.4,9.3,0.70%,5.90%,16.40%,47.40%,24.70%
David Harrison,IND,23,Jul-00,280,Colorado,USA,2004,1,29,67,5.7,3.8,0.2,-0.4,8.20%,16.50%,19.60%,51.90%,2.60%
David Lee,NYK,23,9-Jun,249,Florida,USA,2005,1,30,67,5.1,4.5,0.6,-3.8,10.50%,18.40%,13.00%,60.90%,6.20%
David Wesley,HOU,35,1-Jun,203,Baylor,USA,Undrafted,Undrafted,Undrafted,71,9.9,2.5,2.9,-1.5,1.10%,6.60%,14.90%,54.60%,14.70%
David West,NOK,25,9-Jun,240,Xavier,USA,2003,1,18,74,17.1,7.4,1.2,-2.8,6.80%,16.60%,22.50%,55.40%,7.00%
DeSagana Diop,DAL,24,Jul-00,280,None,Senegal,2001,1,8,81,2.3,4.6,0.3,9.5,10.70%,16.10%,6.80%,51.20%,2.20%
DeShawn Stevenson,ORL,25,5-Jun,210,None,USA,2000,1,23,82,11,2.9,2,-4.7,2.50%,7.30%,17.70%,50.70%,10.10%
Delonte West,BOS,22,4-Jun,180,Saint Joseph's,,2004,1,24,71,11.8,4.1,4.6,1.5,2.60%,10.00%,16.10%,57.40%,21.30%
Deng Gai,PHI,24,9-Jun,250,Fairfield,Sudan (UK),Undrafted,Undrafted,Undrafted,2,0,0,0,-21.1,0.00%,0.00%,0.00%,0.00%,0.00%
DerMarr Johnson,DEN,26,9-Jun,210,Cincinnati,USA,2000,1,6,58,6.1,1.7,0.9,-1,2.00%,8.40%,17.50%,54.50%,9.50%
Derek Anderson,MIA,31,5-Jun,195,Kentucky,USA,1997,1,13,43,8.1,3.3,2.3,-1.7,2.20%,12.00%,18.10%,49.60%,16.50%
Derek Fisher,GSW,31,1-Jun,205,Arkansas-Little Rock,USA,1996,1,24,82,13.3,2.6,4.3,-0.5,1.30%,6.90%,19.80%,53.60%,23.00%
Deron Williams,UTA,22,3-Jun,210,Illinois,USA,2005,1,3,80,10.8,2.4,4.5,-1.7,1.60%,7.30%,19.80%,50.00%,27.40%
Derrick Zimmerman,NJN,24,3-Jun,195,Mississippi State,USA,2003,2,40,2,2,2,3.5,-20,3.30%,14.30%,10.40%,66.70%,46.70%
Desmond Mason,NOK,28,5-Jun,222,Oklahoma State,USA,2000,1,17,70,10.8,4.3,0.9,-5.8,3.10%,12.00%,20.50%,46.00%,5.50%
Devean George,LAL,28,8-Jun,235,Augsburg,USA,1999,1,23,71,6.3,3.9,1,2.8,5.20%,12.70%,15.00%,48.40%,7.30%
Devin Brown,UTA,27,5-Jun,220,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,81,7.5,2.6,1.3,-3,4.30%,8.50%,18.90%,49.30%,10.80%
Devin Green,LAL,23,7-Jun,212,Hampton,USA,Undrafted,Undrafted,Undrafted,27,0.9,0.9,0.3,-14.5,6.90%,10.70%,13.80%,33.60%,9.70%
Devin Harris,DAL,23,3-Jun,185,Wisconsin,USA,2004,1,5,56,9.9,2.2,3.2,6.7,2.20%,7.90%,20.90%,54.40%,24.70%
Dijon Thompson,PHX,23,7-Jun,195,UCLA,USA,2005,2,54,10,2.8,1.1,0.1,-11.6,8.90%,14.00%,25.20%,54.10%,4.20%
Dikembe Mutombo,HOU,40,2-Jul,265,Georgetown,Congo,1991,1,4,64,2.6,4.8,0.1,-4.4,11.50%,22.30%,8.60%,62.60%,0.70%
Dirk Nowitzki,DAL,28,Jul-00,245,None,Germany,1998,1,9,81,26.6,9,2.8,8.7,4.10%,20.90%,29.30%,58.90%,14.20%
Donell Taylor,WAS,23,5-Jun,183,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,51,2.7,1,0.9,0.1,3.60%,8.70%,17.70%,45.20%,17.00%
Donta Smith,ATL,22,7-Jun,215,Southeastern Illinois,USA,2004,2,34,23,1.7,0.6,0.4,6.6,2.60%,9.90%,11.70%,58.90%,10.20%
Donyell Marshall,CLE,33,9-Jun,230,Connecticut,USA,1994,1,4,81,9.3,6.1,0.7,2.6,5.20%,19.60%,17.60%,51.70%,4.80%
Dorell Wright,MIA,20,8-Jun,205,None,USA,2004,1,19,20,2.9,1.6,0.4,-18.2,1.60%,23.10%,21.50%,57.40%,12.90%
Doug Christie,DAL,36,6-Jun,205,Pepperdine,USA,1992,1,17,7,3.7,1.9,2,-2,1.20%,6.40%,9.50%,41.60%,11.50%
Drew Gooden,CLE,24,10-Jun,242,Kansas,USA,2002,1,4,79,10.7,8.4,0.7,0.7,11.30%,21.00%,18.30%,55.20%,4.40%
Dwayne Jones,BOS,23,11-Jun,250,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,14,1,2.2,0.1,12,13.20%,23.60%,9.60%,44.50%,3.40%
Dwight Howard,ORL,20,11-Jun,265,None,USA,2004,1,1,82,15.8,12.5,1.5,0.7,10.80%,26.00%,21.00%,56.50%,7.00%
Dwyane Wade,MIA,24,4-Jun,212,Marquette,USA,2003,1,5,75,27.2,5.7,6.7,8.5,4.00%,11.20%,31.70%,57.70%,31.20%
Earl Barron,MIA,24,Jul-00,270,Memphis,,Undrafted,Undrafted,Undrafted,8,1.6,1.3,0,-36.7,4.30%,18.60%,22.30%,36.60%,0.00%
Earl Boykins,DEN,30,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,60,12.6,1.4,3.8,-2.1,1.30%,4.10%,22.80%,51.30%,25.40%
Earl Watson,SEA,27,1-Jun,195,UCLA,USA,2001,2,39,70,8.9,2.3,4.1,4.6,1.60%,8.30%,19.10%,55.80%,28.90%
Eddie Basden,CHI,23,5-Jun,215,North Carolina-Charlotte,USA,Undrafted,Undrafted,Undrafted,19,2.1,1.5,0.4,6.8,5.00%,13.80%,15.30%,47.10%,9.40%
Eddie Gill,IND,27,Jun-00,190,Weber State,USA,Undrafted,Undrafted,Undrafted,41,1.1,0.4,0.3,1,0.00%,11.10%,21.00%,40.80%,17.60%
Eddie Griffin,MIN,24,10-Jun,240,Seton Hall,USA,2001,1,7,70,4.6,5.6,0.6,-5.7,8.20%,20.40%,15.30%,39.70%,4.90%
Eddie House,PHX,28,1-Jun,175,Arizona State,USA,2000,2,37,81,9.8,1.6,1.8,2.5,1.10%,7.80%,26.30%,51.20%,17.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Eddie Jones,MEM,34,6-Jun,200,Temple,USA,1994,1,10,75,11.8,3.7,2.4,7.5,1.60%,10.60%,17.70%,54.20%,12.40%
Eddy Curry,NYK,23,11-Jun,285,None,USA,2001,1,4,72,13.6,6,0.3,-9.8,8.50%,16.50%,24.10%,60.40%,2.00%
Eduardo Najera,DEN,29,8-Jun,220,Oklahoma,Mexico,2000,2,38,64,5.4,5.1,0.8,0.6,8.50%,13.80%,12.00%,49.40%,5.40%
Elton Brand,LAC,27,8-Jun,254,Duke,USA,1999,1,1,79,24.7,10,2.6,3.1,8.20%,17.30%,27.10%,58.00%,12.70%
Emeka Okafor,CHA,23,10-Jun,252,Connecticut,USA,2004,1,2,26,13.2,10,1.2,-4.2,10.40%,20.10%,21.40%,46.40%,6.00%
Eric Piatkowski,CHI,35,7-Jun,215,Nebraska,USA,1994,1,15,29,2,0.8,0.4,4.5,1.60%,8.30%,13.60%,46.70%,8.60%
Eric Snow,CLE,33,3-Jun,205,Michigan State,USA,1995,2,43,82,4.8,2.4,4.2,1.9,1.70%,7.10%,10.90%,44.40%,22.40%
Eric Williams,TOR,33,8-Jun,220,Providence,USA,1995,1,14,28,3.3,1.8,0.5,-6.5,3.10%,12.90%,14.20%,49.60%,6.50%
Erick Dampier,DAL,30,11-Jun,265,Mississippi State,USA,1996,1,10,82,5.7,7.8,0.6,7.4,15.20%,20.30%,13.10%,53.10%,4.10%
Ervin Johnson,MIL,38,11-Jun,245,New Orleans,USA,1993,1,23,18,0.8,1.3,0.1,-23.9,6.80%,21.60%,12.60%,41.90%,4.50%
Esteban Batista,ATL,22,10-Jun,270,None,Uruguay,Undrafted,Undrafted,Undrafted,57,1.8,2.5,0.1,1.2,11.80%,18.60%,11.90%,48.90%,2.10%
