PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bo Outlaw,ORL,30,8-Jun,210,Houston,USA,Undrafted,Undrafted,Undrafted,80,7.3,7.7,2.8,2.5,8.20%,16.00%,10.40%,62.30%,12.80%
Bob Sura,GSW,28,5-Jun,200,Florida State,USA,1995,1,17,53,11.1,4.3,4.6,-10.7,2.90%,11.00%,19.00%,48.70%,23.20%
Bobby Jackson,SAC,28,1-Jun,185,Minnesota,USA,1997,1,23,79,7.2,3.1,2,6.9,4.40%,10.00%,17.70%,50.10%,16.60%
Bonzi Wells,POR,24,5-Jun,210,Ball State,USA,1998,1,11,75,12.6,4.9,2.8,4.2,6.70%,12.80%,22.80%,57.10%,17.90%
Brad Miller,CHI,25,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,57,8.9,7.4,1.9,-7.6,10.10%,20.80%,17.80%,52.00%,13.00%
Brent Barry,SEA,29,6-Jun,215,Oregon State,USA,1995,1,15,67,8.8,3.1,3.4,2.5,2.00%,10.00%,13.10%,66.00%,19.00%
Brent Price,VAN,32,1-Jun,185,Oklahoma,USA,1992,2,32,6,2.2,0.7,0.8,-12.4,3.20%,8.10%,25.00%,46.20%,26.30%
Brevin Knight,ATL,25,10-May,170,Stanford,USA,1997,1,16,53,6.3,3.2,5.9,-8.2,1.50%,10.00%,14.40%,41.60%,32.10%
Brian Cardinal,DET,24,8-Jun,245,Purdue,USA,2000,2,44,15,2.1,1.5,0.2,-11.7,5.80%,11.70%,15.10%,39.80%,5.20%
Brian Grant,MIA,29,9-Jun,250,Xavier,USA,1994,1,8,82,15.2,8.8,1.2,3.1,8.50%,19.00%,23.00%,53.60%,7.20%
Brian Shaw,LAL,35,6-Jun,200,California-Santa Barbara,USA,1988,1,24,80,5.3,3.8,3.2,1.6,2.60%,13.70%,12.90%,47.90%,20.60%
Brian Skinner,LAC,25,9-Jun,265,Baylor,USA,1998,1,22,39,4.1,4.3,0.5,-8.1,9.20%,19.30%,16.70%,42.80%,5.40%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bruce Bowen,MIA,30,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,7.6,3,1.6,2.7,1.80%,7.90%,12.90%,47.80%,8.20%
Bruno Sundov,IND,21,2-Jul,239,None,Croatia,1998,2,35,11,3.9,2.1,0.2,-14.4,3.30%,13.60%,17.00%,49.80%,3.00%
Bryant Reeves,VAN,28,Jul-00,290,Oklahoma State,USA,1995,1,6,75,8.3,6,1.1,-5.3,7.40%,17.80%,17.10%,50.60%,7.30%
Bryant Stith,BOS,30,5-Jun,210,Virginia,USA,1992,1,13,78,9.7,3.6,2.2,-2.4,2.60%,9.20%,13.80%,53.80%,11.10%
Bryce Drew,CHI,26,3-Jun,185,Valparaiso,USA,1998,1,16,48,6.3,1.4,3.9,-6.4,0.90%,4.60%,14.10%,45.00%,23.10%
Bryon Russell,UTA,30,7-Jun,225,Long Beach State,USA,1993,2,45,78,12,4.2,2.1,6.5,4.20%,10.40%,17.40%,56.50%,10.50%
Cal Bowdler,ATL,24,10-Jun,245,Old Dominion,USA,1999,1,17,44,3.2,1.8,0.1,5.6,7.90%,12.30%,16.20%,53.20%,1.60%
Calbert Cheaney,DEN,29,7-Jun,217,Indiana,USA,1993,1,6,9,2.3,2.2,1,11.6,3.10%,9.70%,10.30%,34.00%,7.60%
Calvin Booth,DAL,25,11-Jun,241,Penn State,USA,1999,2,35,55,5.3,4.5,0.8,-6.3,8.10%,17.70%,15.90%,51.20%,7.40%
Carlos Rogers,HOU,30,11-Jun,232,Tennessee State,USA,1994,1,11,39,4.6,3.6,0.2,2.4,9.30%,16.10%,12.50%,67.40%,2.70%
Cedric Ceballos,MIA,31,7-Jun,220,Cal State-Fullerton,USA,1990,2,48,40,6.5,2.7,0.5,-2.8,6.20%,13.00%,22.20%,52.60%,6.70%
Cedric Henderson,CLE,26,7-Jun,225,Memphis,USA,1997,2,44,55,4.3,1.6,1.4,-7.1,2.10%,7.50%,16.00%,41.60%,13.40%
Charles Oakley,TOR,37,9-Jun,245,Virginia Union,USA,1985,1,9,78,9.6,9.5,3.4,4.5,5.00%,21.90%,15.80%,43.90%,14.40%
Charlie Ward,NYK,30,2-Jun,190,Florida State,USA,1994,1,26,61,7.1,2.6,4.5,6.5,2.30%,8.90%,16.30%,53.60%,29.70%
Chauncey Billups,MIN,24,3-Jun,202,Colorado,USA,1997,1,3,77,9.3,2.1,3.4,1.6,1.90%,7.30%,19.30%,53.80%,22.90%
Cherokee Parks,LAC,28,11-Jun,240,Duke,USA,1995,1,12,65,4.6,3.5,0.7,-4,6.90%,15.90%,14.50%,51.00%,7.10%
Chris Carr,BOS,27,6-Jun,220,Southern Illinois,USA,1995,2,56,35,4.8,1.3,0.3,-7.9,3.40%,10.60%,22.00%,61.10%,7.20%
Chris Childs,TOR,33,3-Jun,195,Boise State,USA,Undrafted,Undrafted,Undrafted,77,4.7,2.6,4.6,1.2,1.40%,9.70%,13.20%,49.40%,32.00%
Chris Crawford,ATL,26,9-Jun,235,Marquette,USA,1997,2,50,47,6.8,2.3,0.8,-7.8,3.10%,9.60%,17.50%,51.90%,7.00%
Chris Dudley,PHX,36,11-Jun,260,Yale,USA,1987,4,75,53,1.4,3.5,0.3,4.4,9.90%,20.00%,8.30%,40.50%,4.00%
Chris Garner,GSW,26,10-May,156,Memphis,USA,Undrafted,Undrafted,Undrafted,8,2.4,1.5,2.3,-3.8,1.20%,7.00%,13.90%,24.00%,17.80%
Chris Gatling,CLE,33,10-Jun,230,Old Dominion,USA,1991,1,16,74,11.4,5.3,0.8,-4.9,6.10%,18.70%,25.20%,50.50%,6.70%
Chris Herren,BOS,25,2-Jun,190,Fresno State,USA,1999,2,33,25,3.3,0.8,2.2,0.2,1.00%,4.30%,13.00%,41.00%,20.40%
Chris Mihm,CLE,21,1-Jul,265,Texas,USA,2000,1,7,59,7.6,4.7,0.3,-2.6,9.30%,15.00%,20.10%,50.00%,2.40%
Chris Mills,GSW,31,7-Jun,216,Arizona,USA,1993,1,22,15,12,6.2,1.2,-3.1,4.30%,13.30%,19.20%,43.50%,6.10%
Chris Mullin,GSW,37,-,,St. John's (NY),USA,1985,1,7,20,5.8,2.1,1,-8.5,2.30%,8.40%,15.40%,48.60%,8.80%
Chris Porter,GSW,23,7-Jun,218,Auburn,,2000,2,55,51,8.6,3.7,1.2,-11.7,6.40%,9.30%,20.00%,43.40%,8.80%
Chris Webber,SAC,28,10-Jun,245,Michigan,USA,1993,1,1,70,27.1,11.1,4.2,6.4,6.10%,19.80%,30.90%,51.60%,20.20%
Chris Whitney,WAS,29,Jun-00,175,Clemson,USA,1993,2,47,59,9.5,1.8,4.2,-7.8,0.80%,6.60%,17.70%,53.70%,27.30%
Christian Laettner,WAS,31,11-Jun,245,Duke,USA,1992,1,3,78,9.3,4.7,1.6,-1.2,7.50%,15.50%,20.60%,56.80%,12.60%
Chucky Atkins,DET,26,11-May,160,South Florida,USA,Undrafted,Undrafted,Undrafted,81,12,2.1,4.1,-0.9,1.10%,5.90%,21.00%,48.10%,23.40%
Chucky Brown,CLE,33,8-Jun,220,North Carolina State,USA,1989,2,43,26,3.9,2.1,0.4,-4.8,2.40%,14.30%,15.20%,46.40%,5.40%
Clar. Weatherspoon,CLE,30,7-Jun,265,Southern Mississippi,USA,1992,1,9,82,11.3,9.7,1.3,-4.8,8.20%,20.60%,15.00%,56.30%,6.10%
Clifford Robinson,PHX,34,10-Jun,225,Connecticut,USA,1989,2,36,82,16.4,4.1,2.9,3.1,3.90%,8.50%,24.90%,50.10%,15.50%
Corey Benjamin,CHI,23,6-Jun,205,Oregon State,USA,1998,1,28,65,4.7,1.5,1.1,-11.1,4.30%,7.70%,21.00%,45.30%,14.80%
Corey Maggette,LAC,21,6-Jun,218,Duke,USA,1999,1,13,69,10,4.2,1.2,-2.5,6.60%,14.20%,23.40%,56.20%,11.20%
Corie Blount,GSW,32,10-Jun,242,Cincinnati,USA,1993,1,25,68,4.6,5.9,0.9,-11.1,12.10%,17.30%,13.00%,47.30%,7.40%
Corliss Williamson,DET,27,7-Jun,245,Arkansas,USA,1995,1,13,69,11.6,4.7,0.9,3.3,6.00%,11.80%,21.70%,53.30%,6.60%
Cory Alexander,ORL,28,1-Jun,190,Virginia,USA,1995,1,29,26,2,1,1.4,-11.9,0.00%,11.40%,16.10%,40.70%,27.30%
Courtney Alexander,WAS,24,5-Jun,205,Fresno State,USA,2000,1,13,65,9.5,2.2,1,-10,3.20%,7.60%,22.60%,48.40%,8.30%
Cuttino Mobley,HOU,25,4-Jun,190,Rhode Island,USA,1998,2,41,79,19.5,5,2.5,4.5,2.90%,10.40%,23.90%,54.10%,11.40%
Dale Davis,POR,32,11-Jun,252,Clemson,USA,1991,1,13,81,7.2,7.5,1.3,3.9,11.60%,17.50%,13.00%,52.40%,7.30%
Dalibor Bagaric,CHI,20,1-Jul,277,None,Croatia,2000,1,24,35,1.3,1.6,0.3,-8.4,8.10%,14.50%,16.80%,30.40%,6.50%
Damon Jones,VAN,24,3-Jun,185,Houston,USA,Undrafted,Undrafted,Undrafted,71,6.5,1.7,3.2,-8,1.10%,7.60%,16.30%,52.50%,27.60%
Damon Stoudamire,POR,27,10-May,171,Arizona,USA,1995,1,7,82,13,3.7,5.7,7.3,2.80%,8.90%,20.60%,51.90%,27.50%
Dan Langhi,HOU,23,11-Jun,220,Vanderbilt,USA,2000,2,31,33,2.7,1.2,0.1,-8.7,4.80%,10.90%,21.50%,40.30%,3.10%
Dan Majerle,MIA,35,6-Jun,222,Central Michigan,USA,1988,1,14,53,5,3.1,1.7,3.5,1.60%,11.90%,11.10%,48.00%,10.80%
Dan McClintock,DEN,24,Jul-00,270,Northern Arizona,USA,2000,2,53,6,3,2.8,0.2,-19,12.80%,15.20%,15.30%,44.60%,2.50%
Dana Barros,DET,34,11-May,163,Boston College,USA,1989,1,16,60,8,1.6,1.8,-2.8,0.50%,7.90%,19.50%,53.40%,18.70%
Daniel Santiago,PHX,25,1-Jul,256,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,54,3.1,1.9,0.2,1.2,5.90%,11.30%,15.20%,52.80%,3.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Danny Ferry,SAS,34,10-Jun,235,Duke,USA,1989,1,2,80,5.6,2.8,0.9,11.5,3.60%,9.50%,11.70%,57.70%,6.60%
Danny Fortson,GSW,25,8-Jun,260,Cincinnati,USA,1997,1,10,6,16.7,16.3,0.8,-6.3,12.80%,32.90%,16.50%,67.80%,4.20%
Danny Manning,UTA,35,10-Jun,244,Kansas,USA,1988,1,1,82,7.4,2.6,1.1,5.7,5.60%,11.80%,22.60%,53.70%,13.50%
Darius Miles,LAC,19,9-Jun,202,None,USA,2000,1,3,81,9.4,5.9,1.2,1.1,6.30%,15.40%,18.60%,51.80%,8.00%
Darrell Armstrong,ORL,33,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,75,15.9,4.6,7,3.8,3.20%,9.00%,20.20%,53.50%,29.90%
Darrick Martin,SAC,30,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,31,3.3,0.5,0.5,-1.6,1.10%,6.60%,24.90%,56.30%,15.20%
Darvin Ham,MIL,27,7-Jun,230,Texas Tech,USA,Undrafted,Undrafted,Undrafted,29,3.8,4.2,0.9,-3.7,10.40%,11.80%,11.00%,53.70%,7.00%
David Benoit,UTA,33,8-Jun,220,Alabama,USA,Undrafted,Undrafted,Undrafted,49,3.6,1.7,0.4,0.2,5.10%,14.70%,19.30%,54.20%,8.70%
David Robinson,SAS,35,1-Jul,250,Navy,USA,1987,1,1,80,14.4,8.6,1.5,13,9.30%,19.40%,22.50%,55.90%,8.70%
David Vanterpool,WAS,28,5-Jun,200,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,22,5.5,1.7,3,-0.1,3.60%,5.80%,17.50%,46.20%,25.40%
David Wesley,CHH,30,1-Jun,211,Baylor,USA,Undrafted,Undrafted,Undrafted,82,17.2,2.7,4.4,1.8,2.10%,5.20%,22.30%,50.90%,21.40%
David Wingate,SEA,37,5-Jun,187,Georgetown,USA,1986,2,44,1,6,0,2,73.9,0.00%,0.00%,13.60%,100%,28.60%
DeShawn Stevenson,UTA,20,5-Jun,210,None,USA,2000,1,23,40,2.2,0.7,0.5,0.8,3.10%,6.40%,19.70%,41.30%,10.50%
Dean Garrett,MIN,34,11-Jun,250,Indiana,USA,1988,2,38,70,2.5,3.1,0.3,-5,7.60%,18.50%,10.70%,51.10%,4.20%
Dee Brown,ORL,32,2-Jun,205,Jacksonville,USA,1990,1,19,7,6.9,1.6,1.7,-8.9,0.00%,7.10%,14.60%,51.90%,15.20%
Dell Curry,TOR,37,5-Jun,205,Virginia Tech,USA,1986,1,15,71,6,1.2,1.1,-2.7,1.60%,7.60%,19.90%,53.00%,13.50%
DerMarr Johnson,ATL,21,9-Jun,201,Cincinnati,USA,2000,1,6,78,5.1,2.3,0.8,-6.2,4.20%,9.30%,17.20%,46.30%,7.90%
Derek Anderson,SAS,26,5-Jun,195,Kentucky,USA,1997,1,13,82,15.5,4.4,3.7,12.2,2.80%,9.60%,21.30%,54.20%,17.70%
Derek Fisher,LAL,26,1-Jun,200,Arkansas-Little Rock,USA,1996,1,24,20,11.5,3,4.4,12.6,0.70%,8.00%,15.10%,53.40%,18.10%
Derek Strong,LAC,33,9-Jun,240,Xavier,USA,1990,2,47,28,4.2,3.9,0.3,-4.7,6.90%,15.50%,14.60%,44.30%,2.30%
Derrick Coleman,CHH,34,10-Jun,270,Syracuse,USA,1990,1,1,34,8.1,5.4,1.1,-8.3,6.40%,20.30%,22.20%,46.90%,11.30%
Derrick Dial,SAS,25,4-Jun,185,Eastern Michigan,USA,1998,2,52,33,2.6,1.2,0.6,6.7,6.60%,12.90%,22.50%,46.60%,15.40%
Derrick McKey,IND,34,10-Jun,241,Alabama,USA,1987,1,9,66,2.2,2.7,1.1,-2.2,5.20%,12.70%,9.10%,49.00%,12.30%
Desmond Mason,SEA,23,5-Jun,215,Oklahoma State,USA,2000,1,17,78,5.9,3.2,0.8,-0.9,4.70%,12.00%,15.40%,48.30%,6.60%
Detlef Schrempf,POR,38,10-Jun,235,Washington,USA,1985,1,8,26,4,3,1.7,-4.7,4.70%,15.80%,15.60%,48.70%,18.20%
Devean George,LAL,23,8-Jun,220,Augsburg,USA,1999,1,23,59,3.1,1.9,0.3,-7.1,5.50%,12.40%,19.30%,39.40%,5.50%
Dikembe Mutombo,PHI,35,2-Jul,265,Georgetown,Congo,1991,1,4,75,10,13.5,1,1.2,12.20%,26.70%,14.40%,54.70%,4.80%
Dion Glover,ATL,22,5-Jun,228,Georgia Tech,USA,1999,1,20,57,5.9,2.3,1.2,-3.4,4.20%,9.40%,19.30%,46.10%,12.30%
Dirk Nowitzki,DAL,23,11-Jun,237,None,Germany,1998,1,9,82,21.8,9.2,2.1,8.8,4.00%,19.80%,23.10%,60.10%,9.20%
Don MacLean,MIA,31,-,,UCLA,USA,1992,1,19,8,3.9,2.3,0.5,-4.5,8.60%,14.50%,19.90%,61.30%,9.50%
Don Reid,ORL,27,8-Jun,250,Georgetown,USA,1995,2,58,65,3.2,3.7,0.3,-1.1,10.60%,20.30%,12.40%,59.00%,4.40%
Donnell Harvey,DAL,20,8-Jun,220,Florida,USA,2000,1,22,18,1.2,1.1,0.1,-11.3,9.00%,19.20%,16.90%,52.30%,5.90%
Donyell Marshall,UTA,28,9-Jun,230,Connecticut,USA,1994,1,4,81,13.6,7,1.6,7.7,8.30%,17.80%,21.20%,56.80%,9.90%
Doug Christie,SAC,31,6-Jun,205,Pepperdine,USA,1992,1,17,81,12.3,4.4,3.6,6,3.20%,8.40%,15.50%,53.80%,14.20%
Doug Overton,NJN,31,3-Jun,190,La Salle,USA,1991,2,40,21,6,1.9,3.4,-7.6,0.80%,7.30%,16.40%,42.80%,24.60%
Doug West,VAN,34,-,,Villanova,USA,1989,2,38,15,1.9,1,0.9,-15,2.10%,6.10%,11.30%,34.10%,14.00%
Dragan Tarlac,CHI,28,11-Jun,270,None,USA,1995,2,31,43,2.4,2.8,0.7,-15.2,6.30%,15.50%,11.70%,45.40%,8.70%
Duane Causwell,MIA,33,Jul-00,255,Temple,USA,1990,1,18,31,2.5,2.7,0.2,-10.9,6.60%,17.40%,14.90%,39.60%,2.30%
Earl Boykins,LAC,25,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,10,6.5,1.1,3.2,-4.3,2.50%,4.80%,22.40%,46.10%,40.50%
Eddie Gill,NJN,22,Jun-00,190,Weber State,USA,Undrafted,Undrafted,Undrafted,8,4.9,1.1,3,-13.5,0.00%,6.70%,15.40%,45.10%,32.40%
Eddie House,MIA,23,1-Jun,180,Arizona State,USA,2000,2,37,50,5,0.8,1,-0.4,0.90%,7.00%,24.80%,47.80%,19.20%
Eddie Jones,MIA,29,7-Jun,194,Temple,USA,1994,1,10,63,17.4,4.6,2.7,3.1,3.60%,10.10%,23.60%,55.30%,15.00%
Eddie Robinson,CHH,25,9-Jun,205,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,67,7.4,3,0.9,1.3,5.20%,11.40%,18.30%,55.90%,9.40%
Eduardo Najera,DAL,24,8-Jun,234,Oklahoma,Mexico,2000,2,38,40,3.3,2.4,0.7,-6,9.60%,12.80%,13.80%,52.20%,9.30%
Elden Campbell,CHH,32,Jul-00,275,Clemson,USA,1990,1,27,78,13.1,7.8,1.3,3.6,6.80%,19.50%,22.60%,50.50%,8.00%
Eldridge Recasner,CHH,33,4-Jun,192,Washington,USA,1992,,,43,2.4,1.2,0.9,-2.2,3.40%,8.60%,16.70%,42.20%,17.20%
Elliot Perry,PHX,32,Jun-00,152,Memphis,USA,1991,2,37,49,3,0.9,1.6,3.8,1.90%,7.40%,16.00%,49.10%,24.80%
Elton Brand,CHI,22,8-Jun,260,Duke,USA,1999,1,1,74,20.1,10.1,3.2,-8,10.00%,17.30%,26.00%,52.30%,16.40%
Emanual Davis,SEA,32,5-Jun,195,Delaware State,USA,Undrafted,Undrafted,Undrafted,62,5.8,2.5,2.2,0.2,2.30%,10.20%,14.70%,52.70%,16.20%
Eric Montross,TOR,29,Jul-00,270,North Carolina,USA,1994,1,9,54,2.2,3.2,0.4,-9.7,7.40%,18.80%,12.40%,39.60%,4.50%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Eric Piatkowski,LAC,30,6-Jun,217,Nebraska,USA,1994,1,15,81,10.6,3,1.2,-1.2,2.60%,8.60%,17.30%,57.20%,7.40%
Eric Snow,PHI,28,3-Jun,204,Michigan State,USA,1995,2,43,50,9.8,3.3,7.4,6,1.50%,8.00%,15.70%,48.80%,33.70%
Eric Williams,BOS,28,8-Jun,220,Providence,USA,1995,1,14,81,6.6,2.6,1.4,-0.6,3.60%,8.80%,15.60%,48.70%,10.90%
Erick Barkley,POR,23,1-Jun,177,St. John's (NY),USA,2000,1,28,8,2.4,0.4,0.8,-8.4,0.00%,7.70%,28.70%,43.20%,25.00%
Erick Dampier,GSW,25,11-Jun,265,Mississippi State,USA,1996,1,10,43,7.4,5.8,1.4,-13.2,8.10%,15.90%,18.10%,43.20%,9.60%
Erick Strickland,VAN,27,3-Jun,210,Nebraska,USA,Undrafted,Undrafted,Undrafted,50,5.2,2.6,1.9,1.6,2.30%,13.50%,19.00%,43.10%,20.30%
Ervin Johnson,MIL,33,11-Jun,255,New Orleans,USA,1993,1,23,82,3.2,7.5,0.5,4.8,10.90%,20.90%,6.50%,55.70%,2.80%
Etdrick Bohannon,CLE,28,-,,Auburn-Montgomery,USA,Undrafted,Undrafted,Undrafted,6,1.3,1.2,0,10.5,17.60%,22.20%,15.20%,69.40%,0.00%
Evan Eschmeyer,NJN,26,11-Jun,255,Northwestern,USA,1999,2,34,74,3.4,4.9,0.5,2.4,10.10%,17.20%,9.90%,51.20%,4.40%
Felipe Lopez,MIN,26,5-Jun,195,St. John's (NY),Dominican Rep...,1998,1,24,70,7.9,3.3,1.5,-5.2,3.50%,11.60%,17.60%,50.30%,11.40%
Felton Spencer,NYK,33,Jul-00,265,Louisville,USA,1990,1,6,18,2.2,1.9,0.1,5.2,13.20%,18.30%,16.90%,62.90%,3.10%
Fred Hoiberg,CHI,28,5-Jun,210,Iowa State,USA,1995,2,52,74,9.1,4.2,3.6,-8.5,0.90%,14.10%,12.80%,59.80%,20.00%
