PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Cherokee Parks,SAS,29,11-Jun,240,Duke,USA,1995,1,12,42,1.5,1.4,0.2,-16.3,9.60%,15.20%,17.30%,36.40%,7.00%
Chris Andersen,DEN,23,10-Jun,230,Blinn,USA,Undrafted,Undrafted,Undrafted,24,3,3.2,0.3,7.3,13.20%,13.70%,16.00%,41.70%,3.90%
Chris Childs,TOR,34,3-Jun,195,Boise State,USA,Undrafted,Undrafted,Undrafted,69,4.1,2.2,5.1,-1,1.10%,9.00%,12.90%,43.50%,35.20%
Chris Crawford,ATL,27,9-Jun,235,Marquette,USA,1997,2,50,7,7.6,3.6,0.7,-12.9,6.10%,12.40%,20.30%,51.40%,7.10%
Chris Dudley,POR,37,11-Jun,260,Yale,USA,1987,4,75,43,1.1,1.9,0.3,3.3,8.10%,16.70%,9.40%,42.40%,5.80%
Chris Gatling,MIA,34,-,,Old Dominion,USA,1991,1,16,54,6.4,3.8,0.5,-3.5,8.80%,17.40%,22.90%,50.10%,6.10%
Chris Mihm,CLE,22,Jul-00,265,Texas,USA,2000,1,7,74,7.7,5.3,0.3,-6.6,8.20%,15.80%,19.40%,47.00%,2.50%
Chris Mills,GSW,32,7-Jun,220,Arizona,USA,1993,1,22,66,7.4,2.9,1.1,-4.9,3.90%,11.80%,17.90%,51.60%,9.90%
Chris Webber,SAC,29,10-Jun,245,Michigan,USA,1993,1,1,54,24.5,10.1,4.8,9.9,7.30%,18.20%,28.70%,54.00%,21.00%
Chris Whitney,WAS,30,Jun-00,175,Clemson,USA,1993,2,47,82,10.2,1.9,3.8,-1,0.50%,7.00%,16.70%,56.80%,22.90%
Christian Laettner,WAS,32,11-Jun,245,Duke,USA,1992,1,3,57,7.1,5.3,2.6,-4.3,5.30%,16.50%,15.10%,51.10%,16.60%
Chucky Atkins,DET,27,11-May,160,South Florida,USA,Undrafted,Undrafted,Undrafted,79,12.1,2,3.3,1,1.40%,5.80%,19.60%,56.80%,20.40%
Chucky Brown,SAC,34,8-Jun,220,North Carolina State,USA,1989,2,43,18,1.2,1.8,0.3,-11.2,9.10%,19.50%,14.00%,37.70%,9.40%
Clar. Weatherspoon,NYK,31,7-Jun,270,Southern Mississippi,USA,1992,1,9,56,8.8,8.2,1.1,-5.1,8.70%,18.80%,15.10%,47.80%,5.80%
Clifford Robinson,DET,35,10-Jun,225,Connecticut,USA,1989,2,36,80,14.6,4.8,2.5,2.2,2.90%,11.10%,21.30%,50.30%,12.50%
Corey Maggette,LAC,22,6-Jun,228,Duke,USA,1999,1,13,63,11.4,3.7,1.8,-2.5,3.40%,10.90%,20.90%,56.00%,11.40%
Corie Blount,PHI,33,10-Jun,242,Cincinnati,USA,1993,1,25,72,3.6,5.1,0.6,-4.2,10.30%,16.00%,9.90%,47.80%,5.10%
Corliss Williamson,DET,28,7-Jun,245,Arkansas,USA,1995,1,13,78,13.6,4.1,1.2,4.6,7.50%,12.10%,28.70%,56.70%,11.30%
Courtney Alexander,WAS,25,6-Jun,205,Fresno State,USA,2000,1,13,56,9.8,2.6,1.5,-6,3.30%,8.30%,20.00%,52.10%,11.40%
Cuttino Mobley,HOU,26,4-Jun,210,Rhode Island,USA,1998,2,41,74,21.7,4.1,2.5,-3.4,2.10%,7.80%,24.50%,53.70%,11.20%
Dale Davis,POR,33,11-Jun,252,Clemson,USA,1991,1,13,78,9.5,8.8,1.2,5.4,11.00%,18.10%,13.60%,55.10%,6.00%
Dalibor Bagaric,CHI,21,1-Jul,270,None,Croatia,2000,1,24,50,3.7,3.2,0.5,-9.5,8.70%,17.70%,18.20%,44.30%,5.90%
Damon Jones,DET,25,3-Jun,185,Houston,USA,Undrafted,Undrafted,Undrafted,67,5.1,1.5,2.1,4,1.30%,8.10%,15.50%,54.80%,21.00%
Damon Stoudamire,POR,28,10-May,171,Arizona,USA,1995,1,7,75,13.5,3.9,6.5,4.4,2.90%,8.00%,18.30%,50.60%,28.00%
Damone Brown,PHI,23,8-Jun,202,Syracuse,USA,2001,2,36,17,1.4,0.2,0.1,-9,3.30%,3.40%,20.20%,46.90%,5.10%
Dan Langhi,HOU,24,11-Jun,220,Vanderbilt,USA,2000,2,31,34,3.1,2,0.4,-18.3,4.70%,11.30%,14.30%,41.20%,5.80%
Dan Majerle,PHX,36,6-Jun,222,Central Michigan,USA,1988,1,14,65,4.6,2.7,1.4,3.3,2.30%,12.30%,12.70%,49.00%,11.20%
Dana Barros,DET,35,11-May,165,Boston College,USA,1989,1,16,29,6.7,2,2.7,0.3,0.20%,9.70%,18.50%,47.30%,22.10%
Daniel Santiago,PHX,26,1-Jul,256,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,3,2.7,2.3,0.7,-10.7,0.00%,26.90%,18.50%,50.00%,20.00%
Danny Ferry,SAS,35,10-Jun,235,Duke,USA,1989,1,2,50,4.6,1.8,1,7.1,2.00%,8.80%,11.90%,59.40%,9.90%
Danny Fortson,GSW,26,8-Jun,260,Cincinnati,USA,1997,1,10,77,11.2,11.7,1.6,-4.5,11.70%,26.80%,18.50%,50.40%,8.90%
Danny Manning,DAL,36,10-Jun,234,Kansas,USA,1988,1,1,41,4,2.6,0.7,-2.3,4.60%,14.10%,15.20%,50.50%,8.40%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Darius Miles,LAC,20,9-Jun,210,None,USA,2000,1,3,82,9.5,5.5,2.2,0.3,4.90%,15.10%,18.20%,51.60%,13.70%
Darrell Armstrong,ORL,34,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,82,12.4,3.9,5.5,3.7,2.90%,8.70%,17.20%,55.30%,24.90%
Darrick Martin,DAL,31,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,3,0.3,0.3,1,-48.5,0.00%,5.60%,23.10%,4.60%,25.00%
Darvin Ham,MIL,28,7-Jun,230,Texas Tech,USA,Undrafted,Undrafted,Undrafted,70,4.3,2.9,1,0.2,7.80%,8.90%,12.70%,57.10%,9.40%
David Robinson,SAS,36,1-Jul,250,Navy,USA,1987,1,1,78,12.2,8.3,1.2,10.1,9.00%,19.60%,19.20%,56.20%,6.80%
David Wesley,CHH,31,1-Jun,203,Baylor,USA,Undrafted,Undrafted,Undrafted,67,14.2,2.1,3.5,-1.2,1.70%,3.90%,20.00%,47.90%,16.30%
DeSagana Diop,CLE,20,Jul-00,300,None,Senegal,2001,1,8,18,1.4,0.9,0.3,-3.1,5.00%,10.40%,17.10%,40.10%,6.90%
DeShawn Stevenson,UTA,21,5-Jun,210,None,USA,2000,1,23,67,4.9,2,1.7,-5.5,4.00%,8.30%,18.10%,41.20%,17.10%
Dean Garrett,GSW,35,11-Jun,250,Indiana,USA,1988,2,38,34,1.1,1.7,0.1,1.8,7.40%,19.40%,14.50%,32.00%,3.80%
Dean Oliver,GSW,23,11-May,175,Iowa,USA,Undrafted,Undrafted,Undrafted,20,2.1,0.4,1.1,-10.8,0.00%,5.80%,18.00%,42.00%,25.00%
Dee Brown,ORL,33,-,,Jacksonville,USA,1990,1,19,7,1,1.3,0.3,-0.1,0.00%,12.30%,15.90%,17.50%,4.30%
Dell Curry,TOR,38,5-Jun,205,Virginia Tech,USA,1986,1,15,56,6.4,1.4,1.1,0.4,2.50%,7.00%,20.20%,49.50%,12.00%
DerMarr Johnson,ATL,22,9-Jun,201,Cincinnati,USA,2000,1,6,72,8.4,3.4,1.1,-2,3.40%,11.30%,17.50%,51.30%,7.60%
Derek Anderson,POR,27,5-Jun,195,Kentucky,USA,1997,1,13,70,10.8,2.7,3.1,5.3,2.60%,8.10%,18.90%,53.70%,18.80%
Derek Fisher,LAL,27,1-Jun,200,Arkansas-Little Rock,USA,1996,1,24,70,11.2,2.1,2.6,9.8,0.70%,6.40%,17.30%,55.00%,13.70%
Derrick Coleman,PHI,35,10-Jun,270,Syracuse,USA,1990,1,1,58,15.1,8.8,1.7,3.1,8.50%,16.70%,21.00%,52.40%,8.40%
Derrick Dial,TOR,26,4-Jun,184,Eastern Michigan,USA,1998,2,52,32,3.2,1.8,1.1,5.4,4.40%,14.30%,21.50%,38.70%,21.10%
Derrick McKey,PHI,35,10-Jun,241,Alabama,USA,1987,1,9,41,2.9,3.1,1.1,-0.7,6.50%,10.80%,8.70%,46.40%,9.30%
Desmond Mason,SEA,24,5-Jun,222,Oklahoma State,USA,2000,1,17,75,12.4,4.7,1.4,5.3,4.10%,10.90%,18.50%,53.30%,6.80%
Devean George,LAL,24,8-Jun,220,Augsburg,USA,1999,1,23,82,7.1,3.7,1.4,12,4.30%,11.90%,16.00%,50.20%,9.70%
Dickey Simpkins,ATL,30,-,,Providence,USA,1994,1,21,1,0,0,1,-28.6,0.00%,0.00%,0.00%,0.00%,50.00%
Dikembe Mutombo,PHI,36,2-Jul,265,Georgetown,Congo,1991,1,4,80,11.5,10.8,1,5.1,9.20%,20.70%,15.10%,57.40%,4.80%
Dion Glover,ATL,23,5-Jun,228,Georgia Tech,USA,1999,1,20,55,8.9,3.1,1.5,-11,3.20%,11.60%,21.90%,49.10%,12.70%
Dirk Nowitzki,DAL,24,Jul-00,245,None,Germany,1998,1,9,76,23.4,9.9,2.4,7,4.30%,21.90%,25.00%,59.90%,10.50%
Don Reid,ORL,28,8-Jun,250,Georgetown,USA,1995,2,58,68,3.3,2.6,0.4,-2.1,8.50%,14.80%,15.90%,50.90%,6.10%
Donnell Harvey,DEN,21,8-Jun,220,Florida,USA,2000,1,22,47,5.7,4.8,0.8,0.2,9.30%,17.50%,15.00%,52.60%,7.30%
Donny Marshall,NJN,29,7-Jun,230,Connecticut,USA,1995,2,39,20,1.5,1.1,0.3,-6,5.80%,10.00%,14.50%,40.60%,7.80%
Donyell Marshall,UTA,29,9-Jun,230,Connecticut,USA,1994,1,4,58,14.8,7.6,1.7,-6.3,9.50%,17.30%,22.10%,56.50%,11.10%
Doug Christie,SAC,32,6-Jun,205,Pepperdine,USA,1992,1,17,81,12,4.6,4.2,8.9,2.60%,10.30%,15.20%,57.80%,16.90%
Doug Overton,LAC,32,3-Jun,190,La Salle,USA,1991,2,40,18,2.2,0.7,0.7,-1.5,0.80%,8.80%,19.30%,41.40%,16.70%
Earl Boykins,LAC,26,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,68,4.1,0.8,2.1,0.7,3.40%,3.60%,19.50%,46.40%,30.90%
Earl Watson,SEA,23,1-Jun,190,UCLA,USA,2001,2,39,64,3.6,1.3,2,2.2,3.60%,5.70%,13.10%,50.70%,19.60%
Eddie Gill,MEM,23,Jun-00,190,Weber State,USA,Undrafted,Undrafted,Undrafted,23,5,1.2,2.1,-18.6,1.80%,6.00%,17.20%,53.10%,26.20%
Eddie Griffin,HOU,20,10-Jun,220,Seton Hall,USA,2001,1,7,73,8.8,5.7,0.7,-4.8,6.00%,15.60%,17.90%,45.60%,4.90%
Eddie House,MIA,24,1-Jun,180,Arizona State,USA,2000,2,37,64,8,1.7,1.9,-2,1.40%,8.00%,23.20%,47.10%,18.60%
Eddie Jones,MIA,30,6-Jun,200,Temple,USA,1994,1,10,81,18.3,4.7,3.2,1.3,2.00%,10.20%,22.10%,54.60%,15.20%
Eddie Robinson,CHI,26,9-Jun,205,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,29,9,2.7,1.3,-10.4,3.70%,9.20%,20.90%,48.90%,9.70%
Eddy Curry,CHI,19,11-Jun,285,None,USA,2001,1,4,72,6.7,3.8,0.3,-10,10.10%,14.30%,20.30%,54.00%,3.90%
Eduardo Najera,DAL,25,8-Jun,234,Oklahoma,Mexico,2000,2,38,62,6.5,5.5,0.6,12.8,11.10%,14.20%,12.80%,54.80%,3.90%
Elden Campbell,CHH,33,Jul-00,279,Clemson,USA,1990,1,27,77,13.9,6.9,1.3,1.4,6.20%,18.80%,23.30%,55.80%,8.40%
Eldridge Recasner,LAC,34,-,,Washington,USA,1992,,,6,0.8,0,0.8,1.4,0.00%,0.00%,9.60%,38.80%,31.30%
Elliot Perry,MEM,33,-,,Memphis,USA,1991,2,37,2,5.5,2,3.5,-40.9,0.00%,10.80%,17.10%,50.60%,38.90%
Elton Brand,LAC,23,8-Jun,265,Duke,USA,1999,1,1,80,18.2,11.6,2.4,0.3,13.40%,17.60%,20.80%,58.60%,10.90%
Emanual Davis,ATL,33,5-Jun,195,Delaware State,USA,Undrafted,Undrafted,Undrafted,28,6.6,2.6,2.4,-9.5,2.40%,7.10%,14.60%,44.90%,14.50%
Eric Montross,TOR,30,Jul-00,270,North Carolina,USA,1994,1,9,49,2.4,2.9,0.3,-9.5,5.40%,16.90%,11.80%,39.80%,3.90%
Eric Piatkowski,LAC,31,6-Jun,215,Nebraska,USA,1994,1,15,71,8.8,2.6,1.6,-1.6,2.50%,8.30%,14.60%,60.10%,10.10%
Eric Snow,PHI,29,3-Jun,204,Michigan State,USA,1995,2,43,61,12.1,3.5,6.6,5.2,1.60%,8.10%,17.50%,51.00%,30.10%
Eric Williams,BOS,29,8-Jun,220,Providence,USA,1995,1,14,74,6.4,3,1.5,4.2,3.20%,9.20%,14.50%,49.00%,9.90%
Erick Barkley,POR,24,1-Jun,177,St. John's (NY),USA,2000,1,28,19,3.1,0.9,1.8,2.9,2.20%,5.80%,16.80%,40.10%,23.80%
Erick Dampier,GSW,26,11-Jun,265,Mississippi State,USA,1996,1,10,73,7.6,5.3,1.2,-6.7,9.10%,12.40%,17.40%,48.40%,7.80%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Erick Strickland,BOS,28,3-Jun,218,Nebraska,USA,Undrafted,Undrafted,Undrafted,79,7.7,2.7,2.3,-2.3,1.30%,11.50%,17.30%,54.50%,19.80%
Ernest Brown,MIA,23,Jul-00,244,Indian Hills Community College,USA,2000,2,52,3,1,2,0,-55.1,4.20%,27.80%,22.40%,19.30%,0.00%
Ervin Johnson,MIL,34,11-Jun,255,New Orleans,USA,1993,1,23,81,2.6,5.8,0.3,-1,9.20%,19.40%,7.60%,46.80%,2.40%
Etan Thomas,WAS,24,10-Jun,260,Syracuse,USA,2000,1,12,47,4.3,3.9,0.1,1.2,8.90%,20.60%,14.90%,55.30%,1.50%
Evan Eschmeyer,DAL,27,11-Jun,255,Northwestern,USA,1999,2,34,31,2,3.2,0.3,3.5,11.30%,19.80%,11.70%,48.00%,4.30%
Felipe Lopez,MIN,27,5-Jun,195,St. John's (NY),Dominican Rep...,1998,1,24,67,2.5,1.2,0.6,-4,5.00%,8.80%,16.30%,46.90%,10.80%
Felton Spencer,NYK,34,Jul-00,290,Louisville,USA,1990,1,6,32,0.9,1.6,0.1,-1.5,6.50%,13.40%,9.90%,35.80%,1.90%
Fred Hoiberg,CHI,29,5-Jun,210,Iowa State,USA,1995,2,52,79,4.4,2.7,1.7,-6.1,1.30%,14.30%,11.50%,51.90%,15.80%
Gary Payton,SEA,33,4-Jun,180,Oregon State,USA,1990,1,2,82,22.1,4.8,9,3.3,2.50%,9.70%,26.50%,52.60%,39.10%
Gary Trent,MIN,27,8-Jun,250,Ohio,USA,1995,1,11,64,7.5,4.2,0.9,-2.6,9.30%,14.90%,19.60%,53.80%,8.70%
George Lynch,CHH,31,8-Jun,228,North Carolina,USA,1993,1,12,45,3.8,4.1,1.2,-1,7.50%,13.00%,12.70%,39.90%,10.00%
George McCloud,DEN,35,8-Jun,225,Florida State,USA,1989,1,7,69,8.8,3.6,3,-9.3,3.40%,10.60%,18.70%,46.60%,18.70%
Gerald Wallace,SAC,19,7-Jun,215,Alabama,USA,2001,1,25,54,3.2,1.6,0.5,-0.2,10.00%,7.70%,19.60%,44.30%,9.40%
