PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Carmelo Anthony,OKC,34,8-Jun,240,Syracuse,USA,2003,1,3,78,16.2,5.8,1.3,5.2,2.50%,15.80%,22.10%,50.30%,6.10%
Cedi Osman,CLE,23,8-Jun,215,None,Turkey,2015,2,31,61,3.9,2,0.7,2.7,2.80%,14.90%,14.90%,57.70%,8.40%
Chandler Parsons,MEM,29,10-Jun,230,Florida,USA,2011,2,38,36,7.9,2.5,1.9,-5.3,2.10%,11.70%,17.90%,57.80%,15.80%
Channing Frye,LAL,35,11-Jun,255,Arizona,USA,2005,1,8,53,5,2.5,0.7,8.3,1.90%,16.40%,14.90%,59.90%,7.70%
Charles Cooke,NOP,23,5-Jun,196,Dayton,USA,Undrafted,Undrafted,Undrafted,13,0.5,0.2,0.1,-14.2,0.00%,4.90%,16.20%,20.20%,3.80%
Cheick Diallo,NOP,21,9-Jun,220,Kansas,Mali,2016,2,33,52,4.9,4.1,0.4,-7.6,7.90%,26.20%,16.50%,61.90%,4.80%
Chinanu Onuaku,HOU,21,10-Jun,245,Louisville,USA,2016,2,37,1,4,4,1,-17.6,4.50%,13.60%,18.20%,40.00%,10.00%
Chris Boucher,GSW,25,10-Jun,200,Oregon,Canada,Undrafted,Undrafted,Undrafted,1,0,1,0,-100,0.00%,100%,33.30%,0.00%,0.00%
Chris McCullough,WAS,23,9-Jun,215,Syracuse,USA,2015,1,29,19,2.4,1.3,0.2,-12.6,7.00%,18.70%,21.70%,47.80%,8.20%
Chris Paul,HOU,33,Jun-00,175,Wake Forest,USA,2005,1,4,58,18.6,5.4,7.9,13.2,2.00%,15.10%,23.90%,60.40%,38.90%
Clint Capela,HOU,24,10-Jun,240,None,Switzerland,2014,1,25,74,13.9,10.8,0.9,9.3,11.90%,27.80%,18.80%,65.00%,5.50%
Cody Zeller,CHA,25,Jul-00,240,Indiana,USA,2013,1,4,33,7.1,5.4,0.9,2.1,9.70%,18.40%,15.10%,60.20%,7.50%
Cole Aldrich,MIN,29,11-Jun,253,Kansas,USA,2010,1,11,21,0.6,0.7,0.1,-2.7,5.70%,28.60%,15.00%,34.00%,8.10%
Corey Brewer,OKC,32,9-Jun,186,Florida,USA,2007,1,7,72,5.3,2.1,0.9,-2.6,3.30%,8.90%,13.40%,53.40%,7.30%
Cory Joseph,IND,26,3-Jun,190,Texas,Canada,2011,1,29,82,7.9,3.2,3.2,-1.4,1.70%,10.10%,14.20%,50.30%,16.40%
Courtney Lee,NYK,32,5-Jun,200,Western Kentucky,USA,2008,1,22,76,12,2.9,2.4,-5.7,1.30%,8.20%,16.40%,56.40%,11.30%
Cristiano Felicio,CHI,25,9-Jun,280,None,Brazil,Undrafted,Undrafted,Undrafted,55,5.6,4.2,1,-17,7.60%,15.80%,13.10%,61.40%,9.30%
D'Angelo Russell,BKN,22,5-Jun,195,Ohio State,USA,2015,1,2,48,15.5,3.9,5.2,-6.9,2.30%,12.20%,29.20%,50.90%,34.80%
D.J. Augustin,ORL,30,Jun-00,183,Texas,USA,2008,1,9,75,10.2,2.1,3.8,-3.9,1.60%,7.20%,18.00%,61.50%,25.10%
D.J. Wilson,MIL,22,10-Jun,236,Michigan,USA,2017,1,17,22,1,0.5,0.1,-28.4,2.90%,15.70%,12.70%,62.20%,7.50%
Dakari Johnson,OKC,22,Jul-00,255,Kentucky,USA,2015,2,48,31,1.8,1.1,0.3,9.6,9.90%,11.10%,13.70%,57.50%,8.30%
Damian Jones,GSW,23,Jul-00,245,Vanderbilt,USA,2016,1,30,15,1.7,0.9,0.1,0.5,6.00%,9.30%,14.10%,51.70%,3.70%
Damian Lillard,POR,27,3-Jun,195,Weber State,USA,2012,1,6,73,26.9,4.5,6.6,6.2,2.20%,9.40%,29.30%,59.40%,30.10%
Damien Wilkins,IND,38,6-Jun,217,Georgia,USA,Undrafted,Undrafted,Undrafted,19,1.7,0.8,0.5,5.2,3.10%,7.20%,12.30%,40.50%,7.50%
Damion Lee,ATL,25,6-Jun,210,Louisville,USA,Undrafted,Undrafted,Undrafted,15,10.7,4.7,1.9,-3.6,2.40%,13.80%,18.10%,48.90%,10.90%
Damyean Dotson,NYK,24,5-Jun,210,Houston,USA,2017,2,44,44,4.1,1.9,0.7,-2.2,1.80%,14.20%,16.80%,53.20%,9.80%
Daniel Hamilton,OKC,22,7-Jun,195,Connecticut,USA,2016,2,56,6,2,0.8,1.3,-24.2,0.00%,16.70%,19.70%,54.50%,61.50%
Daniel Theis,BOS,26,9-Jun,243,None,Germany,Undrafted,Undrafted,Undrafted,63,5.3,4.3,0.9,0.4,9.20%,18.90%,14.80%,61.60%,9.90%
Danilo Gallinari,LAC,29,10-Jun,225,None,Italy,2008,1,6,21,15.3,4.8,2,0.9,1.30%,13.30%,20.40%,54.50%,9.70%
Danny Green,SAS,31,6-Jun,215,North Carolina,USA,2009,2,46,70,8.6,3.6,1.6,2.1,2.20%,11.50%,16.10%,50.90%,8.90%
Dante Cunningham,BKN,31,8-Jun,230,Villanova,USA,2009,2,33,73,5.7,4.1,0.7,-1.7,4.90%,13.30%,11.30%,53.90%,4.20%
Dante Exum,UTA,22,6-Jun,190,None,Australia,2014,1,5,14,8.1,1.9,3.1,7.4,1.80%,8.30%,21.90%,56.60%,27.00%
Danuel House Jr.,PHX,25,7-Jun,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,6.6,3.3,1.1,3,3.20%,14.00%,15.90%,53.30%,9.20%
Dario Saric,PHI,24,10-Jun,223,None,Croatia,2014,1,12,78,14.6,6.7,2.6,6.3,6.70%,14.70%,20.20%,58.20%,12.90%
Darius Miller,NOP,28,8-Jun,225,Kentucky,USA,2012,2,46,82,7.8,2,1.4,-0.6,0.90%,7.00%,12.30%,61.70%,7.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Darrell Arthur,DEN,30,9-Jun,235,Kansas,USA,2008,1,27,19,2.8,0.8,0.5,-9.7,2.10%,8.70%,18.60%,55.90%,10.10%
Darren Collison,IND,30,2-Jun,185,UCLA,USA,2009,1,21,69,12.4,2.6,5.3,2.3,1.90%,7.20%,16.90%,61.00%,25.70%
Darrun Hilliard,SAS,25,6-Jun,220,Villanova,USA,2015,2,38,14,1.1,0.5,0.8,7.1,0.00%,8.00%,11.90%,36.20%,14.70%
David Nwaba,CHI,25,4-Jun,209,None,USA,Undrafted,Undrafted,Undrafted,70,7.9,4.7,1.5,-6.5,5.00%,14.20%,15.00%,54.20%,9.40%
David Stockton,UTA,27,11-May,165,Gonzaga,USA,Undrafted,Undrafted,Undrafted,3,3.3,0,0,-46.3,0.00%,0.00%,25.00%,105.00%,0.00%
David West,GSW,37,9-Jun,250,Xavier,USA,2003,1,18,73,6.8,3.3,1.9,1.5,7.20%,16.30%,22.10%,60.00%,22.00%
Davis Bertans,SAS,25,10-Jun,210,None,Latvia,2011,2,42,77,5.9,2,1,3.4,1.70%,12.20%,16.70%,58.80%,10.20%
Davon Reed,PHX,23,6-Jun,210,Miami (FL),USA,2017,2,32,21,3,1.9,0.6,-13.7,0.70%,14.90%,15.70%,38.80%,8.70%
De'Aaron Fox,SAC,20,3-Jun,175,Kentucky,USA,2017,1,5,73,11.6,2.8,4.4,-10.1,1.60%,8.70%,22.60%,47.80%,24.00%
DeAndre Jordan,LAC,29,11-Jun,265,Texas A&M,USA,2008,2,35,77,12,15.2,1.5,-2.2,13.20%,33.90%,15.00%,64.80%,7.40%
DeAndre Liggins,NOP,30,6-Jun,209,Kentucky,USA,2011,2,53,58,1.7,1.3,0.8,-13.4,1.00%,10.00%,7.80%,46.70%,9.10%
DeAndre' Bembry,ATL,23,6-Jun,210,Saint Joseph's,USA,2016,1,21,26,5.2,2.8,1.9,-8.4,1.70%,14.20%,17.60%,47.70%,16.60%
DeMar DeRozan,TOR,28,7-Jun,220,Southern California,USA,2009,1,9,80,23,3.9,5.2,7.7,2.10%,9.10%,28.50%,55.50%,24.50%
DeMarcus Cousins,NOP,27,11-Jun,270,Kentucky,USA,2010,1,5,48,25.2,12.9,5.4,3.1,6.50%,29.20%,31.60%,58.30%,24.10%
DeMarre Carroll,BKN,31,8-Jun,215,Missouri,USA,2009,1,27,73,13.5,6.6,2,-1.2,4.50%,16.50%,19.20%,55.00%,10.60%
Dejounte Murray,SAS,21,5-Jun,170,Washington,USA,2016,1,29,81,8.1,5.7,2.9,3.6,6.10%,19.60%,19.90%,48.50%,20.20%
Delon Wright,TOR,26,5-Jun,190,Utah,USA,2015,1,20,69,8,2.9,2.9,7.5,3.10%,10.70%,16.70%,57.40%,20.20%
Demetrius Jackson,PHI,23,1-Jun,201,Notre Dame,USA,2016,2,45,15,1.1,0.8,0.6,-23.1,6.00%,8.60%,15.40%,42.40%,18.80%
Dennis Schroder,ATL,24,1-Jun,172,None,Germany,2013,1,17,67,19.4,3.1,6.2,-6.3,2.10%,8.10%,29.60%,51.50%,35.20%
Dennis Smith Jr.,DAL,20,3-Jun,195,North Carolina State,USA,2017,1,9,69,15.2,3.8,5.2,-7.8,2.30%,10.60%,27.80%,47.30%,30.10%
Denzel Valentine,CHI,24,6-Jun,214,Michigan State,USA,2016,1,14,77,10.2,5.1,3.2,-6.6,2.10%,16.80%,16.90%,52.70%,17.80%
Derrick Favors,UTA,26,10-Jun,265,Georgia Tech,USA,2010,1,3,77,12.3,7.2,1.3,3.4,9.70%,16.70%,17.90%,59.30%,7.50%
Derrick Jones Jr.,MIA,21,7-Jun,200,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.9,0.5,-7.4,7.70%,6.60%,12.20%,48.00%,5.60%
Derrick Rose,MIN,29,3-Jun,190,Memphis,USA,2008,1,1,25,8.4,1.4,1.5,-7,3.30%,5.30%,24.10%,50.70%,13.60%
Derrick Walton Jr.,MIA,23,1-Jun,185,Michigan,USA,Undrafted,Undrafted,Undrafted,16,1.8,1,1,-9,1.40%,9.50%,9.10%,52.50%,17.00%
Derrick White,SAS,23,4-Jun,190,Colorado,USA,2017,1,29,17,3.2,1.5,0.5,12.2,3.40%,12.80%,14.50%,64.60%,9.80%
Derrick Williams,LAL,27,8-Jun,240,Arizona,USA,2011,1,2,2,1,0.5,0,-18.8,0.00%,14.30%,16.70%,25.00%,0.00%
Devin Booker,PHX,21,6-Jun,210,Kentucky,USA,2015,1,13,54,24.9,4.5,4.7,-9,1.30%,11.20%,29.90%,56.10%,23.30%
Devin Harris,DEN,35,3-Jun,185,Wisconsin,USA,2004,1,5,71,8.4,1.8,2.1,3.6,0.90%,8.50%,19.20%,56.30%,16.50%
Devin Robinson,WAS,23,8-Jun,200,Florida,USA,Undrafted,Undrafted,Undrafted,1,2,5,0,31.7,9.50%,25.00%,8.30%,33.30%,0.00%
Dewayne Dedmon,ATL,28,Jul-00,245,Southern California,USA,Undrafted,Undrafted,Undrafted,62,10,7.9,1.5,-5,6.50%,24.90%,16.50%,59.90%,9.00%
Deyonta Davis,MEM,21,11-Jun,237,Michigan State,USA,2016,2,31,62,5.8,4,0.6,-8.4,7.80%,18.20%,14.30%,62.10%,6.80%
Dillon Brooks,MEM,22,6-Jun,220,Oregon,Canada,2017,2,45,82,11,3.1,1.6,-5.1,2.10%,9.20%,18.20%,53.10%,9.20%
Dion Waiters,MIA,26,4-Jun,215,Syracuse,USA,2012,1,4,30,14.3,2.6,3.8,-4.6,0.90%,7.80%,24.90%,48.70%,21.00%
Dirk Nowitzki,DAL,40,Jul-00,245,None,Germany,1998,1,9,77,12,5.7,1.6,-1.5,1.20%,22.70%,19.70%,57.50%,9.80%
Domantas Sabonis,IND,22,10-Jun,252,Gonzaga,Lithuania,2016,1,11,74,11.6,7.7,2,0.9,9.30%,22.70%,21.20%,56.70%,12.70%
Donovan Mitchell,UTA,21,3-Jun,215,Louisville,USA,2017,1,13,79,20.5,3.7,3.7,6.7,2.00%,9.30%,28.10%,54.10%,18.90%
Dorian Finney-Smith,DAL,25,8-Jun,220,Florida,USA,Undrafted,Undrafted,Undrafted,21,5.9,3.6,1.2,-2.8,4.30%,12.10%,14.30%,48.20%,8.60%
Doug McDermott,DAL,26,8-Jun,219,Creighton,USA,2014,1,11,81,7.8,2.5,1,-1.1,2.20%,8.70%,14.30%,57.90%,6.50%
Dragan Bender,PHX,20,1-Jul,225,None,Croatia,2016,1,4,82,6.5,4.4,1.6,-10.5,1.80%,14.90%,12.40%,52.40%,8.90%
Draymond Green,GSW,28,7-Jun,230,Michigan State,USA,2012,2,35,70,11,7.6,7.3,6.4,3.60%,18.30%,16.70%,55.60%,28.60%
Dwayne Bacon,CHA,22,7-Jun,221,Florida State,USA,2017,2,40,53,3.3,2.3,0.7,-0.8,0.50%,15.80%,12.90%,43.10%,7.70%
Dwight Buycks,DET,29,3-Jun,190,Marquette,USA,Undrafted,Undrafted,Undrafted,29,7.4,1.4,2,0.1,2.80%,6.70%,26.30%,49.80%,24.00%
Dwight Howard,CHA,32,11-Jun,265,None,USA,2004,1,1,81,16.6,12.5,1.3,1.7,10.10%,29.50%,23.70%,57.70%,6.90%
Dwight Powell,DAL,26,11-Jun,240,Stanford,Canada,2014,2,45,79,8.5,5.6,1.2,0.5,8.00%,19.00%,14.90%,65.60%,8.50%
Dwyane Wade,MIA,36,4-Jun,220,Marquette,USA,2003,1,5,67,11.4,3.8,3.4,0.7,3.20%,12.40%,24.80%,50.00%,24.50%
E'Twaun Moore,NOP,29,4-Jun,191,Purdue,USA,2011,2,55,82,12.5,2.9,2.3,2.8,2.30%,6.50%,15.70%,59.30%,9.90%
Ed Davis,POR,29,10-Jun,245,North Carolina,USA,2010,1,13,78,5.3,7.4,0.5,3.4,12.10%,25.40%,11.80%,60.70%,3.90%
Edmond Sumner,IND,22,5-Jun,188,Xavier,USA,2017,2,52,1,2,1,0,-120,0.00%,50.00%,20.00%,100%,0.00%
Ekpe Udoh,UTA,31,10-Jun,245,Baylor,USA,2010,1,6,63,2.6,2.4,0.8,3.2,8.60%,10.50%,8.80%,56.00%,9.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Elfrid Payton,PHX,24,4-Jun,185,Louisiana-Lafayette,USA,2014,1,10,63,12.7,4.3,6.2,-12.2,3.30%,11.70%,20.80%,53.80%,32.80%
Emeka Okafor,NOP,35,10-Jun,255,Connecticut,USA,2004,1,2,26,4.4,4.6,0.3,0,12.00%,17.50%,13.20%,54.50%,2.80%
Emmanuel Mudiay,NYK,22,5-Jun,200,None,Democratic Re...,2015,1,7,64,8.6,2.4,3.2,-9.8,1.90%,9.90%,22.90%,47.40%,25.40%
Enes Kanter,NYK,26,11-Jun,245,Kentucky,Turkey,2011,1,3,71,14.1,11,1.5,-4.9,14.60%,27.90%,21.00%,63.00%,9.10%
Eric Bledsoe,MIL,28,1-Jun,205,Kentucky,USA,2010,1,18,74,17.7,3.8,5,2.8,2.30%,10.00%,25.20%,58.20%,24.60%
Eric Gordon,HOU,29,4-Jun,215,Indiana,USA,2008,1,7,69,18,2.5,2.2,12.8,1.10%,6.50%,23.60%,57.80%,11.30%
Eric Moreland,DET,26,10-Jun,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,67,2.1,4.1,1.2,0.9,9.60%,24.30%,9.60%,53.10%,14.10%
Erik McCree,UTA,24,8-Jun,225,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,4,0,0.3,0,-50,0.00%,20.00%,15.00%,0.00%,0.00%
Ersan Ilyasova,PHI,31,10-Jun,235,None,Turkey,2005,2,36,69,10.9,5.9,1.3,0.7,6.70%,16.10%,18.10%,55.80%,7.80%
Evan Fournier,ORL,25,7-Jun,205,None,France,2012,1,20,57,17.8,3.2,2.9,-3,1.20%,8.40%,22.50%,57.70%,13.80%
Evan Turner,POR,29,7-Jun,220,Ohio State,USA,2010,1,2,79,8.2,3.1,2.2,-0.9,1.40%,10.00%,15.20%,52.00%,12.80%
Frank Kaminsky,CHA,25,Jul-00,242,Wisconsin,USA,2015,1,9,79,11.1,3.6,1.6,-2.3,2.30%,13.90%,20.00%,54.50%,11.30%
