PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Charlie Villanueva,DAL,31,11-Jun,232,Connecticut,USA,2005,1,7,62,5.1,2.5,0.4,-7.6,3.20%,19.30%,23.40%,47.30%,6.30%
Chase Budinger,PHX,28,7-Jun,209,Arizona,USA,2009,2,44,66,4.1,2.3,1,-0.3,4.30%,11.50%,13.70%,51.40%,9.80%
Chris Andersen,MEM,37,10-Jun,245,Blinn,USA,Undrafted,Undrafted,Undrafted,27,3.9,3.6,0.4,-10.3,8.80%,17.50%,10.70%,59.80%,4.50%
Chris Bosh,MIA,32,11-Jun,235,Georgia Tech,USA,2003,1,4,53,19.1,7.4,2.4,0.6,2.80%,18.80%,24.50%,57.10%,12.90%
Chris Copeland,MIL,32,9-Jun,239,Colorado,USA,Undrafted,Undrafted,Undrafted,24,2.1,0.4,0.5,-24.4,0.60%,6.40%,16.80%,46.20%,12.00%
Chris Johnson,UTA,26,6-Jun,206,Dayton,USA,Undrafted,Undrafted,Undrafted,70,2.9,1.9,0.6,0.8,3.20%,11.80%,12.80%,48.20%,8.20%
Chris Kaman,POR,34,Jul-00,265,Central Michigan,USA,2003,1,6,16,2.8,1.5,0.7,-15.8,6.70%,14.80%,19.90%,49.60%,18.60%
Chris McCullough,BKN,21,11-Jun,200,Syracuse,USA,2015,1,29,24,4.7,2.8,0.4,-15.4,6.30%,12.60%,15.60%,47.00%,3.80%
Chris Paul,LAC,31,Jun-00,175,Wake Forest,USA,2005,1,4,74,19.5,4.2,10,11.1,1.70%,10.50%,26.40%,57.50%,49.30%
Christian Wood,PHI,20,11-Jun,220,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,17,3.6,2.2,0.2,-14.4,7.50%,15.50%,18.10%,49.00%,3.50%
Chuck Hayes,LAC,33,6-Jun,240,Kentucky,USA,Undrafted,Undrafted,Undrafted,2,2,4,1,-2.3,0.00%,25.00%,11.30%,69.40%,13.30%
Cleanthony Early,NYK,25,8-Jun,210,Wichita State,USA,2014,2,34,17,1.8,1.5,0.4,-0.3,2.40%,12.40%,14.40%,37.10%,5.80%
Cliff Alexander,POR,20,8-Jun,240,Kansas,USA,Undrafted,Undrafted,Undrafted,8,1.3,0.8,0,-20.4,6.50%,10.50%,13.40%,50.00%,0.00%
Clint Capela,HOU,22,10-Jun,240,None,Switzerland,2014,1,25,77,7,6.4,0.6,3.7,12.30%,20.20%,15.40%,55.30%,5.00%
Cody Zeller,CHA,23,Jul-00,240,Indiana,USA,2013,1,4,73,8.7,6.2,1,4.9,7.70%,17.80%,15.00%,59.20%,6.10%
Cole Aldrich,LAC,27,11-Jun,250,Kansas,USA,2010,1,11,60,5.5,4.8,0.8,-1.2,11.00%,25.20%,18.30%,62.60%,10.70%
Corey Brewer,HOU,30,9-Jun,186,Florida,USA,2007,1,7,82,7.2,2.4,1.3,-2.2,2.30%,9.00%,17.00%,48.10%,10.20%
Cory Jefferson,PHX,25,9-Jun,218,Baylor,USA,2014,2,60,8,2.8,2,0,-5.7,10.30%,18.50%,20.20%,44.60%,0.00%
Cory Joseph,TOR,24,3-Jun,190,Texas,Canada,2011,1,29,80,8.5,2.6,3.1,6.4,1.90%,8.00%,16.50%,51.20%,19.90%
Coty Clarke,BOS,23,7-Jun,225,None,USA,Undrafted,Undrafted,Undrafted,3,2,0.3,0,42.3,0.00%,20.00%,35.70%,75.00%,0.00%
Courtney Lee,CHA,30,5-Jun,200,Western Kentucky,USA,2008,1,22,79,9.6,2.6,1.7,3.1,1.30%,7.70%,14.50%,55.10%,8.80%
Cristiano Felicio,CHI,23,10-Jun,275,None,Brazil,Undrafted,Undrafted,Undrafted,31,3.4,3.3,0.8,7.9,9.40%,21.80%,13.40%,60.10%,11.50%
D'Angelo Russell,LAL,20,5-Jun,195,Ohio State,USA,2015,1,2,80,13.2,3.4,3.3,-11.4,1.90%,10.10%,23.70%,50.70%,21.30%
D.J. Augustin,DEN,28,Jun-00,183,Texas,USA,2008,1,9,62,7.5,1.5,3.2,-0.8,0.70%,7.20%,17.80%,57.50%,25.70%
Dahntay Jones,CLE,35,6-Jun,225,Duke,USA,2003,1,20,1,13,5,2,1.5,2.40%,9.50%,15.60%,46.40%,6.70%
Damian Lillard,POR,25,3-Jun,195,Weber State,USA,2012,1,6,75,25.1,4,6.8,1.7,1.60%,9.30%,30.30%,56.00%,33.00%
Damien Inglis,MIL,21,8-Jun,246,None,France,2014,2,31,20,1.8,1.6,0.5,-14.7,1.30%,17.10%,14.60%,44.40%,11.20%
Damjan Rudez,MIN,30,9-Jun,230,None,Croatia,Undrafted,Undrafted,Undrafted,33,2.3,0.6,0.3,-2.8,1.90%,5.60%,12.20%,57.20%,5.80%
Danilo Gallinari,DEN,27,10-Jun,225,None,Italy,2008,1,6,53,19.5,5.3,2.5,-2.6,2.70%,12.70%,22.50%,58.20%,12.20%
Danny Green,SAS,29,6-Jun,215,North Carolina,USA,2009,2,46,79,7.2,3.8,1.8,12.1,2.40%,12.10%,14.10%,49.20%,9.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Dante Cunningham,NOP,29,8-Jun,230,Villanova,USA,2009,2,33,80,6.1,3,1,-6.6,2.80%,9.70%,10.90%,54.00%,5.60%
Darrell Arthur,DEN,28,9-Jun,235,Kansas,USA,2008,1,27,70,7.5,4.2,1.4,-2,5.50%,13.20%,16.40%,51.40%,10.20%
Darren Collison,SAC,28,Jun-00,175,UCLA,USA,2009,1,21,74,14,2.3,4.3,-1.5,1.20%,6.20%,18.90%,59.10%,21.90%
Darrun Hilliard,DET,23,6-Jun,205,Villanova,USA,2015,2,38,38,4,1.2,0.7,-1.4,1.30%,10.30%,18.90%,51.10%,11.70%
David Lee,DAL,33,9-Jun,245,Florida,USA,2005,1,30,55,7.8,5.5,1.5,-4.7,10.80%,21.80%,20.70%,56.80%,16.20%
David West,SAS,35,9-Jun,250,Xavier,USA,2003,1,18,78,7.1,4,1.8,12.1,5.50%,16.80%,17.40%,57.30%,15.00%
DeAndre Jordan,LAC,27,11-Jun,265,Texas A&M,USA,2008,2,35,77,12.7,13.8,1.2,8.2,10.50%,28.60%,15.30%,62.80%,5.10%
DeJuan Blair,WAS,27,7-Jun,270,Pittsburgh,USA,2009,2,37,29,2.1,2,0.4,-9.4,8.10%,18.00%,16.40%,41.40%,7.70%
DeMar DeRozan,TOR,26,7-Jun,220,Southern California,USA,2009,1,9,78,23.5,4.5,4,2.9,2.30%,10.30%,29.00%,55.00%,20.80%
DeMarcus Cousins,SAC,25,11-Jun,270,Kentucky,USA,2010,1,5,65,26.9,11.5,3.3,1.7,7.00%,24.90%,35.00%,53.80%,16.70%
DeMarre Carroll,TOR,29,8-Jun,212,Missouri,USA,2009,1,27,26,11,4.7,1,2.8,3.70%,11.80%,17.60%,49.00%,5.60%
Delon Wright,TOR,24,5-Jun,190,Utah,USA,2015,1,20,27,3.8,1.4,1.1,2.8,3.50%,12.00%,21.60%,54.00%,22.60%
Dennis Schroder,ATL,22,1-Jun,172,None,Germany,2013,1,17,80,11,2.6,4.4,6.9,1.60%,10.60%,28.20%,51.00%,36.80%
Deron Williams,DAL,32,3-Jun,200,Illinois,USA,2005,1,3,65,14.1,2.9,5.8,0.3,0.90%,7.90%,21.70%,53.00%,29.50%
Derrick Favors,UTA,24,10-Jun,265,Georgia Tech,USA,2010,1,3,62,16.4,8.1,1.5,2.5,8.90%,18.00%,23.30%,55.10%,8.60%
Derrick Rose,CHI,27,3-Jun,190,Memphis,USA,2008,1,1,66,16.4,3.4,4.7,-3.8,2.10%,7.80%,26.50%,47.90%,25.00%
Derrick Williams,NYK,25,8-Jun,240,Arizona,USA,2011,1,2,80,9.3,3.7,0.9,-7.3,3.20%,16.90%,22.80%,55.00%,9.60%
Devin Booker,PHX,19,6-Jun,206,Kentucky,USA,2015,1,13,76,13.8,2.5,2.6,-8.4,1.20%,7.50%,22.70%,53.50%,16.20%
Devin Harris,DAL,33,3-Jun,185,Wisconsin,USA,2004,1,5,64,7.6,2.2,1.8,-3.1,1.40%,8.90%,16.60%,55.90%,14.90%
Devyn Marble,ORL,23,6-Jun,200,Iowa,USA,2014,2,56,28,2.1,1.4,0.4,-0.8,2.10%,12.00%,15.10%,36.80%,7.20%
Dewayne Dedmon,ORL,26,Jul-00,245,Southern California,USA,Undrafted,Undrafted,Undrafted,58,4.4,3.9,0.2,-0.5,9.50%,22.30%,14.90%,60.60%,2.90%
Dion Waiters,OKC,24,4-Jun,220,Syracuse,USA,2012,1,4,78,9.8,2.6,2,4.6,1.60%,7.30%,17.20%,49.20%,10.30%
Dirk Nowitzki,DAL,38,Jul-00,245,None,Germany,1998,1,9,75,18.3,6.5,1.8,5,2.20%,18.20%,24.60%,55.50%,9.60%
Donald Sloan,BKN,28,3-Jun,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,61,7,2.8,4.4,-4.7,1.30%,11.90%,16.10%,53.60%,29.30%
Donatas Motiejunas,HOU,25,Jul-00,222,None,Lithuania,2011,1,20,37,6.2,2.9,1.1,4.5,6.90%,12.40%,21.20%,50.40%,11.60%
Doug McDermott,CHI,24,8-Jun,225,Creighton,USA,2014,1,11,81,9.4,2.4,0.7,-2.5,1.90%,8.00%,16.50%,56.10%,4.90%
Draymond Green,GSW,26,7-Jun,230,Michigan State,USA,2012,2,35,81,14,9.5,7.4,18,5.00%,19.80%,18.40%,58.70%,27.70%
Drew Gooden,WAS,34,10-Jun,250,Kansas,USA,2002,1,4,30,2.7,2.8,0.4,-11.9,8.30%,19.80%,16.80%,37.60%,6.60%
Duje Dukan,SAC,24,9-Jun,220,Wisconsin,Croatia,Undrafted,Undrafted,Undrafted,1,6,4,1,-15.4,5.10%,6.90%,15.40%,30.00%,6.70%
Dwight Howard,HOU,30,11-Jun,265,None,USA,2004,1,1,71,13.7,11.8,1.4,0.9,10.30%,26.10%,18.30%,60.40%,7.10%
Dwight Powell,DAL,24,11-Jun,240,Stanford,Canada,2014,2,45,69,5.8,4,0.6,-3.3,8.20%,18.80%,17.20%,55.70%,7.70%
Dwyane Wade,MIA,34,4-Jun,220,Marquette,USA,2003,1,5,74,19,4.1,4.6,-0.2,3.80%,9.60%,30.90%,51.70%,26.70%
E'Twaun Moore,CHI,27,4-Jun,191,Purdue,USA,2011,2,55,59,7.5,2.3,1.7,-1.3,1.50%,8.20%,15.50%,54.80%,11.80%
Ed Davis,POR,27,10-Jun,240,North Carolina,USA,2010,1,13,81,6.5,7.4,1.1,0.5,12.50%,21.10%,12.30%,61.60%,7.80%
Edy Tavares,ATL,24,3-Jul,260,None,Cabo Verde,2014,2,43,11,2.3,1.9,0.3,-6.4,11.50%,19.70%,16.30%,55.50%,5.50%
Elfrid Payton,ORL,22,4-Jun,185,Louisiana-Lafayette,USA,2014,1,10,73,10.7,3.6,6.4,-1.4,3.40%,8.70%,19.70%,47.80%,31.70%
Elijah Millsap,UTA,28,6-Jun,225,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,20,1.8,1.8,1,6.7,3.30%,15.20%,13.90%,38.40%,16.40%
Elliot Williams,CHA,27,5-Jun,190,Memphis,,2010,1,22,5,1.6,0.8,0.8,-3.4,2.40%,6.80%,13.70%,34.00%,14.30%
Elton Brand,PHI,37,9-Jun,254,Duke,USA,1999,1,1,17,4.1,3.7,1.1,-6.7,3.40%,22.00%,16.60%,46.10%,14.20%
Emmanuel Mudiay,DEN,20,5-Jun,200,None,Democratic Re...,2015,1,7,68,12.8,3.4,5.5,-2.9,1.50%,9.70%,24.80%,43.70%,28.10%
Enes Kanter,OKC,24,11-Jun,245,Kentucky,Turkey,2011,1,3,82,12.7,8.1,0.4,3.9,14.50%,23.00%,22.80%,62.60%,3.20%
Eric Bledsoe,PHX,26,1-Jun,190,Kentucky,USA,2010,1,18,31,20.4,4,6.1,-1.6,1.60%,10.00%,26.80%,55.70%,29.80%
Eric Gordon,NOP,27,4-Jun,215,Indiana,USA,2008,1,7,45,15.2,2.2,2.7,-2.1,0.70%,5.90%,20.20%,56.50%,12.90%
Eric Moreland,SAC,24,10-Jun,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,8,1,1.4,0.1,6.7,6.70%,13.60%,9.60%,51.50%,2.90%
Erick Green,DEN,25,4-Jun,185,Virginia Tech,USA,2013,2,46,9,1.4,0.7,0.3,-1.2,8.10%,10.00%,13.80%,46.80%,10.70%
Ersan Ilyasova,ORL,29,10-Jun,235,None,Turkey,2005,2,36,74,10.4,5.4,0.9,-3.7,6.90%,15.00%,17.90%,52.60%,5.50%
Evan Fournier,ORL,23,7-Jun,205,None,France,2012,1,20,79,15.4,2.8,2.7,-3.3,1.30%,7.70%,19.90%,58.70%,12.80%
Evan Turner,BOS,27,7-Jun,220,Ohio State,USA,2010,1,2,81,10.5,4.9,4.4,2.2,2.00%,14.50%,18.30%,51.30%,24.70%
Festus Ezeli,GSW,26,11-Jun,265,Vanderbilt,Nigeria,2012,1,30,46,7,5.6,0.7,14.6,12.10%,19.60%,17.50%,55.90%,6.00%
Frank Kaminsky,CHA,23,Jul-00,240,Wisconsin,USA,2015,1,9,81,7.5,4.1,1.2,-1.2,3.80%,15.00%,16.40%,51.30%,9.50%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Garrett Temple,WAS,30,6-Jun,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,80,7.3,2.7,1.8,-0.4,1.80%,9.10%,13.90%,52.00%,10.20%
Gary Harris,DEN,21,4-Jun,210,Michigan State,USA,2014,1,19,76,12.3,2.9,1.9,-4.2,2.10%,6.90%,15.90%,56.60%,9.30%
Gary Neal,WAS,31,4-Jun,210,Towson,USA,Undrafted,Undrafted,Undrafted,40,9.8,2.1,1.2,-9.8,1.40%,9.30%,20.20%,55.80%,9.90%
George Hill,IND,30,3-Jun,188,Indiana Purdue-Indianapolis,USA,2008,1,26,74,12.1,4,3.5,1.6,2.30%,9.30%,15.60%,55.50%,15.70%
Gerald Green,MIA,30,7-Jun,205,None,USA,2005,1,18,69,8.9,2.4,0.8,1,1.70%,8.50%,19.10%,49.10%,5.70%
Gerald Henderson,POR,28,5-Jun,215,Duke,USA,2009,1,12,72,8.7,2.9,1,1.6,2.00%,12.10%,20.00%,52.60%,8.40%
Giannis Antetokounmpo,MIL,21,11-Jun,222,None,Greece,2013,1,15,80,16.9,7.7,4.3,-2.9,4.20%,18.00%,22.00%,56.60%,19.50%
Glenn Robinson III,IND,22,7-Jun,222,Michigan,USA,2014,2,40,45,3.8,1.5,0.6,-4.8,2.20%,10.90%,15.50%,50.80%,7.70%
Goran Dragic,MIA,30,3-Jun,190,None,Slovenia,2008,2,45,72,14.1,3.8,5.8,4,2.40%,9.10%,21.00%,53.70%,27.60%
Gordon Hayward,UTA,26,8-Jun,226,Butler,USA,2010,1,9,80,19.7,5,3.7,1.7,2.20%,12.10%,25.00%,55.90%,18.10%
Gorgui Dieng,MIN,26,11-Jun,241,Louisville,Senegal,2013,1,21,82,10.1,7.1,1.7,-0.7,7.70%,19.60%,16.40%,60.10%,9.90%
Greg Monroe,MIL,26,11-Jun,265,Georgetown,USA,2010,1,7,79,15.3,8.8,2.3,-2.4,9.90%,21.50%,23.00%,56.20%,12.80%
