PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Anthony Peeler,MIN,33,4-Jun,208,Missouri,USA,1992,1,15,82,7.7,2.9,3,1.3,1.80%,8.60%,14.20%,49.90%,15.80%
Antoine Rigaudeau,DAL,31,7-Jun,210,None,USA,Undrafted,Undrafted,Undrafted,11,1.5,0.7,0.5,-32.9,4.00%,4.70%,20.30%,24.30%,12.80%
Antoine Walker,BOS,26,9-Jun,245,Kentucky,USA,1996,1,6,78,20.1,7.2,4.8,1,3.00%,14.80%,27.40%,46.70%,22.60%
Antonio Daniels,POR,28,4-Jun,205,Bowling Green,USA,1997,1,4,67,3.7,1.1,1.3,-1.7,1.30%,7.40%,12.90%,57.20%,15.50%
Antonio Davis,TOR,34,9-Jun,230,Texas-El Paso,USA,1990,2,45,53,13.9,8.2,2.5,-2.5,6.70%,16.60%,21.30%,48.30%,11.50%
Antonio Harvey,ATL,32,11-Jun,250,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,4,1,1.5,0,-7.2,3.10%,14.30%,9.30%,40.00%,0.00%
Art Long,TOR,30,9-Jun,250,Cincinnati,USA,Undrafted,Undrafted,Undrafted,26,2.3,2.3,0.2,-14.1,9.30%,18.40%,19.20%,37.80%,5.60%
Arvydas Sabonis,POR,38,3-Jul,292,None,Lithuania,1986,1,24,78,6.1,4.3,1.8,8.8,7.90%,21.70%,19.00%,54.90%,18.50%
Austin Croshere,IND,28,10-Jun,242,Providence,USA,1997,1,12,49,5.1,3.2,1.1,1.8,6.10%,17.80%,18.60%,53.00%,15.60%
Avery Johnson,DAL,38,11-May,180,Southern,USA,Undrafted,Undrafted,Undrafted,48,3.3,0.6,1.3,-4.6,2.30%,4.70%,20.40%,46.70%,26.40%
Baron Davis,NOH,24,3-Jun,223,UCLA,USA,1999,1,3,50,17.1,3.7,6.4,5,3.00%,7.10%,23.90%,50.00%,30.20%
Ben Wallace,DET,28,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,73,6.9,15.4,1.6,4.2,10.80%,30.40%,10.10%,48.60%,6.90%
Bimbo Coles,BOS,35,2-Jun,182,Virginia Tech,USA,1990,2,40,35,4.4,1.7,2.1,-7.9,1.50%,7.10%,13.70%,41.30%,18.10%
Bo Outlaw,PHX,32,8-Jun,220,Houston,USA,Undrafted,Undrafted,Undrafted,80,4.7,4.6,1.4,5.3,7.60%,12.40%,10.00%,57.40%,9.40%
Bob Sura,GSW,30,5-Jun,200,Florida State,USA,1995,1,17,55,7.3,3,3.2,-0.4,5.10%,9.10%,18.00%,51.00%,24.70%
Bobby Jackson,SAC,30,1-Jun,185,Minnesota,USA,1997,1,23,59,15.2,3.7,3.1,5.1,3.30%,8.90%,23.30%,56.10%,18.70%
Bobby Simmons,WAS,23,6-Jun,235,DePaul,USA,2001,2,41,36,3.3,2.1,0.6,-0.8,8.90%,13.10%,15.90%,47.10%,8.30%
Bonzi Wells,POR,26,5-Jun,210,Ball State,USA,1998,1,11,75,15.2,5.3,3.3,2.8,4.40%,12.80%,25.30%,50.50%,18.10%
Bostjan Nachbar,HOU,22,9-Jun,221,None,Slovenia,2002,1,15,14,2.1,0.8,0.2,-8.7,3.80%,9.40%,22.00%,41.00%,7.90%
Brad Miller,IND,27,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,73,13.1,8.3,2.6,6.3,8.50%,17.80%,18.30%,57.90%,14.00%
Brandon Armstrong,NJN,23,5-Jun,185,Pepperdine,USA,2001,1,23,17,1.4,0.2,0.1,-9.6,0.00%,6.00%,20.40%,40.50%,6.10%
Brandon Williams,ATL,28,6-Jun,215,Davidson,USA,Undrafted,Undrafted,Undrafted,6,0.3,0.3,0,-10.5,7.40%,0.00%,19.20%,14.30%,0.00%
Brendan Haywood,WAS,23,Jul-00,268,North Carolina,USA,2001,1,20,81,6.2,5,0.4,0.6,10.60%,11.30%,12.40%,56.10%,2.40%
Brent Barry,SEA,31,6-Jun,203,Oregon State,USA,1995,1,15,75,10.3,4,5.1,0.4,2.00%,11.00%,14.50%,59.70%,24.10%
Brevin Knight,MEM,27,10-May,170,Stanford,USA,1997,1,16,55,3.9,1.5,4.2,-4.3,1.60%,7.30%,16.00%,44.20%,40.30%
Brian Cardinal,WAS,26,8-Jun,245,Purdue,USA,2000,2,44,5,0.8,1,0.2,43.6,27.30%,11.10%,16.20%,41.00%,10.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brian Grant,MIA,31,9-Jun,254,Xavier,USA,1994,1,8,82,10.3,10.2,1.3,-5.8,9.30%,24.40%,15.70%,55.20%,7.00%
Brian Scalabrine,NJN,25,9-Jun,240,Southern California,USA,2001,2,34,59,3.1,2.4,0.8,0,5.40%,14.60%,13.90%,48.70%,10.30%
Brian Shaw,LAL,37,6-Jun,200,California-Santa Barbara,USA,1988,1,24,72,3.5,1.7,1.4,-4.5,2.10%,11.00%,15.40%,46.70%,18.90%
Brian Skinner,PHI,27,9-Jun,265,Baylor,USA,1998,1,22,77,6,4.8,0.2,-1.4,10.00%,18.20%,14.40%,57.40%,2.40%
Bruce Bowen,SAS,32,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,7.1,2.9,1.4,7.5,2.60%,6.80%,10.60%,56.30%,6.80%
Bruno Sundov,BOS,23,2-Jul,246,None,Croatia,1998,2,35,26,1.2,1.1,0.3,-31,5.10%,15.70%,20.60%,28.10%,9.70%
Bryce Drew,NOH,28,3-Jun,184,Valparaiso,USA,1998,1,16,13,1.5,1,0.8,10,4.20%,10.50%,16.00%,35.20%,22.00%
Bryon Russell,WAS,32,7-Jun,225,Long Beach State,USA,1993,2,45,70,4.5,3,1,-4.2,3.10%,12.60%,12.90%,46.80%,8.90%
Calbert Cheaney,UTA,31,7-Jun,217,Indiana,USA,1993,1,6,81,8.6,3.5,2,4.7,3.60%,9.40%,15.60%,51.40%,11.30%
Calvin Booth,SEA,27,11-Jun,231,Penn State,USA,1999,2,35,47,2.9,2.3,0.3,2.2,5.70%,13.00%,13.10%,49.40%,3.30%
Carlos Arroyo,UTA,23,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,44,2.8,0.6,1.2,-3.1,4.20%,5.40%,22.80%,51.00%,31.90%
Carlos Boozer,CLE,21,9-Jun,280,Duke,USA,2002,2,34,81,10,7.5,1.3,-11.3,9.50%,20.40%,16.80%,57.70%,9.00%
Caron Butler,MIA,23,7-Jun,217,Connecticut,USA,2002,1,10,78,15.4,5.1,2.7,-7,4.70%,9.80%,22.30%,50.20%,14.00%
Casey Jacobsen,PHX,22,6-Jun,215,Stanford,USA,2002,1,22,72,5.1,1.2,1,5.1,2.40%,4.70%,16.10%,49.30%,10.10%
Cezary Trybanski,MEM,23,2-Jul,240,None,Poland,Undrafted,Undrafted,Undrafted,15,0.9,0.9,0.1,-8.3,6.10%,8.90%,15.30%,28.70%,2.10%
Charles Oakley,WAS,39,9-Jun,248,Virginia Union,USA,1985,1,9,42,1.8,2.5,1,1.7,7.20%,15.10%,8.40%,52.90%,12.70%
Charles Smith,POR,27,4-Jun,200,New Mexico,USA,1997,1,26,3,1.7,0,0.3,20,0.00%,0.00%,19.40%,43.40%,8.30%
Charlie Ward,NYK,32,2-Jun,185,Florida State,USA,1994,1,26,66,7.2,2.7,4.6,2.7,1.70%,10.80%,16.30%,54.00%,32.60%
Chauncey Billups,DET,26,3-Jun,202,Colorado,USA,1997,1,3,74,16.2,3.7,3.9,4.3,1.70%,10.90%,23.60%,58.20%,23.80%
Cherokee Parks,LAC,30,11-Jun,240,Duke,USA,1995,1,12,30,6.3,4.4,0.7,-14.2,7.10%,14.60%,13.80%,52.30%,5.50%
Chris Andersen,DEN,24,10-Jun,220,Blinn,USA,Undrafted,Undrafted,Undrafted,59,5.2,4.6,0.5,-6.4,11.00%,18.60%,19.00%,44.00%,6.60%
Chris Childs,NJN,35,3-Jun,195,Boise State,USA,Undrafted,Undrafted,Undrafted,12,1.3,0.4,1.3,-2.2,2.70%,2.20%,10.90%,35.20%,24.20%
Chris Crawford,ATL,28,9-Jun,235,Marquette,USA,1997,2,50,5,4.8,1.4,0.2,-2.5,10.00%,10.00%,23.50%,72.60%,5.30%
Chris Dudley,POR,38,11-Jun,260,Yale,USA,1987,4,75,3,0,0.7,0,-45.9,16.70%,0.00%,4.30%,0.00%,0.00%
Chris Jefferies,TOR,23,8-Jun,215,Fresno State,USA,2002,1,27,51,3.9,1.2,0.4,-8.3,2.30%,6.80%,17.10%,46.30%,5.70%
Chris Mihm,CLE,23,Jul-00,265,Texas,USA,2000,1,7,52,5.9,4.4,0.5,-7.4,10.90%,16.90%,20.20%,46.20%,6.00%
Chris Mills,GSW,33,7-Jun,220,Arizona,USA,1993,1,22,21,4.8,2.4,1,0.6,6.90%,12.00%,20.00%,44.30%,13.80%
Chris Owens,MEM,24,7-Jun,245,Texas,USA,2002,2,47,1,4,1,0,50,33.30%,0.00%,28.60%,66.70%,0.00%
Chris Webber,SAC,30,10-Jun,245,Michigan,USA,1993,1,1,67,23,10.5,5.4,7.7,6.20%,19.10%,30.00%,48.50%,23.80%
Chris Whitney,ORL,31,Jun-00,175,Clemson,USA,1993,2,47,51,7,1.3,2.8,-10,0.30%,6.60%,18.70%,46.80%,24.50%
Chris Wilcox,LAC,20,10-Jun,221,Maryland,USA,2002,1,8,46,3.7,2.3,0.5,3.5,7.00%,14.10%,17.60%,52.80%,7.60%
Christian Laettner,WAS,33,11-Jun,245,Duke,USA,1992,1,3,76,8.3,6.6,3.1,-0.2,5.50%,18.10%,14.10%,54.50%,17.50%
Chucky Atkins,DET,28,11-May,160,South Florida,USA,Undrafted,Undrafted,Undrafted,65,7.1,1.5,2.7,5.3,1.50%,5.60%,18.60%,47.50%,22.00%
Clar. Weatherspoon,NYK,32,7-Jun,270,Southern Mississippi,USA,1992,1,9,79,6.6,7.6,0.9,-1.6,10.50%,19.80%,12.60%,52.20%,5.30%
Clifford Robinson,DET,36,10-Jun,225,Connecticut,USA,1989,2,36,81,12.2,3.9,3.3,3.5,3.00%,9.00%,20.20%,47.70%,17.50%
Corey Benjamin,ATL,25,6-Jun,200,Oregon State,USA,1998,1,28,9,4.4,3.4,1.1,-5.3,5.90%,13.00%,15.70%,40.00%,12.20%
Corey Maggette,LAC,23,6-Jun,228,Duke,USA,1999,1,13,64,16.8,5,1.9,-6.3,3.80%,12.10%,23.90%,56.40%,11.20%
Corie Blount,CHI,34,10-Jun,242,Cincinnati,USA,1993,1,25,50,3,4.1,1,1.3,8.60%,16.20%,10.20%,50.20%,8.70%
Corliss Williamson,DET,29,7-Jun,245,Arkansas,USA,1995,1,13,82,12,4.4,1.3,8.6,7.30%,10.60%,24.40%,51.50%,9.90%
Courtney Alexander,NOH,26,5-Jun,205,Fresno State,USA,2000,1,13,66,7.9,1.8,1.2,-0.6,2.80%,5.90%,20.80%,45.90%,10.50%
Cuttino Mobley,HOU,27,4-Jun,210,Rhode Island,USA,1998,2,41,73,17.5,4.2,2.8,1.9,2.40%,7.70%,19.90%,53.70%,12.10%
Dajuan Wagner,CLE,20,3-Jun,200,Memphis,USA,2002,1,6,47,13.4,1.7,2.8,-9.3,1.40%,4.40%,23.50%,46.60%,16.90%
Dale Davis,POR,34,11-Jun,252,Clemson,USA,1991,1,13,78,7.4,7.2,1.2,2.7,11.00%,15.10%,11.80%,56.60%,6.40%
Dalibor Bagaric,CHI,22,1-Jul,290,None,Croatia,2000,1,24,10,1.9,2,0.4,5.7,8.00%,17.80%,18.40%,34.20%,10.30%
Damon Jones,SAC,26,3-Jun,185,Houston,USA,Undrafted,Undrafted,Undrafted,49,4.6,1.4,1.6,2.5,1.50%,7.70%,15.20%,50.50%,16.60%
Damon Stoudamire,POR,29,10-May,171,Arizona,USA,1995,1,7,59,6.9,2.6,3.5,4.9,3.20%,9.20%,18.40%,46.00%,24.60%
Damone Brown,TOR,24,8-Jun,202,Syracuse,USA,2001,2,36,5,5.6,3,0.6,-2,2.70%,8.80%,17.20%,36.30%,5.10%
Dan Dickau,ATL,24,Jun-00,190,Gonzaga,USA,2002,1,28,50,3.7,0.9,1.7,-13.3,1.70%,6.90%,19.40%,50.40%,29.20%
Dan Gadzuric,MIL,25,11-Jun,240,UCLA,Netherlands,2002,2,33,49,3.4,4,0.2,-2,8.80%,17.70%,11.60%,49.80%,1.80%
Dan Langhi,PHX,25,11-Jun,220,Vanderbilt,USA,2000,2,31,60,3.1,1.5,0.4,10.2,3.40%,12.70%,18.50%,43.40%,6.10%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Danny Ferry,SAS,36,10-Jun,235,Duke,USA,1989,1,2,65,1.8,1.2,0.3,1.1,3.40%,9.20%,11.30%,45.90%,5.50%
Danny Fortson,GSW,27,8-Jun,260,Cincinnati,USA,1997,1,10,17,3.5,4.3,0.7,-6.7,12.20%,19.20%,15.70%,44.20%,8.70%
Danny Manning,DET,37,10-Jun,234,Kansas,USA,1988,1,1,13,2.6,1.4,0.5,1.2,7.10%,13.80%,20.50%,49.10%,15.20%
Darius Miles,CLE,21,9-Jun,210,None,USA,2000,1,3,67,9.2,5.4,2.6,-10.3,5.40%,12.20%,18.90%,43.50%,14.80%
Darrell Armstrong,ORL,35,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,82,9.4,3.6,3.9,0.5,3.80%,9.00%,16.10%,53.00%,21.90%
Darvin Ham,ATL,29,7-Jun,230,Texas Tech,USA,Undrafted,Undrafted,Undrafted,75,2.4,2,0.5,-2.5,8.10%,8.20%,12.10%,46.40%,6.90%
David Robinson,SAS,37,1-Jul,250,Navy,USA,1987,1,1,64,8.5,7.9,1,11,10.70%,19.80%,16.50%,53.10%,5.70%
David Wesley,NOH,32,1-Jun,203,Baylor,USA,Undrafted,Undrafted,Undrafted,73,16.7,2.4,3.4,3.1,1.40%,5.30%,21.00%,53.30%,15.90%
DeSagana Diop,CLE,21,Jul-00,300,None,Senegal,2001,1,8,80,1.5,2.7,0.5,-11.6,6.20%,16.30%,10.10%,35.60%,6.90%
DeShawn Stevenson,UTA,22,5-Jun,210,None,USA,2000,1,23,61,4.6,1.4,0.7,-11.8,2.90%,8.60%,20.90%,44.40%,9.90%
Dean Oliver,GSW,24,11-May,175,Iowa,USA,Undrafted,Undrafted,Undrafted,15,1.5,1.1,1.5,-11.2,7.80%,7.90%,17.10%,33.80%,41.80%
Derek Anderson,POR,28,5-Jun,195,Kentucky,USA,1997,1,13,76,13.9,3.5,4.3,4.8,2.20%,8.60%,18.90%,55.60%,20.40%
Derek Fisher,LAL,28,1-Jun,205,Arkansas-Little Rock,USA,1996,1,24,82,10.5,2.9,3.6,4.6,1.40%,7.00%,14.20%,52.00%,15.70%
Derrick Coleman,PHI,36,10-Jun,270,Syracuse,USA,1990,1,1,64,9.4,7,1.4,7.4,8.80%,17.80%,17.10%,52.50%,8.20%
Desmond Mason,MIL,25,5-Jun,222,Oklahoma State,USA,2000,1,17,80,14.3,6.5,2,0.1,5.60%,13.80%,20.60%,50.20%,9.90%
Devean George,LAL,25,8-Jun,225,Augsburg,USA,1999,1,23,71,6.9,4,1.3,2.2,5.50%,12.30%,15.40%,48.50%,9.20%
Devin Brown,DEN,24,5-Jun,235,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,10,3,1.8,0.7,-8.5,7.50%,10.20%,20.60%,38.90%,13.50%
Dikembe Mutombo,NJN,37,2-Jul,265,Georgetown,Congo,1991,1,4,24,5.8,6.4,0.8,9.9,10.60%,18.40%,15.90%,44.50%,5.50%
Dion Glover,ATL,24,5-Jun,228,Georgia Tech,USA,1999,1,20,76,9.7,3.7,1.9,0.4,3.60%,11.00%,19.70%,51.20%,12.70%
Dirk Nowitzki,DAL,25,Jul-00,245,None,Germany,1998,1,9,80,25.1,9.9,3,12.9,2.60%,22.10%,26.90%,58.10%,12.90%
Don Reid,DET,29,8-Jun,250,Georgetown,USA,1995,2,58,1,1,0,0,-20.8,0.00%,0.00%,17.40%,12.90%,0.00%
Donnell Harvey,DEN,22,8-Jun,220,Florida,USA,2000,1,22,77,7.9,5.3,1.3,-10.9,7.60%,18.70%,20.60%,48.60%,12.50%
Donny Marshall,NJN,30,7-Jun,230,Connecticut,USA,1995,2,39,3,0,1,0,-46.7,0.00%,37.50%,28.60%,0.00%,0.00%
Donyell Marshall,CHI,30,9-Jun,230,Connecticut,USA,1994,1,4,78,13.4,9,1.8,-4.9,9.70%,18.80%,21.10%,51.30%,9.90%
Doug Christie,SAC,33,6-Jun,205,Pepperdine,USA,1992,1,17,80,9.4,4.3,4.7,9.6,2.30%,9.50%,12.30%,59.00%,18.50%
Drew Gooden,ORL,21,10-Jun,230,Kansas,USA,2002,1,4,70,12.5,6.5,1.2,-3.9,8.90%,15.90%,23.90%,50.30%,7.60%
Earl Boykins,GSW,27,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,68,8.8,1.3,3.3,2.7,2.60%,3.80%,19.80%,54.30%,27.80%
Earl Watson,MEM,24,1-Jun,190,UCLA,USA,2001,2,39,79,5.5,2.1,2.8,-0.5,3.40%,8.90%,16.80%,50.50%,27.70%
Eddie Griffin,HOU,21,10-Jun,232,Seton Hall,USA,2001,1,7,77,8.6,6,1.1,4.3,7.50%,16.70%,19.20%,46.20%,7.70%
Eddie House,MIA,25,1-Jun,180,Arizona State,USA,2000,2,37,55,7.5,1.8,1.6,-5.7,1.50%,8.60%,22.20%,44.70%,16.80%
Eddie Jones,MIA,31,6-Jun,210,Temple,USA,1994,1,10,47,18.5,4.8,3.7,-3.2,1.90%,11.40%,22.40%,55.10%,18.40%
Eddie Robinson,CHI,27,9-Jun,210,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,64,5.7,3.1,1,-3,5.60%,8.90%,12.60%,53.10%,7.50%
Eddy Curry,CHI,20,11-Jun,285,None,USA,2001,1,4,81,10.5,4.4,0.5,-4.6,7.70%,14.90%,23.30%,60.70%,4.10%
Eduardo Najera,DAL,26,8-Jun,235,Oklahoma,Mexico,2000,2,38,48,6.7,4.6,1,13.4,8.40%,11.50%,11.90%,59.00%,6.00%
Efthimios Rentzias,PHI,27,11-Jun,250,None,Greece,1996,1,23,35,1.5,0.7,0.2,-5,6.10%,13.20%,18.80%,41.30%,8.60%
Elden Campbell,SEA,34,Jul-00,279,Clemson,USA,1990,1,27,56,6.1,3.2,0.9,3.9,5.80%,15.50%,22.20%,48.30%,11.10%
Elton Brand,LAC,24,8-Jun,265,Duke,USA,1999,1,1,62,18.5,11.3,2.5,-2.4,11.70%,16.60%,22.00%,54.30%,11.90%
Emanual Davis,ATL,34,5-Jun,195,Delaware State,USA,Undrafted,Undrafted,Undrafted,24,3.7,1.8,1.5,-9.6,1.60%,10.30%,15.90%,45.00%,18.80%
Eric Piatkowski,LAC,32,6-Jun,215,Nebraska,USA,1994,1,15,62,9.7,2.5,1.1,0.8,3.30%,8.10%,17.80%,60.10%,8.70%
Eric Snow,PHI,30,3-Jun,204,Michigan State,USA,1995,2,43,82,12.9,3.7,6.6,2.1,2.30%,8.00%,16.50%,54.60%,27.80%
Eric Williams,BOS,30,8-Jun,220,Providence,USA,1995,1,14,82,9.1,4.7,1.7,1.3,6.00%,10.40%,15.20%,53.80%,10.30%
Erick Dampier,GSW,27,11-Jun,265,Mississippi State,USA,1996,1,10,82,8.2,6.6,0.7,-3.8,11.80%,14.30%,15.60%,54.30%,4.50%
Erick Strickland,IND,29,3-Jun,210,Nebraska,USA,Undrafted,Undrafted,Undrafted,71,6.5,2,2.9,1.9,1.80%,9.20%,18.00%,54.70%,27.90%
Ervin Johnson,MIL,35,11-Jun,255,New Orleans,USA,1993,1,23,69,2.2,4.3,0.3,0,10.40%,15.10%,7.40%,49.20%,3.00%
Etan Thomas,WAS,25,10-Jun,260,Syracuse,USA,2000,1,12,38,4.8,4.3,0.1,-1.6,13.00%,18.90%,17.20%,55.00%,1.00%
Evan Eschmeyer,DAL,28,11-Jun,255,Northwestern,USA,1999,2,34,17,1,1.7,0.4,-6.4,6.70%,12.90%,8.60%,40.90%,7.40%
Flip Murray,SEA,23,4-Jun,190,Shaw,USA,2002,2,41,14,1.9,0.3,0.4,1.3,0.00%,6.20%,29.50%,39.10%,14.30%
Frank Williams,NYK,23,3-Jun,205,Illinois,USA,2002,1,25,21,1.3,0.9,1.6,-22.6,1.70%,10.00%,14.30%,39.30%,37.40%
Fred Hoiberg,CHI,30,5-Jun,210,Iowa State,USA,1995,2,52,63,2.3,2.2,1.1,1.1,1.40%,15.50%,9.30%,48.60%,13.10%
Fred Jones,IND,24,2-Jun,218,Oregon,USA,2002,1,14,19,1.2,0.5,0.3,-3.5,3.40%,3.80%,12.20%,44.60%,7.80%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Gary Payton,MIL,34,4-Jun,180,Oregon State,USA,1990,1,2,80,20.4,4.2,8.3,-0.7,2.40%,8.40%,25.50%,50.40%,36.60%
Gary Trent,MIN,28,8-Jun,250,Ohio,USA,1995,1,11,80,6,3.6,1,-4.6,8.70%,14.50%,17.70%,54.90%,10.50%
George Lynch,NOH,32,8-Jun,235,North Carolina,USA,1993,1,12,81,4.5,4.4,1.3,4.8,9.10%,14.50%,13.00%,46.40%,10.90%
Gerald Wallace,SAC,20,7-Jun,215,Alabama,USA,2001,1,25,47,4.7,2.7,0.5,2.2,6.30%,14.10%,19.40%,51.00%,6.50%
Gilbert Arenas,GSW,21,3-Jun,191,Arizona,USA,2001,2,30,82,18.3,4.7,6.3,-1,3.20%,9.50%,24.10%,54.00%,29.40%
Glen Rice,HOU,36,8-Jun,220,Michigan,USA,1989,1,4,62,9,2.5,1,-0.3,1.90%,8.10%,16.10%,56.30%,7.50%
Glenn Robinson,ATL,30,7-Jun,230,Purdue,USA,1994,1,1,69,20.8,6.6,3,-3.7,3.50%,13.90%,27.90%,51.90%,15.00%
Gordan Giricek,ORL,26,6-Jun,216,None,Croatia,1999,2,40,76,12.3,3.1,1.8,-3.7,1.70%,9.30%,20.70%,52.90%,10.80%
Grant Hill,ORL,30,8-Jun,225,Duke,USA,1994,1,3,29,14.5,7.1,4.2,3.1,4.90%,19.90%,23.90%,56.80%,24.10%
Grant Long,BOS,37,9-Jun,240,Eastern Michigan,USA,1988,2,33,41,1.8,2,0.6,-4,5.00%,12.10%,9.30%,44.90%,8.90%
Greg Buckner,PHI,26,4-Jun,210,Clemson,USA,1998,2,53,75,6,2.9,1.3,3.9,4.80%,10.00%,14.20%,51.90%,10.30%
Greg Foster,TOR,34,-,,Texas-El Paso,USA,1990,2,35,29,4.2,3.5,0.4,-11.7,5.30%,15.20%,13.90%,44.50%,4.30%
Greg Ostertag,UTA,30,2-Jul,280,Kansas,USA,1995,1,28,81,5.4,6.2,0.7,8.5,10.80%,16.70%,12.40%,53.10%,4.20%
