PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Amar'e Stoudemire,PHX,21,10-Jun,245,None,USA,2002,1,9,55,20.6,9,1.4,-2.3,7.90%,16.70%,27.20%,53.60%,7.00%
Andre Miller,DEN,28,2-Jun,200,Utah,USA,1999,1,8,82,14.8,4.5,6.1,2.8,4.50%,8.50%,20.30%,54.10%,28.30%
Andrei Kirilenko,UTA,23,9-Jun,225,None,Russia,1999,1,24,78,16.5,8.1,3.1,2,8.30%,15.20%,21.40%,55.90%,15.20%
Andrew DeClercq,ORL,31,10-Jun,255,Florida,USA,1995,2,34,71,3.2,4.5,0.6,-3.1,10.80%,15.80%,10.00%,52.60%,5.40%
Anfernee Hardaway,NYK,32,7-Jun,215,Memphis,USA,1993,1,3,76,9.2,3.8,2.3,-2.1,3.30%,10.50%,18.00%,47.20%,14.10%
Ansu Sesay,SEA,27,9-Jun,225,Mississippi,USA,1998,2,30,57,3.5,1.6,0.3,-2,7.30%,8.70%,16.60%,50.40%,5.70%
Antawn Jamison,DAL,28,9-Jun,225,North Carolina,USA,1998,1,4,82,14.8,6.3,0.9,5.8,9.30%,12.10%,20.20%,58.10%,4.70%
Anthony Carter,SAS,29,2-Jun,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,5,4.4,2.2,2.4,0.6,2.20%,8.50%,24.70%,29.70%,27.90%
Anthony Goldwire,NJN,32,2-Jun,182,Houston,USA,1994,2,52,11,1.5,0.6,1,0,1.20%,7.70%,13.30%,37.90%,21.60%
Anthony Johnson,IND,29,3-Jun,190,College of Charleston,USA,1997,2,39,73,6.2,1.8,2.8,-0.8,1.80%,6.90%,15.00%,49.70%,23.10%
Anthony Peeler,SAC,34,4-Jun,208,Missouri,USA,1992,1,15,75,5.7,2,1.6,4.4,2.20%,8.50%,14.20%,57.50%,13.90%
Antoine Walker,DAL,27,9-Jun,245,Kentucky,USA,1996,1,6,82,14,8.3,4.5,2.2,6.60%,17.00%,21.30%,47.50%,19.50%
Antonio Daniels,SEA,29,4-Jun,205,Bowling Green,USA,1997,1,4,71,8,2,4.2,1.2,1.60%,7.90%,16.00%,59.60%,32.40%
Antonio Davis,CHI,35,9-Jun,230,Texas-El Paso,USA,1990,2,45,80,8.9,8.4,1.7,-5.8,7.60%,18.00%,15.40%,46.50%,9.30%
Antonio McDyess,PHX,29,9-Jun,245,Alabama,USA,1995,1,2,42,6.9,6.1,0.9,0.2,8.00%,19.90%,17.20%,48.60%,6.60%
Austin Croshere,IND,29,10-Jun,242,Providence,USA,1997,1,12,77,5,3.2,0.7,2.7,6.30%,18.50%,18.10%,54.90%,9.60%
Avery Johnson,GSW,39,11-May,185,Southern,USA,Undrafted,Undrafted,Undrafted,46,4.6,0.7,2.4,-5.4,0.50%,4.80%,20.60%,45.40%,31.10%
Baron Davis,NOH,25,3-Jun,223,UCLA,USA,1999,1,3,67,22.9,4.3,7.5,3.8,2.40%,8.40%,29.50%,49.20%,36.30%
Ben Handlogten,UTA,30,10-Jun,240,Western Michigan,USA,Undrafted,Undrafted,Undrafted,17,4,3.2,0.4,-1.7,13.80%,21.40%,18.00%,57.70%,6.30%
Ben Wallace,DET,29,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,81,9.5,12.4,1.7,7.2,10.80%,22.20%,14.90%,44.10%,7.50%
Bimbo Coles,MIA,36,2-Jun,182,Virginia Tech,USA,1990,2,40,22,1.3,0.5,0.7,-16.3,1.20%,5.20%,12.40%,38.20%,16.30%
Bo Outlaw,MEM,33,8-Jun,220,Houston,USA,Undrafted,Undrafted,Undrafted,82,4.6,4.2,1.1,6.2,7.70%,13.30%,12.00%,52.20%,9.30%
Bob Sura,ATL,31,5-Jun,200,Florida State,USA,1995,1,17,80,7.5,4.1,2.9,-0.3,6.10%,13.80%,18.50%,51.00%,24.00%
Bobby Jackson,SAC,31,1-Jun,185,Minnesota,USA,1997,1,23,50,13.8,3.5,2.1,5.9,4.50%,9.80%,25.80%,53.80%,17.10%
Bobby Simmons,LAC,24,6-Jun,235,DePaul,USA,2001,2,41,56,7.8,4.7,1.7,-1.1,8.20%,11.10%,16.50%,48.80%,11.70%
Bonzi Wells,MEM,27,5-Jun,210,Ball State,USA,1998,1,11,72,12.3,3.6,1.9,0.8,4.20%,9.90%,25.80%,47.60%,13.60%
Boris Diaw,ATL,22,8-Jun,215,None,France,2003,1,21,76,4.5,4.5,2.4,-6.1,6.00%,12.20%,11.10%,48.30%,15.40%
Bostjan Nachbar,HOU,23,9-Jun,221,None,Slovenia,2002,1,15,45,3.1,1.6,0.7,3.5,1.80%,11.90%,15.20%,47.70%,10.30%
Brad Miller,SAC,28,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,72,14.1,10.3,4.3,10,7.80%,20.30%,17.30%,57.90%,17.90%
Brandon Armstrong,NJN,24,5-Jun,185,Pepperdine,USA,2001,1,23,56,2.7,0.8,0.3,-13.8,3.00%,8.10%,21.50%,42.70%,6.50%
Brandon Hunter,BOS,23,7-Jun,260,Ohio,USA,2003,2,56,36,3.5,3.3,0.5,0.9,11.60%,16.90%,16.30%,46.30%,7.70%
Brendan Haywood,WAS,24,Jul-00,268,North Carolina,USA,2001,1,20,77,7,5,0.6,-2.3,11.80%,14.10%,16.70%,54.70%,5.10%
Brent Barry,SEA,32,6-Jun,203,Oregon State,USA,1995,1,15,59,10.8,3.5,5.8,0.5,1.20%,10.40%,15.20%,66.80%,29.00%
Brevin Knight,MIL,28,10-May,170,Stanford,USA,1997,1,16,56,4.7,2,3.6,-5.8,1.40%,10.10%,15.20%,47.50%,34.30%
Brian Cardinal,GSW,27,8-Jun,245,Purdue,USA,2000,2,44,76,9.6,4.2,1.4,4.6,6.30%,13.80%,18.20%,62.60%,10.60%
Brian Cook,LAL,23,9-Jun,234,Illinois,USA,2003,1,24,35,4.4,2.9,0.6,-1.8,6.30%,17.20%,16.50%,50.50%,7.90%
Brian Grant,MIA,32,9-Jun,254,Xavier,USA,1994,1,8,76,8.7,6.9,0.9,0.9,7.60%,16.20%,14.90%,50.20%,5.10%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brian Scalabrine,NJN,26,9-Jun,240,Southern California,USA,2001,2,34,69,3.5,2.5,0.9,-1.7,4.70%,14.50%,14.50%,48.20%,12.30%
Brian Skinner,MIL,28,9-Jun,265,Baylor,USA,1998,1,22,56,10.5,7.3,0.9,-1.4,7.60%,18.70%,18.60%,51.30%,5.20%
Britton Johnsen,ORL,24,10-Jun,210,Utah,USA,Undrafted,Undrafted,Undrafted,20,2.1,2.3,0.6,-16,4.60%,11.00%,12.30%,31.80%,7.20%
Bruce Bowen,SAS,33,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,6.9,3.1,1.4,7.8,1.80%,7.70%,11.20%,51.20%,6.80%
Bruno Sundov,NYK,24,2-Jul,246,None,Croatia,1998,2,35,5,2.2,2,0.2,-13.8,5.70%,24.20%,22.90%,43.50%,9.10%
Bryce Drew,NOH,29,3-Jun,184,Valparaiso,USA,1998,1,16,15,0.8,0.4,0.9,-14.5,0.00%,9.00%,14.60%,31.10%,26.00%
Bryon Russell,LAL,33,7-Jun,225,Long Beach State,USA,1993,2,45,72,4,2,1,2.2,3.30%,12.40%,14.50%,53.00%,12.20%
Calbert Cheaney,GSW,32,7-Jun,217,Indiana,USA,1993,1,6,79,7.6,3.3,1.7,0,3.90%,9.20%,15.50%,49.30%,11.20%
Calvin Booth,SEA,28,11-Jun,231,Penn State,USA,1999,2,35,71,4.9,3.9,0.4,-1.9,7.10%,15.60%,14.10%,52.10%,3.70%
Carlos Arroyo,UTA,24,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,71,12.6,2.6,5,-0.8,2.10%,7.90%,23.30%,51.70%,32.90%
Carlos Boozer,CLE,22,9-Jun,258,Duke,USA,2002,2,34,75,15.5,11.4,2,1.1,8.70%,23.80%,19.50%,56.70%,9.80%
Carmelo Anthony,DEN,20,8-Jun,220,Syracuse,USA,2003,1,3,82,21,6.1,2.8,1.1,6.10%,10.80%,28.10%,50.90%,13.40%
Caron Butler,MIA,24,7-Jun,217,Connecticut,USA,2002,1,10,68,9.2,4.8,1.9,1.7,4.60%,12.10%,18.20%,44.00%,10.60%
Casey Jacobsen,PHX,23,6-Jun,215,Stanford,USA,2002,1,22,78,6,2.6,1.3,-2.1,2.30%,8.60%,11.50%,57.00%,8.40%
Cezary Trybanski,NYK,24,2-Jul,240,None,Poland,Undrafted,Undrafted,Undrafted,7,0.1,0.1,0,-48.1,0.00%,10.00%,22.60%,10.20%,0.00%
Charles Oakley,HOU,40,9-Jun,245,Virginia Union,USA,1985,1,9,7,1.3,0.7,0.3,9.4,0.00%,20.00%,16.10%,52.10%,10.00%
Charlie Ward,SAS,33,2-Jun,185,Florida State,USA,1994,1,26,71,6,2,3,-2.4,1.00%,10.50%,17.90%,52.80%,30.30%
Chauncey Billups,DET,27,3-Jun,202,Colorado,USA,1997,1,3,78,16.9,3.5,5.7,7.2,1.30%,8.70%,22.80%,55.00%,28.90%
Cherokee Parks,GSW,31,11-Jun,240,Duke,USA,1995,1,12,12,1,0.8,0.1,-14.9,7.10%,10.90%,11.50%,47.50%,3.00%
Chris Andersen,DEN,25,10-Jun,220,Blinn,USA,Undrafted,Undrafted,Undrafted,71,3.4,4.2,0.5,-0.4,8.20%,19.10%,12.40%,48.60%,5.30%
Chris Bosh,TOR,20,10-Jun,210,Georgia Tech,USA,2003,1,4,75,11.5,7.4,1,-2.8,7.90%,15.20%,17.90%,51.30%,5.60%
Chris Crawford,ATL,29,9-Jun,235,Marquette,USA,1997,2,50,56,10.2,3.1,0.8,-3.8,4.80%,10.20%,21.00%,54.40%,6.80%
Chris Jefferies,CHI,24,8-Jun,230,Fresno State,USA,2002,1,27,21,4,1.4,0.3,5.8,2.40%,12.20%,21.30%,52.00%,5.80%
Chris Kaman,LAC,22,Jul-00,268,Central Michigan,USA,2003,1,6,82,6.1,5.6,1,-5.6,7.00%,18.30%,15.70%,50.20%,7.80%
Chris Mihm,BOS,24,Jul-00,265,Texas,USA,2000,1,7,76,6.3,5.4,0.3,-2.3,11.90%,19.00%,18.00%,53.10%,2.90%
Chris Webber,SAC,31,10-Jun,245,Michigan,USA,1993,1,1,23,18.7,8.7,4.6,-0.6,5.80%,18.00%,28.50%,45.60%,22.70%
Chris Whitney,WAS,32,Jun-00,175,Clemson,USA,1993,2,47,16,2.9,0.9,0.9,-17.2,1.40%,6.80%,12.30%,49.80%,14.60%
Chris Wilcox,LAC,21,10-Jun,229,Maryland,USA,2002,1,8,65,8.6,4.7,0.8,-2.7,9.10%,14.00%,18.80%,55.70%,6.70%
Christian Laettner,WAS,34,11-Jun,245,Duke,USA,1992,1,3,48,5.9,4.8,1.9,-8.1,5.00%,18.80%,14.30%,51.10%,15.50%
Chucky Atkins,BOS,29,11-May,160,South Florida,USA,Undrafted,Undrafted,Undrafted,64,8.4,1.5,3.5,2,0.60%,5.30%,17.90%,51.10%,24.80%
Clar. Weatherspoon,HOU,33,7-Jun,270,Southern Mississippi,USA,1992,1,9,52,5,3.9,0.6,-4.3,9.20%,15.30%,14.70%,53.80%,6.30%
Clifford Robinson,GSW,37,10-Jun,240,Connecticut,USA,1989,2,36,82,11.8,3.9,3.3,-1.5,1.90%,9.60%,19.20%,47.30%,16.00%
Corey Maggette,LAC,24,6-Jun,228,Duke,USA,1999,1,13,73,20.7,5.9,3.1,-3,3.70%,13.00%,24.70%,58.60%,15.40%
Corie Blount,TOR,35,10-Jun,242,Cincinnati,USA,1993,1,25,62,4,4.4,0.9,-0.3,9.60%,16.80%,13.10%,46.20%,8.40%
Corliss Williamson,DET,30,7-Jun,245,Arkansas,USA,1995,1,13,79,9.5,3.2,0.7,5.4,6.10%,10.80%,23.10%,54.60%,7.20%
Curtis Borchardt,UTA,23,Jul-00,240,Stanford,USA,2002,1,18,16,3.6,3.4,0.9,-5.8,5.70%,18.00%,14.30%,45.40%,9.70%
Cuttino Mobley,HOU,28,4-Jun,215,Rhode Island,USA,1998,2,41,80,15.8,4.5,3.2,1.9,1.40%,9.90%,19.60%,53.50%,14.40%
Dahntay Jones,MEM,23,6-Jun,210,Duke,USA,2003,1,20,20,1.8,1.2,0.6,-13.6,4.50%,10.40%,19.60%,31.10%,13.80%
Dajuan Wagner,CLE,21,2-Jun,200,Memphis,USA,2002,1,6,44,6.5,1.3,1.2,-5.4,1.20%,6.80%,22.90%,43.90%,13.10%
Dale Davis,POR,35,11-Jun,252,Clemson,USA,1991,1,13,76,4.4,5.2,0.9,-5,9.60%,15.00%,10.20%,50.50%,6.70%
Damon Jones,MIL,27,3-Jun,185,Houston,USA,Undrafted,Undrafted,Undrafted,82,7,2.1,5.8,0.2,0.80%,7.70%,14.40%,51.60%,36.30%
Damon Stoudamire,POR,30,10-May,171,Arizona,USA,1995,1,7,82,13.4,3.8,6.1,-2,1.70%,8.60%,18.70%,50.80%,26.80%
Damone Brown,NJN,25,8-Jun,202,Syracuse,USA,2001,2,36,3,1,1.7,0,-91.2,12.50%,15.40%,29.30%,13.80%,0.00%
Dan Dickau,POR,25,Jun-00,190,Gonzaga,USA,2002,1,28,43,2.2,0.6,0.9,-3.1,2.30%,6.70%,19.20%,45.60%,22.60%
Dan Gadzuric,MIL,26,11-Jun,240,UCLA,Netherlands,2002,2,33,75,5.7,4.6,0.4,3,10.00%,17.90%,15.50%,52.90%,3.70%
Dan Langhi,MIL,26,11-Jun,220,Vanderbilt,USA,2000,2,31,6,2.2,0.7,0,15.9,0.00%,12.50%,20.70%,43.70%,0.00%
Dana Barros,BOS,37,11-May,165,Boston College,USA,1989,1,16,1,6,0,0,-61.8,0.00%,0.00%,14.80%,77.30%,0.00%
Daniel Santiago,MIL,28,1-Jul,260,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,54,4,2.4,0.4,2.4,5.20%,14.10%,15.00%,53.60%,5.20%
Danny Fortson,DAL,28,8-Jun,260,Cincinnati,USA,1997,1,10,56,3.9,4.5,0.2,4.3,17.50%,22.30%,14.50%,60.50%,2.00%
Darius Miles,POR,22,9-Jun,210,None,USA,2000,1,3,79,10.9,4.5,2.1,-2.4,5.60%,11.60%,21.40%,51.40%,14.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Darius Songaila,SAC,26,9-Jun,248,Wake Forest,Lithuania,2002,2,49,73,4.6,3.1,0.7,6.7,9.50%,13.50%,15.90%,54.10%,7.70%
Darko Milicic,DET,19,Jul-00,245,None,Serbia,2003,1,2,34,1.4,1.3,0.2,-15.6,7.10%,19.50%,25.10%,31.80%,9.50%
Darrell Armstrong,NOH,36,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,79,10.6,2.9,3.9,2.6,2.70%,7.60%,18.60%,52.50%,24.40%
Darrick Martin,MIN,33,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,16,3.4,0.4,1.4,3.1,1.10%,2.70%,19.40%,38.80%,25.80%
Darvin Ham,DET,30,7-Jun,240,Texas Tech,USA,Undrafted,Undrafted,Undrafted,54,1.8,1.7,0.3,-1.9,9.80%,9.60%,11.00%,53.10%,6.20%
David Wesley,NOH,33,1-Jun,203,Baylor,USA,Undrafted,Undrafted,Undrafted,61,14,2.2,2.9,-0.9,1.40%,5.40%,21.80%,48.30%,15.90%
David West,NOH,23,9-Jun,240,Xavier,USA,2003,1,18,71,3.8,4.2,0.8,-3.6,11.90%,21.20%,14.60%,51.90%,12.00%
DeSagana Diop,CLE,22,Jul-00,300,None,Senegal,2001,1,8,56,2.3,3.6,0.6,-3.3,9.50%,17.10%,11.50%,40.40%,7.80%
DeShawn Stevenson,ORL,23,5-Jun,210,None,USA,2000,1,23,80,11.4,3.7,2,-4.7,3.30%,9.40%,19.90%,47.30%,11.40%
DerMarr Johnson,NYK,24,9-Jun,201,Cincinnati,USA,2000,1,6,21,5.4,1.9,0.5,-5.2,1.80%,12.60%,20.20%,51.10%,7.10%
Derek Anderson,POR,29,5-Jun,195,Kentucky,USA,1997,1,13,51,13.6,3.6,4.5,2.5,1.50%,8.80%,20.20%,49.90%,21.10%
Derek Fisher,LAL,29,1-Jun,205,Arkansas-Little Rock,USA,1996,1,24,82,7.1,1.9,2.3,2.7,1.60%,7.20%,18.00%,45.10%,17.50%
Derrick Coleman,PHI,37,10-Jun,270,Syracuse,USA,1990,1,1,34,8,5.6,1.4,-3.6,5.80%,19.00%,18.80%,47.10%,9.50%
Derrick Dial,ORL,28,4-Jun,184,Eastern Michigan,USA,1998,2,52,9,2.9,1.4,0.2,8.6,5.20%,8.20%,16.90%,41.20%,4.20%
Desmond Ferguson,POR,26,7-Jun,210,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,7,1.9,0.6,0.1,20.7,0.00%,11.80%,23.00%,50.50%,7.10%
Desmond Mason,MIL,26,5-Jun,222,Oklahoma State,USA,2000,1,17,82,14.4,4.4,1.9,3.5,3.80%,10.60%,21.60%,55.20%,10.30%
Desmond Penigar,ORL,22,7-Jun,245,Utah State,USA,Undrafted,Undrafted,Undrafted,10,3.2,2.4,0.3,13.1,6.90%,22.20%,17.70%,53.80%,5.30%
Devean George,LAL,26,8-Jun,240,Augsburg,USA,1999,1,23,82,7.4,4,1.4,4.4,4.40%,12.40%,15.70%,49.20%,8.90%
Devin Brown,SAS,25,5-Jun,235,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,58,4,2.2,0.6,1.3,5.90%,14.90%,18.50%,51.20%,9.50%
Dikembe Mutombo,NYK,38,2-Jul,265,Georgetown,Congo,1991,1,4,65,5.6,6.7,0.4,-0.7,10.20%,19.10%,12.10%,52.30%,2.60%
Dion Glover,TOR,25,5-Jun,225,Georgia Tech,USA,1999,1,20,69,9,3.9,1.9,-3.4,3.60%,12.50%,20.70%,47.10%,13.80%
Dirk Nowitzki,DAL,26,Jul-00,245,None,Germany,1998,1,9,77,21.8,8.7,2.7,6.8,3.00%,19.90%,24.20%,56.10%,11.00%
Donnell Harvey,PHX,23,8-Jun,220,Florida,USA,2000,1,22,60,4,2.7,0.4,-5.4,6.20%,14.30%,15.80%,50.30%,4.50%
Donyell Marshall,TOR,31,9-Jun,230,Connecticut,USA,1994,1,4,82,14.7,9.9,1.5,-1.9,7.30%,20.40%,19.20%,54.80%,7.50%
Doug Christie,SAC,34,6-Jun,205,Pepperdine,USA,1992,1,17,82,10.1,4,4.2,6.5,2.60%,9.30%,14.70%,54.40%,17.80%
Doug Overton,LAC,34,3-Jun,190,La Salle,USA,1991,2,40,61,3.7,1.4,2.3,-4.5,1.60%,6.70%,13.50%,43.30%,21.50%
Drew Gooden,ORL,22,10-Jun,242,Kansas,USA,2002,1,4,79,11.6,6.5,1.1,-11.6,7.20%,17.50%,22.30%,48.40%,7.60%
Dwyane Wade,MIA,22,4-Jun,212,Marquette,USA,2003,1,5,61,16.2,4,4.5,2.2,4.00%,7.80%,24.10%,53.00%,24.10%
Earl Boykins,DEN,28,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,82,10.2,1.7,3.6,-0.1,2.20%,5.50%,21.80%,50.10%,28.50%
Earl Watson,MEM,25,1-Jun,190,UCLA,USA,2001,2,39,81,5.7,2.2,5,6.6,3.00%,7.90%,18.00%,43.80%,39.30%
Eddie Gill,POR,25,Jun-00,190,Weber State,USA,Undrafted,Undrafted,Undrafted,22,2.3,0.8,0.7,-10.4,3.20%,9.60%,17.40%,55.80%,21.90%
Eddie House,LAC,26,1-Jun,175,Arizona State,USA,2000,2,37,60,6.8,2.3,2.5,-8.4,2.30%,9.80%,19.70%,43.60%,22.80%
Eddie Jones,MIA,32,6-Jun,200,Temple,USA,1994,1,10,81,17.3,3.8,3.2,1.5,1.30%,9.50%,21.80%,53.80%,16.00%
Eddie Robinson,CHI,28,9-Jun,210,Central Oklahoma,USA,Undrafted,Undrafted,Undrafted,51,6.7,2,1.1,-3.2,2.60%,7.40%,16.70%,49.70%,9.70%
Eddy Curry,CHI,21,11-Jun,285,None,USA,2001,1,4,73,14.7,6.2,0.9,-6.2,6.70%,13.80%,24.30%,53.80%,6.10%
Eduardo Najera,DAL,27,8-Jun,235,Oklahoma,Mexico,2000,2,38,58,3,2.7,0.4,3.8,8.50%,12.20%,12.40%,48.30%,5.10%
Elden Campbell,DET,35,Jul-00,279,Clemson,USA,1990,1,27,65,5.6,3.2,0.7,4.6,6.30%,17.80%,22.40%,49.00%,8.90%
Elton Brand,LAC,25,8-Jun,265,Duke,USA,1999,1,1,69,20,10.3,3.3,-4.3,10.10%,17.00%,23.00%,56.70%,15.70%
Eric Piatkowski,HOU,33,7-Jun,215,Nebraska,USA,1994,1,15,49,4.1,1.5,0.5,-1.6,1.40%,8.90%,14.80%,50.70%,6.90%
Eric Snow,PHI,31,3-Jun,204,Michigan State,USA,1995,2,43,82,10.3,3.4,6.9,-1.9,2.20%,7.70%,16.20%,49.40%,32.30%
Eric Williams,CLE,31,8-Jun,220,Providence,USA,1995,1,14,71,10,4,1.7,3,3.30%,11.20%,19.00%,49.30%,10.50%
Erick Dampier,GSW,28,11-Jun,265,Mississippi State,USA,1996,1,10,74,12.3,12,0.8,-1,14.40%,22.40%,17.50%,57.30%,4.40%
Erick Strickland,MIL,30,3-Jun,210,Nebraska,USA,Undrafted,Undrafted,Undrafted,43,5.4,1.7,2.1,4.6,2.30%,10.20%,20.70%,52.90%,24.80%
Ervin Johnson,MIN,36,11-Jun,255,New Orleans,USA,1993,1,23,66,1.9,3.5,0.4,5.8,7.10%,16.90%,7.10%,55.10%,3.30%
Etan Thomas,WAS,26,10-Jun,260,Syracuse,USA,2000,1,12,79,8.9,6.7,0.9,-7.9,9.30%,18.50%,17.60%,53.80%,6.60%
Flip Murray,SEA,24,4-Jun,190,Shaw,USA,2002,2,41,82,12.4,2.5,2.5,-3.9,2.30%,7.90%,26.10%,49.70%,18.50%
Francisco Elson,DEN,28,Jul-00,235,California,Netherlands,1999,2,41,62,3.5,3.3,0.5,-1,7.20%,15.50%,12.60%,49.80%,6.00%
Frank Williams,NYK,24,3-Jun,212,Illinois,USA,2002,1,25,56,3.9,0.9,2.2,6.2,1.30%,6.20%,19.50%,47.80%,27.70%
Fred Hoiberg,MIN,31,5-Jun,210,Iowa State,USA,1995,2,52,79,6.7,3.4,1.4,3.1,1.20%,13.70%,12.00%,61.10%,9.50%
Fred Jones,IND,25,2-Jun,218,Oregon,USA,2002,1,14,81,4.9,1.6,2.1,1.4,1.80%,7.20%,13.90%,52.70%,20.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Gary Payton,LAL,35,4-Jun,180,Oregon State,USA,1990,1,2,82,14.6,4.2,5.5,5.6,2.50%,9.20%,20.00%,52.80%,25.90%
Gary Trent,MIN,29,8-Jun,250,Ohio,USA,1995,1,11,68,5.6,3.2,0.7,-4.4,8.40%,13.10%,18.60%,51.50%,8.10%
George Lynch,NOH,33,8-Jun,235,North Carolina,USA,1993,1,12,78,4.8,4,1.5,-3.5,5.50%,13.20%,12.30%,47.20%,11.40%
Gerald Wallace,SAC,21,7-Jun,215,Alabama,USA,2001,1,25,37,2,2,0.5,-4.8,9.60%,11.60%,13.70%,37.70%,9.00%
Gilbert Arenas,WAS,22,3-Jun,191,Arizona,USA,2001,2,30,55,19.6,4.6,5,-4.5,2.50%,9.70%,26.40%,51.20%,24.40%
Glen Rice,LAC,37,8-Jun,228,Michigan,USA,1989,1,4,18,3.7,2.3,1.3,4.2,3.50%,11.70%,16.20%,39.50%,15.10%
Glenn Robinson,PHI,31,7-Jun,240,Purdue,USA,1994,1,1,42,16.6,4.5,1.4,-4.3,3.60%,10.80%,26.10%,51.80%,8.50%
Gordan Giricek,UTA,27,5-Jun,210,None,Croatia,1999,2,40,73,11.3,3.1,1.7,-1.9,2.50%,8.90%,19.50%,52.10%,10.40%
Greg Buckner,PHI,27,4-Jun,210,Clemson,USA,1998,2,53,53,3.1,1.9,0.8,-3.3,4.10%,10.60%,14.50%,43.90%,11.50%
Greg Ostertag,UTA,31,2-Jul,280,Kansas,USA,1995,1,28,78,6.8,7.4,1.6,0.9,11.00%,17.60%,13.20%,50.60%,9.60%
Hedo Turkoglu,SAS,25,10-Jun,220,None,Turkey,2000,1,16,80,9.2,4.5,1.9,11.9,2.50%,14.50%,17.60%,51.60%,12.20%
Hiram Fuller,ATL,23,9-Jun,240,Fresno State,USA,Undrafted,Undrafted,Undrafted,4,2,2.8,0.5,3.6,6.90%,13.20%,14.40%,37.60%,9.50%
