PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Andre Miller,DEN,36,2-Jun,200,Utah,USA,1999,1,8,66,9.7,3.3,6.7,4.7,3.20%,9.20%,19.70%,51.00%,36.50%
Andrea Bargnani,TOR,26,Jul-00,256,None,Italy,2006,1,1,31,19.5,5.5,2,-2.2,2.60%,14.80%,28.70%,53.80%,11.30%
Andres Nocioni,PHI,32,7-Jun,225,None,Argentina,Undrafted,Undrafted,Undrafted,11,1.5,1.3,0.1,-19.7,1.70%,23.60%,22.70%,34.20%,3.30%
Andrew Bogut,MIL,27,Jul-00,260,Utah,Australia,2005,1,1,12,11.3,8.3,2.6,3.5,6.10%,21.40%,21.30%,46.50%,14.80%
Andrew Bynum,LAL,24,Jul-00,285,None,USA,2005,1,10,60,18.7,11.8,1.4,2.4,9.60%,23.40%,23.20%,59.40%,7.40%
Andrew Goudelock,LAL,23,3-Jun,200,College of Charleston,USA,2011,2,46,40,4.4,0.8,0.5,-4.2,1.20%,6.10%,21.70%,48.80%,8.50%
Andris Biedrins,GSW,26,Jul-00,242,None,Latvia,2004,1,11,47,1.7,3.7,0.3,-7,6.40%,18.50%,5.10%,58.10%,2.90%
Antawn Jamison,CLE,36,9-Jun,235,North Carolina,USA,1998,1,4,65,17.2,6.3,2,-7,5.30%,13.90%,25.40%,48.10%,11.00%
Anthony Carter,TOR,37,1-Jun,190,Hawaii,USA,Undrafted,Undrafted,Undrafted,24,2,1.4,1.4,-11.6,2.40%,13.50%,15.60%,40.90%,29.60%
Anthony Morrow,NJN,26,5-Jun,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,62,12,2,1,-3.7,1.90%,6.30%,20.60%,53.10%,6.50%
Anthony Parker,CLE,37,6-Jun,210,Bradley,USA,1997,1,21,51,7.2,2.7,2.4,-10,0.80%,10.80%,13.70%,52.30%,14.40%
Anthony Randolph,MIN,22,11-Jun,225,Louisiana State,USA,2008,1,14,34,7.4,3.6,0.6,-2.9,8.10%,14.70%,23.40%,53.20%,6.60%
Anthony Tolliver,MIN,27,8-Jun,240,Creighton,USA,Undrafted,Undrafted,Undrafted,51,4.1,3,0.4,-2.3,5.60%,11.30%,11.90%,50.40%,4.00%
Armon Johnson,NJN,23,3-Jun,195,Nevada,,2010,2,34,9,5.2,1.4,1.2,-4.5,0.70%,9.40%,17.70%,51.50%,16.70%
Arron Afflalo,DEN,26,5-Jun,215,UCLA,USA,2007,1,27,62,15.2,3.2,2.4,1.1,2.00%,7.60%,18.50%,58.40%,11.50%
Austin Daye,DET,24,11-Jun,200,Gonzaga,,2009,1,15,41,4.7,2.2,0.8,-11.7,2.20%,13.80%,21.00%,39.40%,10.00%
Avery Bradley,BOS,21,2-Jun,180,Texas,USA,2010,1,19,64,7.6,1.8,1.4,3.9,2.90%,5.70%,17.70%,55.50%,10.90%
Baron Davis,NYK,33,3-Jun,212,UCLA,USA,1999,1,3,29,6.1,1.9,4.7,3.3,2.40%,7.50%,20.30%,45.70%,34.70%
Ben Gordon,DET,29,3-Jun,200,Connecticut,USA,2004,1,3,52,12.5,2.3,2.4,-6.9,1.00%,8.60%,22.60%,54.90%,17.20%
Ben Uzoh,TOR,24,3-Jun,205,Tulsa,USA,Undrafted,Undrafted,Undrafted,18,4.5,3.7,3.4,1.6,5.30%,12.50%,15.90%,37.70%,28.00%
Ben Wallace,DET,37,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,62,1.4,4.3,0.7,-5.8,8.20%,21.20%,6.70%,39.80%,7.30%
Beno Udrih,MIL,29,3-Jun,203,None,Slovenia,2004,1,28,59,5.9,1.7,3.8,10.3,2.40%,6.60%,17.60%,48.80%,31.70%
Bismack Biyombo,CHA,19,9-Jun,245,None,Democratic Re...,2011,1,7,63,5.2,5.8,0.4,-16,7.50%,17.70%,12.70%,48.00%,3.20%
Blake Ahearn,UTA,28,2-Jun,190,Missouri State,,Undrafted,Undrafted,Undrafted,4,2.5,0.5,0.3,-22,0.00%,7.40%,26.80%,35.70%,6.30%
Blake Griffin,LAC,23,10-Jun,251,Oklahoma,USA,2009,1,1,66,20.7,10.9,3.2,7.5,9.30%,21.70%,26.10%,55.70%,15.60%
Bobby Simmons,LAC,32,6-Jun,235,DePaul,USA,2001,2,41,28,2.9,2,0.4,-2.2,4.00%,9.90%,10.90%,43.00%,3.90%
Boris Diaw,SAS,30,8-Jun,235,None,France,2003,1,21,57,6.4,4.9,3.6,-7.4,4.90%,14.80%,15.00%,49.80%,22.40%
Brad Miller,MIN,36,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,15,2.3,1.3,1.6,-5.4,2.60%,11.00%,13.40%,54.20%,25.50%
Brandan Wright,DAL,24,10-Jun,210,North Carolina,USA,2007,1,8,49,6.9,3.6,0.3,1.3,8.30%,13.40%,16.60%,63.20%,2.90%
Brandon Bass,BOS,27,8-Jun,250,Louisiana State,USA,2005,2,33,59,12.5,6.2,0.9,4.5,5.70%,14.40%,19.40%,52.40%,5.00%
Brandon Jennings,MIL,22,1-Jun,169,None,USA,2009,1,10,66,19.1,3.4,5.5,-2.2,2.00%,7.70%,25.20%,51.40%,26.40%
Brandon Knight,DET,20,3-Jun,189,Kentucky,USA,2011,1,8,66,12.8,3.2,3.8,-6.2,1.60%,9.10%,21.40%,51.10%,20.20%
Brandon Rush,GSW,26,6-Jun,225,Kansas,USA,2008,1,13,65,9.8,3.9,1.4,-2,2.00%,12.60%,15.20%,62.80%,8.10%
Brendan Haywood,DAL,32,Jul-00,263,North Carolina,USA,2001,1,20,54,5.2,6,0.4,0.9,12.30%,16.00%,12.50%,52.00%,2.50%
Brian Cardinal,DAL,35,8-Jun,240,Purdue,USA,2000,2,44,44,1,0.8,0.4,-9.2,1.40%,10.60%,10.20%,37.30%,9.40%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brian Cook,WAS,31,9-Jun,250,Illinois,USA,2003,1,24,32,2.5,2,0.3,-1.4,3.50%,18.50%,18.00%,39.60%,5.60%
Brian Scalabrine,CHI,34,9-Jun,235,Southern California,USA,2001,2,34,28,1.1,0.8,0.5,2.5,6.00%,11.20%,14.20%,49.00%,19.50%
Brian Skinner,MEM,36,9-Jun,255,Baylor,USA,1998,1,22,1,0,0,0,-77.8,0.00%,0.00%,10.00%,0.00%,0.00%
Brook Lopez,NJN,24,Jul-00,265,Stanford,USA,2008,1,10,5,19.2,3.6,1.2,-9,5.50%,7.20%,30.80%,52.70%,9.40%
Byron Mullens,CHA,23,Jul-00,275,Ohio State,USA,2009,1,24,65,9.3,5,0.9,-12.4,6.50%,16.30%,22.00%,47.30%,7.30%
C.J. Watson,CHI,28,2-Jun,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,49,9.7,2.1,4.1,1.9,1.80%,7.20%,22.20%,49.10%,28.30%
CJ Miles,UTA,25,6-Jun,222,None,USA,2005,2,34,56,9.1,2.1,1.2,0.3,2.40%,8.00%,21.70%,48.40%,9.60%
Carl Landry,NOH,28,9-Jun,248,Purdue,USA,2007,2,31,41,12.5,5.2,0.9,-3.4,8.50%,14.80%,23.50%,57.70%,7.10%
Carldell Johnson,NOH,29,10-May,180,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,15,1.8,0.6,1.5,6.2,0.90%,6.80%,17.50%,37.20%,31.40%
Carlos Boozer,CHI,30,9-Jun,266,Duke,USA,2002,2,34,66,15,8.5,1.9,6.8,6.00%,23.10%,23.30%,54.90%,11.20%
Carlos Delfino,MIL,29,6-Jun,230,None,Argentina,2003,1,25,54,9,3.9,2.3,-5.5,1.20%,13.00%,15.40%,51.50%,11.80%
Carmelo Anthony,NYK,28,8-Jun,230,Syracuse,USA,2003,1,3,55,22.6,6.3,3.6,2.9,4.70%,13.90%,31.00%,52.50%,20.90%
Caron Butler,LAC,32,7-Jun,228,Connecticut,USA,2002,1,10,63,12,3.7,1.2,7.3,2.40%,10.30%,20.00%,50.10%,6.50%
Cartier Martin,WAS,27,7-Jun,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,17,9.3,3.4,0.6,4.4,3.10%,11.80%,17.80%,55.50%,4.10%
Chandler Parsons,HOU,23,9-Jun,227,Florida,USA,2011,2,38,63,9.5,4.8,2.1,1.7,5.10%,11.80%,16.20%,51.30%,11.40%
Channing Frye,PHX,29,11-Jun,245,Arizona,USA,2005,1,8,64,10.5,5.9,1.4,5.6,4.60%,17.80%,19.10%,51.90%,7.70%
Charles Jenkins,GSW,23,3-Jun,220,Hofstra,USA,2011,2,44,51,5.8,1.3,3.3,-11.7,0.90%,6.70%,18.30%,48.20%,30.60%
Charlie Villanueva,DET,27,11-Jun,232,Connecticut,USA,2005,1,7,13,7,3.7,0.5,-13.1,4.50%,21.80%,24.10%,48.40%,6.70%
Chase Budinger,HOU,24,7-Jun,218,Arizona,USA,2009,2,44,58,9.6,3.7,1.3,0.3,2.90%,14.30%,18.80%,55.60%,9.30%
Chauncey Billups,LAC,35,3-Jun,210,Colorado,USA,1997,1,3,20,15,2.5,4,7,0.70%,7.70%,22.50%,55.40%,21.00%
Chris Andersen,DEN,33,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,32,5.3,4.6,0.2,3.9,10.10%,19.20%,14.30%,58.30%,1.90%
Chris Bosh,MIA,28,11-Jun,235,Georgia Tech,USA,2003,1,4,57,18,7.9,1.8,9.8,5.40%,17.70%,23.70%,55.10%,8.60%
Chris Duhon,ORL,29,1-Jun,190,Duke,USA,2004,2,38,63,3.8,1.6,2.4,-0.3,1.20%,7.30%,11.10%,55.80%,20.80%
Chris Johnson,NOH,26,11-Jun,210,Louisiana State,USA,Undrafted,Undrafted,Undrafted,27,2,1.5,0.1,-11.5,8.50%,14.00%,15.30%,55.70%,1.70%
Chris Kaman,NOH,30,Jul-00,265,Central Michigan,USA,2003,1,6,47,13.1,7.7,2.1,-1.8,7.10%,20.70%,26.10%,47.80%,13.40%
Chris Paul,LAC,27,Jun-00,175,Wake Forest,USA,2005,1,4,60,19.8,3.6,9.1,7.6,2.00%,8.40%,23.60%,58.10%,41.30%
Chris Singleton,WAS,22,8-Jun,230,Florida State,,2011,1,18,66,4.6,3.5,0.7,-4.3,3.00%,13.40%,11.40%,46.20%,5.10%
Chris Wilcox,BOS,29,10-Jun,235,Maryland,USA,2002,1,8,28,5.4,4.4,0.4,-3.8,8.40%,17.50%,14.50%,61.20%,4.20%
Chris Wright,GSW,23,8-Jun,226,Dayton,USA,Undrafted,Undrafted,Undrafted,24,2.9,1.9,0.2,-3.4,9.40%,13.40%,15.10%,59.70%,3.50%
Christian Eyenga,LAL,23,7-Jun,210,None,Congo,2009,1,30,7,2.4,2,0.7,-18.5,3.50%,9.30%,14.20%,29.80%,9.30%
Chuck Hayes,SAC,29,6-Jun,250,Kentucky,USA,Undrafted,Undrafted,Undrafted,54,3.2,4.3,1.4,-7.6,6.60%,15.80%,10.10%,45.90%,10.90%
Cole Aldrich,OKC,23,11-Jun,240,Kansas,USA,2010,1,11,26,2.2,1.8,0.1,-10.7,8.00%,19.20%,14.90%,59.20%,3.40%
Corey Brewer,DEN,26,9-Jun,188,Florida,USA,2007,1,7,59,8.9,2.5,1.5,1.3,3.40%,8.30%,18.90%,50.50%,10.30%
Corey Maggette,CHA,32,6-Jun,225,Duke,USA,1999,1,13,32,15,3.9,1.2,-15.4,2.20%,12.00%,26.30%,51.70%,8.20%
Cory Higgins,CHA,23,5-Jun,180,Colorado,USA,Undrafted,Undrafted,Undrafted,38,3.9,0.9,0.9,-12.9,1.70%,7.10%,24.50%,40.20%,15.90%
Cory Joseph,SAS,20,3-Jun,185,Texas,Canada,2011,1,29,29,2,0.9,1.2,-9.5,1.80%,8.00%,14.60%,37.40%,18.90%
Courtney Fortson,HOU,24,11-May,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,10,3.5,1.5,1,-19.3,5.10%,9.90%,20.40%,45.30%,22.20%
Courtney Lee,HOU,26,5-Jun,200,Western Kentucky,USA,2008,1,22,58,11.4,2.7,1.5,1.4,1.50%,8.00%,17.20%,53.40%,7.90%
Craig Brackins,PHI,24,10-Jun,230,Iowa State,,2010,1,21,14,1.6,1.1,0.6,-29.9,4.80%,12.00%,18.40%,32.50%,17.40%
Craig Smith,POR,28,7-Jun,265,Boston College,USA,2006,2,36,47,3.3,2.3,0.4,-7.8,6.80%,17.00%,15.30%,55.60%,6.70%
D.J. Augustin,CHA,24,Jun-00,180,Texas,USA,2008,1,9,48,11.1,2.3,6.4,-14.7,1.70%,6.20%,20.50%,49.30%,37.00%
D.J. Kennedy,CLE,22,5-Jun,214,St. John's (NY),USA,Undrafted,Undrafted,Undrafted,2,6,3.5,1.5,-28.8,1.60%,10.00%,13.00%,46.60%,8.80%
DJ White,CHA,25,9-Jun,235,Indiana,USA,2008,1,29,58,6.8,3.6,0.8,-15.3,4.40%,15.70%,17.60%,51.60%,8.00%
DaJuan Summers,NOH,24,8-Jun,240,Georgetown,USA,2009,2,35,15,4.5,1.5,0.7,-6.7,4.00%,8.00%,16.90%,49.30%,8.30%
Daequan Cook,OKC,25,5-Jun,210,Ohio State,USA,2007,1,21,57,5.5,2.1,0.3,4.1,1.30%,10.90%,14.50%,50.90%,2.40%
Dahntay Jones,IND,31,6-Jun,225,Duke,USA,2003,1,20,65,5.3,1.8,1,-4.1,2.10%,9.30%,15.40%,53.30%,10.60%
Damien Wilkins,DET,32,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,60,3.2,1.7,0.7,-1.4,2.40%,8.90%,12.10%,44.50%,7.90%
Damion James,NJN,24,7-Jun,225,Texas,USA,2010,1,24,7,4.9,4.7,0.4,-7.5,3.80%,14.90%,13.70%,42.20%,3.20%
Dan Gadzuric,NYK,34,11-Jun,240,UCLA,Netherlands,2002,2,33,2,0,2.5,0,-7.4,7.70%,33.30%,12.90%,0.00%,0.00%
Daniel Gibson,CLE,26,2-Jun,200,Texas,USA,2006,2,42,35,7.5,2.9,2.2,-3.3,1.10%,9.70%,14.60%,49.30%,13.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Daniel Orton,ORL,21,10-Jun,255,Kentucky,USA,2010,1,29,16,2.8,2.4,0.3,-9.8,10.10%,11.40%,11.90%,54.90%,4.70%
Danilo Gallinari,DEN,23,10-Jun,225,None,Italy,2008,1,6,43,14.6,4.7,2.7,7.8,2.30%,12.80%,20.60%,56.30%,13.10%
Danny Granger,IND,29,8-Jun,228,New Mexico,USA,2005,1,17,62,18.7,5,1.8,7.1,3.90%,10.80%,25.20%,54.20%,9.10%
Danny Green,SAS,25,6-Jun,210,North Carolina,USA,2009,2,46,66,9.1,3.5,1.3,7.7,3.60%,11.20%,16.90%,57.90%,8.60%
Dante Cunningham,MEM,25,8-Jun,230,Villanova,USA,2009,2,33,64,5.2,3.8,0.6,-2,8.10%,14.20%,13.30%,53.80%,5.40%
Darington Hobson,MIL,24,7-Jun,210,New Mexico,USA,2010,2,37,5,0.8,0.6,1.2,8.9,0.00%,8.10%,16.70%,15.40%,25.00%
Darius Morris,LAL,21,4-Jun,190,Michigan,USA,2011,2,41,19,2.4,0.8,1.1,-15.5,1.20%,7.70%,17.90%,50.00%,22.10%
Darko Milicic,MIN,27,Jul-00,275,None,Serbia,2003,1,2,29,4.6,3.3,0.6,-4.9,7.10%,13.00%,16.90%,45.80%,6.20%
Darren Collison,IND,24,Jun-00,160,UCLA,USA,2009,1,21,60,10.4,3.1,4.8,3.6,1.60%,8.20%,16.70%,52.60%,23.90%
Darryl Watkins,NOH,27,11-Jun,258,Syracuse,USA,Undrafted,Undrafted,Undrafted,5,4.6,5.4,0.6,-12.8,9.20%,19.20%,14.90%,52.50%,6.50%
David Lee,GSW,29,9-Jun,240,Florida,USA,2005,1,30,57,20.1,9.6,2.8,-2.6,8.40%,17.90%,25.50%,54.90%,13.20%
David West,IND,31,9-Jun,240,Xavier,USA,2003,1,18,66,12.8,6.6,2.1,5.6,6.20%,16.00%,20.50%,53.10%,12.30%
DeAndre Jordan,LAC,23,11-Jun,265,Texas A&M,USA,2008,2,35,66,7.4,8.3,0.3,5.4,11.60%,19.50%,11.80%,62.60%,1.40%
DeAndre Liggins,ORL,24,6-Jun,209,Kentucky,USA,2011,2,53,17,1.9,0.9,0.3,-26.8,5.20%,9.10%,17.10%,49.50%,9.10%
DeJuan Blair,SAS,23,7-Jun,270,Pittsburgh,USA,2009,2,37,64,9.5,5.5,1.2,1.3,11.50%,14.80%,20.80%,54.90%,9.10%
DeMar DeRozan,TOR,22,7-Jun,216,Southern California,USA,2009,1,9,63,16.7,3.3,2,-2.3,1.90%,8.10%,24.90%,50.30%,10.50%
DeMarcus Cousins,SAC,21,11-Jun,270,Kentucky,USA,2010,1,5,64,18.1,11,1.6,-3.4,12.40%,23.40%,28.50%,49.90%,9.20%
DeMarre Carroll,UTA,25,8-Jun,212,Missouri,USA,2009,1,27,24,4.5,2.2,0.8,-1.9,8.30%,8.10%,15.60%,47.80%,7.80%
DeSagana Diop,CHA,30,Jul-00,280,None,Senegal,2001,1,8,27,1.1,3.1,0.9,-19.1,8.90%,17.00%,8.60%,34.70%,12.40%
DeShawn Stevenson,NJN,31,5-Jun,218,None,USA,2000,1,23,51,2.9,2,0.8,-9.4,0.70%,9.80%,9.10%,41.30%,6.80%
Delonte West,DAL,28,3-Jun,180,Saint Joseph's,,2004,1,24,44,9.6,2.3,3.2,-1.3,1.20%,8.30%,20.00%,53.90%,22.90%
Dennis Horner,NJN,24,9-Jun,230,North Carolina State,USA,Undrafted,Undrafted,Undrafted,8,0.6,0.6,0,-32,9.50%,17.60%,14.00%,43.40%,0.00%
Derek Fisher,OKC,37,1-Jun,210,Arkansas-Little Rock,USA,1996,1,24,63,5.6,1.9,2.7,4.6,0.90%,6.90%,13.40%,46.40%,17.00%
Deron Williams,NJN,28,3-Jun,209,Illinois,USA,2005,1,3,55,21,3.3,8.7,-4.8,1.10%,8.50%,29.30%,52.70%,45.80%
Derrick Brown,CHA,24,8-Jun,233,Xavier,USA,2009,2,40,65,8.1,3.6,1,-13,6.40%,10.40%,16.50%,55.60%,8.60%
Derrick Byars,SAS,28,7-Jun,220,Vanderbilt,USA,2007,2,42,2,5,5.5,0.5,-9.2,11.30%,14.70%,13.40%,39.20%,4.00%
Derrick Favors,UTA,20,10-Jun,248,Georgia Tech,USA,2010,1,3,65,8.8,6.5,0.7,-0.4,11.30%,19.90%,19.90%,53.70%,5.30%
Derrick Rose,CHI,23,3-Jun,190,Memphis,USA,2008,1,1,39,21.8,3.4,7.9,10.4,1.90%,7.30%,29.50%,53.20%,37.90%
Derrick Williams,MIN,21,8-Jun,241,Arizona,USA,2011,1,2,66,8.8,4.7,0.6,-3.3,5.40%,16.10%,20.40%,49.90%,4.60%
Devin Ebanks,LAL,22,9-Jun,215,West Virginia,USA,2010,2,43,24,4,2.3,0.5,0.6,6.50%,7.20%,13.50%,46.50%,4.30%
Devin Harris,UTA,29,3-Jun,192,Wisconsin,USA,2004,1,5,63,11.3,1.8,5,2.9,0.70%,6.00%,19.30%,56.40%,27.10%
Dexter Pittman,MIA,24,11-Jun,285,Texas,USA,2010,2,32,35,3,2,0.3,2.1,9.10%,15.00%,17.80%,49.80%,4.90%
Dirk Nowitzki,DAL,34,Jul-00,245,None,Germany,1998,1,9,62,21.6,6.7,2.2,6.2,2.30%,18.10%,28.20%,56.40%,11.90%
Dominic McGuire,GSW,26,9-Jun,235,Fresno State,USA,2007,2,47,64,3.5,3.8,1.7,-5.9,7.00%,14.80%,11.60%,48.60%,14.60%
Dominique Jones,DAL,23,5-Jun,215,South Florida,USA,2010,1,25,33,2.7,1.3,1.3,-14.4,3.20%,12.20%,19.20%,49.30%,29.80%
Donald Sloan,CLE,24,3-Jun,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,33,5.5,2,3.2,-17.9,2.50%,7.70%,17.50%,43.30%,29.00%
Donte Greene,SAC,24,11-Jun,226,Syracuse,USA,2008,1,28,53,5.4,2.5,0.6,-6.5,2.20%,13.70%,17.70%,49.10%,6.90%
Dorell Wright,GSW,26,9-Jun,205,None,USA,2004,1,19,61,10.3,4.6,1.5,-5,3.70%,13.30%,16.70%,55.30%,8.50%
Drew Gooden,MIL,30,10-Jun,250,Kansas,USA,2002,1,4,56,13.7,6.5,2.6,-4.6,8.60%,16.70%,25.30%,51.20%,16.20%
Dwight Howard,ORL,26,11-Jun,265,None,USA,2004,1,1,54,20.6,14.5,1.9,4.5,10.00%,28.40%,25.80%,56.90%,9.80%
Dwyane Wade,MIA,30,4-Jun,220,Marquette,USA,2003,1,5,49,22.1,4.8,4.6,10.3,5.00%,9.80%,30.40%,55.90%,25.10%
E'Twaun Moore,BOS,23,4-Jun,191,Purdue,USA,2011,2,55,38,2.9,0.9,0.9,3.2,1.20%,8.30%,18.80%,47.40%,18.80%
Earl Barron,GSW,30,Jul-00,250,Memphis,,Undrafted,Undrafted,Undrafted,2,2,0.5,0,-5.8,11.10%,0.00%,20.00%,50.00%,0.00%
Earl Boykins,HOU,36,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,8,4.9,1.4,2.1,-6.1,0.00%,8.10%,20.60%,45.80%,27.40%
Earl Clark,ORL,24,10-Jun,225,Louisville,USA,2009,1,14,45,2.7,2.8,0.4,-15.6,6.20%,17.00%,14.60%,40.50%,5.90%
Earl Watson,UTA,33,1-Jun,199,UCLA,USA,2001,2,39,50,3,2.4,4.3,-0.3,2.90%,9.20%,11.10%,41.30%,30.60%
Ed Davis,TOR,23,10-Jun,232,North Carolina,USA,2010,1,13,66,6.3,6.6,0.9,-8.3,8.80%,20.70%,13.20%,54.40%,6.80%
Eddy Curry,MIA,29,Jul-00,295,None,USA,2001,1,4,14,2.1,0.9,0.1,-39.7,5.30%,10.70%,21.50%,50.80%,2.60%
Eduardo Najera,CHA,35,8-Jun,235,Oklahoma,Mexico,2000,2,38,22,2.6,2.3,0.5,-7.2,4.10%,16.00%,12.20%,44.10%,7.20%
Edwin Ubiles,WAS,25,6-Jun,204,Siena,Puerto Rico,Undrafted,Undrafted,Undrafted,4,3.5,2.5,0.3,-20.3,3.60%,15.70%,17.40%,36.20%,3.60%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Ekpe Udoh,MIL,25,10-Jun,245,Baylor,USA,2010,1,6,61,5.6,4.2,0.9,8.8,7.80%,11.60%,13.70%,49.30%,6.40%
Elliot Williams,POR,23,5-Jun,180,Memphis,,2010,1,22,24,3.7,0.8,0.3,-8.9,4.90%,7.80%,24.90%,53.70%,7.70%
Elton Brand,PHI,33,9-Jun,254,Duke,USA,1999,1,1,60,11,7.2,1.6,6.1,8.60%,16.20%,18.70%,52.10%,9.20%
Emeka Okafor,NOH,29,10-Jun,255,Connecticut,USA,2004,1,2,27,9.9,7.9,0.9,-8.1,9.20%,20.00%,17.00%,53.90%,5.50%
Enes Kanter,UTA,20,11-Jun,267,Kentucky,Turkey,2011,1,3,66,4.6,4.2,0.1,-7.9,11.80%,20.20%,16.20%,53.90%,1.60%
Eric Bledsoe,LAC,22,1-Jun,195,Kentucky,USA,2010,1,18,40,3.3,1.6,1.7,2.8,5.00%,9.80%,18.90%,45.40%,22.80%
Eric Dawson,SAS,27,9-Jun,250,Midwestern State,USA,Undrafted,Undrafted,Undrafted,4,3.8,2.5,0,-27.1,12.20%,14.70%,16.70%,58.20%,0.00%
Eric Gordon,NOH,23,3-Jun,215,Indiana,USA,2008,1,7,9,20.6,2.8,3.4,5.4,0.80%,8.00%,28.40%,54.90%,17.20%
Eric Maynor,OKC,25,3-Jun,175,Virginia Commonwealth,USA,2009,1,20,9,4.2,1.4,2.4,7.3,2.40%,6.70%,17.60%,46.60%,25.60%
Erick Dampier,ATL,36,11-Jun,265,Mississippi State,USA,1996,1,10,15,0.1,1.7,0.3,2.4,12.80%,20.80%,5.70%,12.50%,6.10%
Ersan Ilyasova,MIL,25,10-Jun,235,None,Turkey,2005,2,36,60,13,8.8,1.2,1.5,11.00%,20.20%,19.60%,57.70%,6.90%
Evan Turner,PHI,23,7-Jun,205,Ohio State,USA,2010,1,2,65,9.4,5.8,2.8,1.6,1.60%,20.50%,19.50%,47.80%,16.40%
Francisco Elson,PHI,36,Jul-00,240,California,Netherlands,1999,2,41,5,0.4,0.2,0.2,-46.2,0.00%,5.90%,11.10%,33.30%,11.10%
