PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bobby Brown,LAC,25,2-Jun,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,45,4.8,0.8,2,-8.7,1.70%,5.80%,24.70%,44.10%,28.90%
Bobby Simmons,NJN,30,6-Jun,230,DePaul,USA,2001,2,41,23,5.3,2.7,0.7,-5.9,2.60%,14.00%,16.00%,48.50%,6.50%
Boris Diaw,CHA,28,8-Jun,235,None,France,2003,1,21,82,11.3,5.2,4,3,4.90%,10.50%,16.00%,55.20%,18.50%
Brad Miller,CHI,34,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,82,8.8,4.9,1.9,-0.6,4.30%,16.20%,17.40%,53.00%,12.20%
Brandon Bass,ORL,25,8-Jun,250,Louisiana State,USA,2005,2,33,50,5.8,2.5,0.4,3.4,8.60%,11.30%,19.70%,55.60%,4.80%
Brandon Jennings,MIL,20,1-Jun,169,None,USA,2009,1,10,82,15.5,3.4,5.7,3,1.80%,9.50%,25.50%,47.50%,29.80%
Brandon Roy,POR,25,6-Jun,211,Washington,USA,2006,1,6,65,21.5,4.4,4.7,5.4,3.30%,9.40%,26.30%,56.80%,22.80%
Brandon Rush,IND,24,6-Jun,210,Kansas,USA,2008,1,13,82,9.4,4.2,1.4,-3.1,1.60%,11.90%,14.60%,52.20%,7.00%
Brendan Haywood,DAL,30,Jul-00,263,North Carolina,USA,2001,1,20,77,9.1,9.3,0.6,1,12.10%,18.60%,13.10%,58.80%,2.80%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brian Cardinal,MIN,33,8-Jun,240,Purdue,USA,2000,2,44,29,1.7,1,0.8,-10,2.60%,8.60%,8.10%,54.60%,13.10%
Brian Cook,HOU,29,9-Jun,250,Illinois,USA,2003,1,24,15,1.4,0.6,0.1,-27.3,1.70%,17.40%,26.20%,40.30%,5.00%
Brian Scalabrine,BOS,32,9-Jun,235,Southern California,USA,2001,2,34,52,1.5,0.9,0.5,-7.3,2.00%,9.40%,10.20%,44.50%,9.20%
Brian Skinner,LAC,34,9-Jun,255,Baylor,USA,1998,1,22,16,1.6,1.7,0,-14.9,7.20%,16.80%,12.90%,45.60%,0.00%
Brook Lopez,NJN,22,Jul-00,265,Stanford,USA,2008,1,10,82,18.8,8.6,2.3,-9.9,9.00%,15.70%,23.20%,57.00%,11.60%
Byron Mullens,OKC,21,Jul-00,275,Ohio State,USA,2009,1,24,13,1.1,0.8,0.1,-30.2,5.60%,12.10%,18.40%,36.80%,3.00%
C.J. Watson,GSW,26,2-Jun,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,65,10.3,2.6,2.8,0.2,1.50%,8.00%,15.60%,55.50%,14.30%
CJ Miles,UTA,23,6-Jun,227,None,USA,2005,2,34,63,9.9,2.7,1.7,5.9,2.90%,8.80%,19.70%,51.50%,10.40%
Carl Landry,SAC,26,9-Jun,248,Purdue,USA,2007,2,31,80,16.8,5.9,0.8,-1.9,7.60%,11.90%,22.30%,60.00%,4.80%
Carlos Arroyo,MIA,30,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,72,6.1,1.8,3.1,1.6,1.80%,6.90%,13.90%,52.90%,23.00%
Carlos Boozer,UTA,28,9-Jun,266,Duke,USA,2002,2,34,78,19.5,11.2,3.2,5.5,7.40%,27.10%,24.40%,59.90%,15.50%
Carlos Delfino,MIL,27,6-Jun,230,None,Argentina,2003,1,25,75,11,5.3,2.7,2.2,2.20%,16.50%,17.90%,52.60%,14.00%
Carmelo Anthony,DEN,26,8-Jun,230,Syracuse,USA,2003,1,3,69,28.2,6.6,3.2,5.8,5.80%,11.50%,32.60%,54.80%,15.90%
Caron Butler,DAL,30,7-Jun,228,Connecticut,USA,2002,1,10,74,16.3,6.2,2.1,-0.8,3.80%,13.20%,21.50%,50.70%,9.20%
Cartier Martin,WAS,25,7-Jun,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,18,7.8,3.8,0.9,-0.6,6.10%,11.10%,18.00%,47.30%,6.50%
Cedric Jackson,WAS,24,3-Jun,190,Cleveland State,USA,Undrafted,Undrafted,Undrafted,12,1.7,0.7,1.2,-4.5,2.60%,7.40%,20.80%,39.60%,33.30%
Channing Frye,PHX,27,11-Jun,245,Arizona,USA,2005,1,8,81,11.2,5.3,1.4,8.1,3.30%,15.80%,16.60%,59.80%,7.20%
Charlie Bell,MIL,31,3-Jun,200,Michigan State,,Undrafted,Undrafted,Undrafted,71,6.5,1.9,1.5,1.9,1.80%,6.60%,14.50%,48.60%,9.70%
Charlie Villanueva,DET,25,11-Jun,232,Connecticut,USA,2005,1,7,78,11.9,4.7,0.7,-8.5,4.60%,17.40%,23.30%,52.60%,5.30%
Chase Budinger,HOU,22,7-Jun,218,Arizona,USA,2009,2,44,74,8.9,3,1.2,0.1,2.40%,12.90%,18.40%,54.50%,9.60%
Chauncey Billups,DEN,33,3-Jun,202,Colorado,USA,1997,1,3,73,19.5,3.1,5.6,4.6,1.00%,8.20%,23.80%,60.10%,27.00%
Chris Andersen,DEN,31,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,76,5.9,6.4,0.4,10,9.10%,19.10%,10.60%,63.10%,2.80%
Chris Bosh,TOR,26,10-Jun,230,Georgia Tech,USA,2003,1,4,70,24,10.8,2.4,0.2,8.90%,22.30%,28.30%,59.20%,11.60%
Chris Douglas-Roberts,NJN,23,7-Jun,210,Memphis,USA,2008,2,40,67,9.8,3,1.4,-10.8,2.60%,9.60%,19.10%,51.20%,9.90%
Chris Duhon,NYK,27,1-Jun,190,Duke,USA,2004,2,38,67,7.4,2.7,5.6,-3.3,1.40%,7.80%,12.90%,50.10%,25.80%
Chris Hunter,GSW,25,11-Jun,240,Michigan,USA,Undrafted,Undrafted,Undrafted,60,4.5,2.8,0.6,0.3,6.90%,14.60%,14.60%,54.60%,6.50%
Chris Kaman,LAC,28,Jul-00,265,Central Michigan,USA,2003,1,6,76,18.5,9.3,1.6,-5.4,7.30%,19.90%,26.60%,52.70%,8.60%
Chris Paul,NOH,25,Jun-00,175,Wake Forest,USA,2005,1,4,45,18.7,4.2,10.7,0.8,1.20%,10.50%,22.20%,58.40%,45.60%
Chris Quinn,NJN,26,2-Jun,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,25,2.2,0.6,1.2,-8.3,0.50%,6.90%,14.00%,47.70%,23.20%
Chris Richard,CHI,25,9-Jun,256,Florida,USA,2007,2,41,18,2.1,3.3,0.4,-4.2,8.00%,18.60%,9.30%,54.70%,5.10%
Chris Wilcox,DET,27,10-Jun,235,Maryland,USA,2002,1,8,34,4.5,3.4,0.4,-16.4,9.80%,19.40%,18.50%,53.20%,5.10%
Chuck Hayes,HOU,27,6-Jun,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,82,4.4,5.7,1.7,0.9,8.70%,18.90%,10.90%,50.00%,11.00%
Chucky Atkins,DET,35,11-May,185,South Florida,USA,Undrafted,Undrafted,Undrafted,40,4,0.7,2.3,-4.2,0.80%,4.50%,13.60%,47.70%,22.00%
Coby Karl,GSW,27,5-Jun,215,Boise State,,Undrafted,Undrafted,Undrafted,7,4,2.6,2.1,-13.4,3.20%,13.10%,16.50%,40.40%,19.70%
Corey Brewer,MIN,24,9-Jun,188,Florida,USA,2007,1,7,82,13,3.4,2.4,-9.9,2.80%,8.80%,21.10%,50.20%,12.20%
Corey Maggette,GSW,30,6-Jun,225,Duke,USA,1999,1,13,70,19.8,5.3,2.5,-6.1,4.50%,13.90%,26.40%,61.50%,13.30%
Courtney Lee,NJN,24,5-Jun,200,Western Kentucky,USA,2008,1,22,71,12.5,3.5,1.7,-8.5,2.60%,8.90%,17.40%,52.50%,8.60%
Craig Smith,LAC,26,7-Jun,250,Boston College,USA,2006,2,36,75,7.8,3.8,1.1,-2.8,8.10%,16.00%,21.20%,59.90%,12.40%
D.J. Augustin,CHA,22,Jun-00,180,Texas,USA,2008,1,9,80,6.4,1.2,2.4,0.6,0.80%,6.00%,17.10%,51.60%,23.20%
DJ Mbenga,LAL,29,Jul-00,255,None,,Undrafted,Undrafted,Undrafted,49,2.1,1.8,0.2,-3.3,8.60%,14.70%,15.90%,47.10%,3.70%
DJ White,OKC,23,9-Jun,251,Indiana,USA,2008,1,29,12,4.9,1.9,0.3,3.8,10.30%,13.00%,19.80%,65.00%,6.90%
DaJuan Summers,DET,22,8-Jun,240,Georgetown,USA,2009,2,35,44,3,1,0.4,-11.5,3.30%,8.40%,17.60%,45.70%,7.00%
Daequan Cook,MIA,23,5-Jun,210,Ohio State,USA,2007,1,21,45,5,1.8,1,-2.5,1.30%,10.40%,18.80%,42.20%,10.90%
Dahntay Jones,IND,29,6-Jun,210,Duke,USA,2003,1,20,76,10.2,3,2,-5.3,2.50%,9.30%,19.60%,52.70%,13.30%
Damien Wilkins,MIN,30,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,80,5.6,3.1,1.7,-8,4.40%,11.30%,13.60%,51.50%,12.60%
Dan Gadzuric,MIL,32,11-Jun,245,UCLA,Netherlands,2002,2,33,32,2.8,2.9,0.4,5.9,10.80%,17.70%,15.40%,44.00%,6.10%
Daniel Gibson,CLE,24,2-Jun,200,Texas,USA,2006,2,42,56,6.3,1.3,1.3,6.4,1.30%,5.40%,13.80%,61.30%,10.40%
Danilo Gallinari,NYK,21,10-Jun,225,None,Italy,2008,1,6,81,15.1,4.9,1.7,-2.4,2.40%,12.70%,19.00%,57.50%,7.70%
Danny Granger,IND,27,8-Jun,228,New Mexico,USA,2005,1,17,62,24.1,5.5,2.8,-0.1,2.90%,11.90%,28.10%,56.40%,13.40%
Danny Green,CLE,23,6-Jun,210,North Carolina,USA,2009,2,46,20,2,0.9,0.3,-8.1,7.10%,7.50%,17.20%,48.00%,7.40%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Dante Cunningham,POR,23,8-Jun,230,Villanova,USA,2009,2,33,63,3.9,2.5,0.2,4.9,8.00%,16.30%,15.90%,51.70%,3.20%
Darius Songaila,NOH,32,9-Jun,248,Wake Forest,Lithuania,2002,2,49,75,7.2,3.1,0.9,-2.6,4.40%,13.70%,19.30%,52.20%,8.10%
Darko Milicic,MIN,25,Jul-00,275,None,Serbia,2003,1,2,32,6.7,4.7,1.5,-7.6,6.60%,16.30%,15.60%,49.70%,10.50%
Darnell Jackson,MIL,24,9-Jun,253,Kansas,,2008,2,52,28,0.8,0.8,0.1,-17.8,8.00%,9.60%,16.50%,35.20%,5.60%
Darrell Arthur,MEM,22,9-Jun,235,Kansas,USA,2008,1,27,32,4.5,3.4,0.5,-12,7.50%,16.40%,16.60%,44.90%,5.20%
Darren Collison,NOH,22,Jun-00,160,UCLA,USA,2009,1,21,76,12.4,2.5,5.7,-3.7,2.00%,7.70%,22.60%,54.60%,32.30%
David Andersen,HOU,30,11-Jun,245,None,USA,2002,2,36,63,5.8,3.3,0.7,1.8,5.90%,17.70%,19.80%,49.70%,8.40%
David Lee,NYK,27,9-Jun,250,Florida,USA,2005,1,30,81,20.2,11.7,3.6,-3.7,7.70%,24.90%,23.50%,58.40%,17.20%
David West,NOH,29,9-Jun,240,Xavier,USA,2003,1,18,81,19,7.5,3,-2.6,5.80%,15.90%,23.80%,56.00%,13.50%
DeAndre Jordan,LAC,21,11-Jun,250,Texas A&M,USA,2008,2,35,70,4.8,5,0.3,-9.8,11.10%,21.80%,14.40%,57.10%,2.90%
DeJuan Blair,SAS,21,7-Jun,265,Pittsburgh,USA,2009,2,37,82,7.8,6.4,0.8,3.1,13.90%,22.10%,19.50%,56.40%,7.00%
DeMar DeRozan,TOR,20,7-Jun,220,Southern California,USA,2009,1,9,77,8.6,2.9,0.7,-6.8,4.20%,9.70%,17.80%,55.40%,4.80%
DeMarre Carroll,MEM,23,8-Jun,212,Missouri,USA,2009,1,27,71,2.9,2.1,0.5,-2.3,6.80%,11.80%,13.90%,42.60%,5.90%
DeSagana Diop,CHA,28,Jul-00,280,None,Senegal,2001,1,8,27,1.2,2.4,0.2,3.3,10.50%,15.90%,7.70%,48.50%,2.80%
DeShawn Stevenson,DAL,29,5-Jun,218,None,USA,2000,1,23,64,2.1,1.4,0.9,-5,1.30%,9.20%,10.40%,38.10%,9.00%
Delonte West,CLE,26,3-Jun,180,Saint Joseph's,,2004,1,24,60,8.8,2.8,3.3,6.9,2.10%,9.30%,17.90%,53.00%,21.00%
Derek Fisher,LAL,35,1-Jun,210,Arkansas-Little Rock,USA,1996,1,24,82,7.5,2.1,2.5,7.5,1.20%,6.50%,13.60%,49.90%,12.50%
Deron Williams,UTA,26,3-Jun,207,Illinois,USA,2005,1,3,76,18.7,4,10.5,8.4,2.00%,9.30%,23.70%,57.40%,42.90%
Derrick Brown,CHA,22,8-Jun,227,Xavier,USA,2009,2,40,57,3.3,1.4,0.3,-0.8,6.20%,8.70%,16.20%,52.00%,6.10%
Derrick Rose,CHI,21,3-Jun,190,Memphis,USA,2008,1,1,78,20.8,3.8,6,-0.4,2.30%,7.60%,26.70%,53.20%,29.70%
Desmond Mason,SAC,32,5-Jun,222,Oklahoma State,USA,2000,1,17,5,2.6,2.6,0.4,-34.5,5.40%,18.40%,12.10%,47.20%,5.10%
Devean George,GSW,32,8-Jun,235,Augsburg,USA,1999,1,23,45,5.4,2.5,0.7,1.1,2.70%,12.30%,12.90%,56.00%,5.70%
Devin Brown,CHI,31,5-Jun,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,50,8,2.5,1.3,-1,2.60%,8.90%,19.10%,50.00%,9.50%
Devin Harris,NJN,27,3-Jun,190,Wisconsin,USA,2004,1,5,64,16.9,3.2,6.6,-10.6,1.10%,8.80%,24.60%,51.20%,33.20%
Dirk Nowitzki,DAL,32,Jul-00,245,None,Germany,1998,1,9,81,25,7.7,2.7,5.5,2.80%,17.80%,28.20%,57.80%,12.80%
Dominic McGuire,SAC,24,9-Jun,220,Fresno State,USA,2007,2,47,51,0.7,1.5,0.2,-18.9,6.90%,16.80%,10.00%,34.50%,5.90%
Donte Greene,SAC,22,11-Jun,226,Syracuse,USA,2008,1,28,76,8.5,3.1,0.9,-4.5,3.30%,11.20%,18.70%,52.60%,6.70%
Dorell Wright,MIA,24,9-Jun,210,None,USA,2004,1,19,72,7.1,3.3,1.3,0.8,3.50%,12.90%,15.10%,56.70%,10.20%
Drew Gooden,LAC,28,10-Jun,250,Kansas,USA,2002,1,4,70,10.9,7.7,0.7,-8.3,12.20%,19.90%,20.40%,54.70%,4.50%
Dwayne Jones,PHX,27,10-Jun,251,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,2,0,1,0,-17.6,0.00%,33.30%,0.00%,0.00%,0.00%
Dwight Howard,ORL,24,11-Jun,265,None,USA,2004,1,1,82,18.3,13.2,1.8,11.8,11.00%,28.00%,24.00%,63.00%,8.70%
Dwyane Wade,MIA,28,4-Jun,220,Marquette,USA,2003,1,5,77,26.6,4.8,6.5,6.4,4.10%,9.80%,33.60%,56.20%,33.40%
Earl Barron,NYK,28,Jul-00,250,Memphis,,Undrafted,Undrafted,Undrafted,7,11.7,11,1.1,2.4,14.20%,23.20%,18.00%,50.80%,5.00%
Earl Boykins,WAS,34,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,67,6.6,1.1,2.6,-11.3,1.50%,5.50%,19.80%,49.80%,26.90%
Earl Clark,PHX,22,10-Jun,225,Louisville,USA,2009,1,14,51,2.7,1.2,0.4,-4.3,4.70%,10.90%,20.60%,42.00%,9.30%
Earl Watson,IND,31,1-Jun,185,UCLA,USA,2001,2,39,79,7.8,3,5.1,-2,2.30%,7.70%,14.60%,51.70%,25.70%
Eddie House,NYK,32,1-Jun,175,Arizona State,USA,2000,2,37,68,7,1.6,1.3,0.9,1.10%,8.10%,19.10%,49.50%,11.50%
Eddy Curry,NYK,27,Jul-00,295,None,USA,2001,1,4,7,3.7,1.9,0,-18.4,6.00%,14.10%,27.30%,45.60%,0.00%
Eduardo Najera,DAL,33,8-Jun,235,Oklahoma,Mexico,2000,2,38,46,3.4,2.5,0.6,-3.1,4.90%,12.90%,11.50%,50.10%,6.10%
Elton Brand,PHI,31,9-Jun,254,Duke,USA,1999,1,1,76,13.1,6.1,1.4,-1.6,8.20%,13.10%,21.30%,51.80%,7.80%
Emeka Okafor,NOH,27,10-Jun,255,Connecticut,USA,2004,1,2,82,10.4,9,0.7,-2.5,10.80%,22.10%,16.80%,54.70%,3.50%
Eric Gordon,LAC,21,3-Jun,222,Indiana,USA,2008,1,7,62,16.9,2.6,3,-5.2,1.20%,6.20%,21.00%,57.10%,13.50%
Eric Maynor,OKC,23,3-Jun,175,Virginia Commonwealth,USA,2009,1,20,81,4.7,1.6,3.3,1.8,1.80%,8.40%,16.60%,47.80%,33.90%
Erick Dampier,DAL,34,11-Jun,265,Mississippi State,USA,1996,1,10,55,6,7.3,0.6,6.6,10.70%,20.60%,11.40%,63.70%,3.50%
Ersan Ilyasova,MIL,23,10-Jun,235,None,Turkey,2005,2,36,81,10.4,6.4,1,5.4,7.90%,19.80%,20.00%,52.60%,7.20%
Etan Thomas,OKC,32,10-Jun,260,Syracuse,USA,2000,1,12,23,3.3,2.8,0,-4.2,6.30%,15.60%,13.30%,48.30%,0.50%
Fabricio Oberto,WAS,35,10-Jun,245,None,Argentina,Undrafted,Undrafted,Undrafted,57,1.5,1.8,0.9,-2.8,5.50%,11.40%,7.00%,65.40%,11.20%
Flip Murray,CHI,30,3-Jun,200,Shaw,USA,2002,2,41,75,9.9,2.4,1.8,0.8,1.80%,9.30%,23.20%,48.50%,14.10%
Francisco Elson,PHI,34,Jul-00,240,California,Netherlands,1999,2,41,12,1,1.2,0.2,3.1,8.80%,15.70%,12.20%,34.90%,4.90%
Francisco Garcia,SAC,28,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,25,8.1,2.6,1.8,-1.3,1.80%,9.80%,15.50%,55.00%,11.90%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Garrett Temple,SAS,24,6-Jun,190,Louisiana State,USA,Undrafted,Undrafted,Undrafted,27,5,1.1,0.8,-0.6,1.80%,7.20%,19.20%,55.30%,10.40%
George Hill,SAS,24,2-Jun,180,Indiana Purdue-Indianapolis,USA,2008,1,26,78,12.4,2.6,2.9,4.6,1.90%,7.50%,18.50%,57.20%,15.40%
Gerald Henderson,CHA,22,5-Jun,215,Duke,USA,2009,1,12,43,2.6,1.3,0.3,-1.6,4.20%,11.00%,17.10%,45.30%,7.10%
Gerald Wallace,CHA,27,7-Jun,220,Alabama,USA,2001,1,25,76,18.2,10,2.1,2.6,5.20%,20.60%,20.10%,58.60%,9.00%
Gilbert Arenas,WAS,28,4-Jun,215,Arizona,USA,2001,2,30,32,22.6,4.2,7.2,-3.2,1.40%,10.00%,30.40%,51.10%,35.10%
Glen Davis,BOS,24,9-Jun,289,Louisiana State,USA,2007,2,35,54,6.3,3.8,0.6,-4.8,11.50%,12.40%,19.10%,50.00%,6.40%
Goran Dragic,PHX,24,3-Jun,190,None,Slovenia,2008,2,45,80,7.9,2.1,3,2.7,2.80%,9.10%,20.40%,56.60%,26.40%
Grant Hill,PHX,37,8-Jun,225,Duke,USA,1994,1,3,81,11.3,5.5,2.4,3.3,3.30%,14.30%,16.50%,56.10%,11.10%
Greg Oden,POR,22,Jul-00,285,Ohio State,USA,2007,1,1,21,11.1,8.5,0.9,10.2,14.40%,24.00%,20.40%,64.70%,6.60%
Hakim Warrick,CHI,27,9-Jun,219,Syracuse,USA,2005,1,19,76,9.6,4.1,0.7,-4.3,8.00%,12.60%,21.30%,54.70%,5.80%
Hamed Haddadi,MEM,25,2-Jul,265,None,Iran,Undrafted,Undrafted,Undrafted,36,1.7,2.1,0.3,-11.5,10.00%,20.00%,15.30%,44.10%,6.40%
Hasheem Thabeet,MEM,23,3-Jul,267,Connecticut,Tanzania,2009,1,2,68,3.1,3.6,0.2,-2.6,9.20%,17.90%,10.30%,60.50%,1.80%
Hedo Turkoglu,TOR,31,10-Jun,220,None,Turkey,2000,1,16,74,11.3,4.6,4.1,-2.9,2.00%,13.50%,17.90%,54.00%,19.90%
