PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Dominique Jones,DAL,22,5-Jun,215,South Florida,USA,2010,1,25,18,2.3,1.4,1.1,-7.9,4.50%,14.70%,21.10%,40.00%,24.10%
Donte Greene,SAC,23,11-Jun,226,Syracuse,USA,2008,1,28,69,5.8,2.1,0.7,-4.2,4.20%,8.70%,17.70%,48.20%,6.60%
Dorell Wright,GSW,25,9-Jun,205,None,USA,2004,1,19,82,16.4,5.3,3,-1.7,2.80%,11.20%,19.00%,53.90%,11.40%
Drew Gooden,MIL,29,10-Jun,250,Kansas,USA,2002,1,4,35,11.3,6.8,1.3,-1.5,8.50%,20.70%,24.30%,48.70%,10.80%
Dwight Howard,ORL,25,11-Jun,265,None,USA,2004,1,1,78,22.9,14.1,1.4,8.8,11.30%,26.80%,27.10%,61.60%,6.70%
Dwyane Wade,MIA,29,4-Jun,220,Marquette,USA,2003,1,5,76,25.5,6.4,4.6,10.5,4.90%,12.70%,30.70%,58.10%,22.30%
Earl Barron,POR,29,Jul-00,250,Memphis,,Undrafted,Undrafted,Undrafted,21,3.8,3.6,0.5,-5.7,10.80%,16.40%,18.10%,36.10%,5.40%
Earl Boykins,MIL,35,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,57,7.2,1,2.5,2.8,1.80%,4.80%,23.30%,52.60%,30.10%
Earl Clark,ORL,23,10-Jun,225,Louisville,USA,2009,1,14,42,3.9,2.4,0.2,-6.1,8.00%,13.60%,19.20%,45.60%,3.50%
Earl Watson,UTA,32,1-Jun,195,UCLA,USA,2001,2,39,80,4.3,2.3,3.5,0.8,3.60%,9.10%,13.40%,50.00%,26.00%
Ed Davis,TOR,22,10-Jun,215,North Carolina,USA,2010,1,13,65,7.7,7.1,0.6,-9.9,10.70%,19.00%,13.00%,58.30%,3.90%
Eddie House,MIA,33,1-Jun,190,Arizona State,USA,2000,2,37,56,6.5,1.6,1.1,4.8,1.00%,8.30%,16.80%,53.50%,10.40%
Eduardo Najera,CHA,34,8-Jun,235,Oklahoma,Mexico,2000,2,38,31,2.2,1.4,0.6,2.5,3.90%,7.80%,11.10%,44.90%,8.90%
Ekpe Udoh,GSW,24,10-Jun,245,Baylor,USA,2010,1,6,58,4.1,3.1,0.7,5.9,7.80%,9.70%,12.70%,47.20%,5.10%
Elton Brand,PHI,32,9-Jun,254,Duke,USA,1999,1,1,81,15,8.3,1.5,2.6,8.70%,16.40%,19.50%,55.30%,7.00%
Emeka Okafor,NOH,28,10-Jun,255,Connecticut,USA,2004,1,2,72,10.3,9.5,0.6,4,11.00%,22.00%,15.60%,58.40%,2.90%
Eric Bledsoe,LAC,21,1-Jun,195,Kentucky,USA,2010,1,18,81,6.7,2.8,3.6,-6,3.80%,8.60%,17.40%,49.90%,25.40%
Eric Gordon,LAC,22,3-Jun,215,Indiana,USA,2008,1,7,56,22.3,2.9,4.4,0,2.20%,5.70%,25.70%,56.60%,19.70%
Eric Maynor,OKC,24,3-Jun,175,Virginia Commonwealth,USA,2009,1,20,82,4.2,1.5,2.9,8.4,2.30%,8.00%,16.20%,48.50%,31.30%
Erick Dampier,MIA,35,11-Jun,265,Mississippi State,USA,1996,1,10,51,2.5,3.5,0.4,6.2,7.40%,14.80%,7.80%,59.10%,3.90%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Ersan Ilyasova,MIL,24,10-Jun,235,None,Turkey,2005,2,36,60,9.5,6.1,0.9,2.1,6.90%,19.00%,18.50%,51.60%,6.40%
Etan Thomas,ATL,33,10-Jun,260,Syracuse,USA,2000,1,12,13,2.5,1.8,0.2,-13.7,7.00%,21.80%,17.60%,58.00%,5.00%
Evan Turner,PHI,22,7-Jun,205,Ohio State,USA,2010,1,2,78,7.2,3.9,2,-1.6,2.40%,14.90%,16.20%,48.40%,13.70%
Fabricio Oberto,POR,36,10-Jun,245,None,Argentina,Undrafted,Undrafted,Undrafted,5,1.4,1.4,0,-17.3,6.50%,8.30%,8.30%,59.50%,0.00%
Francisco Elson,UTA,35,Jul-00,240,California,Netherlands,1999,2,41,62,2.2,1.9,0.5,-3.9,6.00%,14.60%,11.80%,52.90%,9.00%
Francisco Garcia,SAC,29,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,58,9.7,2.3,1.2,-4.5,1.60%,8.20%,16.90%,55.10%,7.90%
Gani Lawal,PHX,22,9-Jun,234,Georgia Tech,USA,2010,2,46,1,0,0,0,-50,0.00%,0.00%,0.00%,0.00%,0.00%
Garret Siler,PHX,24,11-Jun,305,Augusta State,USA,Undrafted,Undrafted,Undrafted,21,2.1,1.3,0.1,-6.7,15.00%,13.60%,19.30%,55.30%,4.10%
Garrett Temple,CHA,25,6-Jun,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,24,2.4,1,1.3,-7.6,0.50%,10.60%,19.80%,37.80%,20.90%
Gary Forbes,DEN,26,7-Jun,220,Massachusetts,Panama,Undrafted,Undrafted,Undrafted,63,5.2,1.8,0.8,-2.3,3.50%,11.10%,18.50%,52.40%,9.40%
Gary Neal,SAS,26,4-Jun,210,Towson,USA,Undrafted,Undrafted,Undrafted,80,9.8,2.5,1.2,2.2,1.30%,10.60%,19.90%,57.80%,9.40%
George Hill,SAS,25,2-Jun,180,Indiana Purdue-Indianapolis,USA,2008,1,26,76,11.6,2.6,2.5,6.9,1.20%,8.30%,17.80%,58.80%,14.20%
Gerald Henderson,CHA,23,4-Jun,215,Duke,USA,2009,1,12,68,9.6,3,1.5,-2.7,3.10%,9.90%,19.80%,50.90%,10.60%
