PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Arinze Onuaku,ORL,29,9-Jun,255,Syracuse,USA,Undrafted,Undrafted,Undrafted,8,0.5,0.8,0.3,-26.3,6.50%,16.70%,9.50%,50.00%,14.30%
Aron Baynes,DET,30,10-Jun,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,75,4.9,4.4,0.4,6.3,9.30%,18.30%,13.80%,57.00%,3.90%
Arron Afflalo,SAC,31,5-Jun,210,UCLA,USA,2007,1,27,61,8.4,2,1.3,-8.4,0.60%,7.70%,14.20%,55.90%,7.70%
Austin Rivers,LAC,24,4-Jun,200,Duke,USA,2012,1,10,74,12,2.2,2.8,-0.3,1.00%,6.80%,19.70%,54.50%,15.50%
Avery Bradley,BOS,26,2-Jun,180,Texas,USA,2010,1,19,55,16.3,6.1,2.2,1.7,3.50%,14.30%,21.40%,54.80%,10.70%
Axel Toupane,NOP,24,7-Jun,210,None,France,Undrafted,Undrafted,Undrafted,4,2.8,0.3,0,-12.3,0.00%,2.00%,8.30%,61.10%,0.00%
Ben Bentil,DAL,22,9-Jun,235,Providence,Ghana,2016,2,51,3,0,0.7,0,-55.6,0.00%,20.00%,16.00%,0.00%,0.00%
Ben McLemore,SAC,24,5-Jun,195,Kansas,USA,2013,1,7,61,8.1,2.1,0.8,-6,1.70%,9.60%,19.60%,53.80%,6.80%
Beno Udrih,DET,34,3-Jun,205,None,Slovenia,2004,1,28,39,5.8,1.5,3.4,7.6,1.10%,8.90%,19.40%,53.50%,36.40%
Bismack Biyombo,ORL,24,9-Jun,255,None,Democratic Re...,2011,1,7,81,6,7,0.9,-9.1,8.30%,22.70%,13.20%,54.60%,6.50%
Blake Griffin,LAC,28,10-Jun,251,Oklahoma,USA,2009,1,1,61,21.6,8.1,4.9,10.5,5.70%,18.10%,27.50%,56.90%,23.50%
Boban Marjanovic,DET,28,3-Jul,290,None,Serbia,Undrafted,Undrafted,Undrafted,35,5.5,3.7,0.3,5.5,14.50%,28.50%,23.80%,60.60%,5.40%
Bobby Brown,HOU,32,2-Jun,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,25,2.5,0.2,0.6,-15.6,0.00%,4.40%,21.80%,50.90%,17.50%
Bobby Portis,CHI,22,11-Jun,246,Arkansas,USA,2015,1,22,64,6.8,4.6,0.5,-3.8,7.00%,22.00%,18.80%,54.50%,5.90%
Bojan Bogdanovic,WAS,28,8-Jun,225,None,Croatia,2011,2,31,81,13.7,3.4,1.4,-6.3,1.80%,11.10%,21.80%,58.50%,8.60%
Boris Diaw,UTA,35,8-Jun,250,None,France,2003,1,21,73,4.6,2.2,2.3,-0.2,3.90%,9.00%,15.20%,49.40%,20.70%
Bradley Beal,WAS,24,5-Jun,207,Florida,USA,2012,1,3,77,23.1,3.1,3.5,5.7,2.00%,7.00%,25.70%,60.40%,15.40%
Brandan Wright,MEM,29,10-Jun,210,North Carolina,USA,2007,1,8,28,6.8,2.8,0.5,3.8,6.90%,10.10%,15.90%,62.80%,6.00%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Brandon Bass,LAC,32,8-Jun,250,Louisiana State,USA,2005,2,33,52,5.6,2.5,0.4,-12.9,7.60%,15.00%,18.90%,65.00%,6.30%
Brandon Ingram,LAL,19,9-Jun,190,Duke,USA,2016,1,2,79,9.4,4,2.1,-7.2,2.50%,11.40%,16.50%,47.40%,10.50%
Brandon Jennings,WAS,27,1-Jun,170,None,USA,2009,1,10,81,7.1,2.4,4.9,-2,1.50%,8.90%,17.10%,47.90%,30.80%
Brandon Knight,PHX,25,3-Jun,195,Kentucky,USA,2011,1,8,54,11,2.2,2.4,-13.7,2.00%,8.20%,24.60%,50.20%,19.40%
Brandon Rush,MIN,31,6-Jun,225,Kansas,USA,2008,1,13,47,4.2,2.1,1,-1.9,1.70%,8.10%,9.60%,50.50%,5.80%
Brian Roberts,CHA,31,1-Jun,173,Dayton,USA,Undrafted,Undrafted,Undrafted,41,3.5,1,1.3,-7.7,1.20%,8.40%,17.90%,51.00%,21.40%
Briante Weber,CHA,24,2-Jun,165,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.3,1.1,-12.2,3.70%,10.70%,16.50%,46.20%,16.80%
Brice Johnson,LAC,23,10-Jun,230,North Carolina,USA,2016,1,25,3,1.3,1,0.3,35,14.30%,22.20%,34.80%,28.60%,16.70%
Brook Lopez,BKN,29,Jul-00,268,Stanford,USA,2008,1,10,75,20.5,5.4,2.3,-3.1,5.30%,11.60%,28.40%,57.80%,14.30%
Bruno Caboclo,TOR,21,9-Jun,205,None,Brazil,2014,1,20,9,1.6,1.1,0.4,-3.1,10.00%,12.50%,17.50%,43.80%,15.40%
Bryn Forbes,SAS,23,3-Jun,190,Michigan State,USA,Undrafted,Undrafted,Undrafted,36,2.6,0.6,0.6,-9.8,0.60%,7.20%,17.00%,46.20%,14.60%
Buddy Hield,SAC,24,4-Jun,214,Oklahoma,Bahamas,2016,1,6,82,10.6,3.3,1.5,-5.4,1.80%,12.00%,20.80%,54.10%,10.10%
C.J. Watson,ORL,33,2-Jun,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,62,4.5,1.4,1.8,-8.1,1.50%,7.50%,13.70%,50.70%,17.40%
CJ McCollum,POR,25,3-Jun,190,Lehigh,USA,2013,1,10,80,23,3.6,3.6,1,2.10%,8.00%,26.60%,58.50%,17.50%
CJ Miles,IND,30,6-Jun,225,None,USA,2005,2,34,76,10.7,3,0.6,2.1,1.70%,11.40%,17.80%,59.20%,4.10%
CJ Wilcox,ORL,26,5-Jun,195,Washington,USA,2014,1,28,22,1,0.5,0.5,-8.5,3.00%,8.10%,14.20%,32.90%,17.40%
Cameron Payne,CHI,22,3-Jun,185,Murray State,USA,2015,1,14,31,5.2,1.5,1.8,-5.8,0.60%,9.80%,21.00%,40.70%,19.50%
Caris LeVert,BKN,22,7-Jun,203,Michigan,USA,2016,1,20,57,8.2,3.3,1.9,-3.4,1.80%,12.40%,16.00%,55.60%,13.20%
Carmelo Anthony,NYK,33,8-Jun,240,Syracuse,USA,2003,1,3,74,22.4,5.9,2.9,-4.8,2.30%,14.30%,28.50%,53.50%,14.10%
Chandler Parsons,MEM,28,10-Jun,230,Florida,USA,2011,2,38,34,6.2,2.5,1.6,-4.8,0.90%,12.80%,17.90%,43.60%,12.20%
Channing Frye,CLE,34,11-Jun,255,Arizona,USA,2005,1,8,74,9.1,3.9,0.6,1.3,2.70%,17.20%,19.10%,61.20%,5.00%
Chasson Randle,NYK,24,2-Jun,185,Stanford,USA,Undrafted,Undrafted,Undrafted,26,5.3,1.2,1.3,-0.1,2.00%,8.60%,19.10%,58.60%,17.30%
Cheick Diallo,NOP,20,9-Jun,220,Kansas,Mali,2016,2,33,17,5.1,4.3,0.2,-12.1,10.60%,25.40%,19.80%,51.00%,3.10%
Chinanu Onuaku,HOU,20,10-Jun,245,Louisville,USA,2016,2,37,5,2.8,2,0.6,-41.9,4.20%,16.30%,10.40%,79.90%,8.60%
Chris Andersen,CLE,38,10-Jun,245,Blinn,USA,Undrafted,Undrafted,Undrafted,12,2.3,2.6,0.4,2.5,8.80%,17.20%,13.20%,49.70%,6.30%
Chris McCullough,WAS,22,9-Jun,215,Syracuse,USA,2015,1,29,16,2.3,1.2,0.1,28.2,11.50%,11.80%,18.70%,52.60%,3.60%
Chris Paul,LAC,32,Jun-00,175,Wake Forest,USA,2005,1,4,61,18.1,5,9.2,14.9,2.20%,13.20%,23.80%,61.40%,44.40%
Christian Wood,CHA,21,11-Jun,220,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,13,2.7,2.2,0.2,7.4,12.80%,12.80%,14.70%,59.10%,3.10%
Clint Capela,HOU,23,10-Jun,240,None,Switzerland,2014,1,25,65,12.6,8.1,1,6.8,11.30%,22.20%,19.60%,63.80%,6.60%
Cody Zeller,CHA,24,Jul-00,240,Indiana,USA,2013,1,4,62,10.3,6.5,1.6,5.9,7.60%,15.70%,15.10%,60.40%,8.70%
Cole Aldrich,MIN,28,11-Jun,250,Kansas,USA,2010,1,11,62,1.7,2.5,0.4,-1,9.80%,21.20%,9.00%,54.90%,6.30%
Corey Brewer,LAL,31,9-Jun,186,Florida,USA,2007,1,7,82,4.5,2,1.2,3.9,2.40%,10.40%,14.20%,49.10%,10.40%
Cory Joseph,TOR,25,3-Jun,190,Texas,Canada,2011,1,29,80,9.3,2.9,3.3,0.9,2.50%,9.20%,17.80%,51.80%,20.00%
Courtney Lee,NYK,31,5-Jun,200,Western Kentucky,USA,2008,1,22,77,10.8,3.4,2.3,-4.7,2.10%,8.20%,14.30%,55.90%,10.40%
Cristiano Felicio,CHI,24,9-Jun,266,None,Brazil,Undrafted,Undrafted,Undrafted,66,4.8,4.7,0.6,-1.1,11.40%,17.60%,12.20%,60.30%,6.10%
D'Angelo Russell,LAL,21,5-Jun,195,Ohio State,USA,2015,1,2,63,15.6,3.5,4.8,-9,1.60%,10.80%,26.20%,51.80%,26.90%
D.J. Augustin,ORL,29,Jun-00,183,Texas,USA,2008,1,9,78,7.9,1.5,2.7,-14.4,0.90%,6.70%,19.10%,52.40%,23.70%
Dahntay Jones,CLE,36,6-Jun,225,Duke,USA,2003,1,20,1,9,2,1,15.5,6.70%,7.70%,41.70%,46.10%,20.00%
Damian Jones,GSW,22,Jul-00,245,Vanderbilt,USA,2016,1,30,10,1.9,2.3,0,-17.7,10.10%,19.20%,13.40%,46.60%,0.00%
Damian Lillard,POR,26,3-Jun,195,Weber State,USA,2012,1,6,75,27,4.9,5.9,1.9,1.70%,11.80%,30.30%,58.60%,27.70%
Damjan Rudez,ORL,31,10-Jun,228,None,Croatia,Undrafted,Undrafted,Undrafted,45,1.8,0.6,0.4,-12.2,1.40%,7.10%,13.30%,46.60%,10.10%
Daniel Ochefu,WAS,23,11-Jun,245,Villanova,USA,Undrafted,Undrafted,Undrafted,19,1.3,1.2,0.2,-17.8,6.50%,25.80%,17.50%,43.00%,7.00%
Danilo Gallinari,DEN,28,10-Jun,225,None,Italy,2008,1,6,63,18.2,5.2,2.1,3.3,1.80%,13.00%,19.70%,62.20%,9.00%
Danny Green,SAS,30,6-Jun,215,North Carolina,USA,2009,2,46,68,7.3,3.3,1.8,7.9,1.80%,10.40%,13.30%,53.70%,9.70%
Dante Cunningham,NOP,30,8-Jun,230,Villanova,USA,2009,2,33,66,6.6,4.2,0.6,-1.2,3.40%,12.90%,10.50%,58.60%,3.10%
Dante Exum,UTA,21,6-Jun,190,None,Australia,2014,1,5,66,6.2,2,1.7,0.1,2.60%,8.20%,17.40%,52.10%,14.40%
Danuel House Jr.,WAS,24,7-Jun,215,Texas A&M,USA,Undrafted,Undrafted,Undrafted,1,0,1,0,0,0.00%,100%,0.00%,0.00%,0.00%
Dario Saric,PHI,23,10-Jun,223,None,Croatia,2014,1,12,81,12.8,6.3,2.2,-5.9,5.10%,18.30%,23.80%,50.80%,14.50%
Darrell Arthur,DEN,29,9-Jun,235,Kansas,USA,2008,1,27,41,6.4,2.7,1,-2,3.80%,13.30%,17.40%,58.30%,9.90%
Darren Collison,SAC,29,Jun-00,175,UCLA,USA,2009,1,21,68,13.2,2.2,4.6,-3.3,1.20%,6.60%,19.40%,57.00%,24.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Darrun Hilliard,DET,24,6-Jun,205,Villanova,USA,2015,2,38,39,3.3,0.8,0.8,1.4,0.50%,8.20%,19.00%,45.90%,13.30%
David Lee,SAS,34,9-Jun,245,Florida,USA,2005,1,30,79,7.3,5.6,1.6,10.3,10.60%,18.90%,15.90%,61.30%,12.60%
David Nwaba,LAL,24,4-Jun,209,None,USA,Undrafted,Undrafted,Undrafted,20,6,3.2,0.7,0.8,4.20%,11.40%,11.60%,61.10%,4.80%
David West,GSW,36,9-Jun,250,Xavier,USA,2003,1,18,68,4.6,3,2.2,7.5,6.30%,16.90%,18.80%,57.10%,26.00%
Davis Bertans,SAS,24,10-Jun,210,None,Latvia,2011,2,42,67,4.5,1.5,0.7,5.7,2.70%,9.30%,14.70%,60.90%,8.40%
DeAndre Jordan,LAC,28,11-Jun,265,Texas A&M,USA,2008,2,35,81,12.7,13.8,1.2,8.9,12.20%,30.50%,15.10%,67.30%,5.40%
DeAndre Liggins,DAL,29,6-Jun,209,Kentucky,USA,2011,2,53,62,2.5,1.7,0.9,3.7,2.60%,11.20%,11.20%,47.60%,9.70%
DeAndre' Bembry,ATL,22,6-Jun,210,Saint Joseph's,USA,2016,1,21,38,2.7,1.6,0.7,-5.1,3.70%,12.00%,14.20%,48.10%,12.30%
DeMar DeRozan,TOR,27,7-Jun,220,Southern California,USA,2009,1,9,74,27.3,5.2,3.9,2.6,2.70%,11.90%,33.60%,55.20%,20.40%
DeMarcus Cousins,NOP,26,11-Jun,270,Kentucky,USA,2010,1,5,72,27,11,4.6,-0.6,6.40%,27.30%,35.70%,56.20%,26.20%
DeMarre Carroll,TOR,30,8-Jun,212,Missouri,USA,2009,1,27,72,8.9,3.8,1,2.8,3.40%,11.30%,15.30%,53.00%,5.60%
Dejounte Murray,SAS,20,5-Jun,170,Washington,USA,2016,1,29,38,3.4,1.1,1.3,-0.9,2.00%,10.60%,22.80%,50.30%,23.60%
Delon Wright,TOR,25,5-Jun,190,Utah,USA,2015,1,20,27,5.6,1.8,2.1,9.7,3.60%,7.30%,16.30%,53.50%,20.40%
Demetrius Jackson,BOS,22,1-Jun,201,Notre Dame,USA,2016,2,45,5,2,0.8,0.6,2.8,9.10%,11.80%,15.90%,75.30%,30.00%
Dennis Schroder,ATL,23,1-Jun,172,None,Germany,2013,1,17,79,17.9,3.1,6.3,-1.5,1.70%,7.90%,27.00%,53.30%,34.00%
Denzel Valentine,CHI,23,6-Jun,212,Michigan State,USA,2016,1,14,57,5.1,2.6,1.1,-0.9,1.10%,14.30%,15.20%,49.20%,9.50%
Deron Williams,CLE,33,3-Jun,200,Illinois,USA,2005,1,3,64,11,2.3,5.6,-2.7,0.90%,8.60%,21.60%,54.10%,35.00%
Derrick Favors,UTA,25,10-Jun,265,Georgia Tech,USA,2010,1,3,50,9.5,6.1,1.1,2.3,8.30%,18.50%,20.10%,51.20%,7.90%
Derrick Jones Jr.,PHX,20,7-Jun,190,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,32,5.3,2.5,0.4,3.8,6.80%,6.80%,11.60%,60.40%,3.00%
Derrick Rose,NYK,28,3-Jun,190,Memphis,USA,2008,1,1,64,18,3.8,4.4,-4,3.00%,8.20%,25.30%,53.00%,21.60%
Derrick Williams,CLE,26,8-Jun,240,Arizona,USA,2011,1,2,50,6.1,2.6,0.6,-4.1,2.40%,13.20%,17.40%,53.70%,5.40%
Devin Booker,PHX,20,6-Jun,206,Kentucky,USA,2015,1,13,78,22.1,3.2,3.4,-3.7,1.60%,7.30%,27.90%,53.10%,16.00%
Devin Harris,DAL,34,3-Jun,185,Wisconsin,USA,2004,1,5,65,6.7,2,2.1,2.1,1.00%,11.10%,18.80%,54.90%,19.70%
Dewayne Dedmon,SAS,27,Jul-00,245,Southern California,USA,Undrafted,Undrafted,Undrafted,76,5.1,6.5,0.6,7.5,10.00%,26.60%,11.70%,64.50%,4.90%
Deyonta Davis,MEM,20,10-Jun,240,Michigan State,USA,2016,2,31,36,1.6,1.7,0.1,-6,7.70%,15.70%,11.20%,52.80%,1.50%
Diamond Stone,LAC,20,11-Jun,255,Maryland,USA,2016,2,40,7,1.4,0.9,0,-54,3.60%,18.50%,30.40%,33.90%,0.00%
Dion Waiters,MIA,25,4-Jun,220,Syracuse,USA,2012,1,4,46,15.8,3.3,4.3,2.8,1.30%,9.50%,25.80%,50.70%,23.40%
Dirk Nowitzki,DAL,39,Jul-00,245,None,Germany,1998,1,9,54,14.2,6.5,1.5,-1.3,1.60%,23.80%,24.20%,52.90%,9.90%
Domantas Sabonis,OKC,21,11-Jun,240,Gonzaga,Lithuania,2016,1,11,81,5.9,3.6,1,1.6,2.70%,14.60%,15.50%,46.90%,7.30%
Donatas Motiejunas,NOP,26,Jul-00,222,None,Lithuania,2011,1,20,34,4.4,3,0.9,-11.6,5.20%,16.00%,16.70%,47.00%,9.60%
Dorian Finney-Smith,DAL,24,8-Jun,220,Florida,USA,Undrafted,Undrafted,Undrafted,81,4.3,2.7,0.8,-2.7,3.40%,10.90%,11.40%,48.60%,6.10%
Doug McDermott,OKC,25,8-Jun,219,Creighton,USA,2014,1,11,66,9,2.7,0.9,-1.6,1.30%,10.50%,16.00%,55.40%,6.00%
Dragan Bender,PHX,19,1-Jul,225,None,Croatia,2016,1,4,43,3.4,2.4,0.5,-0.9,3.90%,13.50%,14.50%,44.00%,5.70%
Draymond Green,GSW,27,7-Jun,230,Michigan State,USA,2012,2,35,76,10.2,7.9,7,15.2,4.10%,18.30%,15.80%,52.20%,27.20%
Dwight Howard,ATL,31,11-Jun,265,None,USA,2004,1,1,74,13.5,12.7,1.4,-2.2,13.30%,27.80%,18.80%,62.70%,7.60%
Dwight Powell,DAL,25,11-Jun,240,Stanford,Canada,2014,2,45,77,6.7,4,0.6,-5.9,6.90%,17.90%,16.00%,58.80%,6.20%
Dwyane Wade,CHI,35,4-Jun,220,Marquette,USA,2003,1,5,60,18.3,4.5,3.8,-2.2,3.30%,11.30%,28.50%,50.80%,22.10%
E'Twaun Moore,NOP,28,4-Jun,191,Purdue,USA,2011,2,55,73,9.6,2.1,2.2,-3.2,1.70%,6.20%,16.90%,53.70%,13.80%
Ed Davis,POR,28,10-Jun,245,North Carolina,USA,2010,1,13,46,4.3,5.3,0.6,-7.2,11.40%,18.60%,11.60%,56.30%,5.00%
Edy Tavares,CLE,25,3-Jul,265,None,Cabo Verde,2014,2,43,2,4,5.5,0.5,17.5,13.80%,22.60%,13.30%,63.30%,7.10%
Elfrid Payton,ORL,23,4-Jun,185,Louisiana-Lafayette,USA,2014,1,10,82,12.8,4.7,6.5,-3.1,3.50%,12.00%,20.90%,52.00%,32.90%
Elijah Millsap,PHX,29,7-Jun,215,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,2,1.5,3,0.5,-15.2,12.00%,11.50%,18.90%,19.00%,6.70%
Emmanuel Mudiay,DEN,21,5-Jun,200,None,Democratic Re...,2015,1,7,55,11,3.2,3.9,-4.8,2.00%,10.40%,22.00%,48.30%,22.20%
Enes Kanter,OKC,25,11-Jun,245,Kentucky,Turkey,2011,1,3,72,14.3,6.7,0.9,1.9,12.60%,18.50%,27.00%,59.90%,7.80%
Eric Bledsoe,PHX,27,1-Jun,205,Kentucky,USA,2010,1,18,66,21.1,4.8,6.3,-3.7,2.30%,12.40%,27.40%,56.30%,30.90%
Eric Gordon,HOU,28,4-Jun,215,Indiana,USA,2008,1,7,75,16.2,2.7,2.5,6,1.20%,6.80%,21.50%,55.70%,12.50%
Ersan Ilyasova,ATL,30,10-Jun,235,None,Turkey,2005,2,36,82,13.1,5.9,1.7,-0.1,5.20%,16.30%,21.40%,54.60%,10.70%
Evan Fournier,ORL,24,7-Jun,205,None,France,2012,1,20,68,17.2,3.1,3,-4.3,1.90%,7.20%,22.80%,55.50%,14.40%
Evan Turner,POR,28,7-Jun,220,Ohio State,USA,2010,1,2,65,9,3.8,3.2,-5.9,2.10%,12.50%,18.00%,49.10%,19.60%
Frank Kaminsky,CHA,24,Jul-00,240,Wisconsin,USA,2015,1,9,75,11.7,4.5,2.2,0.2,2.90%,14.10%,21.40%,50.20%,13.10%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Fred VanVleet,TOR,23,Jun-00,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,37,2.9,1.1,0.9,9.7,1.30%,11.80%,19.60%,44.30%,18.00%
Garrett Temple,SAC,31,6-Jun,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65,7.8,2.8,2.6,-5.1,1.90%,9.00%,13.90%,54.50%,14.60%
Gary Harris,DEN,22,4-Jun,210,Michigan State,USA,2014,1,19,57,14.9,3.1,2.9,2,2.70%,7.60%,18.10%,61.10%,12.90%
Gary Neal,ATL,32,4-Jun,210,Towson,USA,Undrafted,Undrafted,Undrafted,2,2,0.5,0.5,-15.2,0.00%,6.70%,19.60%,22.80%,12.50%
Gary Payton II,MIL,24,3-Jun,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,6,3.3,2,2.2,-28.7,0.00%,12.20%,15.50%,41.30%,22.40%
George Hill,UTA,31,3-Jun,188,Indiana Purdue-Indianapolis,USA,2008,1,26,49,16.9,3.4,4.2,8.6,1.60%,9.50%,22.70%,59.90%,22.70%
Georges Niang,IND,24,8-Jun,230,Iowa State,USA,2016,2,50,23,0.9,0.7,0.2,2,1.90%,16.00%,18.30%,28.50%,7.40%
Georgios Papagiannis,SAC,19,1-Jul,240,None,Greece,2016,1,13,22,5.6,3.9,0.9,-4,7.80%,16.90%,16.40%,57.30%,8.50%
Gerald Green,BOS,31,7-Jun,205,None,USA,2005,1,18,47,5.6,1.8,0.7,-0.1,2.80%,12.20%,22.10%,52.40%,10.00%
Gerald Henderson,PHI,29,5-Jun,215,Duke,USA,2009,1,12,72,9.2,2.6,1.6,-8.3,2.00%,9.20%,17.30%,52.90%,10.80%
Giannis Antetokounmpo,MIL,22,11-Jun,222,None,Greece,2013,1,15,80,22.9,8.8,5.4,1,5.20%,19.90%,27.90%,59.90%,26.90%
Glenn Robinson III,IND,23,6-Jun,222,Michigan,USA,2014,2,40,69,6.1,3.6,0.7,-2.6,4.10%,12.70%,12.40%,56.40%,4.80%
