PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Anthony Parker,TOR,33,6-Jun,215,Bradley,USA,1997,1,21,82,12.5,4.1,2.2,3.8,2.00%,11.20%,17.20%,58.00%,10.70%
Antoine Walker,MIN,31,9-Jun,245,Kentucky,USA,1996,1,6,46,8,3.7,1,-4.5,5.90%,12.80%,21.90%,45.50%,8.50%
Antoine Wright,DAL,24,7-Jun,215,Texas A&M,USA,2005,1,15,56,6.3,2.6,1.4,-6.7,3.40%,8.90%,14.90%,48.80%,11.30%
Antonio Daniels,WAS,33,4-Jun,205,Bowling Green,USA,1997,1,4,71,8.4,2.9,4.8,0,1.10%,9.10%,13.10%,54.90%,23.90%
Antonio McDyess,DET,33,9-Jun,245,Alabama,USA,1995,1,2,78,8.8,8.5,1.1,7.8,9.30%,22.50%,15.50%,51.10%,6.10%
Arron Afflalo,DET,22,5-Jun,215,UCLA,USA,2007,1,27,75,3.7,1.8,0.7,6.7,3.80%,10.40%,14.20%,49.40%,8.60%
Austin Croshere,GSW,33,10-Jun,235,Providence,USA,1997,1,12,44,3.9,2.4,0.7,0.9,6.50%,15.10%,15.60%,57.30%,10.00%
Awvee Storey,MIL,31,6-Jun,225,Arizona State,USA,Undrafted,Undrafted,Undrafted,26,3.5,2.1,0.6,-9.2,10.80%,9.40%,17.80%,45.20%,10.20%
Baron Davis,GSW,29,3-Jun,215,UCLA,USA,1999,1,3,82,21.8,4.7,7.6,3.6,2.80%,9.00%,25.20%,52.30%,29.10%
Ben Gordon,CHI,25,3-Jun,200,Connecticut,USA,2004,1,3,72,18.6,3.1,3,-4.9,1.60%,8.10%,25.10%,55.80%,16.80%
Ben Wallace,CLE,33,9-Jun,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,72,4.8,8.4,1.5,-3.5,10.10%,17.60%,10.00%,40.80%,7.00%
Beno Udrih,SAC,25,3-Jun,205,None,Slovenia,2004,1,28,65,12.8,3.3,4.3,-0.4,1.70%,9.00%,19.50%,54.00%,22.20%
Billy Thomas,CLE,32,5-Jun,220,Kansas,USA,Undrafted,Undrafted,Undrafted,11,1.3,0.2,0,-8.6,0.00%,5.30%,21.80%,39.10%,0.00%
Blake Ahearn,MIA,24,2-Jun,190,Missouri State,,Undrafted,Undrafted,Undrafted,12,5.8,1.6,1.6,-24.8,0.60%,9.70%,24.00%,49.50%,28.80%
Bo Outlaw,ORL,37,8-Jun,220,Houston,USA,Undrafted,Undrafted,Undrafted,2,2,0,0,-36.8,0.00%,0.00%,26.70%,66.70%,0.00%
Bobby Jackson,HOU,35,1-Jun,185,Minnesota,USA,1997,1,23,72,7.7,2.5,1.9,5.9,2.40%,10.80%,19.90%,51.00%,17.00%
Bobby Jones,DEN,24,7-Jun,215,Washington,USA,2006,2,37,47,3.8,2,0.6,-6.3,5.60%,11.90%,15.80%,54.80%,9.20%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Bobby Simmons,MIL,28,6-Jun,230,DePaul,USA,2001,2,41,70,7.6,3.2,1.1,-7.1,4.30%,11.70%,17.50%,50.40%,8.70%
Bonzi Wells,NOH,31,5-Jun,210,Ball State,USA,1998,1,11,73,9.1,4.5,1.3,0.9,5.40%,16.30%,22.30%,49.50%,11.00%
Boris Diaw,PHX,26,8-Jun,235,None,France,2003,1,21,82,8.8,4.6,3.9,3.7,4.60%,11.40%,16.30%,51.60%,19.60%
Bostjan Nachbar,NJN,27,9-Jun,221,None,Slovenia,2002,1,15,75,9.8,3.5,1.2,-8.2,3.30%,12.60%,20.80%,53.10%,10.00%
Brad Miller,SAC,32,Jul-00,261,Purdue,USA,Undrafted,Undrafted,Undrafted,72,13.4,9.5,3.7,2,7.20%,21.10%,18.00%,55.80%,16.10%
Brandan Wright,GSW,20,9-Jun,205,North Carolina,USA,2007,1,8,38,4,2.6,0.2,-2.4,9.20%,15.00%,15.70%,58.30%,3.50%
Brandon Bass,DAL,23,8-Jun,240,Louisiana State,USA,2005,2,33,79,8.3,4.4,0.7,-1,8.10%,14.80%,19.10%,56.40%,6.70%
Brandon Roy,POR,23,6-Jun,229,Washington,USA,2006,1,6,74,19.1,4.7,5.8,0.8,3.00%,10.00%,24.60%,53.10%,27.20%
Brendan Haywood,WAS,28,Jul-00,263,North Carolina,USA,2001,1,20,80,10.6,7.2,0.9,1.8,12.50%,14.50%,17.00%,58.20%,5.10%
Brent Barry,SAS,36,7-Jun,210,Oregon State,USA,1995,1,15,31,7.1,1.8,1.7,4.7,2.20%,8.30%,14.90%,65.50%,15.00%
Brevin Knight,LAC,32,10-May,170,Stanford,USA,1997,1,16,74,4.6,1.9,4.4,-9.9,0.90%,7.90%,12.00%,45.30%,32.30%
Brian Cardinal,MEM,31,8-Jun,245,Purdue,USA,2000,2,44,37,3.4,2.6,0.6,1.8,5.50%,15.70%,15.00%,46.10%,7.40%
Brian Cook,ORL,27,9-Jun,250,Illinois,USA,2003,1,24,51,4.7,2.1,0.5,0.6,4.60%,13.20%,19.90%,48.90%,7.30%
Brian Scalabrine,BOS,30,9-Jun,235,Southern California,USA,2001,2,34,48,1.8,1.6,0.8,5,4.70%,10.60%,11.30%,42.80%,11.90%
Brian Skinner,PHX,32,9-Jun,255,Baylor,USA,1998,1,22,66,3.3,3.6,0.2,-3.2,7.50%,18.70%,13.40%,48.50%,2.50%
Bruce Bowen,SAS,37,7-Jun,200,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,81,6,2.9,1.1,4.1,1.50%,8.60%,9.70%,52.70%,5.50%
C.J. Watson,GSW,24,2-Jun,180,Tennessee,USA,Undrafted,Undrafted,Undrafted,32,3.7,1,1.1,-0.1,3.20%,4.90%,14.80%,51.90%,13.90%
CJ Miles,UTA,21,6-Jun,220,None,USA,2005,2,34,60,5,1.3,0.9,8.7,2.40%,9.80%,17.50%,57.40%,11.30%
Calvin Booth,PHI,32,11-Jun,250,Penn State,USA,1999,2,35,31,0.8,1.2,0.3,-0.4,2.80%,15.80%,7.40%,38.20%,6.00%
Carl Landry,HOU,24,9-Jun,248,Purdue,USA,2007,2,31,42,8.1,4.9,0.5,6.1,13.40%,16.10%,17.90%,64.10%,5.00%
Carlos Arroyo,ORL,28,2-Jun,202,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,62,6.9,1.8,3.5,5.2,0.80%,8.10%,16.80%,54.70%,27.20%
Carlos Boozer,UTA,26,9-Jun,266,Duke,USA,2002,2,34,81,21.1,10.4,2.9,7.8,7.90%,24.50%,26.20%,58.10%,13.50%
Carlos Delfino,TOR,25,6-Jun,230,None,Argentina,2003,1,25,82,9,4.4,1.8,0.5,3.50%,16.20%,18.40%,52.70%,11.70%
Carmelo Anthony,DEN,24,8-Jun,230,Syracuse,USA,2003,1,3,77,25.7,7.4,3.4,2.8,6.30%,13.30%,29.50%,56.80%,15.60%
Caron Butler,WAS,28,7-Jun,228,Connecticut,USA,2002,1,10,58,20.3,6.7,4.9,3.9,4.10%,13.80%,23.50%,55.80%,21.00%
Casey Jacobsen,MEM,27,6-Jun,215,Stanford,USA,2002,1,22,53,2,1.2,0.4,2.8,2.10%,9.80%,10.80%,43.70%,5.20%
Cedric Simmons,CHI,22,9-Jun,235,North Carolina State,USA,2006,1,15,14,0.6,1.3,0,-18.4,5.70%,12.10%,11.80%,21.70%,0.00%
Channing Frye,POR,25,11-Jun,248,Arizona,USA,2005,1,8,78,6.8,4.5,0.7,1.9,8.30%,19.30%,19.20%,52.90%,7.30%
Charlie Bell,MIL,29,3-Jun,200,Michigan State,,Undrafted,Undrafted,Undrafted,68,7.6,2.5,3.1,-7.3,1.90%,8.90%,16.30%,49.00%,20.80%
Charlie Villanueva,MIL,23,11-Jun,232,Connecticut,USA,2005,1,7,76,11.7,6.1,1,-8.8,7.70%,18.70%,23.40%,50.20%,7.20%
Chauncey Billups,DET,31,3-Jun,202,Colorado,USA,1997,1,3,78,17,2.7,6.8,10.8,1.70%,7.30%,22.60%,61.90%,34.10%
Cheikh Samb,DET,23,1-Jul,245,None,USA,2006,2,51,4,1.8,1.8,0,6.8,13.00%,11.40%,9.00%,71.70%,0.00%
Chris Andersen,NOH,29,10-Jun,228,Blinn,USA,Undrafted,Undrafted,Undrafted,5,1.2,1.8,0,8.8,5.30%,21.20%,11.10%,34.20%,0.00%
Chris Bosh,TOR,24,10-Jun,230,Georgia Tech,USA,2003,1,4,67,22.3,8.7,2.6,8.7,8.00%,17.70%,28.10%,58.80%,12.30%
Chris Duhon,CHI,25,1-Jun,185,Duke,USA,2004,2,38,66,5.8,1.8,4,-1.8,1.20%,6.60%,13.10%,50.80%,27.30%
Chris Kaman,LAC,26,Jul-00,265,Central Michigan,USA,2003,1,6,56,15.7,12.7,1.9,-4.4,8.70%,26.60%,21.70%,53.80%,9.40%
Chris Mihm,LAL,28,Jul-00,265,Texas,USA,2000,1,7,23,3.6,3.3,0.6,-3.1,9.90%,15.80%,18.80%,38.40%,7.10%
Chris Paul,NOH,23,Jun-00,175,Wake Forest,USA,2005,1,4,80,21.1,4,11.6,8.1,2.10%,9.20%,25.00%,57.60%,50.00%
Chris Quinn,MIA,24,2-Jun,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,60,7.8,2,3,-7.2,0.90%,8.60%,16.80%,55.90%,23.40%
Chris Richard,MIN,23,9-Jun,270,Florida,USA,2007,2,41,52,1.9,2.6,0.3,-1.8,9.10%,15.20%,9.50%,49.60%,4.60%
Chris Webber,GSW,35,10-Jun,245,Michigan,USA,1993,1,1,9,3.9,3.6,2,-7.1,1.70%,23.40%,16.10%,48.20%,18.80%
Chris Wilcox,SEA,25,10-Jun,235,Maryland,USA,2002,1,8,62,13.4,7,1.2,-4.7,7.10%,16.70%,20.70%,55.40%,7.00%
Chuck Hayes,HOU,25,6-Jun,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,79,3,5.4,1.2,7.8,8.60%,18.40%,8.30%,51.20%,8.30%
Chucky Atkins,DEN,33,11-May,185,South Florida,USA,Undrafted,Undrafted,Undrafted,24,4.7,1.3,2,-3.6,0.80%,7.50%,16.00%,44.90%,21.20%
Coby Karl,LAL,25,5-Jun,215,Boise State,,Undrafted,Undrafted,Undrafted,17,1.8,0.8,0.5,-1.5,4.30%,12.10%,19.30%,49.30%,18.40%
Corey Brewer,MIN,22,9-Jun,185,Florida,USA,2007,1,7,79,5.8,3.7,1.4,-8.4,4.40%,12.30%,15.20%,42.90%,9.20%
Corey Maggette,LAC,28,6-Jun,225,Duke,USA,1999,1,13,70,22.1,5.6,2.7,-4.7,3.20%,13.00%,26.80%,59.50%,14.30%
Courtney Sims,IND,24,11-Jun,245,Michigan,USA,Undrafted,Undrafted,Undrafted,3,0,0.7,0.3,2.7,6.70%,8.30%,3.10%,0.00%,14.30%
Craig Smith,MIN,24,8-Jun,250,Boston College,USA,2006,2,36,77,9.4,4.6,0.8,-6.8,8.20%,16.00%,20.00%,59.00%,6.60%
Cuttino Mobley,LAC,32,4-Jun,215,Rhode Island,USA,1998,2,41,77,12.8,3.6,2.6,-8.1,1.90%,8.70%,18.30%,51.40%,13.10%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
DJ Mbenga,LAL,27,Jul-00,255,None,,Undrafted,Undrafted,Undrafted,42,2,1.7,0.2,-0.3,7.90%,13.20%,13.00%,46.50%,4.40%
DJ Strawberry,PHX,23,5-Jun,201,Maryland,USA,2007,2,59,33,2.2,0.8,0.9,-8.2,3.20%,6.50%,17.70%,36.40%,16.50%
Daequan Cook,MIA,21,5-Jun,205,Ohio State,USA,2007,1,21,59,8.8,3,1.3,-11.2,1.40%,11.60%,19.30%,48.00%,9.50%
Dahntay Jones,SAC,27,6-Jun,210,Duke,USA,2003,1,20,25,3.2,1.4,0.5,-1.5,3.40%,12.80%,17.70%,53.70%,10.30%
Damien Wilkins,SEA,28,6-Jun,225,Georgia,USA,Undrafted,Undrafted,Undrafted,76,9.2,3.2,2,-11.3,3.70%,9.40%,18.80%,47.40%,12.90%
Damon Jones,CLE,31,3-Jun,195,Houston,USA,Undrafted,Undrafted,Undrafted,67,6.5,1.1,1.9,1.1,0.40%,5.30%,13.60%,58.20%,15.40%
Damon Stoudamire,SAS,34,10-May,171,Arizona,USA,1995,1,7,60,5.3,2,2.8,-5.2,2.00%,9.70%,18.50%,45.00%,24.40%
Dan Dickau,LAC,29,Jun-00,180,Gonzaga,USA,2002,1,28,67,5.3,1.4,2.6,-2.9,1.30%,8.80%,16.70%,53.00%,27.30%
Dan Gadzuric,MIL,30,11-Jun,245,UCLA,Netherlands,2002,2,33,51,3.2,2.8,0.2,-6.1,10.90%,15.70%,17.10%,44.30%,3.40%
Daniel Gibson,CLE,22,2-Jun,194,Texas,USA,2006,2,42,58,10.4,2.3,2.5,2.9,1.70%,6.30%,14.70%,59.20%,13.00%
Danny Granger,IND,25,8-Jun,228,New Mexico,USA,2005,1,17,80,19.6,6.1,2.1,-2.3,3.20%,13.50%,22.80%,57.10%,9.70%
Darius Songaila,WAS,30,9-Jun,248,Wake Forest,Lithuania,2002,2,49,80,6.2,3.4,1.7,0.3,5.40%,12.80%,16.90%,49.60%,14.20%
Darius Washington,SAS,22,2-Jun,195,Memphis,USA,Undrafted,Undrafted,Undrafted,18,2.9,1.1,0.8,0.3,3.10%,11.40%,20.20%,49.30%,16.10%
Darko Milicic,MEM,23,Jul-00,275,None,Serbia,2003,1,2,70,7.2,6.1,0.8,-8,7.70%,17.90%,17.20%,45.60%,5.50%
Darrell Armstrong,NJN,40,1-Jun,180,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,50,2.5,1.3,1.5,-10.9,3.30%,9.20%,13.20%,49.90%,22.50%
Darrick Martin,TOR,37,11-May,170,UCLA,,Undrafted,Undrafted,Undrafted,17,1.6,0.4,1.2,17,2.10%,2.70%,14.50%,29.60%,21.00%
Darryl Watkins,SAC,23,11-Jun,258,Syracuse,USA,Undrafted,Undrafted,Undrafted,9,1.3,1.3,0,-12,7.10%,11.70%,14.00%,34.90%,0.00%
David Harrison,IND,25,Jul-00,280,Colorado,USA,2004,1,29,55,4.2,2.1,0.3,1.7,5.80%,9.80%,16.00%,53.90%,3.00%
David Lee,NYK,25,9-Jun,240,Florida,USA,2005,1,30,81,10.8,8.9,1.2,-5.3,9.90%,21.60%,15.30%,60.60%,6.70%
David West,NOH,27,9-Jun,240,Xavier,USA,2003,1,18,76,20.6,8.9,2.3,7.6,6.50%,18.30%,25.80%,53.50%,10.40%
DeSagana Diop,NJN,26,Jul-00,280,None,Senegal,2001,1,8,79,2.9,5,0.5,2.5,12.80%,18.30%,9.30%,53.60%,4.70%
DeShawn Stevenson,WAS,27,5-Jun,218,None,USA,2000,1,23,82,11.2,2.9,3.1,2.3,1.40%,8.30%,17.10%,52.90%,15.20%
Delonte West,CLE,24,3-Jun,180,Saint Joseph's,,2004,1,24,61,8.3,3.2,3.8,-2.3,1.90%,10.20%,17.90%,49.20%,24.20%
Demetris Nichols,CHI,23,8-Jun,216,Syracuse,USA,2007,2,53,14,1.1,0.4,0.1,-23.6,0.00%,10.00%,24.80%,32.60%,4.50%
DerMarr Johnson,SAS,28,9-Jun,210,Cincinnati,USA,2000,1,6,5,3.4,0.2,0.2,-7.6,0.00%,4.00%,26.30%,57.10%,7.70%
Derek Anderson,CHA,33,5-Jun,195,Kentucky,USA,1997,1,13,28,5,1.9,1.6,-12.6,2.10%,11.30%,18.40%,49.70%,21.50%
Derek Fisher,LAL,33,1-Jun,210,Arkansas-Little Rock,USA,1996,1,24,82,11.7,2.1,2.9,6.7,1.10%,6.30%,18.10%,55.60%,15.70%
Deron Williams,UTA,24,3-Jun,205,Illinois,USA,2005,1,3,82,18.8,3,10.5,7.1,1.30%,7.30%,22.80%,59.50%,42.70%
Desmond Mason,MIL,30,5-Jun,222,Oklahoma State,USA,2000,1,17,59,9.7,4.3,2.1,-5.1,4.50%,11.30%,16.50%,51.90%,10.70%
Devean George,DAL,30,8-Jun,235,Augsburg,USA,1999,1,23,53,3.7,2.6,0.7,-0.9,3.50%,13.40%,13.70%,43.70%,6.80%
Devin Brown,CLE,29,5-Jun,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,78,7.5,3.4,2.2,-1.5,3.60%,11.80%,17.30%,49.40%,16.60%
Devin Harris,NJN,25,3-Jun,185,Wisconsin,USA,2004,1,5,64,14.8,2.7,5.8,4.8,1.50%,7.30%,22.00%,57.30%,28.80%
Dikembe Mutombo,HOU,42,2-Jul,260,Georgetown,Congo,1991,1,4,39,3,5.1,0.1,4.6,10.50%,20.20%,8.60%,59.10%,1.20%
Dirk Nowitzki,DAL,30,Jul-00,245,None,Germany,1998,1,9,77,23.6,8.6,3.5,9,3.70%,20.50%,28.20%,58.50%,17.10%
Dominic McGuire,WAS,22,9-Jun,220,Fresno State,USA,2007,2,47,70,1.3,2,0.6,-13.7,7.60%,12.80%,10.30%,39.70%,9.60%
Donyell Marshall,SEA,35,9-Jun,245,Connecticut,USA,1994,1,4,26,3.8,2.9,0.4,-13.7,6.80%,15.90%,15.90%,45.50%,4.40%
Dorell Wright,MIA,22,9-Jun,210,None,USA,2004,1,19,44,7.9,5,1.4,-7.6,4.60%,16.40%,14.40%,53.70%,8.70%
Drew Gooden,CHI,26,10-Jun,250,Kansas,USA,2002,1,4,69,12,8.6,1.2,-2,8.20%,20.70%,20.00%,49.50%,6.20%
Dwayne Jones,CLE,25,11-Jun,251,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,56,1.4,2.5,0.2,-3.3,13.90%,15.20%,8.40%,53.80%,3.30%
Dwight Howard,ORL,22,11-Jun,265,None,USA,2004,1,1,82,20.7,14.2,1.3,7.4,9.80%,27.80%,23.80%,61.90%,5.90%
Dwyane Wade,MIA,26,4-Jun,216,Marquette,USA,2003,1,5,51,24.6,4.2,6.9,-6.5,2.50%,9.40%,31.60%,54.90%,33.60%
Earl Barron,MIA,26,Jul-00,245,Memphis,,Undrafted,Undrafted,Undrafted,46,7.1,4.3,0.6,-11.4,7.70%,16.50%,21.70%,44.60%,6.30%
Earl Boykins,CHA,32,5-May,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,36,5.1,0.9,2.7,-8.1,1.60%,4.50%,18.20%,46.70%,27.00%
Earl Watson,SEA,29,1-Jun,185,UCLA,USA,2001,2,39,78,10.7,2.9,6.8,-8.8,1.80%,7.80%,18.40%,51.70%,35.90%
Eddie Gill,SEA,29,Jun-00,183,Weber State,USA,Undrafted,Undrafted,Undrafted,14,2.7,1.6,1.6,-13.7,0.60%,13.80%,12.80%,54.30%,29.70%
Eddie House,BOS,30,1-Jun,175,Arizona State,USA,2000,2,37,78,7.5,2.1,1.9,8.9,1.40%,10.00%,18.50%,53.40%,18.20%
Eddie Jones,DAL,36,6-Jun,200,Temple,USA,1994,1,10,47,3.7,2.8,1.5,6.4,2.10%,13.00%,10.60%,47.30%,10.50%
Eddy Curry,NYK,25,11-Jun,285,None,USA,2001,1,4,59,13.2,4.7,0.5,-14,7.60%,11.30%,23.60%,57.80%,4.00%
Eduardo Najera,DEN,31,8-Jun,235,Oklahoma,Mexico,2000,2,38,78,5.9,4.3,1.2,9.1,6.50%,12.50%,11.60%,57.00%,7.90%
Elton Brand,LAC,29,8-Jun,254,Duke,USA,1999,1,1,8,17.6,8,2,-17.5,7.80%,15.50%,24.60%,52.30%,10.30%
PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Emeka Okafor,CHA,25,10-Jun,255,Connecticut,USA,2004,1,2,82,13.8,10.7,0.9,-4.4,9.70%,23.60%,19.80%,55.30%,4.40%
Eric Piatkowski,PHX,37,7-Jun,215,Nebraska,USA,1994,1,15,16,2.4,0.8,0.6,-15.5,1.00%,7.50%,16.30%,56.10%,14.10%
Eric Snow,CLE,35,3-Jun,205,Michigan State,USA,1995,2,43,22,1,0.9,1.9,-12.3,1.30%,5.30%,8.60%,23.10%,21.30%
Erick Dampier,DAL,32,11-Jun,265,Mississippi State,USA,1996,1,10,72,6.1,7.5,0.9,6.2,12.80%,19.00%,11.00%,64.50%,5.20%
Fabricio Oberto,SAS,33,10-Jun,245,None,Argentina,Undrafted,Undrafted,Undrafted,82,4.8,5.2,1.2,1.2,9.80%,18.10%,10.50%,61.50%,9.00%
Flip Murray,IND,28,3-Jun,197,Shaw,USA,2002,2,41,42,9.4,2,3.4,-2,2.60%,6.40%,24.50%,48.30%,26.60%
Francisco Elson,SEA,32,Jul-00,235,California,Netherlands,1999,2,41,63,3.3,3.2,0.4,-6.1,6.10%,18.60%,16.40%,41.60%,5.10%
Francisco Garcia,SAC,26,7-Jun,195,Louisville,Dominican Rep...,2005,1,23,79,12.3,3.3,1.6,-2.8,2.60%,10.40%,20.30%,57.60%,10.40%
Fred Jones,NYK,29,2-Jun,225,Oregon,USA,2002,1,14,70,7.6,2.4,2.4,-7.3,1.70%,8.50%,14.10%,54.60%,15.00%
Gabe Pruitt,BOS,22,4-Jun,170,Southern California,USA,2007,2,32,15,2.1,0.5,0.9,-7.3,1.00%,7.50%,19.80%,40.10%,24.50%
Gerald Green,HOU,22,8-Jun,200,None,USA,2005,1,18,30,5.1,2.1,1,-4.8,3.20%,13.40%,24.00%,45.30%,13.80%
Gerald Wallace,CHA,25,7-Jun,220,Alabama,USA,2001,1,25,62,19.4,6,3.5,-1.9,2.50%,13.70%,24.30%,54.70%,15.90%
